After EL,,,Gbest ratio:,1.121222,#in front,1140
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,18166.01878,17154.07091,0.944294,10,UNH{17.597765%} WMT{8.938547%} HD{32.681564%} CSCO{4.469274%} DIS{8.100559%} VZ{7.262570%} HON{1.117318%} CAT{8.938547%} AXP{6.703911%} BA{4.189944%} ,
2,18525.18363,17832.89988,0.96263,11,UNH{17.250674%} WMT{8.625337%} HD{32.345013%} CSCO{5.390836%} DIS{7.816712%} VZ{8.355795%} IBM{0.269542%} CAT{8.355795%} INTC{2.964960%} AXP{4.582210%} BA{4.043127%} ,
3,19149.52258,18191.0572,0.949948,11,UNH{18.028169%} WMT{4.507042%} HD{33.802817%} CSCO{5.633803%} DIS{8.169014%} VZ{8.732394%} IBM{0.281690%} CAT{8.732394%} INTC{3.098592%} AXP{4.788732%} BA{4.225352%} ,
4,19262.71811,18191.76642,0.944403,13,UNH{16.304348%} WMT{2.173913%} HD{34.510870%} MRK{0.271739%} CSCO{8.695652%} MCD{2.717391%} DIS{7.880435%} VZ{7.065217%} HON{0.271739%} CAT{14.402174%} INTC{0.543478%} AXP{3.260870%} BA{1.902174%} ,
5,19346.34799,19387.07476,1.002105,13,UNH{13.649025%} WMT{8.913649%} JPM{0.557103%} CVX{1.671309%} HD{33.983287%} CSCO{4.735376%} DIS{8.635097%} VZ{8.077994%} CRM{0.278552%} CAT{8.635097%} INTC{2.228412%} AXP{4.456825%} BA{4.178273%} ,
6,19366.89551,19721.99475,1.018335,12,UNH{17.250674%} CVX{8.625337%} HD{32.345013%} CSCO{5.390836%} MCD{4.312668%} DIS{7.816712%} VZ{8.355795%} IBM{0.269542%} CAT{8.355795%} INTC{2.964960%} AXP{0.269542%} BA{4.043127%} ,
7,19444.37418,19830.32819,1.019849,13,UNH{14.285714%} WMT{4.664723%} JPM{0.583090%} CVX{1.749271%} HD{35.568513%} CSCO{4.956268%} DIS{9.037901%} VZ{8.454810%} CRM{0.291545%} CAT{9.037901%} INTC{2.332362%} AXP{4.664723%} BA{4.373178%} ,
8,19451.27152,20072.85867,1.031956,12,UNH{16.886544%} WMT{4.221636%} CVX{8.443272%} HD{31.662269%} CSCO{5.277045%} DIS{7.651715%} VZ{8.179420%} IBM{0.263852%} CAT{8.179420%} INTC{0.791557%} AXP{4.485488%} BA{3.957784%} ,
9,19620.76604,20407.63302,1.040104,12,UNH{17.630854%} CVX{8.815427%} HD{33.057851%} CSCO{5.509642%} MCD{2.203857%} DIS{7.988981%} VZ{8.539945%} IBM{0.275482%} CAT{8.539945%} INTC{3.030303%} AXP{0.275482%} BA{4.132231%} ,
10,19843.09757,20761.25607,1.046271,12,UNH{17.827298%} CVX{8.913649%} HD{33.426184%} CSCO{5.571031%} MCD{1.114206%} DIS{8.077994%} VZ{8.635097%} IBM{0.278552%} CAT{8.635097%} INTC{3.064067%} AXP{0.278552%} BA{4.178273%} ,
11,19962.49417,20816.56431,1.042784,11,UNH{14.371257%} WMT{4.790419%} HD{35.928144%} CSCO{7.185629%} MCD{2.395210%} DIS{3.892216%} VZ{9.281437%} CAT{9.281437%} INTC{3.293413%} AXP{5.089820%} BA{4.491018%} ,
12,19979.9167,20941.92825,1.048149,12,UNH{17.927171%} CVX{8.963585%} HD{33.613445%} CSCO{5.602241%} MCD{0.560224%} DIS{8.123249%} VZ{8.683473%} IBM{0.280112%} CAT{8.683473%} INTC{3.081232%} AXP{0.280112%} BA{4.201681%} ,
13,20020.80775,20998.0348,1.048811,12,UNH{17.827298%} WMT{1.114206%} CVX{8.913649%} HD{33.426184%} CSCO{5.571031%} DIS{8.077994%} VZ{8.635097%} IBM{0.278552%} CAT{8.635097%} INTC{3.064067%} AXP{0.278552%} BA{4.178273%} ,
