After EL,,,Gbest ratio:,0.523,#in front,4271
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,37675.8856,12440.36138,0.330194,15,AAPL{13.232514%} MSFT{0.378072%} UNH{0.378072%} WMT{18.147448%} CVX{0.378072%} HD{0.189036%} KO{23.818526%} NKE{6.427221%} AMGN{19.470699%} HON{0.378072%} CRM{13.232514%} INTC{1.701323%} AXP{0.189036%} BA{1.890359%} MMM{0.189036%} ,
2,38112.03235,13231.88995,0.347184,15,AAPL{12.477718%} MSFT{0.356506%} UNH{0.356506%} WMT{17.112299%} CVX{0.356506%} HD{0.178253%} KO{22.459893%} NKE{11.764706%} AMGN{18.360071%} HON{0.356506%} CRM{12.477718%} INTC{1.604278%} AXP{0.178253%} BA{1.782531%} MMM{0.178253%} ,
3,38299.57971,14489.77842,0.378327,13,AAPL{18.065693%} V{0.182482%} WMT{18.065693%} PG{3.102190%} HD{0.364964%} KO{23.175182%} NKE{8.941606%} VZ{0.364964%} AMGN{20.985401%} HON{0.182482%} CRM{3.649635%} INTC{1.824818%} BA{1.094891%} ,
4,38616.17354,16519.71896,0.427793,11,AAPL{20.915033%} MSFT{0.217865%} UNH{0.217865%} WMT{13.943355%} KO{27.668845%} NKE{11.982571%} AMGN{18.954248%} HON{0.217865%} CRM{0.435730%} INTC{4.139434%} BA{1.307190%} ,
5,38907.56364,16811.74321,0.432094,7,AAPL{20.960699%} WMT{13.973799%} KO{27.729258%} NKE{10.480349%} AMGN{20.305677%} INTC{3.930131%} BA{2.620087%} ,
6,39229.1115,17121.88536,0.436459,8,AAPL{20.638298%} WMT{13.617021%} KO{27.021277%} NKE{11.914894%} AMGN{20.000000%} CRM{0.212766%} INTC{4.042553%} BA{2.553191%} ,
7,39807.25931,17238.33389,0.433045,8,AAPL{21.244635%} WMT{13.733906%} KO{27.253219%} NKE{7.725322%} AMGN{23.819742%} CRM{0.214592%} INTC{3.648069%} BA{2.360515%} ,
8,39844.96889,17245.49604,0.432815,13,AAPL{18.435754%} MSFT{0.372439%} WMT{12.476723%} PG{3.165736%} HD{0.372439%} KO{23.649907%} NKE{13.594041%} VZ{0.558659%} AMGN{21.042831%} HON{0.186220%} CRM{3.724395%} INTC{2.048417%} BA{0.372439%} ,
9,39919.57211,17333.40906,0.434208,8,AAPL{21.271930%} WMT{14.035088%} KO{26.535088%} NKE{9.649123%} AMGN{22.368421%} CRM{0.219298%} INTC{3.728070%} BA{2.192982%} ,
