Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,23863.20128,15669.18402,0.656625,11,AAPL{0.455581%} JNJ{0.227790%} HD{28.701595%} MRK{25.056948%} KO{16.400911%} AMGN{0.455581%} IBM{7.289294%} BA{6.150342%} MMM{13.211845%} TRV{1.822323%} WBA{0.227790%} ,
2,23989.97377,15991.22898,0.66658,8,HD{27.664399%} MRK{28.344671%} KO{14.285714%} AMGN{0.680272%} IBM{4.308390%} BA{7.256236%} MMM{13.378685%} TRV{4.081633%} ,
3,24112.56622,16106.87486,0.667987,8,HD{27.477477%} MRK{28.603604%} KO{13.738739%} AMGN{1.801802%} IBM{4.279279%} BA{7.207207%} MMM{13.288288%} TRV{3.603604%} ,
4,24166.76095,16146.23678,0.668118,9,AAPL{0.225734%} HD{27.539503%} MRK{28.668172%} KO{13.769752%} AMGN{1.805869%} IBM{4.288939%} BA{7.223476%} MMM{12.866817%} TRV{3.611738%} ,
5,24178.5679,16432.89601,0.679647,9,AAPL{0.226757%} HD{27.664399%} MRK{27.891156%} KO{13.832200%} AMGN{1.814059%} IBM{4.308390%} BA{7.256236%} MMM{13.378685%} TRV{3.628118%} ,
6,24226.57509,16648.29455,0.687191,9,AAPL{0.228833%} HD{27.917620%} MRK{27.231121%} KO{13.958810%} AMGN{1.830664%} IBM{4.347826%} BA{7.322654%} MMM{13.501144%} TRV{3.661327%} ,
7,24282.77248,16983.87578,0.699421,8,HD{28.175520%} MRK{28.868360%} KO{14.549654%} AMGN{0.692841%} IBM{4.387991%} BA{7.390300%} MMM{13.625866%} TRV{2.309469%} ,
8,24527.46176,17096.23832,0.697024,8,HD{27.981651%} MRK{29.128440%} KO{13.990826%} AMGN{1.834862%} IBM{4.357798%} BA{7.339450%} MMM{13.532110%} TRV{1.834862%} ,
9,24541.84992,17189.5411,0.700417,11,AAPL{0.459770%} JNJ{0.229885%} HD{28.965517%} MRK{28.045977%} KO{16.551724%} AMGN{0.459770%} IBM{3.678161%} BA{6.206897%} MMM{13.333333%} TRV{1.839080%} WBA{0.229885%} ,
10,24552.49523,17265.46497,0.703206,9,HD{29.176471%} MRK{28.941176%} KO{15.058824%} MCD{0.470588%} AMGN{0.470588%} IBM{3.764706%} BA{6.352941%} MMM{13.882353%} TRV{1.882353%} ,
11,24577.415,17494.6441,0.711818,9,HD{29.453682%} MRK{28.266033%} KO{15.201900%} MCD{0.475059%} AMGN{0.475059%} IBM{3.800475%} BA{6.413302%} MMM{14.014252%} TRV{1.900238%} ,
12,24644.98162,17495.0737,0.709884,8,HD{28.438228%} MRK{29.137529%} KO{14.685315%} AMGN{0.699301%} IBM{4.428904%} BA{7.459207%} MMM{13.752914%} TRV{1.398601%} ,
13,24676.72695,17548.51484,0.711136,7,JNJ{0.249377%} HD{30.922693%} MRK{23.690773%} KO{15.960100%} IBM{7.980050%} BA{6.483791%} MMM{14.713217%} ,
14,24685.52311,17662.10841,0.715484,9,AAPL{0.233100%} HD{28.438228%} MRK{27.738928%} KO{14.219114%} AMGN{1.864802%} IBM{4.428904%} BA{7.459207%} MMM{13.752914%} TRV{1.864802%} ,
15,24725.96208,17726.5269,0.71692,6,HD{31.000000%} MRK{23.750000%} KO{16.000000%} IBM{8.000000%} BA{6.750000%} MMM{14.500000%} ,
16,24767.34468,17874.85652,0.721711,8,HD{30.024213%} MRK{26.876513%} KO{15.496368%} MCD{0.484262%} AMGN{0.484262%} IBM{5.811138%} BA{6.537530%} MMM{14.285714%} ,
