After EL,,,Gbest ratio:,0.800754,#in front,781
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,51553.16894,26300.12071,0.510155,15,MSFT{1.869159%} UNH{18.847352%} V{2.492212%} JPM{1.090343%} CVX{16.822430%} MRK{11.370717%} KO{18.380062%} MCD{0.311526%} NKE{0.311526%} DIS{0.155763%} VZ{3.738318%} INTC{11.370717%} AXP{0.311526%} MMM{12.461059%} WBA{0.467290%} ,
2,52003.4331,27564.88239,0.530059,12,MSFT{3.119266%} UNH{18.532110%} CVX{23.302752%} HD{0.183486%} MRK{17.614679%} KO{19.633028%} CSCO{0.733945%} MCD{0.183486%} NKE{3.302752%} HON{0.183486%} INTC{12.477064%} TRV{0.733945%} ,
3,52175.02188,28113.04496,0.538822,15,MSFT{0.176991%} UNH{17.168142%} JNJ{5.663717%} JPM{0.530973%} CVX{22.477876%} HD{0.176991%} MRK{17.168142%} KO{21.592920%} MCD{0.176991%} NKE{0.530973%} VZ{0.353982%} HON{0.707965%} INTC{12.920354%} AXP{0.176991%} WBA{0.176991%} ,
4,52321.75691,30073.9729,0.574789,14,MSFT{0.717703%} UNH{17.224880%} JPM{0.717703%} CVX{15.071770%} HD{3.349282%} MRK{16.267943%} KO{26.076555%} NKE{1.435407%} VZ{0.239234%} GS{1.196172%} CAT{7.655502%} INTC{9.330144%} BA{0.478469%} MMM{0.239234%} ,
5,52583.44693,30444.36604,0.578972,7,MSFT{6.142035%} UNH{18.618042%} CVX{24.376200%} MRK{12.284069%} KO{24.376200%} NKE{1.343570%} INTC{12.859885%} ,
6,52971.24385,30673.68846,0.579063,15,MSFT{0.184843%} UNH{19.408503%} JNJ{5.914972%} JPM{0.554529%} CVX{23.475046%} HD{0.184843%} MRK{12.014787%} KO{22.550832%} MCD{0.184843%} NKE{0.554529%} VZ{0.369686%} HON{0.739372%} INTC{13.493530%} AXP{0.184843%} WBA{0.184843%} ,
7,53013.71576,32274.76672,0.6088,8,UNH{19.169960%} CVX{25.098814%} HD{1.581028%} MRK{12.648221%} KO{25.098814%} MCD{0.790514%} NKE{1.383399%} INTC{14.229249%} ,
8,53030.9194,32316.54696,0.609391,8,UNH{19.449902%} JNJ{0.196464%} JPM{0.392927%} CVX{24.950884%} MRK{12.573674%} KO{24.557957%} NKE{4.518664%} INTC{13.359528%} ,
9,53513.86832,32967.94393,0.616064,8,UNH{18.713450%} CVX{24.756335%} HD{3.118908%} MRK{12.475634%} KO{24.756335%} NKE{1.364522%} GS{1.559454%} INTC{13.255361%} ,
10,53810.5665,33251.78455,0.617942,13,MSFT{0.666667%} UNH{16.000000%} JPM{0.666667%} CVX{28.222222%} HD{3.111111%} MRK{15.111111%} KO{24.222222%} NKE{1.333333%} VZ{0.222222%} GS{1.111111%} INTC{8.666667%} BA{0.444444%} MMM{0.222222%} ,
11,54129.93828,34004.89109,0.628209,7,UNH{15.157895%} CVX{26.736842%} HD{2.105263%} MRK{13.473684%} KO{26.105263%} NKE{2.947368%} INTC{13.473684%} ,
12,54501.28906,34200.46921,0.627517,8,MSFT{3.411514%} UNH{13.646055%} CVX{27.078891%} HD{0.213220%} MRK{13.646055%} KO{27.078891%} NKE{1.492537%} INTC{13.432836%} ,
13,54597.35035,34246.32408,0.627252,9,AAPL{0.212314%} MSFT{0.212314%} UNH{13.588110%} CVX{26.963907%} HD{3.609342%} MRK{13.588110%} KO{26.963907%} NKE{1.486200%} INTC{13.375796%} ,
14,54699.66412,34632.63186,0.633142,14,MSFT{0.777202%} UNH{18.652850%} JPM{0.777202%} CVX{16.321244%} HD{3.626943%} MRK{9.326425%} KO{28.238342%} NKE{1.554404%} VZ{0.259067%} GS{1.295337%} CAT{8.290155%} INTC{10.103627%} BA{0.518135%} MMM{0.259067%} ,
15,54887.00173,36136.23042,0.658375,8,UNH{20.464135%} CVX{26.793249%} HD{1.687764%} MRK{6.751055%} KO{26.793249%} MCD{0.843882%} NKE{1.476793%} INTC{15.189873%} ,
16,55118.20898,37838.27962,0.686493,8,UNH{24.190065%} CVX{27.429806%} HD{3.455724%} KO{26.781857%} NKE{2.159827%} VZ{1.727862%} INTC{13.822894%} TRV{0.431965%} ,
17,55174.9735,38607.02453,0.69972,8,UNH{17.297297%} CVX{34.324324%} HD{8.648649%} KO{34.324324%} NKE{2.162162%} AMGN{2.432432%} GS{0.270270%} INTC{0.540541%} ,
18,55838.66151,38722.23844,0.693466,8,MSFT{0.442478%} UNH{24.778761%} CVX{28.097345%} HD{1.769912%} KO{28.097345%} NKE{1.991150%} GS{0.221239%} INTC{14.601770%} ,
19,55870.90463,38787.68973,0.694238,13,MSFT{0.717703%} UNH{24.880383%} JPM{0.717703%} CVX{30.382775%} HD{3.349282%} MRK{0.956938%} KO{26.076555%} NKE{1.435407%} VZ{0.239234%} GS{1.196172%} INTC{9.330144%} BA{0.478469%} MMM{0.239234%} ,
20,55971.75741,38923.41871,0.695412,8,UNH{22.522523%} V{0.225225%} CVX{28.378378%} HD{4.504505%} KO{28.153153%} NKE{1.576577%} VZ{0.675676%} INTC{13.963964%} ,
21,56108.70504,39143.35733,0.697634,7,UNH{24.833703%} CVX{28.159645%} HD{0.886918%} KO{28.159645%} NKE{1.552106%} VZ{0.886918%} INTC{15.521064%} ,
22,56173.34986,39737.21243,0.707403,8,UNH{22.421525%} JNJ{0.448430%} CVX{28.475336%} HD{1.793722%} KO{28.475336%} NKE{1.569507%} VZ{1.793722%} INTC{15.022422%} ,
23,56268.86721,40136.45122,0.713298,8,UNH{18.079096%} CVX{35.875706%} HD{4.519774%} KO{35.875706%} NKE{2.259887%} AMGN{2.542373%} GS{0.282486%} INTC{0.564972%} ,
24,56924.93398,40563.40977,0.712577,6,UNH{22.737819%} CVX{29.466357%} HD{0.232019%} KO{29.466357%} NKE{3.480278%} INTC{14.617169%} ,
25,57055.09773,40618.40182,0.711915,6,UNH{22.222222%} CVX{29.398148%} HD{1.851852%} KO{29.166667%} NKE{2.083333%} INTC{15.277778%} ,
26,57076.14096,40760.78419,0.714148,13,MSFT{0.746269%} UNH{21.890547%} JPM{0.746269%} CVX{31.592040%} HD{3.482587%} MRK{0.995025%} KO{27.114428%} NKE{1.492537%} VZ{0.248756%} GS{1.243781%} INTC{9.701493%} BA{0.497512%} MMM{0.248756%} ,
27,57109.29305,40803.10981,0.714474,6,UNH{22.377622%} CVX{29.603730%} HD{0.233100%} KO{29.603730%} NKE{3.496503%} INTC{14.685315%} ,
28,57306.1926,41058.90332,0.716483,6,UNH{22.429907%} CVX{29.672897%} HD{0.934579%} KO{29.672897%} NKE{1.635514%} INTC{15.654206%} ,
29,57320.30465,41107.15807,0.717148,5,UNH{22.641509%} CVX{29.952830%} KO{29.481132%} NKE{2.830189%} INTC{15.094340%} ,
30,57447.21678,41183.5492,0.716894,6,UNH{22.482436%} CVX{29.742389%} HD{0.468384%} KO{29.742389%} NKE{1.873536%} INTC{15.690867%} ,
31,57487.38172,41261.15885,0.717743,7,UNH{22.273782%} CVX{29.466357%} HD{0.928074%} KO{29.466357%} NKE{1.856148%} INTC{15.545244%} AXP{0.464037%} ,
32,57579.55277,41261.9656,0.716608,5,UNH{22.482436%} CVX{29.742389%} KO{29.742389%} NKE{2.341920%} INTC{15.690867%} ,
33,57618.39274,41787.36522,0.725244,7,UNH{21.582734%} CVX{30.215827%} HD{0.719424%} KO{30.455635%} NKE{1.678657%} GS{0.239808%} INTC{15.107914%} ,
34,57996.31972,41890.23022,0.722291,9,UNH{20.803783%} CVX{30.023641%} HD{0.472813%} MRK{0.236407%} KO{30.023641%} NKE{1.891253%} VZ{0.472813%} HON{0.236407%} INTC{15.839243%} ,
35,58118.04564,43091.14465,0.741442,7,UNH{17.297297%} CVX{34.324324%} KO{34.324324%} NKE{2.162162%} AMGN{2.432432%} GS{0.270270%} INTC{9.189189%} ,
36,58807.02294,43141.46246,0.733611,6,UNH{19.559902%} CVX{31.051345%} HD{0.488998%} KO{31.051345%} NKE{1.955990%} INTC{15.892421%} ,
37,58918.89254,43160.62481,0.732543,14,MSFT{0.773196%} UNH{18.556701%} JPM{0.773196%} CVX{32.731959%} HD{3.608247%} MRK{1.030928%} KO{28.092784%} NKE{1.546392%} VZ{0.257732%} GS{1.288660%} CAT{0.515464%} INTC{10.051546%} BA{0.515464%} MMM{0.257732%} ,
38,58948.13603,43223.22714,0.733242,5,UNH{19.559902%} CVX{31.051345%} KO{31.051345%} NKE{2.444988%} INTC{15.892421%} ,
39,59026.40348,43253.37789,0.73278,8,UNH{21.621622%} V{0.900901%} CVX{28.603604%} HD{0.900901%} KO{28.153153%} NKE{0.675676%} CAT{3.603604%} INTC{15.540541%} ,
40,59062.26598,43309.34215,0.733283,5,UNH{19.559902%} CVX{31.051345%} KO{31.051345%} NKE{2.200489%} INTC{16.136919%} ,
41,59081.41262,43415.24519,0.734838,14,MSFT{0.769231%} UNH{18.461538%} JPM{0.769231%} CVX{32.564103%} HD{3.589744%} MRK{1.025641%} KO{27.948718%} NKE{1.538462%} VZ{0.256410%} GS{1.282051%} CAT{1.025641%} INTC{10.000000%} BA{0.512821%} MMM{0.256410%} ,
42,59201.33741,43840.20216,0.740527,6,UNH{18.453865%} CVX{31.670823%} HD{0.748130%} KO{31.670823%} NKE{1.745636%} INTC{15.710723%} ,
43,59469.01635,43922.12866,0.738572,14,MSFT{0.761421%} UNH{18.274112%} JPM{0.761421%} CVX{32.233503%} HD{3.553299%} MRK{1.015228%} KO{27.664975%} NKE{1.522843%} VZ{0.253807%} GS{1.269036%} CAT{2.030457%} INTC{9.898477%} BA{0.507614%} MMM{0.253807%} ,
44,59561.61203,43938.90743,0.737705,6,UNH{17.866005%} CVX{31.513648%} HD{1.488834%} KO{31.513648%} NKE{1.488834%} INTC{16.129032%} ,
45,59601.73489,44091.33246,0.739766,8,UNH{20.754717%} JNJ{0.209644%} JPM{0.419287%} CVX{26.624738%} KO{26.205451%} NKE{4.821803%} CAT{6.708595%} INTC{14.255765%} ,
46,59609.49994,44120.36129,0.740157,8,UNH{20.464135%} CVX{26.793249%} HD{1.687764%} KO{26.793249%} MCD{0.843882%} NKE{1.476793%} CAT{6.751055%} INTC{15.189873%} ,
47,59763.06806,44171.45822,0.73911,5,UNH{18.407960%} CVX{31.592040%} KO{31.592040%} NKE{1.990050%} INTC{16.417910%} ,
48,59774.234,44328.50663,0.741599,5,UNH{18.045113%} CVX{31.829574%} KO{31.829574%} NKE{2.255639%} INTC{16.040100%} ,
49,59888.79747,44416.37223,0.741647,5,UNH{18.045113%} CVX{31.829574%} KO{31.829574%} NKE{2.005013%} INTC{16.290727%} ,
50,59996.93246,44653.15033,0.744257,8,UNH{13.186813%} V{1.098901%} CVX{34.890110%} HD{9.890110%} KO{34.340659%} NKE{0.824176%} CAT{4.395604%} INTC{1.373626%} ,
51,60188.1008,44688.25778,0.742477,8,UNH{19.958420%} CVX{26.403326%} HD{3.326403%} KO{26.403326%} NKE{1.455301%} GS{1.663202%} CAT{6.652807%} INTC{14.137214%} ,
52,60268.70715,44724.75017,0.742089,5,UNH{17.587940%} CVX{31.909548%} KO{31.909548%} NKE{2.010050%} INTC{16.582915%} ,
53,60270.45732,45292.3112,0.751484,7,UNH{18.867925%} CVX{29.952830%} HD{0.943396%} KO{29.481132%} NKE{0.707547%} CAT{3.773585%} INTC{16.273585%} ,
54,60591.728,45348.55069,0.748428,5,UNH{17.525773%} CVX{32.731959%} KO{32.216495%} NKE{0.773196%} INTC{16.752577%} ,
55,60815.3539,45402.40775,0.746562,5,UNH{16.581633%} CVX{32.397959%} KO{32.397959%} NKE{2.040816%} INTC{16.581633%} ,
56,60841.9074,45640.10125,0.750143,5,UNH{17.098446%} CVX{32.901554%} KO{32.383420%} NKE{0.777202%} INTC{16.839378%} ,
57,61035.82417,45663.71769,0.748146,14,MSFT{0.697674%} UNH{16.744186%} JPM{0.697674%} CVX{29.534884%} HD{3.255814%} MRK{0.930233%} KO{29.069767%} NKE{1.395349%} VZ{0.232558%} GS{0.232558%} CAT{7.441860%} INTC{9.069767%} BA{0.465116%} MMM{0.232558%} ,
58,61065.81518,46088.29188,0.754731,13,MSFT{0.694444%} UNH{16.666667%} JPM{0.694444%} CVX{29.398148%} HD{3.240741%} MRK{0.925926%} KO{28.935185%} NKE{1.388889%} VZ{0.231481%} GS{1.157407%} CAT{7.407407%} INTC{9.027778%} MMM{0.231481%} ,
59,61312.54485,46422.40169,0.757144,6,UNH{16.494845%} CVX{32.731959%} KO{32.216495%} NKE{0.773196%} CAT{1.030928%} INTC{16.752577%} ,
