After EL,,,Gbest ratio:,1.088349,#in front,883
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,18145.25689,17982.13589,0.99101,6,UNH{4.962779%} CVX{11.910670%} HD{23.821340%} DIS{23.821340%} HON{31.513648%} CRM{3.970223%} ,
2,18145.28216,17983.12491,0.991063,6,UNH{4.950495%} CVX{11.881188%} HD{23.762376%} DIS{23.762376%} HON{31.435644%} CRM{4.207921%} ,
3,18168.75446,18198.27443,1.001625,7,UNH{3.940887%} JNJ{0.492611%} CVX{12.807882%} HD{23.645320%} DIS{23.645320%} HON{31.280788%} CRM{4.187192%} ,
4,18204.93929,18234.76891,1.001639,6,UNH{3.990025%} CVX{12.219451%} HD{23.940150%} DIS{23.940150%} HON{31.670823%} CRM{4.239401%} ,
5,18209.79092,18263.54107,1.002952,7,UNH{3.970223%} CVX{11.910670%} HD{23.821340%} MRK{0.496278%} DIS{23.821340%} HON{31.513648%} CRM{4.466501%} ,
6,18218.30392,18381.95292,1.008983,8,UNH{3.960396%} CVX{11.881188%} HD{23.762376%} MRK{0.247525%} DIS{23.762376%} HON{31.435644%} CRM{4.455446%} BA{0.495050%} ,
7,18225.90351,18476.74619,1.013763,7,UNH{3.950617%} CVX{12.098765%} HD{23.703704%} DIS{23.703704%} HON{31.358025%} CRM{4.197531%} BA{0.987654%} ,
8,18233.15049,18502.57961,1.014777,8,UNH{3.940887%} CVX{11.822660%} HD{23.645320%} MRK{0.246305%} DIS{23.645320%} HON{31.280788%} CRM{4.433498%} BA{0.985222%} ,
9,18233.9346,18518.49303,1.015606,8,UNH{3.950617%} JNJ{0.246914%} CVX{11.851852%} HD{23.703704%} DIS{23.703704%} HON{31.358025%} CRM{4.197531%} BA{0.987654%} ,
10,18250.72146,18561.27714,1.017016,7,UNH{3.950617%} CVX{11.851852%} HD{23.703704%} DIS{23.703704%} HON{31.358025%} CRM{4.197531%} BA{1.234568%} ,
11,18261.40578,18595.96037,1.01832,7,UNH{3.931204%} CVX{12.039312%} HD{23.587224%} DIS{23.587224%} HON{31.203931%} CRM{4.176904%} BA{1.474201%} ,
12,18267.90325,18621.34623,1.019348,7,UNH{3.940887%} CVX{11.822660%} HD{23.645320%} DIS{23.645320%} HON{31.280788%} CRM{4.187192%} BA{1.477833%} ,
13,18288.41862,18679.12594,1.021364,7,UNH{3.931204%} CVX{11.793612%} HD{23.587224%} DIS{23.587224%} HON{31.203931%} CRM{4.176904%} BA{1.719902%} ,
14,18305.83334,18739.19779,1.023674,8,UNH{3.911980%} CVX{11.735941%} HD{23.471883%} MRK{0.244499%} DIS{23.471883%} HON{31.051345%} CRM{4.156479%} BA{1.955990%} ,
15,18314.09131,18739.47469,1.023227,7,UNH{3.921569%} CVX{11.764706%} HD{23.529412%} DIS{23.529412%} HON{31.127451%} CRM{4.166667%} BA{1.960784%} ,
16,18315.66983,18754.36683,1.023952,8,UNH{3.911980%} JNJ{0.244499%} CVX{11.735941%} HD{23.471883%} DIS{23.471883%} HON{31.051345%} CRM{4.156479%} BA{1.955990%} ,
17,18342.27444,18796.37094,1.024757,7,UNH{3.911980%} CVX{11.735941%} HD{23.471883%} DIS{23.471883%} HON{31.051345%} CRM{4.156479%} BA{2.200489%} ,
18,18398.73705,19016.00583,1.03355,7,UNH{2.010050%} CVX{12.562814%} HD{24.120603%} DIS{24.120603%} HON{31.909548%} CRM{4.271357%} BA{1.005025%} ,
19,18420.87589,19160.25065,1.040138,7,UNH{2.005013%} CVX{12.280702%} HD{24.060150%} DIS{24.060150%} HON{31.829574%} CRM{4.260652%} BA{1.503759%} ,
20,18451.97141,19240.8404,1.042753,8,UNH{1.995012%} CVX{11.970075%} HD{23.940150%} DIS{23.940150%} VZ{0.249377%} HON{31.670823%} CRM{4.239401%} BA{1.995012%} ,
21,18458.12709,19304.36528,1.045846,8,UNH{1.995012%} CVX{11.970075%} HD{23.940150%} MRK{0.249377%} DIS{23.940150%} HON{31.670823%} CRM{4.239401%} BA{1.995012%} ,
22,18465.86414,19305.39965,1.045464,7,UNH{2.000000%} CVX{12.000000%} HD{24.000000%} DIS{24.000000%} HON{31.750000%} CRM{4.250000%} BA{2.000000%} ,
23,18473.62821,19307.19621,1.045122,7,UNH{2.005013%} CVX{12.030075%} HD{24.060150%} DIS{24.060150%} HON{31.829574%} CRM{4.010025%} BA{2.005013%} ,
24,18474.78125,19363.54794,1.048107,7,UNH{1.995012%} CVX{11.970075%} HD{23.940150%} DIS{23.940150%} HON{31.670823%} CRM{4.239401%} BA{2.244389%} ,
25,18524.48419,19537.6064,1.054691,7,UNH{1.980198%} CVX{11.881188%} HD{23.762376%} DIS{23.762376%} HON{31.435644%} CRM{4.207921%} BA{2.970297%} ,
26,18577.3233,19651.75103,1.057835,7,UNH{1.970443%} CVX{11.822660%} HD{23.645320%} DIS{23.645320%} HON{31.280788%} CRM{4.187192%} BA{3.448276%} ,
27,18619.78971,19655.56644,1.055628,7,UNH{1.007557%} CVX{12.090680%} HD{24.181360%} DIS{24.181360%} HON{31.989924%} CRM{4.282116%} BA{2.267003%} ,
28,18625.85571,19713.33403,1.058385,7,CVX{13.098237%} HD{24.181360%} DIS{24.181360%} VZ{0.251889%} HON{31.989924%} CRM{4.282116%} BA{2.015113%} ,
29,18630.81801,19777.5573,1.061551,7,CVX{13.098237%} HD{24.181360%} MRK{0.251889%} DIS{24.181360%} HON{31.989924%} CRM{4.282116%} BA{2.015113%} ,
30,18636.90418,19829.2189,1.063976,7,UNH{1.000000%} CVX{12.000000%} HD{24.000000%} DIS{24.000000%} HON{31.750000%} CRM{4.250000%} BA{3.000000%} ,
31,18645.39143,19837.67884,1.063945,6,CVX{13.098237%} HD{24.181360%} DIS{24.181360%} HON{31.989924%} CRM{4.282116%} BA{2.267003%} ,
32,18663.37267,20009.85509,1.072146,6,CVX{13.000000%} HD{24.000000%} DIS{24.000000%} HON{31.750000%} CRM{4.250000%} BA{3.000000%} ,
33,18687.48124,20027.5235,1.071708,7,UNH{0.987654%} CVX{12.098765%} HD{23.703704%} DIS{23.703704%} HON{31.358025%} CRM{4.197531%} BA{3.950617%} ,
34,18695.80651,20121.80076,1.076273,6,CVX{12.935323%} HD{23.880597%} DIS{23.880597%} HON{31.592040%} CRM{4.228856%} BA{3.482587%} ,
35,18710.90466,20145.65654,1.07668,7,UNH{0.495050%} CVX{12.376238%} HD{23.762376%} DIS{23.762376%} HON{31.435644%} CRM{4.207921%} BA{3.960396%} ,
36,18723.48496,20181.44662,1.077868,6,CVX{12.500000%} HD{24.000000%} DIS{24.000000%} HON{31.750000%} CRM{4.250000%} BA{3.500000%} ,
37,18731.85308,20272.13512,1.082228,7,CVX{12.195122%} HD{23.414634%} MRK{1.951220%} DIS{23.414634%} HON{30.975610%} CRM{4.146341%} BA{3.902439%} ,
38,18736.60678,20282.59208,1.082511,7,CVX{12.315271%} HD{23.645320%} MRK{0.985222%} DIS{23.645320%} HON{31.280788%} CRM{4.187192%} BA{3.940887%} ,
39,18746.59703,20288.02713,1.082225,7,CVX{12.376238%} HD{23.762376%} MRK{0.495050%} DIS{23.762376%} HON{31.435644%} CRM{4.207921%} BA{3.960396%} ,
40,18753.28944,20290.43506,1.081967,7,CVX{12.406948%} HD{23.821340%} MRK{0.248139%} DIS{23.821340%} HON{31.513648%} CRM{4.218362%} BA{3.970223%} ,
41,18762.16097,20293.59339,1.081623,6,CVX{12.437811%} HD{23.880597%} DIS{23.880597%} HON{31.592040%} CRM{4.228856%} BA{3.980100%} ,
42,18775.59465,20311.61196,1.081809,7,CVX{12.098765%} HD{23.703704%} MRK{0.987654%} DIS{23.703704%} HON{31.358025%} CRM{4.197531%} BA{3.950617%} ,
43,18781.66212,20317.1175,1.081753,7,CVX{12.158809%} HD{23.821340%} MRK{0.496278%} DIS{23.821340%} HON{31.513648%} CRM{4.218362%} BA{3.970223%} ,
44,18786.4517,20348.41532,1.083143,6,CVX{12.406948%} HD{23.821340%} DIS{23.821340%} HON{31.513648%} CRM{4.218362%} BA{4.218362%} ,
