After EL,,,Gbest ratio:,0.445058,#in front,2815
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,64767.34218,21548.43082,0.332705,8,WMT{15.604396%} PG{14.065934%} MRK{1.758242%} KO{27.692308%} CSCO{5.274725%} MMM{21.318681%} DD{14.065934%} WBA{0.219780%} ,
2,65276.49263,22994.21491,0.352259,8,WMT{15.074310%} PG{13.588110%} MRK{1.698514%} KO{26.751592%} CSCO{8.492569%} MMM{20.594480%} DD{13.588110%} WBA{0.212314%} ,
3,66310.15834,23161.65672,0.349293,12,AAPL{0.842105%} WMT{14.947368%} PG{13.473684%} MRK{0.842105%} KO{25.263158%} CSCO{8.421053%} VZ{0.210526%} GS{0.421053%} MMM{21.263158%} TRV{0.210526%} DD{13.894737%} WBA{0.210526%} ,
4,66448.14804,23680.7719,0.35638,8,WMT{14.822547%} PG{13.361169%} MRK{1.670146%} KO{26.304802%} CSCO{10.020877%} MMM{20.250522%} DD{13.361169%} WBA{0.208768%} ,
5,67057.4548,25744.41083,0.383916,6,WMT{17.444717%} KO{31.203931%} CSCO{8.108108%} MCD{0.982801%} MMM{26.535627%} DD{15.724816%} ,
6,67332.14903,26235.80152,0.389647,5,WMT{17.794486%} KO{31.829574%} CSCO{8.020050%} MMM{26.315789%} DD{16.040100%} ,
7,67393.40925,26388.33496,0.391557,5,WMT{17.617866%} KO{31.513648%} CSCO{8.188586%} MMM{26.799007%} DD{15.880893%} ,
8,67684.78447,26392.03918,0.389926,6,WMT{17.149758%} KO{30.676329%} CSCO{9.661836%} MCD{0.966184%} MMM{26.086957%} DD{15.458937%} ,
9,67755.43463,26431.74995,0.390105,5,WMT{21.065375%} KO{26.876513%} CSCO{10.169492%} MMM{26.392252%} DD{15.496368%} ,
10,67821.89368,26483.3412,0.390484,6,WMT{17.108434%} KO{30.602410%} CSCO{9.879518%} MCD{0.963855%} MMM{26.024096%} DD{15.421687%} ,
11,67873.52211,26529.85341,0.390872,6,WMT{17.149758%} KO{30.434783%} CSCO{9.903382%} MCD{0.966184%} MMM{26.086957%} DD{15.458937%} ,
12,67893.37876,26980.88768,0.397401,5,WMT{17.444717%} KO{31.203931%} CSCO{9.828010%} MMM{25.798526%} DD{15.724816%} ,
13,67950.89791,27030.10387,0.397789,5,WMT{17.487685%} KO{31.034483%} CSCO{9.852217%} MMM{25.862069%} DD{15.763547%} ,
14,67989.98266,27080.81344,0.398306,5,WMT{17.241379%} KO{31.280788%} CSCO{9.852217%} MMM{25.862069%} DD{15.763547%} ,
15,68014.6468,27122.36109,0.398772,5,WMT{17.274939%} KO{30.900243%} CSCO{9.975669%} MMM{26.277372%} DD{15.571776%} ,
16,68088.40039,27180.61874,0.399196,5,WMT{17.037037%} KO{31.358025%} CSCO{9.876543%} MMM{25.925926%} DD{15.802469%} ,
17,68142.58317,27237.47054,0.399713,6,WMT{17.444717%} PG{0.245700%} KO{29.975430%} CSCO{9.828010%} MMM{26.781327%} DD{15.724816%} ,
18,68295.58542,27383.7911,0.40096,5,WMT{16.625310%} KO{31.513648%} CSCO{9.925558%} MMM{26.054591%} DD{15.880893%} ,
19,68960.30725,27797.76193,0.403098,5,WMT{18.158568%} KO{28.388747%} CSCO{10.230179%} MMM{26.854220%} DD{16.368286%} ,
20,69358.31713,27947.8217,0.402948,6,WMT{17.108434%} PG{0.240964%} KO{29.397590%} CSCO{11.566265%} MMM{26.265060%} DD{15.421687%} ,
21,69388.12376,27982.71974,0.403278,5,WMT{18.119266%} KO{29.128440%} CSCO{11.238532%} MMM{25.000000%} DD{16.513761%} ,
22,69393.86851,28087.06454,0.404749,5,WMT{16.904762%} KO{30.238095%} CSCO{9.761905%} MMM{25.952381%} DD{17.142857%} ,
23,69766.40698,28227.42529,0.404599,5,WMT{16.144578%} KO{30.602410%} CSCO{11.807229%} MMM{26.024096%} DD{15.421687%} ,
24,69815.80605,28233.87767,0.404405,5,WMT{17.274939%} KO{28.953771%} CSCO{11.922141%} MMM{26.277372%} DD{15.571776%} ,
