After EL,,,Gbest ratio:,0.208362,#in front,8096
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,49242.58167,1253.696878,0.02546,21,MSFT{0.311526%} UNH{4.672897%} JNJ{0.311526%} V{2.180685%} WMT{6.542056%} JPM{0.623053%} PG{3.738318%} CVX{0.311526%} HD{19.937695%} MRK{1.869159%} KO{16.510903%} CSCO{0.311526%} MCD{37.383178%} DIS{0.623053%} AMGN{0.623053%} HON{0.311526%} CRM{0.934579%} GS{1.246106%} BA{0.311526%} TRV{0.934579%} WBA{0.311526%} ,
2,49513.41259,4724.824734,0.095425,8,UNH{8.360129%} WMT{21.543408%} KO{9.967846%} MCD{32.797428%} DIS{20.578778%} GS{0.321543%} TRV{6.109325%} DD{0.321543%} ,
3,50593.13587,6172.199847,0.121997,8,UNH{9.318996%} WMT{24.014337%} HD{11.469534%} KO{11.111111%} MCD{36.559140%} GS{0.358423%} TRV{6.810036%} DD{0.358423%} ,
4,51051.01473,6965.548023,0.136443,8,UNH{9.318996%} WMT{24.014337%} KO{11.111111%} MCD{36.559140%} DIS{11.469534%} GS{0.358423%} TRV{6.810036%} DD{0.358423%} ,
5,51790.21129,8598.694031,0.166029,7,UNH{9.318996%} WMT{24.014337%} KO{22.580645%} MCD{36.559140%} GS{0.358423%} TRV{6.810036%} DD{0.358423%} ,
6,53167.17851,8849.181543,0.166441,7,UNH{9.318996%} WMT{35.483871%} KO{11.111111%} MCD{36.559140%} GS{0.358423%} TRV{6.810036%} DD{0.358423%} ,
7,53529.47093,9107.405564,0.170138,8,UNH{9.885932%} V{6.083650%} WMT{25.475285%} KO{11.787072%} MCD{38.783270%} GS{0.380228%} TRV{7.224335%} DD{0.380228%} ,
8,53710.10288,9290.930691,0.172983,7,UNH{9.885932%} WMT{31.558935%} KO{11.787072%} MCD{38.783270%} GS{0.380228%} TRV{7.224335%} DD{0.380228%} ,
9,53792.02982,9418.852646,0.175098,6,UNH{5.211726%} WMT{21.498371%} MRK{6.514658%} KO{14.983713%} MCD{37.133550%} TRV{14.657980%} ,
10,54020.0546,9436.17837,0.174679,8,UNH{10.196078%} V{3.137255%} WMT{26.274510%} KO{12.156863%} MCD{40.000000%} GS{0.392157%} TRV{7.450980%} DD{0.392157%} ,
11,54159.95758,9530.83092,0.175976,7,UNH{10.196078%} WMT{29.411765%} KO{12.156863%} MCD{40.000000%} GS{0.392157%} TRV{7.450980%} DD{0.392157%} ,
12,54355.7131,9609.593871,0.176791,8,UNH{10.358566%} V{1.593625%} WMT{26.693227%} KO{12.350598%} MCD{40.637450%} GS{0.398406%} TRV{7.569721%} DD{0.398406%} ,
13,54439.07169,9657.643867,0.177403,7,UNH{10.358566%} WMT{28.286853%} KO{12.350598%} MCD{40.637450%} GS{0.398406%} TRV{7.569721%} DD{0.398406%} ,
14,54549.40354,9697.732861,0.177779,8,UNH{10.441767%} V{0.803213%} WMT{26.907631%} KO{12.449799%} MCD{40.963855%} GS{0.401606%} TRV{7.630522%} DD{0.401606%} ,
15,54648.41069,9742.185645,0.17827,8,UNH{10.483871%} V{0.403226%} WMT{27.016129%} KO{12.500000%} MCD{41.129032%} GS{0.403226%} TRV{7.661290%} DD{0.403226%} ,
16,54753.54184,9773.383543,0.178498,8,UNH{10.483871%} WMT{27.016129%} MRK{0.403226%} KO{12.500000%} MCD{41.129032%} GS{0.403226%} TRV{7.661290%} DD{0.403226%} ,
17,54759.03137,9788.321637,0.178753,7,UNH{10.526316%} WMT{27.125506%} KO{12.550607%} MCD{41.295547%} GS{0.404858%} TRV{7.692308%} DD{0.404858%} ,
18,54802.39021,9804.119491,0.178899,7,UNH{10.483871%} WMT{27.016129%} KO{12.500000%} MCD{41.532258%} GS{0.403226%} TRV{7.661290%} DD{0.403226%} ,
19,54893.93968,9848.890648,0.179417,7,UNH{10.358566%} WMT{26.693227%} KO{12.350598%} MCD{40.637450%} GS{0.398406%} TRV{9.163347%} DD{0.398406%} ,
20,55027.26219,9869.92334,0.179364,7,UNH{10.887097%} WMT{27.016129%} KO{12.500000%} MCD{41.129032%} GS{0.403226%} TRV{7.661290%} DD{0.403226%} ,
21,55063.42855,9907.293136,0.179925,7,UNH{10.196078%} WMT{26.274510%} KO{12.156863%} MCD{40.000000%} GS{0.392157%} TRV{10.588235%} DD{0.392157%} ,
22,55180.11785,9917.539746,0.17973,7,UNH{10.196078%} WMT{26.274510%} KO{12.156863%} MCD{43.137255%} GS{0.392157%} TRV{7.450980%} DD{0.392157%} ,
23,55231.58632,10040.78919,0.181794,5,UNH{6.493506%} WMT{22.077922%} KO{14.935065%} MCD{36.363636%} TRV{20.129870%} ,
24,55478.94141,10083.51197,0.181754,6,UNH{6.389776%} WMT{21.086262%} MRK{1.277955%} KO{14.696486%} MCD{36.421725%} TRV{20.127796%} ,
