After EL,,,Gbest ratio:,0.176218,#in front,2181
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,46886.83103,3551.337476,0.075743,10,AAPL{1.307190%} MSFT{0.326797%} UNH{20.915033%} JNJ{31.372549%} KO{31.372549%} MCD{0.326797%} NKE{1.307190%} HON{0.653595%} IBM{1.960784%} CRM{10.457516%} ,
2,47693.24864,3787.3243,0.07941,10,AAPL{1.379310%} MSFT{0.344828%} UNH{22.068966%} JNJ{33.103448%} KO{27.586207%} MCD{0.344828%} NKE{1.379310%} HON{0.689655%} IBM{2.068966%} CRM{11.034483%} ,
3,47858.05536,3967.968253,0.082911,10,AAPL{1.379310%} MSFT{0.344828%} UNH{22.068966%} JNJ{38.620690%} KO{22.068966%} MCD{0.344828%} NKE{1.379310%} HON{0.689655%} IBM{2.068966%} CRM{11.034483%} ,
4,48604.87758,5440.68156,0.111937,9,AAPL{7.588076%} MSFT{0.271003%} JNJ{30.352304%} PG{17.344173%} KO{17.615176%} MCD{9.485095%} IBM{2.981030%} CRM{13.279133%} TRV{1.084011%} ,
5,49219.42296,6661.387478,0.135341,9,AAPL{7.588076%} MSFT{0.271003%} JNJ{30.352304%} PG{17.344173%} KO{26.287263%} MCD{0.813008%} IBM{2.981030%} CRM{13.279133%} TRV{1.084011%} ,
6,50422.89925,6996.115468,0.138749,9,AAPL{7.932011%} MSFT{0.283286%} JNJ{31.728045%} PG{18.130312%} KO{22.946176%} MCD{0.849858%} IBM{3.116147%} CRM{13.881020%} TRV{1.133144%} ,
7,51274.55737,7174.870271,0.13993,9,AAPL{8.115942%} MSFT{0.289855%} JNJ{32.463768%} PG{18.550725%} KO{21.159420%} MCD{0.869565%} IBM{3.188406%} CRM{14.202899%} TRV{1.159420%} ,
8,51477.35967,7250.808527,0.140854,9,AAPL{8.115942%} MSFT{0.289855%} JNJ{34.782609%} PG{18.550725%} KO{18.840580%} MCD{0.869565%} IBM{3.188406%} CRM{14.202899%} TRV{1.159420%} ,
9,51770.75665,7267.658524,0.140382,9,AAPL{8.211144%} MSFT{0.293255%} JNJ{32.844575%} PG{18.768328%} KO{20.234604%} MCD{0.879765%} IBM{3.225806%} CRM{14.369501%} TRV{1.173021%} ,
10,51885.64424,7306.055636,0.140811,9,AAPL{8.211144%} MSFT{0.293255%} JNJ{34.017595%} PG{18.768328%} KO{19.061584%} MCD{0.879765%} IBM{3.225806%} CRM{14.369501%} TRV{1.173021%} ,
11,52004.7383,7513.279939,0.144473,9,AAPL{6.220096%} JNJ{60.287081%} PG{0.956938%} KO{8.133971%} NKE{0.956938%} HON{0.478469%} IBM{14.354067%} CRM{7.655502%} TRV{0.956938%} ,
12,52016.54702,7985.899254,0.153526,9,AAPL{6.161137%} JNJ{59.715640%} WMT{1.895735%} PG{0.947867%} KO{8.056872%} HON{0.473934%} IBM{14.218009%} CRM{7.582938%} TRV{0.947867%} ,
13,52258.03829,8024.559502,0.153556,8,AAPL{7.177033%} JNJ{60.287081%} PG{0.956938%} KO{8.133971%} HON{0.478469%} IBM{14.354067%} CRM{7.655502%} TRV{0.956938%} ,
14,52276.97987,8065.345539,0.154281,9,AAPL{6.046512%} JNJ{58.604651%} WMT{3.720930%} PG{0.930233%} KO{7.906977%} HON{0.465116%} IBM{13.953488%} CRM{7.441860%} TRV{0.930233%} ,
15,52401.51166,8093.976448,0.154461,8,AAPL{6.220096%} JNJ{60.287081%} PG{0.956938%} KO{8.133971%} HON{0.478469%} IBM{14.354067%} CRM{8.612440%} TRV{0.956938%} ,
16,52695.00154,8281.588698,0.157161,8,AAPL{6.161137%} JNJ{59.715640%} PG{0.947867%} KO{8.056872%} HON{0.473934%} IBM{14.218009%} CRM{9.478673%} TRV{0.947867%} ,
17,53814.41102,8645.67849,0.160657,8,AAPL{6.046512%} JNJ{58.604651%} PG{0.930233%} KO{7.906977%} HON{0.465116%} IBM{13.953488%} CRM{11.162791%} TRV{0.930233%} ,
18,54587.14667,8812.934387,0.161447,8,AAPL{13.004484%} JNJ{56.502242%} PG{0.896861%} KO{7.623318%} HON{0.448430%} IBM{13.452915%} CRM{7.174888%} TRV{0.896861%} ,
19,56281.38379,8824.061557,0.156785,9,AAPL{5.726872%} JNJ{55.506608%} WMT{1.762115%} PG{0.881057%} KO{7.488987%} HON{0.440529%} IBM{20.264317%} CRM{7.048458%} TRV{0.881057%} ,
20,56440.7991,8883.285752,0.157391,9,AAPL{5.627706%} JNJ{54.545455%} WMT{3.463203%} PG{0.865801%} KO{7.359307%} HON{0.432900%} IBM{19.913420%} CRM{6.926407%} TRV{0.865801%} ,
21,56550.29813,8932.009431,0.157948,8,AAPL{5.777778%} JNJ{56.000000%} PG{0.888889%} KO{7.555556%} HON{0.444444%} IBM{20.444444%} CRM{8.000000%} TRV{0.888889%} ,
22,56700.70428,9098.849903,0.160472,8,AAPL{5.726872%} JNJ{55.506608%} PG{0.881057%} KO{7.488987%} HON{0.440529%} IBM{20.264317%} CRM{8.810573%} TRV{0.881057%} ,
23,57444.51918,9423.404206,0.164044,8,AAPL{5.627706%} JNJ{54.545455%} PG{0.865801%} KO{7.359307%} HON{0.432900%} IBM{19.913420%} CRM{10.389610%} TRV{0.865801%} ,
24,58236.27376,9554.075212,0.164057,8,AAPL{12.133891%} JNJ{52.719665%} PG{0.836820%} KO{7.112971%} HON{0.418410%} IBM{19.246862%} CRM{6.694561%} TRV{0.836820%} ,
25,58861.11091,9609.947708,0.163265,5,AAPL{2.192982%} JNJ{49.122807%} KO{14.035088%} IBM{20.614035%} CRM{14.035088%} ,
26,59210.42658,9773.614983,0.165066,8,AAPL{5.439331%} JNJ{52.719665%} PG{0.836820%} KO{7.112971%} HON{0.418410%} IBM{22.594142%} CRM{10.041841%} TRV{0.836820%} ,
27,59988.10711,9888.215642,0.164836,8,AAPL{11.740891%} JNJ{51.012146%} PG{0.809717%} KO{6.882591%} HON{0.404858%} IBM{21.862348%} CRM{6.477733%} TRV{0.809717%} ,
28,60074.64363,9939.905433,0.165459,8,AAPL{5.349794%} JNJ{51.851852%} PG{0.823045%} KO{6.995885%} HON{0.411523%} IBM{23.868313%} CRM{9.876543%} TRV{0.823045%} ,
29,60501.75433,10020.96496,0.165631,8,AAPL{5.306122%} JNJ{51.428571%} PG{0.816327%} KO{6.938776%} HON{0.408163%} IBM{24.489796%} CRM{9.795918%} TRV{0.816327%} ,
30,60839.39176,10102.88138,0.166058,7,AAPL{5.306122%} JNJ{51.428571%} PG{0.816327%} KO{6.938776%} HON{0.408163%} IBM{25.306122%} CRM{9.795918%} ,
31,60925.802,10161.5905,0.166786,7,AAPL{5.284553%} JNJ{51.219512%} PG{0.813008%} KO{6.910569%} IBM{25.203252%} CRM{9.756098%} TRV{0.813008%} ,
32,61085.54539,10173.39707,0.166543,7,AAPL{5.306122%} JNJ{51.428571%} KO{6.938776%} HON{0.408163%} IBM{25.306122%} CRM{9.795918%} TRV{0.816327%} ,
33,61291.27688,10204.31092,0.166489,5,AAPL{3.703704%} JNJ{45.185185%} KO{14.814815%} IBM{21.481481%} CRM{14.814815%} ,
34,61428.32144,10333.24518,0.168216,6,AAPL{6.343284%} JNJ{45.895522%} KO{11.940299%} MCD{0.373134%} IBM{23.507463%} CRM{11.940299%} ,
35,61995.10923,10353.47731,0.167005,8,AAPL{5.439331%} JNJ{49.372385%} PG{0.836820%} KO{7.112971%} HON{0.418410%} IBM{25.941423%} CRM{10.041841%} TRV{0.836820%} ,
36,62064.38554,10389.74805,0.167403,5,AAPL{2.358491%} JNJ{52.830189%} KO{7.547170%} IBM{22.169811%} CRM{15.094340%} ,
37,62368.3696,10423.03098,0.16712,5,AAPL{2.439024%} JNJ{45.934959%} KO{13.008130%} IBM{23.983740%} CRM{14.634146%} ,
38,62535.55203,10439.21333,0.166932,5,AAPL{1.984127%} JNJ{46.031746%} KO{12.698413%} IBM{25.000000%} CRM{14.285714%} ,
39,62692.84978,10453.73748,0.166745,5,AAPL{2.283105%} JNJ{43.835616%} KO{14.611872%} IBM{24.657534%} CRM{14.611872%} ,
40,62781.90011,10490.7228,0.167098,5,AAPL{2.032520%} JNJ{45.528455%} KO{13.008130%} IBM{24.796748%} CRM{14.634146%} ,
