After EL,,,Gbest ratio:,1.087856,#in front,772
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,18455.77328,16078.66476,0.8712,14,AAPL{3.448276%} MSFT{6.130268%} UNH{12.260536%} JNJ{24.137931%} V{0.191571%} WMT{15.325670%} PG{0.574713%} KO{0.191571%} VZ{3.448276%} AMGN{13.984674%} IBM{0.383142%} INTC{1.149425%} TRV{18.390805%} DD{0.383142%} ,
2,18614.21202,16124.52296,0.866248,12,AAPL{3.351955%} MSFT{5.959032%} UNH{17.877095%} JNJ{23.463687%} WMT{15.270019%} PG{0.558659%} KO{0.186220%} AMGN{13.594041%} INTC{1.303538%} TRV{17.877095%} DD{0.372439%} WBA{0.186220%} ,
3,18619.05591,16893.87848,0.907343,8,AAPL{3.508772%} MSFT{7.017544%} UNH{10.964912%} JNJ{27.850877%} WMT{14.035088%} AMGN{14.035088%} INTC{1.535088%} TRV{21.052632%} ,
4,18704.29503,17069.71236,0.912609,12,AAPL{3.515625%} MSFT{6.250000%} UNH{12.500000%} JNJ{24.609375%} WMT{16.015625%} PG{0.585938%} HD{0.390625%} KO{0.195312%} AMGN{15.039062%} INTC{1.367188%} TRV{19.140625%} DD{0.390625%} ,
5,18756.4606,17172.2992,0.91554,11,AAPL{3.149606%} MSFT{6.299213%} UNH{12.598425%} JNJ{24.803150%} WMT{16.535433%} PG{0.393701%} AMGN{15.354331%} IBM{0.393701%} INTC{1.377953%} TRV{18.897638%} DD{0.196850%} ,
6,18769.18584,17253.44892,0.919243,11,AAPL{3.168317%} MSFT{6.336634%} UNH{12.673267%} JNJ{25.148515%} WMT{15.841584%} PG{0.396040%} AMGN{15.445545%} IBM{0.396040%} INTC{1.386139%} TRV{19.009901%} DD{0.198020%} ,
7,18890.94661,17556.88929,0.929381,12,AAPL{3.252033%} MSFT{6.504065%} UNH{13.008130%} JNJ{25.813008%} WMT{17.073171%} PG{0.203252%} VZ{0.813008%} AMGN{15.040650%} IBM{0.406504%} INTC{1.422764%} TRV{16.260163%} DD{0.203252%} ,
8,18910.0604,17759.41998,0.939152,9,AAPL{3.619910%} MSFT{7.239819%} UNH{11.312217%} JNJ{28.733032%} WMT{14.479638%} PG{0.452489%} AMGN{14.479638%} INTC{1.583710%} TRV{18.099548%} ,
9,18992.65238,17893.19225,0.942111,12,AAPL{3.629032%} MSFT{6.451613%} UNH{12.903226%} JNJ{25.403226%} WMT{16.532258%} PG{0.604839%} HD{0.403226%} KO{0.201613%} AMGN{15.524194%} INTC{1.411290%} TRV{16.532258%} DD{0.403226%} ,
10,19000.02339,17980.83927,0.946359,9,AAPL{3.686636%} MSFT{7.373272%} UNH{9.677419%} JNJ{29.262673%} WMT{14.746544%} PG{0.460829%} AMGN{14.746544%} INTC{1.612903%} TRV{18.433180%} ,
11,19033.43957,17998.77162,0.945639,10,AAPL{3.652968%} MSFT{7.305936%} UNH{9.589041%} JNJ{28.995434%} WMT{14.611872%} PG{2.283105%} VZ{0.913242%} AMGN{14.611872%} INTC{1.598174%} TRV{16.438356%} ,
12,19070.07158,18049.07863,0.946461,11,AAPL{3.238866%} MSFT{6.477733%} UNH{12.955466%} JNJ{25.708502%} WMT{17.004049%} PG{0.404858%} AMGN{15.789474%} IBM{0.404858%} INTC{1.417004%} TRV{16.194332%} DD{0.404858%} ,
13,19114.44584,18094.94958,0.946664,11,AAPL{3.232323%} MSFT{6.464646%} UNH{12.929293%} JNJ{25.656566%} WMT{16.969697%} PG{0.404040%} AMGN{15.757576%} IBM{0.404040%} INTC{1.414141%} TRV{16.161616%} DD{0.606061%} ,
14,19117.92376,18215.57997,0.952801,10,AAPL{3.755869%} MSFT{7.511737%} UNH{7.981221%} JNJ{29.812207%} WMT{15.023474%} PG{0.469484%} VZ{1.877934%} AMGN{15.023474%} INTC{1.643192%} TRV{16.901408%} ,
15,19119.95527,18242.36885,0.954101,9,AAPL{3.686636%} MSFT{7.373272%} UNH{11.520737%} JNJ{29.262673%} WMT{14.746544%} PG{0.460829%} AMGN{14.746544%} INTC{1.612903%} TRV{16.589862%} ,
16,19176.44815,18248.05423,0.951587,10,AAPL{3.686636%} MSFT{7.373272%} UNH{11.520737%} JNJ{29.262673%} WMT{14.746544%} PG{0.460829%} VZ{1.843318%} AMGN{14.746544%} INTC{1.612903%} TRV{14.746544%} ,
17,19176.64342,18324.64722,0.955571,12,AAPL{3.688525%} MSFT{6.557377%} UNH{13.114754%} JNJ{25.819672%} WMT{16.803279%} PG{0.614754%} HD{0.409836%} KO{0.204918%} AMGN{15.778689%} INTC{1.434426%} TRV{15.163934%} DD{0.409836%} ,
18,19188.30546,18450.84146,0.961567,10,AAPL{3.695150%} MSFT{7.390300%} UNH{11.547344%} JNJ{29.330254%} WMT{14.780600%} PG{2.309469%} AMGN{14.780600%} INTC{1.154734%} TRV{14.780600%} DD{0.230947%} ,
19,19203.5279,18476.23865,0.962127,9,AAPL{3.755869%} MSFT{7.511737%} UNH{9.859155%} JNJ{29.812207%} WMT{15.023474%} PG{0.469484%} AMGN{15.023474%} INTC{1.643192%} TRV{16.901408%} ,
20,19230.88176,18482.04362,0.961061,10,AAPL{3.755869%} MSFT{7.511737%} UNH{9.859155%} JNJ{29.812207%} WMT{15.023474%} PG{0.469484%} VZ{1.877934%} AMGN{15.023474%} INTC{1.643192%} TRV{15.023474%} ,
21,19250.16174,18805.31604,0.976891,10,AAPL{4.739336%} MSFT{7.582938%} UNH{8.056872%} JNJ{30.094787%} WMT{15.165877%} PG{0.473934%} VZ{1.895735%} AMGN{15.165877%} INTC{1.658768%} TRV{15.165877%} ,
22,19298.18472,18882.51962,0.978461,10,AAPL{5.633803%} MSFT{7.511737%} UNH{7.981221%} JNJ{29.812207%} WMT{15.023474%} PG{0.469484%} VZ{1.877934%} AMGN{15.023474%} INTC{1.643192%} TRV{15.023474%} ,
23,19367.61531,18982.52319,0.980117,9,AAPL{3.874092%} MSFT{7.748184%} UNH{8.474576%} JNJ{30.750605%} WMT{15.496368%} PG{1.452785%} AMGN{15.496368%} INTC{1.210654%} TRV{15.496368%} ,
24,19405.54509,19026.94789,0.98049,9,AAPL{3.883495%} MSFT{7.766990%} UNH{8.252427%} JNJ{30.825243%} WMT{16.504854%} PG{0.485437%} AMGN{15.533981%} INTC{1.213592%} TRV{15.533981%} ,
25,19413.8579,19039.12708,0.980698,10,AAPL{5.504587%} MSFT{7.339450%} UNH{7.798165%} JNJ{29.128440%} WMT{18.348624%} PG{0.458716%} AMGN{14.678899%} INTC{1.605505%} TRV{14.678899%} DD{0.458716%} ,
26,19423.07379,19086.15154,0.982654,9,AAPL{3.902439%} MSFT{7.804878%} UNH{8.292683%} JNJ{30.975610%} WMT{16.097561%} PG{0.487805%} AMGN{15.609756%} INTC{1.219512%} TRV{15.609756%} ,
27,19428.9808,19112.94092,0.983734,9,AAPL{3.911980%} MSFT{7.823961%} UNH{8.312958%} JNJ{31.051345%} WMT{15.647922%} PG{0.733496%} AMGN{15.647922%} INTC{1.222494%} TRV{15.647922%} ,
28,19433.81706,19116.11027,0.983652,9,AAPL{3.911980%} MSFT{7.823961%} UNH{8.312958%} JNJ{31.051345%} WMT{15.892421%} PG{0.488998%} AMGN{15.647922%} INTC{1.222494%} TRV{15.647922%} ,
29,19445.53573,19146.13383,0.984603,9,AAPL{3.921569%} MSFT{7.843137%} UNH{8.333333%} JNJ{31.127451%} WMT{15.686275%} PG{0.490196%} AMGN{15.686275%} INTC{1.225490%} TRV{15.686275%} ,
30,19492.14743,19164.97076,0.983215,9,AAPL{3.902439%} MSFT{7.804878%} UNH{8.536585%} JNJ{30.975610%} WMT{15.609756%} PG{0.487805%} AMGN{15.609756%} INTC{1.463415%} TRV{15.609756%} ,
31,19501.60643,19167.80379,0.982883,9,AAPL{3.902439%} MSFT{7.804878%} UNH{8.292683%} JNJ{30.975610%} WMT{15.853659%} PG{0.487805%} AMGN{15.609756%} INTC{1.463415%} TRV{15.609756%} ,
32,19511.07584,19183.99405,0.983236,10,AAPL{3.911980%} MSFT{7.823961%} UNH{8.312958%} JNJ{31.051345%} WMT{15.647922%} PG{0.488998%} AMGN{15.647922%} IBM{0.244499%} INTC{1.222494%} TRV{15.647922%} ,
33,19512.64733,19197.92688,0.983871,9,AAPL{3.911980%} MSFT{7.823961%} UNH{8.312958%} JNJ{31.051345%} WMT{15.647922%} PG{0.488998%} AMGN{15.647922%} INTC{1.466993%} TRV{15.647922%} ,
34,19554.39836,19306.76824,0.987336,8,AAPL{3.911980%} MSFT{7.823961%} UNH{8.557457%} JNJ{31.051345%} WMT{15.647922%} AMGN{15.892421%} INTC{1.466993%} TRV{15.647922%} ,
35,19580.36968,19309.44911,0.986164,10,AAPL{3.755869%} MSFT{7.511737%} UNH{7.981221%} JNJ{29.812207%} WMT{15.023474%} PG{0.469484%} VZ{1.877934%} AMGN{16.901408%} INTC{1.643192%} TRV{15.023474%} ,
36,19614.91196,19323.53434,0.985145,9,AAPL{3.892944%} MSFT{7.785888%} UNH{8.272506%} JNJ{30.900243%} WMT{15.571776%} PG{0.486618%} AMGN{15.815085%} INTC{1.703163%} TRV{15.571776%} ,
37,19625.1782,19357.57795,0.986364,8,AAPL{3.902439%} MSFT{7.804878%} UNH{8.536585%} JNJ{30.975610%} WMT{15.609756%} AMGN{15.853659%} INTC{1.707317%} TRV{15.609756%} ,
38,19647.66082,19391.38711,0.986957,8,AAPL{3.911980%} MSFT{7.823961%} UNH{8.312958%} JNJ{31.051345%} WMT{15.647922%} AMGN{15.892421%} INTC{1.711491%} TRV{15.647922%} ,
