After EL,,,Gbest ratio:,0.330457,#in front,4404
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,59047.92822,5439.56384,0.092121,9,AAPL{25.391850%} WMT{0.313480%} JPM{32.915361%} KO{20.062696%} NKE{19.749216%} DIS{0.626959%} VZ{0.313480%} AMGN{0.313480%} GS{0.313480%} ,
2,59420.08441,5485.052125,0.09231,9,AAPL{20.189274%} JNJ{1.261830%} JPM{31.230284%} KO{25.236593%} NKE{20.504732%} CAT{0.315457%} BA{0.630915%} MMM{0.315457%} DD{0.315457%} ,
3,59464.12144,7115.563886,0.119661,7,AAPL{21.192053%} JPM{32.450331%} KO{21.192053%} NKE{23.509934%} DIS{0.993377%} GS{0.331126%} CAT{0.331126%} ,
4,59837.80163,7334.885719,0.122579,9,AAPL{23.076923%} WMT{0.284900%} JPM{29.914530%} KO{18.233618%} NKE{27.065527%} DIS{0.569801%} VZ{0.284900%} AMGN{0.284900%} GS{0.284900%} ,
5,59892.27924,7764.352445,0.129639,4,AAPL{23.272727%} JPM{36.363636%} KO{17.454545%} NKE{22.909091%} ,
6,60103.46179,8793.004341,0.146298,4,AAPL{18.823529%} JPM{34.117647%} KO{20.000000%} NKE{27.058824%} ,
7,60211.25905,8878.671427,0.147459,6,AAPL{19.345238%} JPM{33.333333%} KO{19.047619%} NKE{27.678571%} DIS{0.297619%} CAT{0.297619%} ,
8,60558.67901,8941.336468,0.147647,7,AAPL{19.277108%} JPM{29.518072%} KO{19.277108%} NKE{31.024096%} DIS{0.301205%} GS{0.301205%} CAT{0.301205%} ,
9,60600.6849,9107.977673,0.150295,4,AAPL{24.806202%} JPM{35.658915%} KO{12.403101%} NKE{27.131783%} ,
10,60607.26009,9576.651051,0.158012,4,AAPL{17.977528%} JPM{32.584270%} KO{19.101124%} NKE{30.337079%} ,
11,60712.3461,9688.911934,0.159587,4,AAPL{20.846906%} JPM{32.573290%} KO{15.635179%} NKE{30.944625%} ,
12,60917.1499,9942.574865,0.163215,4,AAPL{17.582418%} JPM{31.868132%} KO{18.681319%} NKE{31.868132%} ,
13,61084.13243,10119.71799,0.165669,4,AAPL{17.391304%} JPM{31.521739%} KO{18.478261%} NKE{32.608696%} ,
14,61179.48281,10207.72825,0.166849,4,AAPL{23.104693%} JPM{35.018051%} KO{11.552347%} NKE{30.324910%} ,
15,61257.767,10292.88037,0.168026,4,AAPL{17.204301%} JPM{31.182796%} KO{18.279570%} NKE{33.333333%} ,
16,61402.57886,10545.9276,0.171751,4,AAPL{17.391304%} JPM{31.521739%} KO{17.391304%} NKE{33.695652%} ,
17,61570.9043,10688.53014,0.173597,5,AAPL{22.222222%} JNJ{0.347222%} JPM{34.027778%} KO{11.111111%} NKE{32.291667%} ,
18,61610.77197,10826.30068,0.175721,4,AAPL{22.068966%} JPM{35.862069%} KO{11.034483%} NKE{31.034483%} ,
19,61697.44836,10965.41253,0.177729,5,AAPL{21.917808%} JPM{33.561644%} KO{10.958904%} NKE{33.219178%} CAT{0.342466%} ,
20,61795.69437,11082.51336,0.179341,4,AAPL{21.843003%} JPM{33.105802%} KO{10.921502%} NKE{34.129693%} ,
21,61894.48056,11498.55733,0.185777,4,AAPL{10.389610%} JPM{37.662338%} KO{22.077922%} NKE{29.870130%} ,
22,62005.65792,11628.73904,0.187543,6,AAPL{10.855263%} JPM{36.842105%} KO{21.052632%} NKE{30.592105%} DIS{0.328947%} CAT{0.328947%} ,
23,62159.21561,11631.48911,0.187124,4,AAPL{20.915033%} JPM{33.986928%} KO{10.457516%} NKE{34.640523%} ,
24,62333.16928,11734.96895,0.188262,7,AAPL{10.666667%} JPM{32.666667%} KO{21.333333%} NKE{34.333333%} DIS{0.333333%} GS{0.333333%} CAT{0.333333%} ,
25,62356.12663,12225.92183,0.196066,4,AAPL{9.876543%} JPM{35.802469%} KO{20.987654%} NKE{33.333333%} ,
26,62529.5714,12358.81787,0.197648,6,AAPL{10.312500%} JPM{35.000000%} KO{20.000000%} NKE{34.062500%} DIS{0.312500%} CAT{0.312500%} ,
27,62657.63329,12563.21719,0.200506,4,AAPL{9.638554%} JPM{34.939759%} KO{20.481928%} NKE{34.939759%} ,
28,62720.68486,12575.58795,0.200501,4,AAPL{17.454545%} JPM{36.363636%} KO{11.636364%} NKE{34.545455%} ,
29,62758.27214,12823.23729,0.204327,4,AAPL{11.636364%} JPM{36.363636%} KO{17.454545%} NKE{34.545455%} ,
30,62996.26426,12884.7645,0.204532,4,AAPL{9.411765%} JPM{34.117647%} KO{20.000000%} NKE{36.470588%} ,
31,63094.09882,13004.7223,0.206116,5,AAPL{14.705882%} JPM{36.764706%} KO{13.235294%} NKE{34.926471%} MMM{0.367647%} ,
32,63096.86514,13073.70828,0.207201,4,AAPL{5.479452%} JPM{39.726027%} KO{23.287671%} NKE{31.506849%} ,
33,63191.24894,13192.87776,0.208777,4,AAPL{9.523810%} JPM{34.523810%} KO{19.047619%} NKE{36.904762%} ,
34,63214.22277,13233.08991,0.209337,6,AAPL{5.902778%} JPM{38.888889%} KO{22.222222%} NKE{32.291667%} DIS{0.347222%} CAT{0.347222%} ,
35,63242.93278,13315.02974,0.210538,4,AAPL{13.675214%} JPM{38.888889%} KO{13.675214%} NKE{33.760684%} ,
36,63406.47576,13326.43479,0.210175,4,AAPL{16.494845%} JPM{34.364261%} KO{10.996564%} NKE{38.144330%} ,
37,63503.45476,13560.48211,0.213539,4,AAPL{10.996564%} JPM{34.364261%} KO{16.494845%} NKE{38.144330%} ,
38,63509.48501,13756.99481,0.216613,4,AAPL{5.194805%} JPM{37.662338%} KO{22.077922%} NKE{35.064935%} ,
39,63641.30344,13793.63388,0.21674,4,AAPL{13.061224%} JPM{39.591837%} KO{13.061224%} NKE{34.285714%} ,
40,63694.24873,13917.0117,0.218497,6,AAPL{5.592105%} JPM{36.842105%} KO{21.052632%} NKE{35.855263%} DIS{0.328947%} CAT{0.328947%} ,
41,63754.87543,14054.45328,0.220445,4,AAPL{3.791469%} JPM{38.862559%} KO{22.748815%} NKE{34.597156%} ,
42,63795.44995,14072.72464,0.220591,4,AAPL{5.063291%} JPM{36.708861%} KO{21.518987%} NKE{36.708861%} ,
43,63917.41757,14103.88116,0.220658,6,AAPL{3.214286%} JPM{40.000000%} KO{22.857143%} NKE{33.214286%} DIS{0.357143%} CAT{0.357143%} ,
44,63954.03095,14224.60738,0.222419,4,AAPL{5.000000%} JPM{36.250000%} KO{21.250000%} NKE{37.500000%} ,
45,64010.01534,14232.60732,0.22235,6,AAPL{5.448718%} JPM{35.897436%} KO{20.512821%} NKE{37.500000%} DIS{0.320513%} CAT{0.320513%} ,
46,64019.45657,14315.52494,0.223612,4,AAPL{12.598425%} JPM{36.220472%} KO{12.598425%} NKE{38.582677%} ,
47,64075.86971,14360.59368,0.224119,6,AAPL{12.355212%} JPM{37.065637%} KO{12.355212%} NKE{37.451737%} DIS{0.386100%} CAT{0.386100%} ,
48,64082.16735,14374.43055,0.224312,6,AAPL{12.307692%} JPM{37.692308%} KO{12.307692%} NKE{36.923077%} DIS{0.384615%} CAT{0.384615%} ,
49,64098.32693,14431.93754,0.225153,5,AAPL{12.307692%} JPM{37.692308%} KO{12.307692%} NKE{37.307692%} DIS{0.384615%} ,
50,64100.1795,14437.61825,0.225235,5,AAPL{12.307692%} JPM{37.692308%} KO{12.307692%} NKE{37.307692%} CAT{0.384615%} ,
51,64168.9616,14681.05421,0.228787,4,AAPL{6.177606%} JPM{38.610039%} KO{18.532819%} NKE{36.679537%} ,
52,64351.74943,14714.83116,0.228662,4,AAPL{5.000000%} JPM{36.250000%} KO{20.000000%} NKE{38.750000%} ,
53,64365.10593,14759.15867,0.229304,6,AAPL{3.040541%} JPM{37.837838%} KO{21.621622%} NKE{36.824324%} DIS{0.337838%} CAT{0.337838%} ,
54,64416.86131,14766.91235,0.22924,3,JPM{39.215686%} KO{25.098039%} NKE{35.686275%} ,
55,64419.5631,14955.25993,0.232154,4,AAPL{3.404255%} JPM{39.148936%} KO{20.851064%} NKE{36.595745%} ,
56,64529.03235,15013.88415,0.232669,4,AAPL{1.351351%} JPM{39.189189%} KO{22.972973%} NKE{36.486486%} ,
57,64595.58143,15021.51644,0.232547,3,JPM{40.304183%} KO{24.334601%} NKE{35.361217%} ,
58,64595.68803,15027.07519,0.232633,3,JPM{40.074906%} KO{24.344569%} NKE{35.580524%} ,
59,64601.13011,15031.60452,0.232683,4,AAPL{2.564103%} JPM{37.179487%} KO{21.794872%} NKE{38.461538%} ,
60,64601.19951,15037.07571,0.232768,3,JPM{39.923954%} KO{24.334601%} NKE{35.741445%} ,
61,64613.23398,15052.78103,0.232967,3,JPM{39.543726%} KO{24.334601%} NKE{36.121673%} ,
62,64617.33185,15053.37038,0.232962,3,JPM{40.298507%} KO{24.253731%} NKE{35.447761%} ,
63,64621.82421,15063.79281,0.233107,3,JPM{40.151515%} KO{24.242424%} NKE{35.606061%} ,
64,64630.50762,15079.3899,0.233317,3,JPM{39.772727%} KO{24.242424%} NKE{35.984848%} ,
65,64644.36604,15090.37829,0.233437,3,JPM{40.377358%} KO{24.150943%} NKE{35.471698%} ,
66,64650.11181,15106.00058,0.233658,3,JPM{40.000000%} KO{24.150943%} NKE{35.849057%} ,
67,64671.09113,15132.3994,0.23399,3,JPM{40.225564%} KO{24.060150%} NKE{35.714286%} ,
68,64693.02548,15158.37449,0.234312,3,JPM{40.449438%} KO{23.970037%} NKE{35.580524%} ,
69,64713.8914,15233.4598,0.235397,4,AAPL{0.680272%} JPM{39.455782%} KO{23.129252%} NKE{36.734694%} ,
70,64765.3386,15262.37537,0.235657,3,JPM{39.455782%} KO{23.809524%} NKE{36.734694%} ,
71,64795.74431,15308.94462,0.236265,4,AAPL{1.315789%} JPM{38.157895%} KO{22.368421%} NKE{38.157895%} ,
72,64807.73209,15344.28012,0.236766,4,AAPL{0.341297%} JPM{39.590444%} KO{23.208191%} NKE{36.860068%} ,
73,64833.38034,15358.77374,0.236896,3,JPM{39.590444%} KO{23.549488%} NKE{36.860068%} ,
74,64849.41591,15427.23704,0.237893,4,AAPL{9.561753%} JPM{39.840637%} KO{12.749004%} NKE{37.848606%} ,
75,64887.0061,15562.88671,0.239846,4,AAPL{6.374502%} JPM{39.840637%} KO{15.936255%} NKE{37.848606%} ,
76,64999.27693,15698.53946,0.241519,4,AAPL{3.187251%} JPM{39.840637%} KO{19.123506%} NKE{37.848606%} ,
77,65128.34528,15699.14838,0.241049,4,AAPL{10.810811%} JPM{38.513514%} KO{10.810811%} NKE{39.864865%} ,
78,65150.85023,15710.00839,0.241133,3,JPM{38.434164%} KO{22.775801%} NKE{38.790036%} ,
79,65153.03013,15736.86149,0.241537,6,AAPL{0.342466%} JPM{39.726027%} KO{21.917808%} NKE{37.328767%} DIS{0.342466%} CAT{0.342466%} ,
80,65161.39944,15742.99875,0.2416,3,JPM{38.666667%} KO{22.666667%} NKE{38.666667%} ,
81,65166.72729,15764.2907,0.241907,3,JPM{38.870432%} KO{22.591362%} NKE{38.538206%} ,
82,65172.89646,15785.17151,0.242205,3,JPM{39.072848%} KO{22.516556%} NKE{38.410596%} ,
83,65185.75114,15834.18913,0.242909,3,JPM{39.840637%} KO{22.310757%} NKE{37.848606%} ,
84,65213.01562,15856.35763,0.243147,3,JPM{41.206030%} KO{22.110553%} NKE{36.683417%} ,
85,65237.7173,15908.16758,0.243849,3,JPM{40.259740%} KO{22.077922%} NKE{37.662338%} ,
86,65278.74604,15956.31943,0.244434,4,AAPL{8.097166%} JPM{40.485830%} KO{12.955466%} NKE{38.461538%} ,
87,65292.95129,16025.26821,0.245436,4,AAPL{6.477733%} JPM{40.485830%} KO{14.574899%} NKE{38.461538%} ,
88,65348.26241,16040.51491,0.245462,3,JPM{39.743590%} KO{21.794872%} NKE{38.461538%} ,
89,65434.42067,16096.68598,0.245997,6,AAPL{0.328947%} JPM{39.473684%} KO{21.052632%} NKE{38.486842%} DIS{0.328947%} CAT{0.328947%} ,
90,65450.52145,16232.05519,0.248005,4,AAPL{1.619433%} JPM{40.485830%} KO{19.433198%} NKE{38.461538%} ,
91,65508.81897,16262.2757,0.248246,4,AAPL{6.530612%} JPM{40.816327%} KO{13.877551%} NKE{38.775510%} ,
92,65541.27705,16300.94769,0.248713,3,JPM{40.485830%} KO{21.052632%} NKE{38.461538%} ,
93,65617.45331,16364.76389,0.249397,4,AAPL{6.967213%} JPM{40.983607%} KO{13.114754%} NKE{38.934426%} ,
94,65620.16387,16382.1943,0.249652,4,AAPL{6.557377%} JPM{40.983607%} KO{13.524590%} NKE{38.934426%} ,
95,65647.87299,16427.69391,0.25024,3,JPM{41.290323%} KO{20.645161%} NKE{38.064516%} ,
96,65678.99078,16437.26277,0.250267,4,AAPL{6.722689%} JPM{38.655462%} KO{13.445378%} NKE{41.176471%} ,
97,65686.09857,16505.48863,0.251278,4,AAPL{0.816327%} JPM{40.816327%} KO{19.591837%} NKE{38.775510%} ,
98,65727.57154,16526.29219,0.251436,3,JPM{41.401274%} KO{20.382166%} NKE{38.216561%} ,
99,65730.80013,16540.20921,0.251636,3,JPM{40.816327%} KO{20.408163%} NKE{38.775510%} ,
100,65740.85468,16552.57423,0.251785,3,JPM{40.764331%} KO{20.382166%} NKE{38.853503%} ,
101,65766.25575,16561.46752,0.251823,3,JPM{41.772152%} KO{20.253165%} NKE{37.974684%} ,
102,65770.73692,16587.55829,0.252203,3,JPM{41.139241%} KO{20.253165%} NKE{38.607595%} ,
103,65791.43229,16613.64906,0.25252,3,JPM{40.506329%} KO{20.253165%} NKE{39.240506%} ,
104,65805.37104,16622.24128,0.252597,3,JPM{41.509434%} KO{20.125786%} NKE{38.364780%} ,
105,65806.35153,16643.91038,0.252923,4,AAPL{0.409836%} JPM{40.983607%} KO{19.672131%} NKE{38.934426%} ,
106,65817.74948,16648.28683,0.252945,3,JPM{40.880503%} KO{20.125786%} NKE{38.993711%} ,
107,65828.67329,16661.28451,0.253101,3,JPM{40.983607%} KO{20.081967%} NKE{38.934426%} ,
108,65845.64857,16674.18634,0.253231,3,JPM{40.251572%} KO{20.125786%} NKE{39.622642%} ,
109,65848.02406,16682.34403,0.253346,3,JPM{41.250000%} KO{20.000000%} NKE{38.750000%} ,
110,65867.1582,16708.05227,0.253663,3,JPM{40.625000%} KO{20.000000%} NKE{39.375000%} ,
111,65882.36409,16716.01992,0.253725,3,JPM{41.614907%} KO{19.875776%} NKE{38.509317%} ,
112,65893.32562,16741.67034,0.254072,3,JPM{40.993789%} KO{19.875776%} NKE{39.130435%} ,
113,65920.92713,16749.20809,0.25408,3,JPM{41.975309%} KO{19.753086%} NKE{38.271605%} ,
114,65923.56118,16774.66724,0.254456,3,JPM{41.358025%} KO{19.753086%} NKE{38.888889%} ,
115,65927.88873,16783.15782,0.254568,3,JPM{41.152263%} KO{19.753086%} NKE{39.094650%} ,
116,65948.85807,16805.09988,0.25482,3,JPM{41.393443%} KO{19.672131%} NKE{38.934426%} ,
117,65958.19699,16807.42887,0.254819,3,JPM{41.717791%} KO{19.631902%} NKE{38.650307%} ,
118,65967.79237,16832.68415,0.255165,3,JPM{41.104294%} KO{19.631902%} NKE{39.263804%} ,
119,65973.21702,16833.2223,0.255152,4,AAPL{1.509434%} JPM{39.622642%} KO{18.113208%} NKE{40.754717%} ,
120,65996.75963,16839.75599,0.25516,3,JPM{42.073171%} KO{19.512195%} NKE{38.414634%} ,
121,66024.06393,16851.17813,0.255228,3,JPM{39.506173%} KO{19.753086%} NKE{40.740741%} ,
122,66057.05012,16897.46033,0.255801,3,JPM{39.622642%} KO{19.622642%} NKE{40.754717%} ,
123,66058.13518,16936.10285,0.256382,3,JPM{40.485830%} KO{19.433198%} NKE{40.080972%} ,
124,66064.68755,16946.57432,0.256515,3,JPM{40.606061%} KO{19.393939%} NKE{40.000000%} ,
125,66112.50661,16958.97933,0.256517,3,JPM{42.514970%} KO{19.161677%} NKE{38.323353%} ,
126,66117.08925,17002.44758,0.257157,3,JPM{40.361446%} KO{19.277108%} NKE{40.361446%} ,
127,66130.45513,17010.7595,0.25723,3,JPM{40.160643%} KO{19.277108%} NKE{40.562249%} ,
128,66133.69901,17030.32549,0.257514,3,JPM{41.493776%} KO{19.087137%} NKE{39.419087%} ,
129,66168.19842,17047.59227,0.25764,3,JPM{40.000000%} KO{19.200000%} NKE{40.800000%} ,
