Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,33488.52121,5897.38691,0.176102,5,MSFT{11.805556%} JNJ{20.833333%} V{6.250000%} KO{47.222222%} TRV{13.888889%} ,
2,33499.26127,6390.007318,0.190751,5,MSFT{11.971831%} JNJ{21.126761%} V{6.338028%} KO{47.887324%} TRV{12.676056%} ,
3,33560.9516,6641.780223,0.197902,5,MSFT{12.056738%} JNJ{21.276596%} V{6.382979%} KO{48.226950%} TRV{12.056738%} ,
4,33619.30091,6953.698647,0.206837,5,MSFT{12.056738%} JNJ{21.985816%} V{6.382979%} KO{48.226950%} TRV{11.347518%} ,
5,33650.96428,7284.662709,0.216477,5,MSFT{11.971831%} JNJ{21.126761%} V{6.338028%} KO{49.295775%} TRV{11.267606%} ,
6,33714.80841,7568.306944,0.22448,6,MSFT{11.764706%} JNJ{23.529412%} V{3.921569%} MRK{0.653595%} KO{47.058824%} TRV{13.071895%} ,
7,33773.31825,8387.537789,0.248348,5,MSFT{11.486486%} JNJ{20.270270%} V{6.081081%} KO{51.351351%} TRV{10.810811%} ,
8,34227.81848,9727.595346,0.284201,5,MSFT{10.897436%} JNJ{19.230769%} V{5.769231%} KO{53.846154%} TRV{10.256410%} ,
9,34666.64063,9848.953132,0.284105,5,MSFT{12.209302%} JNJ{17.441860%} V{5.232558%} KO{55.813953%} TRV{9.302326%} ,
10,34695.98899,10865.04957,0.31315,6,MSFT{7.453416%} JNJ{24.223602%} V{7.453416%} MRK{0.621118%} KO{50.310559%} TRV{9.937888%} ,
11,34994.84245,12277.64574,0.350842,5,MSFT{9.042553%} JNJ{24.468085%} V{4.787234%} KO{53.191489%} TRV{8.510638%} ,
12,35313.43381,12372.4315,0.35036,6,MSFT{7.017544%} JNJ{21.929825%} V{6.140351%} KO{56.140351%} CRM{1.754386%} TRV{7.017544%} ,
13,35433.2437,12385.46813,0.349544,5,MSFT{8.673469%} JNJ{27.551020%} V{4.591837%} KO{51.020408%} TRV{8.163265%} ,
14,35474.34577,12693.63715,0.357826,5,MSFT{10.975610%} JNJ{18.902439%} V{4.268293%} KO{58.536585%} TRV{7.317073%} ,
15,35501.73729,13351.90332,0.376092,6,MSFT{7.960199%} JNJ{23.880597%} V{6.965174%} MRK{0.497512%} KO{54.726368%} TRV{5.970149%} ,
16,35568.0669,13471.61999,0.378756,6,MSFT{7.843137%} JNJ{24.509804%} V{6.862745%} MRK{0.490196%} KO{54.411765%} TRV{5.882353%} ,
17,35798.09871,13778.444,0.384893,6,MSFT{8.040201%} JNJ{24.120603%} V{7.035176%} MRK{0.502513%} KO{55.276382%} TRV{5.025126%} ,
18,35865.68008,13892.91481,0.38736,6,MSFT{7.920792%} JNJ{24.752475%} V{6.930693%} MRK{0.495050%} KO{54.950495%} TRV{4.950495%} ,
19,35958.5762,14160.19277,0.393792,6,MSFT{7.655502%} JNJ{22.966507%} V{6.698565%} MRK{0.478469%} KO{56.459330%} TRV{5.741627%} ,
20,36002.82246,14263.53143,0.396178,6,MSFT{7.547170%} JNJ{23.584906%} V{6.603774%} MRK{0.471698%} KO{56.132075%} TRV{5.660377%} ,
21,36204.76839,14578.35028,0.402664,6,MSFT{7.729469%} JNJ{23.188406%} V{6.763285%} MRK{0.483092%} KO{57.004831%} TRV{4.830918%} ,
22,36250.40397,14676.17699,0.404856,6,MSFT{7.619048%} JNJ{23.809524%} V{6.666667%} MRK{0.476190%} KO{56.666667%} TRV{4.761905%} ,
23,36354.71027,14789.56687,0.406813,6,MSFT{7.766990%} JNJ{23.300971%} V{6.796117%} MRK{0.485437%} KO{57.281553%} TRV{4.368932%} ,
24,36397.66711,14821.65298,0.407214,6,MSFT{7.339450%} JNJ{22.935780%} V{6.422018%} MRK{0.458716%} KO{57.339450%} TRV{5.504587%} ,
25,36400.1869,14885.04095,0.408928,6,MSFT{7.655502%} JNJ{23.923445%} V{6.698565%} MRK{0.478469%} KO{56.937799%} TRV{4.306220%} ,
26,36451.57436,14956.02395,0.410298,6,MSFT{7.582938%} JNJ{22.748815%} V{6.635071%} MRK{0.473934%} KO{57.819905%} TRV{4.739336%} ,
27,36456.18719,14965.94629,0.410519,5,MSFT{7.305936%} JNJ{22.831050%} V{6.392694%} KO{57.990868%} TRV{5.479452%} ,
28,36483.03532,14990.43087,0.410888,6,MSFT{7.100592%} JNJ{23.076923%} V{7.100592%} MRK{0.591716%} KO{57.396450%} TRV{4.733728%} ,
29,36486.61576,15046.71887,0.41239,6,MSFT{7.476636%} JNJ{23.364486%} V{6.542056%} MRK{0.467290%} KO{57.476636%} TRV{4.672897%} ,
30,36568.16828,15096.07458,0.41282,6,MSFT{7.692308%} JNJ{24.038462%} V{6.730769%} MRK{0.480769%} KO{57.211538%} TRV{3.846154%} ,
31,36575.73494,15097.93578,0.412786,6,MSFT{7.766990%} JNJ{23.300971%} V{6.796117%} MRK{0.485437%} KO{57.766990%} TRV{3.883495%} ,
32,36584.16377,15139.93066,0.413838,6,MSFT{7.511737%} JNJ{22.535211%} V{6.572770%} MRK{0.469484%} KO{58.215962%} TRV{4.694836%} ,
