Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
46,64232.03441,47907.03147,0.745843,10,JNJ{1.742919%} WMT{20.915033%} MRK{27.668845%} KO{0.217865%} MCD{6.971678%} NKE{6.100218%} VZ{0.435730%} GS{7.843137%} BA{13.943355%} TRV{14.161220%} ,
47,64244.06376,48111.6408,0.748889,6,WMT{20.869565%} MRK{27.608696%} NKE{6.304348%} GS{6.956522%} BA{13.913043%} TRV{24.347826%} ,
48,64247.35767,48172.01641,0.74979,6,WMT{20.824295%} MRK{27.548807%} NKE{6.507592%} GS{6.941432%} BA{13.882863%} TRV{24.295011%} ,
49,64260.45689,48232.5782,0.750579,6,WMT{20.779221%} MRK{27.489177%} NKE{6.709957%} GS{6.926407%} BA{13.852814%} TRV{24.242424%} ,
50,64261.49444,48261.73643,0.751021,6,WMT{20.824295%} MRK{27.331887%} NKE{6.724512%} GS{6.941432%} BA{13.882863%} TRV{24.295011%} ,
51,64265.83856,48290.36972,0.751416,6,WMT{20.869565%} MRK{27.173913%} NKE{6.739130%} GS{6.956522%} BA{13.913043%} TRV{24.347826%} ,
52,64286.25029,48350.36486,0.752111,6,WMT{20.960699%} MRK{26.855895%} NKE{6.768559%} GS{6.986900%} BA{13.973799%} TRV{24.454148%} ,
53,64363.69001,48471.73726,0.753091,6,WMT{21.145374%} MRK{26.211454%} NKE{6.828194%} GS{7.048458%} BA{14.096916%} TRV{24.669604%} ,
54,64392.13417,48547.71001,0.753939,9,JNJ{1.742919%} WMT{20.915033%} MRK{27.668845%} KO{0.217865%} NKE{6.100218%} VZ{0.435730%} GS{7.843137%} BA{13.943355%} TRV{21.132898%} ,
55,64401.00744,48740.37497,0.756826,10,WMT{21.132898%} JPM{0.217865%} MRK{27.668845%} MCD{0.653595%} NKE{5.228758%} VZ{0.217865%} HON{0.217865%} GS{9.150327%} BA{13.943355%} TRV{21.568627%} ,
56,64439.73691,48821.48769,0.75763,10,WMT{21.132898%} JPM{0.217865%} MRK{27.668845%} MCD{0.653595%} NKE{5.228758%} VZ{0.217865%} GS{9.150327%} BA{13.943355%} TRV{21.568627%} WBA{0.217865%} ,
57,64464.98189,48838.96227,0.757605,10,WMT{21.132898%} MRK{27.668845%} MCD{0.653595%} NKE{5.228758%} VZ{0.217865%} HON{0.217865%} GS{9.150327%} BA{13.943355%} TRV{21.568627%} WBA{0.217865%} ,
58,64495.74024,48870.37345,0.75773,10,WMT{21.132898%} JPM{0.217865%} MRK{27.668845%} MCD{0.653595%} NKE{5.228758%} HON{0.217865%} GS{9.150327%} BA{13.943355%} TRV{21.568627%} WBA{0.217865%} ,
59,64526.12822,48890.18992,0.757681,11,WMT{21.132898%} JPM{0.217865%} MRK{27.668845%} MCD{0.653595%} NKE{5.228758%} VZ{0.217865%} HON{0.217865%} GS{9.150327%} BA{13.943355%} TRV{21.350763%} WBA{0.217865%} ,
60,64535.3207,48910.17112,0.757882,11,WMT{21.132898%} JPM{0.217865%} MRK{27.668845%} MCD{0.435730%} NKE{5.228758%} VZ{0.217865%} HON{0.217865%} GS{9.150327%} BA{13.943355%} TRV{21.568627%} WBA{0.217865%} ,
61,64535.46625,49025.0646,0.759661,7,WMT{21.719457%} MRK{28.733032%} MCD{3.619910%} NKE{6.108597%} GS{7.239819%} BA{14.479638%} TRV{18.099548%} ,
62,64546.54582,49147.40412,0.761426,7,WMT{21.621622%} MRK{28.603604%} MCD{3.603604%} NKE{6.531532%} GS{7.207207%} BA{14.414414%} TRV{18.018018%} ,
63,64563.8443,49205.76727,0.762126,7,WMT{21.573034%} MRK{28.539326%} MCD{3.595506%} NKE{6.741573%} GS{7.191011%} BA{14.382022%} TRV{17.977528%} ,
64,64594.80954,49267.93576,0.762723,7,WMT{21.524664%} MRK{28.475336%} MCD{3.587444%} NKE{6.950673%} GS{7.174888%} BA{14.349776%} TRV{17.937220%} ,
65,64638.57494,49298.75964,0.762683,7,WMT{21.573034%} MRK{28.314607%} MCD{3.595506%} NKE{6.966292%} GS{7.191011%} BA{14.382022%} TRV{17.977528%} ,
66,64640.69368,49309.02177,0.762817,8,WMT{21.238938%} MRK{28.097345%} KO{0.221239%} NKE{6.415929%} VZ{0.442478%} GS{7.964602%} BA{14.159292%} TRV{21.460177%} ,
67,64689.26729,49332.69842,0.76261,7,WMT{21.621622%} MRK{28.153153%} MCD{3.603604%} NKE{6.981982%} GS{7.207207%} BA{14.414414%} TRV{18.018018%} ,
68,64693.32225,49354.99767,0.762907,6,WMT{21.670429%} MRK{28.668172%} NKE{5.869074%} GS{7.674944%} BA{14.446953%} TRV{21.670429%} ,
69,64694.24927,49415.44391,0.763831,6,WMT{21.621622%} MRK{28.603604%} NKE{6.081081%} GS{7.657658%} BA{14.414414%} TRV{21.621622%} ,
70,64714.03064,49448.13809,0.764102,6,WMT{21.621622%} MRK{28.603604%} NKE{6.306306%} GS{7.432432%} BA{14.414414%} TRV{21.621622%} ,
71,64734.54876,49480.70489,0.764363,6,WMT{21.670429%} MRK{28.442438%} NKE{6.320542%} GS{7.449210%} BA{14.446953%} TRV{21.670429%} ,
72,64738.97661,49481.19046,0.764318,6,WMT{21.719457%} MRK{28.280543%} NKE{6.108597%} GS{7.692308%} BA{14.479638%} TRV{21.719457%} ,
73,64756.3254,49512.43992,0.764596,6,WMT{21.719457%} MRK{28.280543%} NKE{6.334842%} GS{7.466063%} BA{14.479638%} TRV{21.719457%} ,
74,64792.99875,49597.69553,0.765479,6,WMT{21.524664%} MRK{28.475336%} NKE{6.950673%} GS{7.174888%} BA{14.349776%} TRV{21.524664%} ,
75,64960.74086,49911.81034,0.768338,7,WMT{22.119816%} MRK{29.262673%} MCD{1.843318%} NKE{6.221198%} GS{7.373272%} BA{14.746544%} TRV{18.433180%} ,
76,64993.31121,50030.30586,0.769776,7,WMT{22.018349%} MRK{29.128440%} MCD{1.834862%} NKE{6.651376%} GS{7.339450%} BA{14.678899%} TRV{18.348624%} ,
77,65024.58019,50090.15884,0.770327,7,WMT{21.967963%} MRK{29.061785%} MCD{1.830664%} NKE{6.864989%} GS{7.322654%} BA{14.645309%} TRV{18.306636%} ,
78,65064.61286,50148.45682,0.770749,7,WMT{21.917808%} MRK{28.995434%} MCD{1.826484%} NKE{7.077626%} GS{7.305936%} BA{14.611872%} TRV{18.264840%} ,
79,65077.96506,50198.96713,0.771367,6,WMT{22.018349%} MRK{29.128440%} NKE{6.651376%} GS{7.339450%} BA{14.678899%} TRV{20.183486%} ,
80,65111.76789,50258.5021,0.77188,6,WMT{21.967963%} MRK{29.061785%} NKE{6.864989%} GS{7.322654%} BA{14.645309%} TRV{20.137300%} ,
81,65153.22936,50316.4549,0.772279,6,WMT{21.917808%} MRK{28.995434%} NKE{7.077626%} GS{7.305936%} BA{14.611872%} TRV{20.091324%} ,
82,65188.54644,50365.88616,0.772619,7,WMT{22.325581%} MRK{29.534884%} MCD{0.930233%} NKE{6.279070%} GS{7.441860%} BA{14.883721%} TRV{18.604651%} ,
83,65226.71402,50451.41134,0.773478,6,WMT{22.325581%} MRK{29.534884%} NKE{6.279070%} GS{7.441860%} BA{14.883721%} TRV{19.534884%} ,
84,65235.8775,50485.32798,0.773889,7,WMT{22.222222%} MRK{29.398148%} MCD{0.925926%} NKE{6.712963%} GS{7.407407%} BA{14.814815%} TRV{18.518519%} ,
85,65272.80231,50543.76457,0.774346,7,WMT{22.170901%} MRK{29.330254%} MCD{0.923788%} NKE{6.928406%} GS{7.390300%} BA{14.780600%} TRV{18.475751%} ,
86,65275.59657,50570.50798,0.774723,6,WMT{22.222222%} MRK{29.398148%} NKE{6.712963%} GS{7.407407%} BA{14.814815%} TRV{19.444444%} ,
87,65310.27469,50597.95622,0.774732,7,WMT{22.429907%} MRK{29.672897%} MCD{0.467290%} NKE{6.308411%} GS{7.476636%} BA{14.953271%} TRV{18.691589%} ,
88,65313.09516,50628.59939,0.775168,6,WMT{22.170901%} MRK{29.330254%} NKE{6.928406%} GS{7.390300%} BA{14.780600%} TRV{19.399538%} ,
89,65327.80678,50640.78472,0.77518,6,WMT{22.429907%} MRK{29.672897%} NKE{6.308411%} GS{7.476636%} BA{14.953271%} TRV{19.158879%} ,
90,65352.15191,50688.54587,0.775622,6,WMT{23.255814%} MRK{29.534884%} NKE{6.279070%} GS{7.441860%} BA{14.883721%} TRV{18.604651%} ,
91,65359.25378,50713.97836,0.775927,7,WMT{22.325581%} MRK{29.534884%} MCD{0.465116%} NKE{6.744186%} GS{7.441860%} BA{14.883721%} TRV{18.604651%} ,
92,65378.83248,50734.64666,0.77601,6,WMT{22.482436%} MRK{29.742389%} NKE{6.323185%} GS{7.494145%} BA{14.988290%} TRV{18.969555%} ,
93,65378.93874,50756.83404,0.776348,6,WMT{22.325581%} MRK{29.534884%} NKE{6.744186%} GS{7.441860%} BA{14.883721%} TRV{19.069767%} ,
94,65387.02939,50760.01666,0.776301,6,WMT{22.897196%} MRK{29.672897%} NKE{6.308411%} GS{7.476636%} BA{14.953271%} TRV{18.691589%} ,
95,65401.19397,50773.15324,0.776334,7,WMT{22.273782%} MRK{29.466357%} MCD{0.464037%} NKE{6.960557%} GS{7.424594%} BA{14.849188%} TRV{18.561485%} ,
96,65406.97719,50794.16954,0.776586,6,WMT{22.716628%} MRK{29.742389%} NKE{6.323185%} GS{7.494145%} BA{14.988290%} TRV{18.735363%} ,
97,65413.84963,50806.49935,0.776693,6,WMT{23.148148%} MRK{29.398148%} NKE{6.712963%} GS{7.407407%} BA{14.814815%} TRV{18.518519%} ,
98,65419.89596,50815.63656,0.776761,6,WMT{22.273782%} MRK{29.466357%} NKE{6.960557%} GS{7.424594%} BA{14.849188%} TRV{19.025522%} ,
99,65423.37686,50829.88616,0.776938,7,WMT{22.377622%} MRK{29.603730%} MCD{0.233100%} NKE{6.759907%} GS{7.459207%} BA{14.918415%} TRV{18.648019%} ,
100,65432.48516,50830.68304,0.776842,6,WMT{22.535211%} MRK{29.812207%} NKE{6.338028%} GS{7.511737%} BA{15.023474%} TRV{18.779343%} ,
101,65432.63009,50851.22091,0.777154,6,WMT{22.377622%} MRK{29.603730%} NKE{6.759907%} GS{7.459207%} BA{14.918415%} TRV{18.881119%} ,
102,65438.53387,50857.41206,0.777178,6,WMT{22.482436%} MRK{29.742389%} NKE{6.323185%} GS{7.728337%} BA{14.988290%} TRV{18.735363%} ,
103,65443.52276,50875.05563,0.777389,6,WMT{22.790698%} MRK{29.534884%} NKE{6.744186%} GS{7.441860%} BA{14.883721%} TRV{18.604651%} ,
104,65445.55597,50882.19005,0.777474,6,WMT{22.429907%} MRK{29.672897%} NKE{6.308411%} GS{7.943925%} BA{14.953271%} TRV{18.691589%} ,
105,65455.60706,50888.59406,0.777452,6,WMT{22.482436%} MRK{29.742389%} NKE{6.557377%} GS{7.494145%} BA{14.988290%} TRV{18.735363%} ,
106,65464.25614,50910.4248,0.777683,6,WMT{22.610723%} MRK{29.603730%} NKE{6.759907%} GS{7.459207%} BA{14.918415%} TRV{18.648019%} ,
107,65464.3632,50914.81676,0.777749,6,WMT{22.429907%} MRK{29.672897%} NKE{6.542056%} GS{7.710280%} BA{14.953271%} TRV{18.691589%} ,
108,65469.61252,50932.25234,0.777953,6,WMT{22.325581%} MRK{29.534884%} NKE{6.279070%} GS{8.372093%} BA{14.883721%} TRV{18.604651%} ,
109,65488.63956,50933.72533,0.777749,6,WMT{22.737819%} MRK{29.466357%} NKE{6.960557%} GS{7.424594%} BA{14.849188%} TRV{18.561485%} ,
110,65489.71965,50947.44347,0.777946,6,WMT{22.429907%} MRK{29.672897%} NKE{6.775701%} GS{7.476636%} BA{14.953271%} TRV{18.691589%} ,
111,65499.99525,50972.01666,0.778199,6,WMT{22.377622%} MRK{29.603730%} NKE{6.759907%} GS{7.692308%} BA{14.918415%} TRV{18.648019%} ,
112,65515.1787,50998.23937,0.778419,6,WMT{22.325581%} MRK{29.534884%} NKE{6.744186%} GS{7.906977%} BA{14.883721%} TRV{18.604651%} ,
113,65531.21072,51003.93227,0.778315,6,WMT{22.377622%} MRK{29.603730%} NKE{6.993007%} GS{7.459207%} BA{14.918415%} TRV{18.648019%} ,
114,65546.43494,51030.15497,0.778534,6,WMT{22.325581%} MRK{29.534884%} NKE{6.976744%} GS{7.674419%} BA{14.883721%} TRV{18.604651%} ,
115,65551.73842,51047.40969,0.778735,6,WMT{22.222222%} MRK{29.398148%} NKE{6.712963%} GS{8.333333%} BA{14.814815%} TRV{18.518519%} ,
116,65566.74994,51057.41424,0.778709,6,WMT{22.273782%} MRK{29.466357%} NKE{6.960557%} GS{7.888631%} BA{14.849188%} TRV{18.561485%} ,
117,65584.1679,51062.07057,0.778573,6,WMT{22.325581%} MRK{29.534884%} NKE{7.209302%} GS{7.441860%} BA{14.883721%} TRV{18.604651%} ,
118,65603.67628,51088.61873,0.778746,6,WMT{22.273782%} MRK{29.466357%} NKE{7.192575%} GS{7.656613%} BA{14.849188%} TRV{18.561485%} ,
119,65608.71557,51105.87345,0.778949,6,WMT{22.170901%} MRK{29.330254%} NKE{6.928406%} GS{8.314088%} BA{14.780600%} TRV{18.475751%} ,
120,65621.77765,51111.97449,0.778887,6,WMT{22.222222%} MRK{29.398148%} NKE{7.175926%} GS{7.870370%} BA{14.814815%} TRV{18.518519%} ,
121,65658.11388,51126.07447,0.778671,6,WMT{22.325581%} MRK{29.302326%} NKE{7.209302%} GS{7.674419%} BA{14.883721%} TRV{18.604651%} ,
122,65661.59058,51146.00901,0.778933,6,WMT{22.018349%} MRK{29.128440%} NKE{6.651376%} GS{9.174312%} BA{14.678899%} TRV{18.348624%} ,
123,65671.38085,51161.62932,0.779055,6,WMT{22.119816%} MRK{29.262673%} NKE{7.142857%} GS{8.294931%} BA{14.746544%} TRV{18.433180%} ,
124,65717.65185,51164.22157,0.778546,6,WMT{22.377622%} MRK{29.137529%} NKE{7.226107%} GS{7.692308%} BA{14.918415%} TRV{18.648019%} ,
125,65722.29144,51173.6574,0.778635,7,WMT{22.325581%} MRK{29.534884%} NKE{6.976744%} GS{7.441860%} BA{14.883721%} TRV{18.604651%} DD{0.232558%} ,
126,65722.49607,51212.2099,0.779219,6,WMT{22.325581%} MRK{29.534884%} NKE{6.976744%} GS{7.441860%} BA{15.116279%} TRV{18.604651%} ,
127,65776.58368,51270.67366,0.779467,6,WMT{22.273782%} MRK{29.466357%} NKE{7.192575%} GS{7.424594%} BA{15.081206%} TRV{18.561485%} ,
128,65836.95781,51308.1294,0.779321,6,WMT{22.325581%} MRK{29.302326%} NKE{7.209302%} GS{7.441860%} BA{15.116279%} TRV{18.604651%} ,
129,65862.14267,51457.07557,0.781285,6,WMT{23.076923%} MRK{30.528846%} NKE{5.769231%} GS{7.932692%} BA{15.384615%} TRV{17.307692%} ,
130,65881.12046,51541.32422,0.782338,6,WMT{22.966507%} MRK{30.382775%} NKE{5.980861%} GS{8.133971%} BA{15.311005%} TRV{17.224880%} ,
131,65898.82113,51608.64352,0.78315,6,WMT{22.966507%} MRK{30.382775%} NKE{6.459330%} GS{7.655502%} BA{15.311005%} TRV{17.224880%} ,
132,65931.54076,51656.69195,0.78349,6,WMT{22.857143%} MRK{30.238095%} NKE{6.428571%} GS{8.095238%} BA{15.238095%} TRV{17.142857%} ,
133,65933.15945,51666.41991,0.783618,6,WMT{22.911695%} MRK{30.310263%} NKE{6.682578%} GS{7.637232%} BA{15.274463%} TRV{17.183771%} ,
134,65951.38127,51690.7184,0.78377,6,WMT{22.857143%} MRK{30.238095%} NKE{6.666667%} GS{7.857143%} BA{15.238095%} TRV{17.142857%} ,
135,65996.86452,51698.29247,0.783345,6,WMT{22.911695%} MRK{30.071599%} NKE{6.443914%} GS{8.114558%} BA{15.274463%} TRV{17.183771%} ,
136,66016.16583,51732.31892,0.783631,6,WMT{22.911695%} MRK{30.071599%} NKE{6.682578%} GS{7.875895%} BA{15.274463%} TRV{17.183771%} ,
137,66064.12654,51738.63094,0.783158,6,WMT{22.966507%} MRK{29.904306%} NKE{6.459330%} GS{8.133971%} BA{15.311005%} TRV{17.224880%} ,
138,66081.01668,51771.21268,0.783451,6,WMT{22.966507%} MRK{29.904306%} NKE{6.698565%} GS{7.894737%} BA{15.311005%} TRV{17.224880%} ,
139,66096.24093,51839.2431,0.784299,6,WMT{22.748815%} MRK{30.094787%} NKE{7.345972%} GS{7.582938%} BA{15.165877%} TRV{17.061611%} ,
140,66117.70474,51859.72271,0.784355,6,WMT{23.300971%} MRK{30.825243%} NKE{5.825243%} GS{8.009709%} BA{15.533981%} TRV{16.504854%} ,
