After EL,,,Gbest ratio:,0.878768,#in front,2070
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,23586.08018,17095.09393,0.724796,11,AAPL{0.159236%} CVX{2.547771%} MRK{10.509554%} KO{20.222930%} MCD{20.222930%} IBM{7.643312%} CRM{10.191083%} GS{10.191083%} AXP{11.146497%} TRV{1.433121%} WBA{5.732484%} ,
2,24386.97359,17335.14616,0.710836,15,AAPL{2.092676%} UNH{0.298954%} PG{1.195815%} CVX{4.783259%} MRK{2.391629%} KO{18.983558%} MCD{18.983558%} DIS{9.566517%} HON{0.448430%} IBM{9.566517%} CRM{9.566517%} GS{12.107623%} AXP{4.185351%} TRV{5.082212%} WBA{0.747384%} ,
3,24556.59159,18147.45294,0.739005,11,AAPL{0.167785%} CVX{2.684564%} MRK{5.704698%} KO{21.308725%} MCD{21.308725%} IBM{8.053691%} CRM{10.738255%} GS{10.738255%} AXP{11.744966%} TRV{1.510067%} WBA{6.040268%} ,
4,24606.16471,18374.38422,0.746739,15,AAPL{2.043796%} UNH{4.963504%} PG{1.167883%} CVX{4.671533%} MRK{2.335766%} KO{18.540146%} MCD{18.540146%} DIS{9.343066%} HON{0.437956%} IBM{9.343066%} CRM{9.343066%} GS{9.489051%} AXP{4.087591%} TRV{4.963504%} WBA{0.729927%} ,
5,24858.99115,20380.08687,0.819828,12,AAPL{0.155280%} UNH{9.937888%} CVX{2.484472%} MRK{5.279503%} KO{19.720497%} MCD{19.720497%} IBM{4.968944%} CRM{9.937888%} GS{9.937888%} AXP{10.869565%} TRV{1.397516%} WBA{5.590062%} ,
6,24908.66389,20963.23407,0.841604,12,AAPL{0.159236%} UNH{10.191083%} CVX{2.547771%} MRK{2.866242%} KO{20.222930%} MCD{20.222930%} IBM{5.095541%} CRM{10.191083%} GS{10.191083%} AXP{11.146497%} TRV{1.433121%} WBA{5.732484%} ,
7,25184.04304,21266.10814,0.844428,12,AAPL{0.161290%} UNH{10.322581%} CVX{2.580645%} MRK{1.612903%} KO{20.483871%} MCD{20.483871%} IBM{5.161290%} CRM{10.322581%} GS{10.322581%} AXP{11.290323%} TRV{1.451613%} WBA{5.806452%} ,
8,25389.04973,21420.78291,0.843702,12,AAPL{0.162338%} UNH{10.389610%} CVX{2.597403%} MRK{0.974026%} KO{20.616883%} MCD{20.616883%} IBM{5.194805%} CRM{10.389610%} GS{10.389610%} AXP{11.363636%} TRV{1.461039%} WBA{5.844156%} ,
9,25527.71447,21502.59513,0.842324,12,AAPL{0.159236%} UNH{10.191083%} CVX{2.547771%} MRK{0.318471%} KO{20.222930%} MCD{20.222930%} IBM{5.095541%} CRM{10.191083%} GS{10.191083%} AXP{11.146497%} TRV{3.980892%} WBA{5.732484%} ,
10,25571.06886,21537.51542,0.842261,12,AAPL{0.163132%} UNH{10.440457%} CVX{2.610114%} MRK{0.489396%} KO{20.717781%} MCD{20.717781%} IBM{5.220228%} CRM{10.440457%} GS{10.440457%} AXP{11.419250%} TRV{1.468189%} WBA{5.872757%} ,
11,25590.77514,21558.17573,0.84242,12,AAPL{0.162338%} UNH{10.389610%} CVX{2.597403%} MRK{0.324675%} KO{20.616883%} MCD{20.616883%} IBM{5.194805%} CRM{10.389610%} GS{10.389610%} AXP{11.363636%} TRV{2.110390%} WBA{5.844156%} ,
12,25611.39711,21566.56688,0.842069,12,AAPL{0.162866%} UNH{10.423453%} CVX{2.605863%} MRK{0.325733%} KO{20.684039%} MCD{20.684039%} IBM{5.211726%} CRM{10.423453%} GS{10.423453%} AXP{11.400651%} TRV{1.791531%} WBA{5.863192%} ,
13,25636.38158,21575.5519,0.841599,12,AAPL{0.163399%} UNH{10.457516%} CVX{2.614379%} MRK{0.326797%} KO{20.751634%} MCD{20.751634%} IBM{5.228758%} CRM{10.457516%} GS{10.457516%} AXP{11.437908%} TRV{1.470588%} WBA{5.882353%} ,
14,25645.92675,21588.99107,0.84181,12,AAPL{0.163132%} UNH{10.440457%} CVX{2.610114%} MRK{0.326264%} KO{20.717781%} MCD{20.717781%} IBM{5.383361%} CRM{10.440457%} GS{10.440457%} AXP{11.419250%} TRV{1.468189%} WBA{5.872757%} ,
15,25658.66635,21601.05046,0.841862,12,AAPL{0.162866%} UNH{10.423453%} CVX{2.605863%} MRK{0.325733%} KO{20.684039%} MCD{20.684039%} IBM{5.537459%} CRM{10.423453%} GS{10.423453%} AXP{11.400651%} TRV{1.465798%} WBA{5.863192%} ,
16,25664.479,21605.05228,0.841827,12,AAPL{0.163132%} UNH{10.440457%} CVX{2.610114%} MRK{0.326264%} KO{20.717781%} MCD{20.717781%} IBM{5.220228%} CRM{10.603589%} GS{10.440457%} AXP{11.419250%} TRV{1.468189%} WBA{5.872757%} ,
17,25666.8467,21606.79945,0.841817,13,AAPL{0.163132%} MSFT{0.163132%} UNH{10.440457%} CVX{2.610114%} MRK{0.326264%} KO{20.717781%} MCD{20.717781%} IBM{5.220228%} CRM{10.440457%} GS{10.440457%} AXP{11.419250%} TRV{1.468189%} WBA{5.872757%} ,
18,25672.02836,21611.6408,0.841836,12,AAPL{0.163132%} UNH{10.603589%} CVX{2.610114%} MRK{0.326264%} KO{20.717781%} MCD{20.717781%} IBM{5.220228%} CRM{10.440457%} GS{10.440457%} AXP{11.419250%} TRV{1.468189%} WBA{5.872757%} ,
19,25691.74631,21631.93823,0.84198,12,AAPL{0.162866%} UNH{10.423453%} CVX{2.605863%} MRK{0.325733%} KO{20.684039%} MCD{20.684039%} IBM{5.211726%} CRM{10.749186%} GS{10.423453%} AXP{11.400651%} TRV{1.465798%} WBA{5.863192%} ,
20,25700.38805,21636.27871,0.841866,13,AAPL{0.162866%} MSFT{0.325733%} UNH{10.423453%} CVX{2.605863%} MRK{0.325733%} KO{20.684039%} MCD{20.684039%} IBM{5.211726%} CRM{10.423453%} GS{10.423453%} AXP{11.400651%} TRV{1.465798%} WBA{5.863192%} ,
21,25709.9356,21647.55345,0.841992,12,AAPL{0.162866%} UNH{10.749186%} CVX{2.605863%} MRK{0.325733%} KO{20.684039%} MCD{20.684039%} IBM{5.211726%} CRM{10.423453%} GS{10.423453%} AXP{11.400651%} TRV{1.465798%} WBA{5.863192%} ,
22,25746.72887,21681.36211,0.842102,12,AAPL{0.488599%} UNH{10.423453%} CVX{2.605863%} MRK{0.325733%} KO{20.684039%} MCD{20.684039%} IBM{5.211726%} CRM{10.423453%} GS{10.423453%} AXP{11.400651%} TRV{1.465798%} WBA{5.863192%} ,
23,25754.46603,21688.35331,0.84212,12,AAPL{0.162338%} UNH{10.389610%} CVX{2.597403%} MRK{0.324675%} KO{20.616883%} MCD{20.616883%} IBM{5.194805%} CRM{11.038961%} GS{10.389610%} AXP{11.363636%} TRV{1.461039%} WBA{5.844156%} ,
24,25783.11508,21696.90716,0.841516,13,AAPL{0.162338%} MSFT{0.649351%} UNH{10.389610%} CVX{2.597403%} MRK{0.324675%} KO{20.616883%} MCD{20.616883%} IBM{5.194805%} CRM{10.389610%} GS{10.389610%} AXP{11.363636%} TRV{1.461039%} WBA{5.844156%} ,
25,25791.88118,21718.83786,0.84208,12,AAPL{0.162338%} UNH{11.038961%} CVX{2.597403%} MRK{0.324675%} KO{20.616883%} MCD{20.616883%} IBM{5.194805%} CRM{10.389610%} GS{10.389610%} AXP{11.363636%} TRV{1.461039%} WBA{5.844156%} ,
26,25878.61834,21786.7227,0.841881,12,AAPL{0.811688%} UNH{10.389610%} CVX{2.597403%} MRK{0.324675%} KO{20.616883%} MCD{20.616883%} IBM{5.194805%} CRM{10.389610%} GS{10.389610%} AXP{11.363636%} TRV{1.461039%} WBA{5.844156%} ,
27,25895.45523,21797.67118,0.841757,12,AAPL{0.161290%} UNH{10.322581%} CVX{2.580645%} MRK{0.322581%} KO{20.483871%} MCD{20.483871%} IBM{5.161290%} CRM{11.612903%} GS{10.322581%} AXP{11.290323%} TRV{1.451613%} WBA{5.806452%} ,
28,25945.30049,21807.6803,0.840525,10,UNH{11.228070%} WMT{0.175439%} KO{22.280702%} MCD{16.666667%} IBM{5.614035%} CRM{11.228070%} GS{11.228070%} AXP{11.578947%} TRV{1.578947%} WBA{8.421053%} ,
29,25975.16206,21857.24878,0.841467,12,AAPL{0.161290%} UNH{11.612903%} CVX{2.580645%} MRK{0.322581%} KO{20.483871%} MCD{20.483871%} IBM{5.161290%} CRM{10.322581%} GS{10.322581%} AXP{11.290323%} TRV{1.451613%} WBA{5.806452%} ,
30,26012.14244,22131.18513,0.850802,9,UNH{11.015491%} KO{21.858864%} MCD{19.104991%} IBM{5.851979%} CRM{11.015491%} GS{11.015491%} AXP{11.015491%} TRV{1.549053%} WBA{7.573150%} ,
31,26064.90047,22141.03492,0.849458,9,UNH{10.865874%} KO{21.561969%} MCD{20.203735%} IBM{5.772496%} CRM{10.865874%} GS{10.865874%} AXP{10.865874%} TRV{1.528014%} WBA{7.470289%} ,
32,26072.5672,22149.64253,0.849538,10,UNH{10.958904%} WMT{0.171233%} KO{21.746575%} MCD{19.006849%} IBM{6.164384%} CRM{10.958904%} GS{10.958904%} AXP{10.958904%} TRV{1.541096%} WBA{7.534247%} ,
33,26095.9388,22191.20122,0.85037,10,AAPL{0.172117%} UNH{11.015491%} KO{21.858864%} MCD{19.104991%} IBM{5.851979%} CRM{11.015491%} GS{11.015491%} AXP{11.015491%} TRV{1.376936%} WBA{7.573150%} ,
34,26156.1433,22200.66978,0.848775,10,AAPL{0.169779%} UNH{10.865874%} KO{21.561969%} MCD{20.203735%} IBM{5.772496%} CRM{10.865874%} GS{10.865874%} AXP{10.865874%} TRV{1.358234%} WBA{7.470289%} ,
35,26188.32469,22263.15382,0.850118,10,AAPL{0.341880%} UNH{10.940171%} KO{21.709402%} MCD{18.974359%} IBM{6.153846%} CRM{10.940171%} GS{10.940171%} AXP{10.940171%} TRV{1.538462%} WBA{7.521368%} ,
36,26193.73469,22269.0965,0.850169,10,AAPL{0.342466%} UNH{10.958904%} KO{21.746575%} MCD{19.006849%} IBM{6.164384%} CRM{10.958904%} GS{10.958904%} AXP{10.958904%} TRV{1.369863%} WBA{7.534247%} ,
37,26229.30832,22409.08766,0.854353,9,UNH{10.792580%} KO{21.416526%} MCD{21.416526%} IBM{5.733558%} CRM{10.792580%} GS{10.792580%} AXP{10.792580%} TRV{1.517707%} WBA{6.745363%} ,
38,26278.74154,22424.95864,0.85335,10,UNH{10.738255%} WMT{0.167785%} KO{21.308725%} MCD{21.308725%} IBM{6.040268%} CRM{10.738255%} GS{10.738255%} AXP{10.738255%} TRV{1.510067%} WBA{6.711409%} ,
39,26323.69322,22468.3413,0.853541,10,AAPL{0.168634%} UNH{10.792580%} KO{21.416526%} MCD{21.416526%} IBM{5.733558%} CRM{10.792580%} GS{10.792580%} AXP{10.792580%} TRV{1.349073%} WBA{6.745363%} ,
40,26327.79036,22669.85955,0.861062,9,UNH{10.865874%} KO{21.561969%} MCD{21.561969%} IBM{5.772496%} CRM{10.865874%} GS{10.865874%} AXP{10.865874%} TRV{1.528014%} WBA{6.112054%} ,
41,26376.05331,22685.60163,0.860083,10,UNH{10.810811%} WMT{0.168919%} KO{21.452703%} MCD{21.452703%} IBM{6.081081%} CRM{10.810811%} GS{10.810811%} AXP{10.810811%} TRV{1.520270%} WBA{6.081081%} ,
42,26418.84904,22729.49442,0.860351,10,AAPL{0.169779%} UNH{10.865874%} KO{21.561969%} MCD{21.561969%} IBM{5.772496%} CRM{10.865874%} GS{10.865874%} AXP{10.865874%} TRV{1.358234%} WBA{6.112054%} ,
43,26474.22265,22731.03015,0.85861,10,AAPL{0.336700%} UNH{10.774411%} KO{21.380471%} MCD{21.380471%} IBM{6.060606%} CRM{10.774411%} GS{10.774411%} AXP{10.774411%} TRV{1.515152%} WBA{6.228956%} ,
44,26502.228,22797.37474,0.860206,10,AAPL{0.337268%} UNH{10.792580%} KO{21.416526%} MCD{21.416526%} IBM{6.070826%} CRM{10.792580%} GS{10.792580%} AXP{10.792580%} TRV{1.517707%} WBA{6.070826%} ,
45,26506.90766,22803.48635,0.860285,10,AAPL{0.337838%} UNH{10.810811%} KO{21.452703%} MCD{21.452703%} IBM{6.081081%} CRM{10.810811%} GS{10.810811%} AXP{10.810811%} TRV{1.351351%} WBA{6.081081%} ,
46,26509.07107,22900.22977,0.863864,10,UNH{10.958904%} WMT{0.171233%} KO{21.746575%} MCD{21.404110%} IBM{5.479452%} CRM{10.958904%} GS{10.958904%} AXP{11.301370%} TRV{1.541096%} WBA{5.479452%} ,
