After EL,,,Gbest ratio:,0.799744,#in front,1531
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,52875.65214,38579.28614,0.729623,10,AAPL{4.584527%} UNH{22.636103%} JPM{0.286533%} MRK{0.573066%} KO{36.389685%} MCD{21.489971%} IBM{1.146132%} GS{2.578797%} MMM{10.028653%} WBA{0.286533%} ,
2,53015.83236,38595.24599,0.727995,9,AAPL{4.336043%} UNH{25.745257%} JPM{0.271003%} MRK{0.542005%} KO{34.417344%} MCD{20.325203%} GS{4.607046%} MMM{9.485095%} WBA{0.271003%} ,
3,53029.15707,39228.83405,0.73976,9,AAPL{4.432133%} UNH{26.315789%} JPM{0.277008%} MRK{0.554017%} KO{35.180055%} MCD{20.775623%} GS{2.493075%} MMM{9.695291%} WBA{0.277008%} ,
4,53181.73504,39316.71919,0.73929,9,AAPL{4.395604%} UNH{26.098901%} JPM{0.274725%} MRK{0.549451%} KO{34.890110%} MCD{20.604396%} IBM{1.098901%} GS{2.472527%} MMM{9.615385%} ,
5,53235.57447,39822.47442,0.748043,8,AAPL{2.484472%} UNH{21.118012%} JNJ{0.621118%} KO{36.956522%} MCD{23.602484%} GS{2.484472%} MMM{12.111801%} WBA{0.621118%} ,
6,53264.97193,40000.49062,0.750972,8,AAPL{2.469136%} UNH{20.987654%} JNJ{0.617284%} HD{1.234568%} KO{36.728395%} MCD{23.456790%} GS{2.469136%} MMM{12.037037%} ,
7,53378.2089,40617.0793,0.76093,8,AAPL{1.166181%} UNH{18.658892%} HD{2.040816%} KO{37.026239%} MCD{22.448980%} VZ{2.332362%} GS{2.332362%} MMM{13.994169%} ,
8,53394.06219,40887.47877,0.765768,8,AAPL{1.250000%} UNH{21.250000%} JNJ{0.625000%} HD{1.250000%} KO{37.187500%} MCD{23.750000%} GS{2.500000%} MMM{12.187500%} ,
9,53457.42301,40924.48117,0.765553,7,AAPL{1.488095%} UNH{19.047619%} HD{2.083333%} KO{37.797619%} MCD{22.916667%} GS{2.380952%} MMM{14.285714%} ,
10,53460.09918,41004.19762,0.767006,8,AAPL{1.186944%} UNH{18.991098%} HD{2.077151%} KO{37.685460%} MCD{22.848665%} VZ{0.593472%} GS{2.373887%} MMM{14.243323%} ,
11,53464.02725,41015.46575,0.76716,9,MSFT{0.328947%} UNH{21.052632%} JNJ{0.328947%} WMT{0.328947%} HD{2.302632%} KO{41.776316%} MCD{25.328947%} GS{2.631579%} MMM{5.921053%} ,
12,53484.7237,41072.61564,0.767932,8,AAPL{1.190476%} UNH{19.047619%} HD{2.083333%} KO{37.797619%} MCD{22.916667%} VZ{0.297619%} GS{2.380952%} MMM{14.285714%} ,
13,53508.42578,41138.61794,0.768825,7,AAPL{1.194030%} UNH{19.104478%} HD{2.089552%} KO{37.910448%} MCD{22.985075%} GS{2.388060%} MMM{14.328358%} ,
14,53512.20641,41185.81689,0.769653,7,AAPL{1.190476%} UNH{19.345238%} HD{2.083333%} KO{37.797619%} MCD{22.916667%} GS{2.380952%} MMM{14.285714%} ,
15,53515.15755,41230.80787,0.770451,7,AAPL{1.186944%} UNH{19.584570%} HD{2.077151%} KO{37.685460%} MCD{22.848665%} GS{2.373887%} MMM{14.243323%} ,
16,53533.5871,41324.86974,0.771943,7,AAPL{1.179941%} UNH{20.058997%} HD{2.064897%} KO{37.463127%} MCD{22.713864%} GS{2.359882%} MMM{14.159292%} ,
17,53534.14971,41340.48098,0.772226,8,AAPL{0.628931%} UNH{21.383648%} JNJ{0.628931%} HD{1.257862%} KO{37.421384%} MCD{23.899371%} GS{2.515723%} MMM{12.264151%} ,
18,53546.89847,41379.21275,0.772766,9,MSFT{0.312500%} UNH{20.000000%} JNJ{0.312500%} WMT{0.312500%} HD{2.187500%} KO{39.687500%} MCD{24.062500%} GS{2.500000%} MMM{10.625000%} ,
19,53575.88814,41392.50393,0.772596,8,UNH{21.250000%} JNJ{0.625000%} WMT{1.250000%} HD{1.250000%} KO{37.187500%} MCD{23.750000%} GS{2.500000%} MMM{12.187500%} ,
20,53579.52971,41502.83081,0.774602,7,AAPL{1.166181%} UNH{20.991254%} HD{2.040816%} KO{37.026239%} MCD{22.448980%} GS{2.332362%} MMM{13.994169%} ,
21,53624.39069,41570.46667,0.775216,8,AAPL{0.315457%} UNH{21.451104%} JNJ{0.630915%} HD{1.261830%} KO{37.539432%} MCD{23.974763%} GS{2.523659%} MMM{12.302839%} ,
22,53640.87864,41594.49123,0.775425,8,UNH{21.383648%} JNJ{0.628931%} WMT{0.628931%} HD{1.257862%} KO{37.421384%} MCD{23.899371%} GS{2.515723%} MMM{12.264151%} ,
23,53648.41671,41620.18418,0.775795,6,AAPL{1.238390%} UNH{19.814241%} HD{0.928793%} KO{39.318885%} MCD{23.839009%} MMM{14.860681%} ,
