After EL,,,Gbest ratio:,0.043694,#in front,4411
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,223819.93,82.212392,0.000367,2,HD{77.777778%} VZ{22.222222%} ,
2,223906.4774,118.424391,0.000529,3,HD{79.518072%} VZ{19.277108%} MMM{1.204819%} ,
3,224802.2707,227.306198,0.001011,2,HD{90.476190%} MMM{9.523810%} ,
4,224897.9871,374.971066,0.001667,2,HD{80.000000%} VZ{20.000000%} ,
5,225018.3938,407.507904,0.001811,2,HD{80.246914%} VZ{19.753086%} ,
6,225042.917,425.363769,0.00189,3,HD{80.898876%} KO{1.123596%} VZ{17.977528%} ,
7,225136.7059,439.248158,0.001951,2,HD{80.487805%} VZ{19.512195%} ,
8,225367.9629,500.469583,0.002221,2,HD{80.952381%} VZ{19.047619%} ,
9,225797.1636,614.496777,0.002721,2,HD{81.818182%} VZ{18.181818%} ,
10,226195.7342,718.668439,0.003177,2,HD{82.608696%} VZ{17.391304%} ,
11,226561.9571,814.150541,0.003594,2,HD{83.333333%} VZ{16.666667%} ,
12,226846.4547,886.111942,0.003906,3,HD{84.955752%} VZ{14.159292%} MMM{0.884956%} ,
13,226900.5246,901.953265,0.003975,2,HD{84.000000%} VZ{16.000000%} ,
14,227210.5484,969.750725,0.004268,3,HD{84.482759%} VZ{13.793103%} CAT{1.724138%} ,
15,227214.4027,983.003866,0.004326,2,HD{84.615385%} VZ{15.384615%} ,
16,227422.0783,1030.038085,0.004529,3,HD{84.955752%} VZ{14.159292%} CAT{0.884956%} ,
17,227783.5336,1127.831498,0.004951,2,HD{85.714286%} VZ{14.285714%} ,
18,227848.8504,1144.474337,0.005023,2,HD{85.840708%} VZ{14.159292%} ,
19,228171.621,1215.116315,0.005325,3,HD{88.000000%} VZ{10.666667%} MMM{1.333333%} ,
20,228634.6694,1242.546578,0.005435,3,HD{93.506494%} KO{1.298701%} MMM{5.194805%} ,
21,228715.2741,1363.077765,0.00596,2,HD{87.500000%} VZ{12.500000%} ,
22,229142.1779,1471.284884,0.006421,3,HD{88.888889%} KO{1.234568%} VZ{9.876543%} ,
23,229451.4088,1546.053506,0.006738,2,HD{88.888889%} VZ{11.111111%} ,
24,229534.9027,1566.131462,0.006823,2,HD{89.041096%} VZ{10.958904%} ,
25,229612.4361,1585.603809,0.006906,2,HD{89.189189%} VZ{10.810811%} ,
26,229766.2858,1623.121187,0.007064,2,HD{89.473684%} VZ{10.526316%} ,
27,230048.9891,1692.426563,0.007357,2,HD{90.000000%} VZ{10.000000%} ,
28,230251.9551,1728.000269,0.007505,3,HD{91.428571%} VZ{7.619048%} MMM{0.952381%} ,
29,230304.9157,1755.15823,0.007621,2,HD{90.476190%} VZ{9.523810%} ,
30,230375.6536,1758.395364,0.007633,3,HD{87.671233%} VZ{10.958904%} AXP{1.369863%} ,
31,230514.3083,1794.54431,0.007785,3,HD{90.740741%} VZ{7.407407%} CAT{1.851852%} ,
32,230541.0857,1812.230882,0.007861,2,HD{90.909091%} VZ{9.090909%} ,
33,230756.1435,1864.275249,0.008079,2,HD{91.304348%} VZ{8.695652%} ,
34,230853.9131,1882.959182,0.008156,3,HD{91.428571%} VZ{7.619048%} CAT{0.952381%} ,
