After EL,,,Gbest ratio:,0.068391,#in front,3888
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,275651.3001,8.105958,0.000029,3,CSCO{9.489051%} NKE{87.591241%} CRM{2.919708%} ,
2,275725.2755,26.981603,0.000098,2,CSCO{10.000000%} NKE{90.000000%} ,
3,275866.6907,61.839164,0.000224,2,CSCO{10.112360%} NKE{89.887640%} ,
4,275887.845,67.839965,0.000246,3,CSCO{9.756098%} NKE{87.804878%} CRM{2.439024%} ,
5,276028.7743,100.63938,0.000365,3,CSCO{9.774436%} NKE{87.218045%} CRM{3.007519%} ,
6,276077.5231,113.87207,0.000412,2,CSCO{10.280374%} NKE{89.719626%} ,
7,276227.1036,149.075805,0.00054,3,CSCO{9.923664%} NKE{87.022901%} CRM{3.053435%} ,
8,276227.1054,150.935749,0.000546,2,CSCO{10.400000%} NKE{89.600000%} ,
9,276330.0104,173.820871,0.000629,3,CSCO{10.000000%} NKE{86.923077%} CRM{3.076923%} ,
10,276383.2804,189.952111,0.000687,2,CSCO{10.526316%} NKE{89.473684%} ,
11,276432.516,198.97724,0.00072,3,CSCO{10.077519%} NKE{86.821705%} CRM{3.100775%} ,
12,276495.0412,210.525889,0.000761,3,CSCO{10.000000%} NKE{86.153846%} CRM{3.846154%} ,
13,276546.2002,228.760697,0.000827,3,CSCO{10.256410%} NKE{87.179487%} CRM{2.564103%} ,
14,276742.0877,278.130523,0.001005,2,CSCO{10.810811%} NKE{89.189189%} ,
15,276901.255,315.54354,0.00114,3,CSCO{10.526316%} NKE{86.842105%} CRM{2.631579%} ,
16,276927.5637,323.977143,0.00117,2,CSCO{10.958904%} NKE{89.041096%} ,
17,276988.5642,339.494774,0.001226,2,CSCO{11.009174%} NKE{88.990826%} ,
18,277118.7244,371.111707,0.001339,2,CSCO{11.111111%} NKE{88.888889%} ,
19,277191.689,389.355714,0.001405,3,CSCO{10.958904%} NKE{87.671233%} CRM{1.369863%} ,
20,277278.9124,407.111951,0.001468,3,CSCO{10.810811%} NKE{86.486486%} CRM{2.702703%} ,
21,277487.5703,441.134969,0.00159,3,CSCO{10.526316%} NKE{84.210526%} CRM{5.263158%} ,
22,277612.1011,492.901268,0.001776,2,CSCO{11.504425%} NKE{88.495575%} ,
23,277845.2925,549.832516,0.001979,2,CSCO{11.688312%} NKE{88.311688%} ,
24,277873.8754,557.074077,0.002005,2,CSCO{11.711712%} NKE{88.288288%} ,
25,278008.3047,589.999721,0.002122,2,CSCO{11.818182%} NKE{88.181818%} ,
26,278143.8098,623.590105,0.002242,2,CSCO{11.926606%} NKE{88.073394%} ,
27,278184.2452,633.384042,0.002277,3,CSCO{11.818182%} NKE{87.272727%} CRM{0.909091%} ,
28,278232.5907,643.054774,0.002311,3,CSCO{11.711712%} NKE{86.486486%} CRM{1.801802%} ,
29,278237.3346,646.307763,0.002323,2,CSCO{12.000000%} NKE{88.000000%} ,
30,278341.5037,661.816286,0.002378,3,CSCO{11.504425%} NKE{84.955752%} CRM{3.539823%} ,
31,278348.5765,673.553993,0.00242,2,CSCO{12.087912%} NKE{87.912088%} ,
32,278441.8713,696.545854,0.002502,2,CSCO{12.162162%} NKE{87.837838%} ,
33,278623.72,697.440348,0.002503,3,CSCO{11.111111%} NKE{82.051282%} CRM{6.837607%} ,
34,278653.7798,748.188223,0.002685,2,CSCO{12.328767%} NKE{87.671233%} ,
35,278978.3949,760.771139,0.002727,3,AAPL{0.909091%} CSCO{11.818182%} NKE{87.272727%} ,
36,279159.1241,871.635498,0.003122,2,CSCO{12.727273%} NKE{87.272727%} ,
37,279276.0769,900.443875,0.003224,2,CSCO{12.820513%} NKE{87.179487%} ,
38,279340.9705,916.194174,0.00328,2,CSCO{12.871287%} NKE{87.128713%} ,
39,279558.8129,969.535791,0.003468,2,CSCO{13.043478%} NKE{86.956522%} ,
40,279703.7632,1004.92099,0.003593,2,CSCO{13.157895%} NKE{86.842105%} ,
41,279825.5628,1034.352571,0.003696,2,CSCO{13.253012%} NKE{86.746988%} ,
42,280157.5712,1115.056753,0.00398,2,CSCO{13.513514%} NKE{86.486486%} ,
43,280256.6142,1130.512418,0.004034,3,CSCO{13.157895%} NKE{84.210526%} CRM{2.631579%} ,
44,280373.2066,1167.891498,0.004165,2,CSCO{13.684211%} NKE{86.315789%} ,
45,280558.9372,1212.957045,0.004323,2,CSCO{13.829787%} NKE{86.170213%} ,
46,280681.3164,1242.251526,0.004426,2,CSCO{13.924051%} NKE{86.075949%} ,
47,280748.9446,1259.057101,0.004485,2,CSCO{13.978495%} NKE{86.021505%} ,
48,280775.3604,1263.727115,0.004501,3,CSCO{13.829787%} NKE{85.106383%} CRM{1.063830%} ,
49,280915.9809,1277.371157,0.004547,3,CSCO{13.402062%} NKE{82.474227%} CRM{4.123711%} ,
50,281141.9778,1354.223638,0.004817,2,CSCO{14.285714%} NKE{85.714286%} ,
51,281382.4824,1412.463596,0.00502,2,CSCO{14.473684%} NKE{85.526316%} ,
52,281628.7062,1472.128599,0.005227,2,CSCO{14.666667%} NKE{85.333333%} ,
53,281659.0657,1475.25931,0.005238,3,CSCO{14.473684%} NKE{84.210526%} CRM{1.315789%} ,
54,281700.3327,1478.160815,0.005247,3,CSCO{14.285714%} NKE{83.116883%} CRM{2.597403%} ,
55,281823.9751,1483.910098,0.005265,3,CSCO{13.924051%} NKE{81.012658%} CRM{5.063291%} ,
56,281919.8389,1542.50846,0.005471,2,CSCO{14.893617%} NKE{85.106383%} ,
57,281982.6183,1557.614787,0.005524,2,CSCO{14.942529%} NKE{85.057471%} ,
58,282056.5493,1575.434105,0.005586,2,CSCO{15.000000%} NKE{85.000000%} ,
59,282205.8144,1611.463275,0.00571,2,CSCO{15.116279%} NKE{84.883721%} ,
60,282433.2275,1666.483373,0.0059,2,CSCO{15.294118%} NKE{84.705882%} ,
61,282451.7948,1666.954739,0.005902,3,CSCO{15.116279%} NKE{83.720930%} CRM{1.162791%} ,
62,282550.8725,1694.489909,0.005997,2,CSCO{15.384615%} NKE{84.615385%} ,
63,282806.4482,1756.361031,0.00621,2,CSCO{15.584416%} NKE{84.415584%} ,
64,282908.9182,1780.62007,0.006294,2,CSCO{15.662651%} NKE{84.337349%} ,
65,283071.0687,1819.889868,0.006429,2,CSCO{15.789474%} NKE{84.210526%} ,
66,283405.9665,1900.340613,0.006705,2,CSCO{16.049383%} NKE{83.950617%} ,
67,283663.8985,1962.465171,0.006918,2,CSCO{16.250000%} NKE{83.750000%} ,
68,283701.8525,1971.501547,0.006949,2,CSCO{16.279070%} NKE{83.720930%} ,
69,283930.8983,2026.247443,0.007136,2,CSCO{16.455696%} NKE{83.544304%} ,
70,284205.3513,2091.571094,0.007359,2,CSCO{16.666667%} NKE{83.333333%} ,
71,284485.3592,2158.593993,0.007588,2,CSCO{16.883117%} NKE{83.116883%} ,
72,284730.2676,2217.361589,0.007788,2,CSCO{17.073171%} NKE{82.926829%} ,
73,284948.8123,2269.531596,0.007965,2,CSCO{17.241379%} NKE{82.758621%} ,
74,285284.7841,2349.591805,0.008236,2,CSCO{17.500000%} NKE{82.500000%} ,
75,285859.3391,2468.908286,0.008637,3,CSCO{17.500000%} NKE{80.000000%} CRM{2.500000%} ,
76,285867.0116,2488.556711,0.008705,2,CSCO{17.948718%} NKE{82.051282%} ,
77,286028.5772,2526.771233,0.008834,2,CSCO{18.072289%} NKE{81.927711%} ,
78,286171.6953,2560.731387,0.008948,2,CSCO{18.181818%} NKE{81.818182%} ,
79,286414.2152,2618.190272,0.009141,2,CSCO{18.367347%} NKE{81.632653%} ,
80,286609.698,2664.955066,0.009298,2,CSCO{18.518519%} NKE{81.481481%} ,
81,286774.576,2703.813561,0.009428,2,CSCO{18.644068%} NKE{81.355932%} ,
82,287031.7227,2764.766509,0.009632,2,CSCO{18.840580%} NKE{81.159420%} ,
83,287223.681,2810.222592,0.009784,2,CSCO{18.987342%} NKE{81.012658%} ,
84,287301.8447,2828.822983,0.009846,2,CSCO{19.047619%} NKE{80.952381%} ,
85,287669.2727,2915.597115,0.010135,2,CSCO{19.327731%} NKE{80.672269%} ,
86,287796.1095,2945.556334,0.010235,2,CSCO{19.424460%} NKE{80.575540%} ,
87,287909.9743,2972.68623,0.010325,2,CSCO{19.512195%} NKE{80.487805%} ,
88,288121.3493,3022.259582,0.01049,2,CSCO{19.672131%} NKE{80.327869%} ,
89,288226.8302,3047.32046,0.010573,2,CSCO{19.753086%} NKE{80.246914%} ,
