After EL,,,Gbest ratio:,0.311721,#in front,4127
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,94803.23372,20514.25709,0.216388,5,MRK{0.628931%} KO{20.125786%} NKE{10.062893%} VZ{38.050314%} AMGN{31.132075%} ,
2,94820.19173,20643.88328,0.217716,7,JNJ{0.306748%} PG{0.920245%} MRK{0.613497%} KO{20.245399%} NKE{9.815951%} VZ{37.730061%} AMGN{30.368098%} ,
3,94843.41935,20705.29062,0.21831,6,PG{0.911854%} MRK{1.823708%} KO{20.060790%} NKE{9.726444%} VZ{37.386018%} AMGN{30.091185%} ,
4,94939.63871,20750.15408,0.218562,7,JNJ{0.304878%} PG{0.914634%} MRK{1.829268%} KO{20.121951%} NKE{9.756098%} VZ{37.500000%} AMGN{29.573171%} ,
5,94998.56768,22411.3619,0.235913,5,MRK{0.628931%} KO{20.125786%} DIS{10.062893%} VZ{38.050314%} AMGN{31.132075%} ,
6,95000.87836,22948.55702,0.241562,5,MRK{0.662252%} KO{21.192053%} NKE{5.298013%} VZ{40.066225%} AMGN{32.781457%} ,
7,95050.59593,23063.54797,0.242645,6,PG{0.958466%} MRK{1.916933%} KO{21.086262%} NKE{5.111821%} VZ{39.297125%} AMGN{31.629393%} ,
8,95189.66323,23082.06187,0.242485,7,JNJ{0.319489%} PG{0.958466%} MRK{1.916933%} KO{21.086262%} NKE{5.111821%} VZ{39.297125%} AMGN{31.309904%} ,
9,95198.09201,23118.84659,0.24285,7,JNJ{0.320513%} PG{0.961538%} MRK{1.923077%} KO{21.153846%} NKE{5.128205%} VZ{39.423077%} AMGN{31.089744%} ,
10,95305.66012,23773.09843,0.249441,5,PG{11.034483%} MRK{2.068966%} KO{22.068966%} VZ{30.689655%} AMGN{34.137931%} ,
11,95343.45859,23947.34611,0.251169,5,MRK{0.662252%} KO{21.192053%} DIS{5.298013%} VZ{40.066225%} AMGN{32.781457%} ,
12,95382.39627,23953.69437,0.251133,5,MRK{1.315789%} KO{21.052632%} DIS{5.263158%} VZ{39.802632%} AMGN{32.565789%} ,
13,95417.62814,24027.17859,0.251811,6,PG{0.958466%} MRK{1.916933%} KO{21.086262%} DIS{5.111821%} VZ{39.297125%} AMGN{31.629393%} ,
14,95419.74378,24596.35004,0.25777,5,PG{10.457516%} MRK{1.960784%} KO{20.915033%} VZ{34.313725%} AMGN{32.352941%} ,
15,95584.12997,24976.90894,0.261308,5,PG{10.191083%} MRK{1.910828%} KO{20.382166%} VZ{35.987261%} AMGN{31.528662%} ,
16,95680.07541,25106.41174,0.2624,5,PG{5.369128%} MRK{2.013423%} KO{21.476510%} VZ{37.919463%} AMGN{33.221477%} ,
17,95734.56157,25153.56287,0.262743,6,PG{15.841584%} MRK{3.960396%} KO{11.881188%} DIS{0.495050%} VZ{36.633663%} AMGN{31.188119%} ,
