After EL,,,Gbest ratio:,0.159703,#in front,6342
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,91502.76027,1025.784653,0.01121,8,UNH{0.549451%} WMT{21.978022%} MRK{8.791209%} KO{0.549451%} MCD{17.307692%} NKE{18.406593%} INTC{14.835165%} WBA{17.582418%} ,
2,92725.63233,4492.638169,0.048451,4,WMT{34.334764%} MCD{22.746781%} NKE{27.467811%} INTC{15.450644%} ,
3,93407.28717,5930.161816,0.063487,7,UNH{0.602410%} WMT{33.734940%} MRK{9.638554%} KO{0.602410%} MCD{18.975904%} NKE{20.180723%} INTC{16.265060%} ,
4,93909.24661,6006.361513,0.063959,5,WMT{25.296443%} MRK{12.648221%} MCD{20.948617%} NKE{26.877470%} INTC{14.229249%} ,
5,94722.17772,6054.864372,0.063922,8,JNJ{0.342466%} WMT{34.246575%} CVX{0.342466%} MRK{3.424658%} MCD{21.575342%} NKE{22.260274%} IBM{0.342466%} INTC{17.465753%} ,
6,94993.36655,6126.473107,0.064494,7,WMT{27.042254%} MRK{18.028169%} CSCO{0.281690%} MCD{18.028169%} NKE{18.873239%} INTC{13.239437%} TRV{4.507042%} ,
7,95147.32276,6412.191976,0.067392,7,UNH{0.602410%} WMT{24.096386%} MRK{9.638554%} KO{0.602410%} MCD{18.975904%} NKE{29.819277%} INTC{16.265060%} ,
8,95839.06216,6454.775895,0.06735,8,WMT{26.426426%} CVX{0.300300%} MRK{12.612613%} KO{0.300300%} MCD{24.924925%} NKE{21.021021%} VZ{0.300300%} INTC{14.114114%} ,
9,96310.91268,6963.679267,0.072304,7,UNH{0.632911%} WMT{25.316456%} MRK{10.126582%} KO{0.632911%} MCD{19.936709%} NKE{26.265823%} INTC{17.088608%} ,
10,96591.38682,7130.760846,0.073824,7,UNH{0.649351%} WMT{28.571429%} MRK{10.389610%} KO{0.649351%} MCD{20.454545%} NKE{21.753247%} INTC{17.532468%} ,
11,97041.02283,7260.603513,0.07482,7,UNH{0.649351%} WMT{25.974026%} MRK{10.389610%} KO{0.649351%} MCD{20.454545%} NKE{24.350649%} INTC{17.532468%} ,
12,97220.82744,7349.173971,0.075593,7,UNH{0.657895%} WMT{27.631579%} MRK{10.526316%} KO{0.657895%} MCD{20.723684%} NKE{22.039474%} INTC{17.763158%} ,
13,97446.71038,7414.969713,0.076093,7,UNH{0.657895%} WMT{26.315789%} MRK{10.526316%} KO{0.657895%} MCD{20.723684%} NKE{23.355263%} INTC{17.763158%} ,
14,97546.30968,7460.531204,0.076482,7,UNH{0.662252%} WMT{27.152318%} MRK{10.596026%} KO{0.662252%} MCD{20.860927%} NKE{22.185430%} INTC{17.880795%} ,
15,97711.77103,7516.657823,0.076927,7,UNH{0.664452%} WMT{26.910299%} MRK{10.631229%} KO{0.664452%} MCD{20.930233%} NKE{22.259136%} INTC{17.940199%} ,
16,97806.8783,7517.284406,0.076858,8,UNH{0.664452%} WMT{26.578073%} HD{0.332226%} MRK{10.631229%} KO{0.664452%} MCD{20.930233%} NKE{22.259136%} INTC{17.940199%} ,
17,97819.66149,7538.279468,0.077063,8,UNH{0.664452%} WMT{26.578073%} PG{0.332226%} MRK{10.631229%} KO{0.664452%} MCD{20.930233%} NKE{22.259136%} INTC{17.940199%} ,
18,97861.82103,7541.680411,0.077065,8,UNH{0.664452%} WMT{26.578073%} MRK{10.631229%} KO{0.664452%} MCD{20.930233%} NKE{22.259136%} VZ{0.332226%} INTC{17.940199%} ,
