After EL,,,Gbest ratio:,0.633045,#in front,2262
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,14934.09836,8492.792035,0.568685,14,V{9.347181%} JPM{6.083086%} PG{18.397626%} CVX{3.115727%} KO{9.940653%} CSCO{5.192878%} MCD{0.890208%} NKE{4.747774%} VZ{0.148368%} HON{4.747774%} IBM{0.148368%} INTC{16.617211%} TRV{18.842730%} DD{1.780415%} ,
2,16067.03245,9231.282937,0.574548,14,V{16.378162%} JPM{5.459387%} PG{16.777630%} CVX{2.796272%} HD{0.133156%} KO{8.921438%} CSCO{4.660453%} NKE{4.260985%} VZ{0.399467%} HON{8.521971%} IBM{0.133156%} INTC{14.913449%} TRV{15.845539%} DD{0.798935%} ,
3,16239.09977,9487.03364,0.584209,12,V{17.787115%} JPM{5.602241%} PG{17.507003%} CVX{1.260504%} KO{8.963585%} CSCO{4.481793%} NKE{4.481793%} HON{8.963585%} CRM{0.140056%} CAT{0.280112%} INTC{14.565826%} TRV{15.966387%} ,
4,16519.23193,10107.20961,0.611845,11,JNJ{0.169492%} V{20.847458%} JPM{1.525424%} PG{21.355932%} CVX{3.559322%} KO{0.508475%} CSCO{5.932203%} NKE{5.423729%} VZ{0.169492%} INTC{18.983051%} TRV{21.525424%} ,
5,17010.46352,10371.01149,0.609684,9,V{19.656786%} JPM{6.240250%} PG{19.812793%} CVX{1.716069%} KO{4.992200%} CSCO{5.148206%} NKE{4.992200%} INTC{19.032761%} TRV{18.408736%} ,
6,17250.64073,10645.36677,0.6171,9,V{22.319859%} JPM{5.623902%} PG{22.319859%} CVX{0.175747%} KO{2.811951%} CSCO{2.811951%} NKE{5.623902%} INTC{16.871705%} TRV{21.441125%} ,
7,17507.59421,10769.57263,0.615137,8,V{22.678571%} JPM{5.714286%} PG{22.678571%} KO{1.428571%} CSCO{2.857143%} NKE{5.714286%} INTC{17.142857%} TRV{21.785714%} ,
8,17626.55468,10816.88746,0.61367,9,V{18.731563%} JPM{5.014749%} PG{18.731563%} CVX{0.294985%} KO{7.079646%} CSCO{5.899705%} NKE{9.439528%} INTC{16.519174%} TRV{18.289086%} ,
9,17712.90073,10844.84201,0.612257,9,V{18.035191%} JPM{4.985337%} PG{18.621701%} CVX{1.466276%} KO{7.038123%} CSCO{5.865103%} NKE{9.384164%} INTC{16.422287%} TRV{18.181818%} ,
10,17721.95933,10871.9897,0.613476,9,V{18.567251%} JPM{4.970760%} PG{18.567251%} CVX{1.169591%} KO{7.017544%} CSCO{5.847953%} NKE{9.356725%} INTC{16.374269%} TRV{18.128655%} ,
11,17749.60931,10878.53501,0.612889,9,V{18.394161%} JPM{4.963504%} PG{18.540146%} CVX{1.459854%} KO{7.007299%} CSCO{5.839416%} NKE{9.343066%} INTC{16.350365%} TRV{18.102190%} ,
12,17763.39584,10889.83975,0.613049,9,V{18.513120%} JPM{4.956268%} PG{18.513120%} CVX{1.457726%} KO{6.997085%} CSCO{5.830904%} NKE{9.329446%} INTC{16.326531%} TRV{18.075802%} ,
13,17785.49886,10897.21014,0.612702,9,V{18.540146%} JPM{4.963504%} PG{18.394161%} CVX{1.459854%} KO{7.007299%} CSCO{5.839416%} NKE{9.343066%} INTC{16.350365%} TRV{18.102190%} ,
14,17808.9114,10904.91638,0.612329,9,V{18.567251%} JPM{4.970760%} PG{18.274854%} CVX{1.461988%} KO{7.017544%} CSCO{5.847953%} NKE{9.356725%} INTC{16.374269%} TRV{18.128655%} ,
15,17834.32798,10926.73329,0.61268,9,V{19.300912%} JPM{5.167173%} PG{19.300912%} KO{7.294833%} CSCO{4.863222%} NKE{9.726444%} INTC{14.893617%} MMM{0.607903%} TRV{18.844985%} ,
16,17839.81925,11017.11367,0.617557,9,V{18.722140%} JPM{4.754829%} PG{18.870728%} CVX{1.634473%} KO{4.754829%} CSCO{4.903418%} NKE{9.509658%} INTC{18.127786%} TRV{18.722140%} ,
17,17908.37959,11093.39309,0.619453,9,V{18.722140%} JPM{5.943536%} PG{18.870728%} CVX{0.445765%} KO{4.754829%} CSCO{4.903418%} NKE{9.509658%} INTC{18.127786%} TRV{18.722140%} ,
18,17919.00372,11122.41124,0.620705,9,V{18.955224%} JPM{5.074627%} PG{18.955224%} CVX{1.492537%} KO{4.776119%} CSCO{5.970149%} NKE{9.552239%} INTC{16.716418%} TRV{18.507463%} ,
19,17956.88053,11146.49818,0.620737,9,V{18.556701%} JPM{5.891016%} PG{18.703976%} CVX{1.325479%} KO{4.712813%} CSCO{4.860088%} NKE{9.425626%} INTC{17.967599%} TRV{18.556701%} ,
20,17969.3577,11155.03449,0.620781,9,V{18.529412%} JPM{5.882353%} PG{18.676471%} CVX{1.470588%} KO{4.705882%} CSCO{4.852941%} NKE{9.411765%} INTC{17.941176%} TRV{18.529412%} ,
21,17983.09105,11192.43878,0.622387,8,V{20.031546%} JPM{5.047319%} PG{20.031546%} KO{5.047319%} CSCO{5.047319%} NKE{10.094637%} INTC{15.141956%} TRV{19.558360%} ,
22,17997.61626,11205.83555,0.622629,9,V{19.242424%} JPM{4.848485%} PG{19.242424%} CVX{1.515152%} KO{3.636364%} CSCO{6.060606%} NKE{9.696970%} INTC{16.969697%} TRV{18.787879%} ,
23,18018.18523,11225.44639,0.623006,9,V{19.242424%} JPM{5.151515%} PG{19.242424%} CVX{1.212121%} KO{3.636364%} CSCO{6.060606%} NKE{9.696970%} INTC{16.969697%} TRV{18.787879%} ,
24,18028.65045,11232.00871,0.623009,9,V{19.062027%} JPM{5.143722%} PG{19.213313%} CVX{1.512859%} KO{3.630862%} CSCO{6.051437%} NKE{9.682300%} INTC{16.944024%} TRV{18.759455%} ,
25,18039.51836,11243.18783,0.623253,9,V{19.184290%} JPM{5.135952%} PG{19.184290%} CVX{1.510574%} KO{3.625378%} CSCO{6.042296%} NKE{9.667674%} INTC{16.918429%} TRV{18.731118%} ,
26,18057.64112,11266.60646,0.623925,8,V{19.193548%} JPM{5.483871%} PG{20.483871%} KO{3.870968%} CSCO{5.161290%} NKE{10.322581%} INTC{15.483871%} TRV{20.000000%} ,
27,18067.17385,11267.28543,0.623633,9,V{19.359756%} JPM{4.878049%} PG{19.359756%} CVX{1.524390%} KO{3.048780%} CSCO{6.097561%} NKE{9.756098%} INTC{17.073171%} TRV{18.902439%} ,
28,18091.51419,11282.48741,0.623634,9,V{19.054878%} JPM{5.182927%} PG{19.359756%} CVX{1.524390%} KO{3.048780%} CSCO{6.097561%} NKE{9.756098%} INTC{17.073171%} TRV{18.902439%} ,
29,18093.26917,11286.83831,0.623814,9,V{19.359756%} JPM{5.182927%} PG{19.359756%} CVX{1.219512%} KO{3.048780%} CSCO{6.097561%} NKE{9.756098%} INTC{17.073171%} TRV{18.902439%} ,
30,18094.63571,11292.45386,0.624077,9,V{19.418960%} JPM{5.198777%} PG{19.418960%} CVX{1.529052%} KO{3.669725%} CSCO{4.892966%} NKE{9.785933%} INTC{17.125382%} TRV{18.960245%} ,
31,18100.6671,11293.396,0.623922,9,V{19.178082%} JPM{5.175038%} PG{19.330289%} CVX{1.522070%} KO{3.044140%} CSCO{6.088280%} NKE{9.741248%} INTC{17.047184%} TRV{18.873668%} ,
32,18102.9387,11311.24557,0.624829,9,V{19.418960%} JPM{4.892966%} PG{19.418960%} CVX{1.529052%} KO{2.446483%} CSCO{6.116208%} NKE{9.785933%} INTC{17.125382%} TRV{19.266055%} ,
33,18123.04974,11320.18741,0.624629,9,V{19.448698%} JPM{4.900459%} PG{19.448698%} CVX{1.531394%} KO{2.450230%} CSCO{6.125574%} NKE{9.800919%} INTC{17.151608%} TRV{19.142420%} ,
34,18131.39718,11326.30705,0.624679,9,V{19.113150%} JPM{5.198777%} PG{19.418960%} CVX{1.529052%} KO{2.446483%} CSCO{6.116208%} NKE{9.785933%} INTC{17.125382%} TRV{19.266055%} ,
35,18135.40899,11332.34978,0.624874,8,V{19.318182%} JPM{5.519481%} PG{20.616883%} KO{3.246753%} CSCO{5.194805%} NKE{10.389610%} INTC{15.584416%} TRV{20.129870%} ,
36,18140.99435,11337.4629,0.624964,9,V{19.236641%} JPM{5.190840%} PG{19.389313%} CVX{1.526718%} KO{2.442748%} CSCO{6.106870%} NKE{9.770992%} INTC{17.099237%} TRV{19.236641%} ,
37,18151.29201,11348.55863,0.62522,9,V{19.359756%} JPM{5.182927%} PG{19.359756%} CVX{1.524390%} KO{2.439024%} CSCO{6.097561%} NKE{9.756098%} INTC{17.073171%} TRV{19.207317%} ,
38,18156.73979,11355.02373,0.625389,9,V{19.538462%} JPM{5.230769%} PG{19.538462%} CVX{1.538462%} KO{3.076923%} CSCO{4.923077%} NKE{9.846154%} INTC{17.230769%} TRV{19.076923%} ,
39,18161.32493,11368.38448,0.625967,10,V{20.063694%} JPM{5.254777%} PG{20.063694%} CVX{0.159236%} KO{2.707006%} CSCO{5.095541%} NKE{10.191083%} HON{0.159236%} INTC{16.401274%} TRV{19.904459%} ,
40,18172.62302,11370.10658,0.625672,9,V{20.126783%} JPM{5.546751%} PG{20.126783%} CVX{0.158479%} KO{3.961965%} CSCO{5.071315%} NKE{10.142631%} INTC{15.530903%} TRV{19.334390%} ,
41,18176.72333,11398.13345,0.627073,9,V{19.414484%} JPM{5.392912%} PG{19.568567%} CVX{1.540832%} KO{2.465331%} CSCO{4.930663%} NKE{9.861325%} INTC{17.257319%} TRV{19.568567%} ,
42,18184.20862,11399.79038,0.626906,9,V{19.598765%} JPM{5.246914%} PG{19.598765%} CVX{1.543210%} KO{2.469136%} CSCO{4.938272%} NKE{9.876543%} INTC{17.283951%} TRV{19.444444%} ,
43,18204.89582,11408.91947,0.626695,9,V{19.629057%} JPM{5.255023%} PG{19.629057%} CVX{1.545595%} KO{2.472952%} CSCO{4.945904%} NKE{9.891808%} INTC{17.310665%} TRV{19.319938%} ,
44,18218.78192,11411.66883,0.626368,9,V{19.629057%} JPM{5.255023%} PG{19.629057%} CVX{1.545595%} KO{2.472952%} CSCO{5.100464%} NKE{9.891808%} INTC{17.310665%} TRV{19.165379%} ,
45,18220.47483,11413.69626,0.626421,9,V{19.193548%} JPM{5.161290%} PG{20.483871%} CVX{1.290323%} KO{2.580645%} CSCO{5.161290%} NKE{10.322581%} INTC{15.483871%} TRV{20.322581%} ,
46,18226.0211,11418.04859,0.62647,9,V{19.659443%} JPM{5.263158%} PG{19.659443%} CVX{1.547988%} KO{2.476780%} CSCO{4.953560%} NKE{9.907121%} INTC{17.337461%} TRV{19.195046%} ,
47,18227.64408,11435.35606,0.627363,9,V{19.354839%} JPM{5.683564%} PG{19.508449%} CVX{1.536098%} KO{2.457757%} CSCO{4.915515%} NKE{9.831029%} INTC{17.204301%} TRV{19.508449%} ,
48,18242.15204,11435.43065,0.626869,9,V{20.255183%} JPM{5.582137%} PG{20.255183%} CVX{0.159490%} KO{3.349282%} CSCO{5.103668%} NKE{10.207337%} INTC{15.629984%} TRV{19.457735%} ,
49,18243.36171,11462.76035,0.628325,9,V{20.255183%} JPM{5.582137%} PG{20.255183%} CVX{0.159490%} KO{2.711324%} CSCO{5.103668%} NKE{10.207337%} INTC{15.629984%} TRV{20.095694%} ,
50,18275.26388,11464.05018,0.627299,9,V{18.524333%} JPM{6.122449%} PG{19.937206%} CVX{1.569859%} KO{2.511774%} CSCO{5.023548%} NKE{10.047096%} INTC{16.326531%} TRV{19.937206%} ,
51,18276.24273,11470.8796,0.627639,9,V{20.263591%} JPM{5.271829%} PG{20.922570%} CVX{0.164745%} KO{2.635914%} CSCO{3.953871%} NKE{10.543657%} INTC{15.815486%} TRV{20.428336%} ,
52,18276.77234,11477.57254,0.627987,9,V{19.656786%} JPM{5.460218%} PG{19.812793%} CVX{1.560062%} KO{2.496100%} CSCO{4.992200%} NKE{9.984399%} INTC{16.224649%} TRV{19.812793%} ,
53,18278.37435,11497.48846,0.629021,9,V{20.717781%} JPM{5.220228%} PG{20.717781%} CVX{0.163132%} KO{2.610114%} CSCO{3.915171%} NKE{10.440457%} INTC{15.660685%} TRV{20.554649%} ,
54,18295.43146,11499.7621,0.628559,9,V{20.717781%} JPM{5.220228%} PG{20.717781%} CVX{0.163132%} KO{2.610114%} CSCO{4.078303%} NKE{10.440457%} INTC{15.823817%} TRV{20.228385%} ,
55,18306.66376,11508.161,0.628632,8,V{20.819672%} JPM{5.245902%} PG{20.819672%} KO{2.622951%} CSCO{3.934426%} NKE{10.491803%} INTC{15.737705%} TRV{20.327869%} ,
56,18320.9789,11517.1143,0.62863,9,V{20.785597%} JPM{5.237316%} PG{20.785597%} CVX{0.163666%} KO{2.618658%} CSCO{3.927987%} NKE{10.474632%} INTC{15.711948%} TRV{20.294599%} ,
57,18330.6165,11522.96443,0.628618,9,V{19.905213%} JPM{6.161137%} PG{20.063191%} CVX{0.315956%} KO{2.527646%} CSCO{5.055292%} NKE{10.110585%} INTC{15.797788%} TRV{20.063191%} ,
58,18330.71556,11525.34292,0.628745,9,V{20.853859%} JPM{5.254516%} PG{20.853859%} CVX{0.164204%} KO{2.627258%} CSCO{3.284072%} NKE{10.509031%} INTC{15.763547%} TRV{20.689655%} ,
59,18345.69812,11527.6309,0.628356,9,V{20.853859%} JPM{5.254516%} PG{20.853859%} CVX{0.164204%} KO{2.627258%} CSCO{3.448276%} NKE{10.509031%} INTC{15.927750%} TRV{20.361248%} ,
60,18346.34061,11531.15636,0.628526,9,V{20.853859%} JPM{5.254516%} PG{20.853859%} CVX{0.164204%} KO{2.627258%} CSCO{3.612479%} NKE{10.509031%} INTC{15.763547%} TRV{20.361248%} ,
61,18353.30862,11535.53485,0.628526,9,V{20.888158%} JPM{5.263158%} PG{20.888158%} CVX{0.164474%} KO{2.631579%} CSCO{3.289474%} NKE{10.526316%} INTC{15.789474%} TRV{20.559211%} ,
62,18359.43904,11536.47584,0.628368,8,V{20.957096%} JPM{5.280528%} PG{20.957096%} KO{2.640264%} CSCO{3.300330%} NKE{10.561056%} INTC{15.841584%} TRV{20.462046%} ,
63,18360.97359,11538.42089,0.628421,9,V{20.888158%} JPM{5.263158%} PG{20.888158%} CVX{0.164474%} KO{2.631579%} CSCO{3.453947%} NKE{10.526316%} INTC{15.789474%} TRV{20.394737%} ,
