Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
26,27139.28496,35064.34504,1.292014,12,AAPL{0.465116%} MSFT{3.488372%} WMT{17.906977%} MRK{22.325581%} KO{0.697674%} NKE{0.930233%} DIS{7.209302%} VZ{14.883721%} IBM{29.534884%} CRM{1.162791%} BA{0.697674%} WBA{0.697674%} ,
27,27175.0739,35113.93152,1.292137,12,MSFT{5.168539%} WMT{17.752809%} MRK{21.573034%} KO{0.449438%} CSCO{1.797753%} NKE{0.898876%} DIS{6.966292%} VZ{14.382022%} IBM{28.539326%} CRM{1.123596%} BA{0.674157%} WBA{0.674157%} ,
28,27175.57698,35135.74491,1.292916,12,AAPL{0.467290%} MSFT{3.504673%} WMT{17.523364%} MRK{22.429907%} KO{0.700935%} NKE{0.934579%} DIS{7.242991%} VZ{14.953271%} IBM{29.672897%} CRM{1.168224%} BA{0.700935%} WBA{0.700935%} ,
29,27203.33374,35157.15419,1.292384,10,AAPL{0.465116%} MSFT{3.488372%} WMT{18.372093%} MRK{22.558140%} DIS{7.209302%} VZ{14.883721%} IBM{29.534884%} CRM{1.162791%} BA{1.627907%} WBA{0.697674%} ,
30,27236.24486,35213.49634,1.292891,11,AAPL{0.473934%} MSFT{3.554502%} WMT{17.772512%} HD{0.236967%} MRK{22.748815%} DIS{7.345972%} VZ{15.165877%} IBM{30.094787%} CRM{1.184834%} BA{0.710900%} WBA{0.710900%} ,
31,27268.04652,35219.44071,1.291601,14,AAPL{0.457666%} MSFT{1.601831%} WMT{18.077803%} HD{0.228833%} MRK{21.967963%} KO{0.228833%} CSCO{1.830664%} NKE{2.745995%} DIS{7.093822%} VZ{14.645309%} IBM{29.061785%} CRM{0.915332%} BA{0.686499%} WBA{0.457666%} ,
32,27281.05134,35244.54397,1.291906,12,AAPL{0.462963%} MSFT{3.472222%} WMT{18.055556%} MRK{22.222222%} KO{0.462963%} NKE{0.925926%} DIS{7.175926%} VZ{14.814815%} IBM{29.398148%} CRM{1.157407%} BA{0.694444%} WBA{1.157407%} ,
33,27304.19362,35268.3733,1.291683,13,AAPL{0.449438%} MSFT{4.719101%} WMT{17.752809%} MRK{21.573034%} KO{0.449438%} CSCO{1.797753%} NKE{0.898876%} DIS{6.966292%} VZ{14.382022%} IBM{28.539326%} CRM{1.123596%} BA{0.674157%} WBA{0.674157%} ,
34,27315.568,35389.28152,1.295572,13,AAPL{0.451467%} MSFT{4.288939%} WMT{17.832957%} MRK{21.670429%} KO{0.451467%} CSCO{1.805869%} NKE{0.902935%} DIS{6.997743%} VZ{14.446953%} IBM{28.668172%} CRM{1.128668%} BA{0.677201%} WBA{0.677201%} ,
35,27344.79337,36527.151,1.335799,11,WMT{17.060367%} MRK{25.196850%} KO{2.099738%} CSCO{0.787402%} NKE{2.099738%} DIS{3.937008%} VZ{8.398950%} IBM{33.333333%} CRM{4.199475%} BA{1.574803%} WBA{1.312336%} ,
36,27440.71807,36573.58111,1.332822,12,WMT{17.015707%} MRK{25.130890%} KO{2.094241%} CSCO{0.785340%} MCD{0.261780%} NKE{2.094241%} DIS{3.926702%} VZ{8.376963%} IBM{33.246073%} CRM{4.188482%} BA{1.570681%} WBA{1.308901%} ,
37,27544.06241,36914.62229,1.340203,10,WMT{17.250674%} MRK{25.876011%} KO{2.156334%} CSCO{0.269542%} DIS{4.043127%} VZ{8.625337%} IBM{34.231806%} CRM{4.851752%} BA{1.617251%} WBA{1.078167%} ,
38,27580.20438,37044.80687,1.343167,11,MSFT{0.265252%} WMT{16.976127%} HD{0.265252%} MRK{25.464191%} KO{2.122016%} CSCO{0.265252%} DIS{8.222812%} VZ{8.488064%} IBM{33.687003%} CRM{2.652520%} BA{1.591512%} ,
39,27625.42129,37207.07731,1.346842,9,WMT{17.066667%} MRK{25.600000%} KO{2.133333%} CSCO{0.266667%} DIS{8.266667%} VZ{8.533333%} IBM{33.866667%} CRM{2.666667%} BA{1.600000%} ,
40,27661.23039,37465.15571,1.354428,12,AAPL{0.274725%} WMT{17.582418%} MRK{26.373626%} KO{1.923077%} CSCO{3.021978%} NKE{0.274725%} DIS{1.373626%} VZ{6.593407%} IBM{34.065934%} CRM{4.120879%} BA{3.846154%} WBA{0.549451%} ,
41,27785.98676,37599.54597,1.353184,13,AAPL{0.271003%} V{0.271003%} WMT{18.428184%} MRK{26.016260%} KO{1.897019%} CSCO{2.981030%} NKE{0.271003%} DIS{1.355014%} VZ{7.588076%} IBM{33.604336%} CRM{2.981030%} BA{3.794038%} WBA{0.542005%} ,
42,27802.69392,37716.90581,1.356592,12,AAPL{0.276243%} WMT{17.679558%} MRK{26.519337%} KO{1.933702%} CSCO{3.038674%} NKE{0.276243%} DIS{1.381215%} VZ{7.182320%} IBM{34.254144%} CRM{3.038674%} BA{3.867403%} WBA{0.552486%} ,
43,27951.78085,37725.88978,1.349678,13,AAPL{0.272480%} V{0.272480%} WMT{18.528610%} MRK{26.158038%} KO{1.907357%} CSCO{2.997275%} NKE{0.272480%} DIS{1.907357%} VZ{6.539510%} IBM{33.787466%} CRM{2.997275%} BA{3.814714%} WBA{0.544959%} ,
44,27958.43645,37758.62201,1.350527,13,AAPL{0.273224%} V{0.273224%} WMT{18.579235%} MRK{26.229508%} KO{1.912568%} CSCO{3.005464%} NKE{0.273224%} DIS{1.366120%} VZ{6.557377%} IBM{34.153005%} CRM{3.005464%} BA{3.825137%} WBA{0.546448%} ,
45,27967.5731,38151.56212,1.364136,11,WMT{17.297297%} MRK{25.945946%} KO{1.891892%} CSCO{4.054054%} NKE{1.081081%} DIS{1.891892%} VZ{6.486486%} IBM{34.324324%} CRM{2.702703%} BA{3.783784%} WBA{0.540541%} ,
46,28049.56444,38445.76813,1.370637,10,WMT{17.391304%} MRK{26.358696%} KO{1.902174%} CSCO{4.076087%} DIS{1.902174%} VZ{6.521739%} IBM{34.510870%} CRM{2.989130%} BA{3.804348%} WBA{0.543478%} ,
47,28059.52729,38521.6007,1.372853,10,WMT{17.438692%} MRK{26.158038%} KO{1.907357%} CSCO{4.087193%} DIS{1.907357%} VZ{6.539510%} IBM{34.604905%} CRM{2.997275%} BA{3.814714%} WBA{0.544959%} ,
48,28087.96084,38533.29667,1.371879,10,WMT{17.344173%} MRK{26.016260%} KO{1.626016%} CSCO{4.065041%} DIS{4.065041%} VZ{6.775068%} IBM{34.146341%} CRM{2.710027%} BA{2.710027%} WBA{0.542005%} ,
49,28319.36756,38602.35053,1.363108,11,WMT{16.971279%} MRK{25.065274%} KO{2.088773%} CSCO{2.872063%} DIS{8.093995%} VZ{8.355091%} HON{0.522193%} IBM{33.159269%} CRM{1.044386%} BA{1.566580%} WBA{0.261097%} ,
50,28320.23699,38604.96659,1.363158,13,AAPL{0.266667%} V{0.266667%} WMT{18.133333%} MRK{25.600000%} KO{1.866667%} CSCO{5.066667%} NKE{0.266667%} DIS{1.333333%} VZ{6.400000%} IBM{33.600000%} CRM{2.933333%} BA{3.733333%} WBA{0.533333%} ,
51,28349.29169,38693.27198,1.364876,10,WMT{17.060367%} MRK{25.196850%} KO{2.099738%} CSCO{2.887139%} DIS{8.136483%} VZ{8.398950%} IBM{33.333333%} CRM{1.049869%} BA{1.574803%} WBA{0.262467%} ,
52,28381.20427,38712.90291,1.364033,11,AAPL{0.270270%} WMT{17.567568%} MRK{25.945946%} KO{1.891892%} CSCO{4.054054%} DIS{4.054054%} VZ{6.486486%} IBM{33.513514%} CRM{1.891892%} BA{3.783784%} WBA{0.540541%} ,
53,28393.76853,38773.7026,1.365571,11,WMT{17.021277%} MRK{25.531915%} KO{1.329787%} CSCO{6.117021%} NKE{1.063830%} DIS{1.861702%} VZ{6.382979%} IBM{33.776596%} CRM{2.659574%} BA{3.723404%} WBA{0.531915%} ,
54,28440.06164,38793.00739,1.364027,10,WMT{16.886544%} MRK{25.329815%} KO{2.110818%} CSCO{2.374670%} DIS{7.124011%} VZ{8.443272%} IBM{33.509235%} CRM{1.583113%} BA{1.583113%} WBA{1.055409%} ,
55,28473.62988,38855.20047,1.364603,10,WMT{16.539440%} MRK{24.427481%} KO{2.035623%} CSCO{4.834606%} NKE{2.035623%} DIS{7.888041%} VZ{8.142494%} IBM{32.315522%} BA{1.526718%} WBA{0.254453%} ,
56,28478.16246,38892.82286,1.365707,11,WMT{16.497462%} MRK{24.365482%} KO{2.030457%} CSCO{4.822335%} MCD{0.253807%} NKE{2.030457%} DIS{7.868020%} VZ{8.121827%} IBM{32.233503%} BA{1.522843%} WBA{0.253807%} ,
57,28482.18064,39268.14623,1.378692,11,WMT{16.931217%} MRK{25.396825%} KO{1.587302%} CSCO{6.084656%} NKE{0.264550%} DIS{3.968254%} VZ{6.349206%} IBM{33.597884%} CRM{2.645503%} BA{2.645503%} WBA{0.529101%} ,
58,28531.81567,39379.69424,1.380203,10,WMT{16.976127%} MRK{25.464191%} KO{1.591512%} CSCO{6.100796%} DIS{3.978780%} VZ{6.366048%} IBM{33.687003%} CRM{2.652520%} BA{2.652520%} WBA{0.530504%} ,
59,28607.3995,39530.28886,1.38182,10,WMT{16.931217%} MRK{25.396825%} KO{1.851852%} CSCO{6.084656%} DIS{3.968254%} VZ{6.349206%} IBM{33.597884%} CRM{2.380952%} BA{2.910053%} WBA{0.529101%} ,
60,28615.31362,39536.50143,1.381655,10,WMT{16.842105%} MRK{25.263158%} KO{1.578947%} CSCO{6.578947%} DIS{3.947368%} VZ{6.578947%} IBM{33.421053%} CRM{2.631579%} BA{2.631579%} WBA{0.526316%} ,
61,28710.33088,39661.48025,1.381436,10,WMT{16.797900%} MRK{25.196850%} KO{1.574803%} CSCO{6.824147%} DIS{3.937008%} VZ{6.299213%} IBM{33.333333%} CRM{2.624672%} BA{2.887139%} WBA{0.524934%} ,
62,28746.41464,39666.51628,1.379877,10,WMT{16.753927%} MRK{25.392670%} KO{1.570681%} CSCO{7.068063%} DIS{3.926702%} VZ{6.282723%} IBM{33.246073%} CRM{2.617801%} BA{2.617801%} WBA{0.523560%} ,
63,28761.36143,39742.08359,1.381787,10,WMT{16.797900%} MRK{25.196850%} KO{1.574803%} CSCO{7.086614%} DIS{3.937008%} VZ{6.299213%} IBM{33.333333%} CRM{2.624672%} BA{2.624672%} WBA{0.524934%} ,
64,28800.01274,39815.9814,1.382499,10,WMT{16.710183%} MRK{25.065274%} KO{1.827676%} CSCO{7.049608%} DIS{3.916449%} VZ{6.266319%} IBM{33.159269%} CRM{2.610966%} BA{2.872063%} WBA{0.522193%} ,
65,28857.99298,39872.94872,1.381695,10,WMT{16.753927%} MRK{25.130890%} KO{1.832461%} CSCO{6.020942%} DIS{6.020942%} VZ{6.282723%} IBM{33.246073%} CRM{1.570681%} BA{2.617801%} WBA{0.523560%} ,
66,28859.22467,39894.81914,1.382394,10,WMT{16.666667%} MRK{25.000000%} KO{1.562500%} CSCO{7.552083%} DIS{3.906250%} VZ{6.510417%} IBM{33.072917%} CRM{2.604167%} BA{2.604167%} WBA{0.520833%} ,
67,28885.34623,39921.39917,1.382064,10,WMT{16.710183%} MRK{25.065274%} KO{1.566580%} CSCO{7.571802%} DIS{3.916449%} VZ{6.266319%} IBM{33.159269%} CRM{2.610966%} BA{2.610966%} WBA{0.522193%} ,
68,28911.92891,39984.26327,1.382968,10,WMT{16.666667%} MRK{25.000000%} KO{1.822917%} CSCO{7.552083%} DIS{3.906250%} VZ{6.250000%} IBM{33.072917%} CRM{2.604167%} BA{2.604167%} WBA{0.520833%} ,
69,28948.63282,39996.84736,1.381649,10,WMT{16.537468%} MRK{24.806202%} KO{1.550388%} CSCO{8.010336%} DIS{3.875969%} VZ{6.459948%} IBM{32.816537%} CRM{2.842377%} BA{2.583979%} WBA{0.516796%} ,
70,28948.83523,40009.34885,1.382071,10,WMT{16.666667%} MRK{25.000000%} KO{1.562500%} CSCO{7.812500%} DIS{3.906250%} VZ{6.250000%} IBM{33.072917%} CRM{2.604167%} BA{2.604167%} WBA{0.520833%} ,
71,28975.09911,40073.15596,1.38302,10,WMT{16.623377%} MRK{24.935065%} KO{1.818182%} CSCO{7.792208%} DIS{3.896104%} VZ{6.233766%} IBM{32.987013%} CRM{2.597403%} BA{2.597403%} WBA{0.519481%} ,
72,29010.02233,40101.74582,1.382341,10,WMT{16.886544%} MRK{25.329815%} KO{1.846966%} CSCO{6.068602%} DIS{6.068602%} VZ{6.332454%} IBM{33.509235%} CRM{0.791557%} BA{2.638522%} WBA{0.527704%} ,
73,29016.10247,40134.82627,1.383191,10,WMT{16.537468%} MRK{24.806202%} KO{1.808786%} CSCO{8.010336%} DIS{3.875969%} VZ{6.459948%} IBM{32.816537%} CRM{2.583979%} BA{2.583979%} WBA{0.516796%} ,
74,29039.86635,40161.38749,1.382974,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{3.886010%} VZ{6.217617%} IBM{32.901554%} CRM{2.590674%} BA{2.590674%} WBA{0.518135%} ,
75,29061.41983,40191.47534,1.382984,10,WMT{16.795866%} MRK{24.806202%} KO{1.808786%} CSCO{8.010336%} DIS{3.875969%} VZ{6.201550%} IBM{32.816537%} CRM{2.325581%} BA{2.842377%} WBA{0.516796%} ,
76,29080.17814,40226.34075,1.383291,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{6.994819%} DIS{5.958549%} VZ{6.217617%} IBM{32.901554%} CRM{1.554404%} BA{2.590674%} WBA{0.518135%} ,
77,29089.54183,40244.86736,1.383482,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{3.886010%} VZ{6.217617%} IBM{32.901554%} CRM{2.331606%} BA{2.849741%} WBA{0.518135%} ,
78,29107.45843,40267.52677,1.383409,10,WMT{16.839378%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{3.886010%} VZ{6.217617%} IBM{32.901554%} CRM{2.072539%} BA{2.849741%} WBA{0.518135%} ,
79,29117.71528,40294.11655,1.383835,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{3.886010%} VZ{6.476684%} IBM{32.901554%} CRM{2.072539%} BA{2.849741%} WBA{0.518135%} ,
80,29137.58158,40320.30591,1.38379,10,WMT{16.623377%} MRK{24.935065%} KO{1.818182%} CSCO{8.051948%} DIS{3.896104%} VZ{6.233766%} IBM{32.987013%} CRM{2.077922%} BA{2.857143%} WBA{0.519481%} ,
81,29147.33676,40338.32882,1.383946,11,WMT{16.537468%} PG{0.258398%} MRK{24.806202%} KO{1.808786%} CSCO{8.010336%} DIS{3.875969%} VZ{6.459948%} IBM{32.816537%} CRM{2.067183%} BA{2.842377%} WBA{0.516796%} ,
82,29168.39798,40365.7009,1.383885,11,WMT{16.580311%} PG{0.259067%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{3.886010%} VZ{6.217617%} IBM{32.901554%} CRM{2.072539%} BA{2.849741%} WBA{0.518135%} ,
83,29173.58094,40410.40448,1.385171,10,WMT{16.494845%} MRK{24.742268%} KO{1.804124%} CSCO{7.989691%} DIS{3.865979%} VZ{6.701031%} IBM{32.731959%} CRM{2.061856%} BA{2.835052%} WBA{0.773196%} ,
84,29210.07194,40455.17325,1.384973,10,WMT{16.710183%} MRK{25.065274%} KO{1.827676%} CSCO{7.049608%} DIS{6.005222%} VZ{6.266319%} IBM{33.159269%} CRM{0.783290%} BA{2.610966%} WBA{0.522193%} ,
85,29211.75814,40465.46364,1.385246,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{3.886010%} VZ{6.217617%} IBM{32.901554%} CRM{2.072539%} BA{2.849741%} WBA{0.777202%} ,
86,29230.27744,40467.87162,1.38445,10,WMT{16.710183%} MRK{25.065274%} KO{1.566580%} CSCO{6.005222%} DIS{3.916449%} VZ{7.310705%} IBM{33.159269%} CRM{1.566580%} BA{2.610966%} WBA{2.088773%} ,
87,29240.15306,40472.57748,1.384144,10,WMT{17.066667%} MRK{25.600000%} KO{1.866667%} CSCO{5.866667%} DIS{1.866667%} VZ{6.400000%} IBM{33.866667%} CRM{1.600000%} BA{3.733333%} WBA{2.133333%} ,
88,29248.00877,40509.55343,1.385036,11,WMT{16.537468%} PG{0.258398%} MRK{24.806202%} KO{1.808786%} CSCO{8.010336%} DIS{3.875969%} VZ{6.201550%} IBM{32.816537%} CRM{2.067183%} BA{2.842377%} WBA{0.775194%} ,
89,29250.96001,40520.39035,1.385267,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{4.922280%} VZ{6.217617%} IBM{32.901554%} CRM{1.554404%} BA{2.590674%} WBA{0.518135%} ,
90,29261.4093,40559.3511,1.386104,10,WMT{16.494845%} MRK{24.742268%} KO{1.804124%} CSCO{7.989691%} DIS{5.927835%} VZ{6.185567%} IBM{32.731959%} CRM{1.546392%} BA{2.061856%} WBA{0.515464%} ,
91,29288.6785,40559.37851,1.384814,10,WMT{16.452442%} MRK{24.678663%} KO{1.799486%} CSCO{7.969152%} DIS{5.655527%} VZ{6.169666%} IBM{32.647815%} CRM{1.542416%} BA{2.570694%} WBA{0.514139%} ,
92,29302.76266,40567.13906,1.384413,11,WMT{16.710183%} MRK{25.065274%} KO{1.827676%} CSCO{7.049608%} MCD{0.261097%} DIS{6.005222%} VZ{6.266319%} IBM{33.159269%} CRM{0.522193%} BA{2.610966%} WBA{0.522193%} ,
93,29309.49378,40579.55689,1.384519,10,WMT{16.886544%} MRK{25.329815%} KO{1.583113%} CSCO{6.068602%} DIS{3.957784%} VZ{6.332454%} IBM{33.509235%} CRM{1.583113%} BA{2.638522%} WBA{2.110818%} ,
94,29319.34313,40629.53334,1.385759,10,WMT{16.623377%} MRK{24.935065%} KO{1.818182%} CSCO{7.532468%} DIS{5.974026%} VZ{6.233766%} IBM{32.987013%} CRM{0.779221%} BA{2.597403%} WBA{0.519481%} ,
95,29346.34361,40677.59678,1.386121,10,WMT{16.710183%} MRK{25.065274%} KO{1.827676%} CSCO{7.049608%} DIS{6.005222%} VZ{6.266319%} IBM{33.159269%} CRM{0.522193%} BA{2.610966%} WBA{0.783290%} ,
96,29374.20811,40678.93161,1.384852,10,WMT{16.623377%} MRK{24.935065%} KO{1.818182%} CSCO{7.532468%} DIS{5.974026%} VZ{6.493506%} IBM{32.987013%} CRM{0.519481%} BA{2.597403%} WBA{0.519481%} ,
97,29376.16687,40716.1301,1.386026,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{7.772021%} DIS{5.958549%} VZ{6.217617%} IBM{32.901554%} CRM{0.777202%} BA{2.590674%} WBA{0.518135%} ,
98,29379.85622,40724.96503,1.386153,10,WMT{16.494845%} MRK{24.742268%} KO{1.804124%} CSCO{7.989691%} DIS{5.927835%} VZ{6.185567%} IBM{32.731959%} CRM{1.030928%} BA{2.577320%} WBA{0.515464%} ,
99,29383.42144,40726.22024,1.386027,10,WMT{16.753927%} MRK{25.130890%} KO{1.570681%} CSCO{6.544503%} DIS{3.926702%} VZ{6.544503%} IBM{33.246073%} CRM{1.570681%} BA{2.617801%} WBA{2.094241%} ,
100,29409.85396,40737.43836,1.385163,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{8.031088%} DIS{5.958549%} VZ{6.217617%} IBM{32.642487%} CRM{0.777202%} BA{2.590674%} WBA{0.518135%} ,
101,29409.95189,40753.90356,1.385718,10,WMT{16.797900%} MRK{25.196850%} KO{1.574803%} CSCO{6.561680%} DIS{3.937008%} VZ{6.299213%} IBM{33.333333%} CRM{1.574803%} BA{2.624672%} WBA{2.099738%} ,
102,29429.61658,40765.37928,1.385182,10,WMT{16.580311%} MRK{24.870466%} KO{1.813472%} CSCO{7.772021%} DIS{5.958549%} VZ{6.476684%} IBM{32.901554%} CRM{0.518135%} BA{2.590674%} WBA{0.518135%} ,
103,29434.00538,40801.8392,1.386214,10,WMT{16.537468%} MRK{24.806202%} KO{1.808786%} CSCO{8.010336%} DIS{5.943152%} VZ{6.201550%} IBM{32.816537%} CRM{0.775194%} BA{2.583979%} WBA{0.516796%} ,
104,29448.05868,40814.56869,1.385985,10,WMT{16.537468%} MRK{24.806202%} KO{1.550388%} CSCO{6.976744%} DIS{3.875969%} VZ{7.235142%} IBM{32.816537%} CRM{1.550388%} BA{2.583979%} WBA{2.067183%} ,
105,29452.85517,40850.97089,1.386995,10,WMT{16.623377%} MRK{24.935065%} KO{1.818182%} CSCO{7.532468%} DIS{5.974026%} VZ{6.233766%} IBM{32.987013%} CRM{0.519481%} BA{2.597403%} WBA{0.779221%} ,
