Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,52490.5535,76.082373,0.001449,20,AAPL{5.912162%} UNH{0.506757%} V{2.702703%} WMT{0.337838%} JPM{20.777027%} PG{19.087838%} CVX{0.168919%} MRK{16.216216%} KO{1.182432%} CSCO{8.783784%} DIS{0.337838%} AMGN{0.675676%} HON{0.168919%} CRM{2.702703%} GS{0.844595%} AXP{0.844595%} MMM{0.168919%} TRV{16.216216%} DD{2.027027%} WBA{0.337838%} ,
2,53037.24279,308.110317,0.005809,20,AAPL{5.833333%} UNH{0.500000%} V{2.666667%} WMT{0.333333%} JPM{20.500000%} PG{18.833333%} CVX{0.166667%} MRK{18.666667%} KO{1.166667%} CSCO{8.666667%} DIS{0.333333%} AMGN{0.666667%} HON{0.166667%} CRM{2.666667%} GS{0.833333%} AXP{0.833333%} MMM{0.166667%} TRV{16.000000%} DD{0.666667%} WBA{0.333333%} ,
3,53082.70889,434.389542,0.008183,20,AAPL{6.250000%} UNH{0.535714%} V{2.857143%} WMT{0.357143%} JPM{21.964286%} PG{14.464286%} CVX{0.178571%} MRK{14.285714%} KO{4.107143%} CSCO{9.285714%} DIS{0.357143%} AMGN{0.714286%} HON{0.178571%} CRM{2.857143%} GS{0.892857%} AXP{0.892857%} MMM{0.178571%} TRV{17.142857%} DD{2.142857%} WBA{0.357143%} ,
4,53546.50503,665.74554,0.012433,20,AAPL{6.340580%} UNH{0.543478%} V{2.898551%} WMT{0.362319%} JPM{22.282609%} PG{16.123188%} CVX{0.181159%} MRK{14.492754%} KO{1.268116%} CSCO{9.420290%} DIS{0.362319%} AMGN{0.724638%} HON{0.181159%} CRM{2.898551%} GS{0.905797%} AXP{0.905797%} MMM{0.181159%} TRV{17.391304%} DD{2.173913%} WBA{0.362319%} ,
5,53688.65803,696.665139,0.012976,20,AAPL{6.340580%} UNH{0.543478%} V{2.898551%} WMT{0.362319%} JPM{22.282609%} PG{14.673913%} CVX{0.181159%} MRK{14.492754%} KO{2.717391%} CSCO{9.420290%} DIS{0.362319%} AMGN{0.724638%} HON{0.181159%} CRM{2.898551%} GS{0.905797%} AXP{0.905797%} MMM{0.181159%} TRV{17.391304%} DD{2.173913%} WBA{0.362319%} ,
6,53926.45404,2510.413571,0.046553,8,AAPL{11.224490%} JPM{25.102041%} PG{13.061224%} MRK{12.857143%} KO{13.061224%} CSCO{9.795918%} AXP{1.020408%} TRV{13.877551%} ,
7,55071.99335,2982.908868,0.054164,12,AAPL{12.014134%} JPM{22.261484%} PG{11.307420%} MRK{14.487633%} KO{11.837456%} CSCO{8.833922%} MCD{0.706714%} GS{0.176678%} AXP{0.353357%} TRV{17.491166%} DD{0.176678%} WBA{0.353357%} ,
8,55579.15337,3162.973334,0.056909,12,AAPL{11.683849%} JPM{21.649485%} PG{10.996564%} MRK{16.838488%} KO{11.512027%} CSCO{8.591065%} MCD{0.687285%} GS{0.171821%} AXP{0.343643%} TRV{17.010309%} DD{0.171821%} WBA{0.343643%} ,
9,56152.54951,3184.81246,0.056717,12,AAPL{10.774411%} JPM{21.212121%} PG{10.774411%} MRK{19.191919%} KO{11.279461%} CSCO{8.417508%} MCD{0.673401%} GS{0.168350%} AXP{0.336700%} TRV{16.666667%} DD{0.168350%} WBA{0.336700%} ,
10,56193.57322,3684.982136,0.065577,10,AAPL{5.679012%} JNJ{0.493827%} JPM{30.123457%} PG{15.802469%} MRK{18.518519%} CSCO{11.851852%} GS{0.246914%} INTC{0.246914%} AXP{0.246914%} TRV{16.790123%} ,
11,56853.03534,3798.94277,0.06682,10,AAPL{5.569007%} JNJ{0.484262%} JPM{29.539952%} PG{15.496368%} MRK{20.096852%} CSCO{11.622276%} GS{0.242131%} INTC{0.242131%} AXP{0.242131%} TRV{16.464891%} ,
12,57344.18837,3861.053735,0.067331,10,AAPL{5.679012%} JNJ{0.493827%} JPM{30.123457%} PG{15.802469%} MRK{22.469136%} CSCO{7.901235%} GS{0.246914%} INTC{0.246914%} AXP{0.246914%} TRV{16.790123%} ,
13,57429.04588,3881.214056,0.067583,10,AAPL{5.489260%} JNJ{0.477327%} JPM{29.116945%} PG{15.274463%} MRK{21.241050%} CSCO{11.455847%} GS{0.238663%} INTC{0.238663%} AXP{0.238663%} TRV{16.229117%} ,
14,57444.01836,4111.517882,0.071574,7,AAPL{11.410788%} JPM{25.518672%} PG{19.917012%} MRK{19.709544%} CSCO{9.958506%} AXP{0.207469%} TRV{13.278008%} ,
15,57486.65438,4150.044272,0.072191,7,AAPL{11.224490%} JPM{25.102041%} PG{19.591837%} MRK{19.387755%} CSCO{9.795918%} AXP{1.020408%} TRV{13.877551%} ,
16,57638.16687,4212.568505,0.073086,9,AAPL{12.331407%} V{0.192678%} JPM{24.277457%} PG{18.497110%} MRK{18.304432%} CSCO{7.514451%} AXP{0.192678%} TRV{18.497110%} WBA{0.192678%} ,
17,57715.55995,4289.596568,0.074323,8,AAPL{11.224490%} JPM{25.102041%} PG{13.061224%} MRK{19.387755%} KO{6.530612%} CSCO{9.795918%} AXP{1.020408%} TRV{13.877551%} ,
18,58140.29666,4321.09115,0.074322,7,AAPL{10.869565%} JPM{24.308300%} PG{18.972332%} MRK{21.936759%} CSCO{9.486166%} AXP{0.988142%} TRV{13.438735%} ,
19,58230.18752,4395.082073,0.075478,8,AAPL{11.410788%} JPM{25.518672%} PG{6.639004%} MRK{19.709544%} KO{13.278008%} CSCO{9.958506%} AXP{0.207469%} TRV{13.278008%} ,
20,58509.4979,4459.135098,0.076212,7,AAPL{12.591241%} JPM{23.175182%} PG{17.518248%} MRK{17.335766%} CSCO{11.678832%} VZ{0.182482%} TRV{17.518248%} ,
21,58721.65214,4603.649094,0.078398,7,AAPL{12.234043%} JPM{22.517730%} PG{17.021277%} MRK{19.680851%} CSCO{11.347518%} VZ{0.177305%} TRV{17.021277%} ,
22,58954.36567,4708.552861,0.079868,8,AAPL{12.591241%} JPM{23.175182%} PG{5.839416%} MRK{17.335766%} KO{11.678832%} CSCO{11.678832%} VZ{0.182482%} TRV{17.518248%} ,
23,59184.49526,4723.454941,0.079809,7,AAPL{11.937716%} JPM{21.972318%} PG{16.608997%} MRK{21.626298%} CSCO{11.072664%} VZ{0.173010%} TRV{16.608997%} ,
24,59226.46263,4731.70101,0.079892,7,AAPL{11.917098%} JPM{21.934370%} PG{16.580311%} MRK{21.761658%} CSCO{11.053541%} VZ{0.172712%} TRV{16.580311%} ,
25,59263.61498,4959.564258,0.083686,7,AAPL{11.603376%} JPM{25.949367%} PG{16.877637%} MRK{20.042194%} CSCO{10.126582%} AXP{1.054852%} TRV{14.345992%} ,
26,59410.17003,5031.637115,0.084693,8,AAPL{11.603376%} JPM{25.949367%} PG{13.502110%} MRK{20.042194%} KO{3.375527%} CSCO{10.126582%} AXP{1.054852%} TRV{14.345992%} ,
27,59760.89051,5109.37208,0.085497,7,AAPL{11.224490%} JPM{25.102041%} PG{16.326531%} MRK{22.653061%} CSCO{9.795918%} AXP{1.020408%} TRV{13.877551%} ,
28,59992.68918,5179.290216,0.086332,8,AAPL{11.224490%} JPM{25.102041%} PG{13.061224%} MRK{22.653061%} KO{3.265306%} CSCO{9.795918%} AXP{1.020408%} TRV{13.877551%} ,
29,60004.12017,5188.452422,0.086468,7,AAPL{12.363636%} JPM{23.090909%} PG{14.545455%} MRK{20.181818%} CSCO{11.636364%} VZ{0.363636%} TRV{17.818182%} ,
30,60053.32421,5509.05093,0.091736,7,AAPL{11.224490%} JPM{25.102041%} PG{13.061224%} MRK{19.387755%} CSCO{9.795918%} AXP{1.020408%} TRV{20.408163%} ,
31,60310.02837,5702.572753,0.094554,10,AAPL{6.166220%} JNJ{0.536193%} JPM{32.707775%} PG{8.579088%} MRK{20.107239%} CSCO{12.868633%} GS{0.268097%} INTC{0.268097%} AXP{0.268097%} TRV{18.230563%} ,
32,60752.01117,5783.578425,0.0952,10,AAPL{6.036745%} JNJ{0.524934%} JPM{32.020997%} PG{8.398950%} MRK{21.784777%} CSCO{12.598425%} GS{0.262467%} INTC{0.262467%} AXP{0.262467%} TRV{17.847769%} ,
33,61041.8271,5789.008348,0.094837,7,AAPL{11.224490%} JPM{25.102041%} PG{13.061224%} MRK{22.653061%} CSCO{9.795918%} AXP{1.020408%} TRV{17.142857%} ,
34,61186.20657,5841.900181,0.095477,10,AAPL{5.943152%} JNJ{0.516796%} JPM{31.524548%} PG{8.268734%} MRK{22.997416%} CSCO{12.403101%} GS{0.258398%} INTC{0.258398%} AXP{0.258398%} TRV{17.571059%} ,
35,61223.13043,6023.357352,0.098384,9,AAPL{5.927835%} JNJ{0.515464%} JPM{31.443299%} PG{8.247423%} MRK{23.453608%} CSCO{12.371134%} GS{0.257732%} AXP{0.257732%} TRV{17.525773%} ,
36,61502.04033,6032.149254,0.09808,9,AAPL{5.943152%} JPM{31.524548%} PG{8.268734%} MRK{23.514212%} CSCO{12.403101%} GS{0.258398%} INTC{0.258398%} AXP{0.258398%} TRV{17.571059%} ,
37,61769.46204,6059.911787,0.098105,6,AAPL{12.149533%} JPM{23.738318%} PG{11.962617%} MRK{22.242991%} CSCO{11.962617%} TRV{17.943925%} ,
38,61878.22133,6063.37353,0.097989,6,AAPL{12.476723%} JPM{22.905028%} PG{11.918063%} MRK{22.160149%} CSCO{11.918063%} TRV{18.621974%} ,
39,61880.07033,6081.75378,0.098283,6,AAPL{12.359551%} JPM{23.595506%} PG{11.985019%} MRK{22.097378%} CSCO{11.985019%} TRV{17.977528%} ,
40,61957.92078,6098.638927,0.098432,6,AAPL{12.014787%} JPM{23.475046%} PG{11.829945%} MRK{23.105360%} CSCO{11.829945%} TRV{17.744917%} ,
41,61990.27364,6107.841986,0.098529,6,AAPL{12.267658%} JPM{23.420074%} PG{11.895911%} MRK{22.676580%} CSCO{11.895911%} TRV{17.843866%} ,
42,62032.10935,6111.398108,0.09852,6,AAPL{11.970534%} JPM{23.388582%} PG{11.786372%} MRK{23.388582%} CSCO{11.786372%} TRV{17.679558%} ,
43,62035.11606,6132.328206,0.098853,6,AAPL{12.476723%} JPM{23.649907%} PG{11.918063%} MRK{22.160149%} CSCO{11.918063%} TRV{17.877095%} ,
44,62120.40168,6133.16662,0.09873,6,AAPL{12.177122%} JPM{23.247232%} PG{11.808118%} MRK{23.247232%} CSCO{11.808118%} TRV{17.712177%} ,
45,62136.78309,6157.54539,0.099097,6,AAPL{12.384473%} JPM{23.475046%} PG{11.829945%} MRK{22.735675%} CSCO{11.829945%} TRV{17.744917%} ,
46,62153.04729,6161.998875,0.099142,6,AAPL{12.662942%} JPM{23.649907%} PG{11.918063%} MRK{21.973929%} CSCO{11.918063%} TRV{17.877095%} ,
47,62172.79128,6168.395352,0.099214,6,AAPL{12.639405%} JPM{23.605948%} PG{11.895911%} MRK{22.118959%} CSCO{11.895911%} TRV{17.843866%} ,
48,62196.76365,6170.036059,0.099202,6,AAPL{12.338858%} JPM{23.388582%} PG{11.786372%} MRK{23.020258%} CSCO{11.786372%} TRV{17.679558%} ,
49,62227.73157,6176.027693,0.099249,6,AAPL{12.316176%} JPM{23.345588%} PG{11.764706%} MRK{23.161765%} CSCO{11.764706%} TRV{17.647059%} ,
50,62239.98325,6186.947547,0.099405,6,AAPL{12.569316%} JPM{23.475046%} PG{11.829945%} MRK{22.550832%} CSCO{11.829945%} TRV{17.744917%} ,
51,62266.15485,6193.118749,0.099462,6,AAPL{12.546125%} JPM{23.431734%} PG{11.808118%} MRK{22.693727%} CSCO{11.808118%} TRV{17.712177%} ,
52,62294.13963,6199.540366,0.09952,6,AAPL{12.523020%} JPM{23.388582%} PG{11.786372%} MRK{22.836096%} CSCO{11.786372%} TRV{17.679558%} ,
53,62313.82349,6204.028031,0.099561,6,AAPL{12.801484%} JPM{23.562152%} PG{11.873840%} MRK{22.077922%} CSCO{11.873840%} TRV{17.810761%} ,
54,62321.78263,6205.532,0.099572,6,AAPL{12.500000%} JPM{23.345588%} PG{11.764706%} MRK{22.977941%} CSCO{11.764706%} TRV{17.647059%} ,
55,62349.77391,6211.480805,0.099623,6,AAPL{12.477064%} JPM{23.302752%} PG{11.743119%} MRK{23.119266%} CSCO{11.743119%} TRV{17.614679%} ,
56,62352.59063,6216.349704,0.099697,6,AAPL{12.754159%} JPM{23.475046%} PG{11.829945%} MRK{22.365989%} CSCO{11.829945%} TRV{17.744917%} ,
57,62375.39939,6222.520906,0.099759,6,AAPL{12.730627%} JPM{23.431734%} PG{11.808118%} MRK{22.509225%} CSCO{11.808118%} TRV{17.712177%} ,
58,62398.12275,6228.571861,0.09982,6,AAPL{12.707182%} JPM{23.388582%} PG{11.786372%} MRK{22.651934%} CSCO{11.786372%} TRV{17.679558%} ,
59,62423.26887,6234.665645,0.099877,6,AAPL{12.683824%} JPM{23.345588%} PG{11.764706%} MRK{22.794118%} CSCO{11.764706%} TRV{17.647059%} ,
60,62448.78648,6240.716599,0.099933,6,AAPL{12.660550%} JPM{23.302752%} PG{11.743119%} MRK{22.935780%} CSCO{11.743119%} TRV{17.614679%} ,
61,62476.70729,6246.850986,0.099987,6,AAPL{12.637363%} JPM{23.260073%} PG{11.721612%} MRK{23.076923%} CSCO{11.721612%} TRV{17.582418%} ,
62,62503.64918,6252.722373,0.100038,6,AAPL{12.614260%} JPM{23.217550%} PG{11.700183%} MRK{23.217550%} CSCO{11.700183%} TRV{17.550274%} ,
63,62707.12755,6263.470129,0.099885,6,AAPL{12.406015%} JPM{23.872180%} PG{12.030075%} MRK{23.872180%} CSCO{12.030075%} TRV{15.789474%} ,
64,62712.08712,6274.748366,0.100056,6,AAPL{12.665406%} JPM{24.007561%} PG{12.098299%} MRK{23.251418%} CSCO{12.098299%} TRV{15.879017%} ,
65,62768.30726,6287.396763,0.100168,6,AAPL{12.617702%} JPM{23.917137%} PG{12.052731%} MRK{23.540490%} CSCO{12.052731%} TRV{15.819209%} ,
66,62796.06657,6293.30716,0.100218,6,AAPL{12.593985%} JPM{23.872180%} PG{12.030075%} MRK{23.684211%} CSCO{12.030075%} TRV{15.789474%} ,
67,62801.28195,6301.779003,0.100345,6,AAPL{13.186813%} JPM{23.260073%} PG{11.721612%} MRK{21.794872%} CSCO{12.454212%} TRV{17.582418%} ,
68,62859.05679,6325.432906,0.100629,6,AAPL{13.090909%} JPM{23.090909%} PG{11.636364%} MRK{22.363636%} CSCO{12.363636%} TRV{17.454545%} ,
69,62896.27476,6336.988718,0.100753,6,AAPL{13.043478%} JPM{23.007246%} PG{11.594203%} MRK{22.644928%} CSCO{12.318841%} TRV{17.391304%} ,
70,62897.25116,6357.84669,0.101083,6,AAPL{13.090909%} JPM{23.090909%} PG{11.636364%} MRK{23.090909%} CSCO{11.636364%} TRV{17.454545%} ,
71,63000.22097,6378.19401,0.101241,6,AAPL{13.176895%} JPM{22.924188%} PG{11.552347%} MRK{22.924188%} CSCO{11.913357%} TRV{17.509025%} ,
72,63303.32164,6389.270641,0.100931,6,AAPL{12.859885%} JPM{24.376200%} PG{12.284069%} MRK{23.992322%} CSCO{12.284069%} TRV{14.203455%} ,
73,63313.93424,6847.7693,0.108156,10,AAPL{6.442577%} JNJ{0.560224%} JPM{34.173669%} PG{4.481793%} MRK{21.008403%} CSCO{13.445378%} GS{0.280112%} INTC{0.280112%} AXP{0.280112%} TRV{19.047619%} ,
