After EL,,,Gbest ratio:,1.205214,#in front,1843
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,27388.70996,29034.0915,1.060075,22,AAPL{5.919283%} MSFT{1.524664%} UNH{0.089686%} JNJ{6.636771%} WMT{0.089686%} JPM{10.582960%} PG{0.179372%} MRK{2.869955%} KO{0.089686%} NKE{11.210762%} DIS{2.242152%} VZ{6.547085%} AMGN{10.941704%} IBM{6.008969%} CRM{0.269058%} CAT{0.089686%} INTC{2.600897%} AXP{0.627803%} BA{10.852018%} MMM{9.417040%} DD{0.269058%} WBA{10.941704%} ,
2,27496.02745,29846.72997,1.085492,22,AAPL{6.005460%} MSFT{1.546861%} UNH{0.090992%} JNJ{6.733394%} WMT{0.090992%} JPM{10.737034%} PG{0.181984%} MRK{1.455869%} KO{0.090992%} NKE{11.373976%} DIS{2.274795%} VZ{6.642402%} AMGN{11.101001%} IBM{6.096451%} CRM{0.272975%} CAT{0.090992%} INTC{2.638763%} AXP{0.636943%} BA{11.010009%} MMM{9.554140%} DD{0.272975%} WBA{11.101001%} ,
3,27597.21638,30261.4441,1.09654,22,AAPL{6.049496%} MSFT{1.558203%} UNH{0.091659%} JNJ{6.782768%} WMT{0.091659%} JPM{10.815765%} PG{0.183318%} MRK{0.733272%} KO{0.091659%} NKE{11.457379%} DIS{2.291476%} VZ{6.691109%} AMGN{11.182401%} IBM{6.141155%} CRM{0.274977%} CAT{0.091659%} INTC{2.658112%} AXP{0.641613%} BA{11.090742%} MMM{9.624198%} DD{0.274977%} WBA{11.182401%} ,
4,27606.45505,30419.40005,1.101894,21,AAPL{5.919283%} MSFT{1.524664%} UNH{0.089686%} JNJ{6.636771%} WMT{0.089686%} JPM{10.582960%} PG{0.179372%} KO{0.089686%} NKE{11.210762%} DIS{2.242152%} VZ{6.547085%} AMGN{10.941704%} IBM{6.008969%} CRM{0.269058%} CAT{0.089686%} INTC{5.470852%} AXP{0.627803%} BA{10.852018%} MMM{9.417040%} DD{0.269058%} WBA{10.941704%} ,
5,27655.67266,30438.02668,1.100607,21,AAPL{6.005460%} MSFT{1.546861%} UNH{0.090992%} JNJ{6.733394%} WMT{0.090992%} JPM{10.737034%} PG{0.181984%} KO{0.090992%} NKE{11.373976%} DIS{2.274795%} VZ{6.642402%} AMGN{11.101001%} IBM{6.096451%} CRM{0.272975%} CAT{0.090992%} INTC{2.638763%} AXP{0.636943%} BA{11.010009%} MMM{11.010009%} DD{0.272975%} WBA{11.101001%} ,
6,27660.01434,30470.75813,1.101618,22,AAPL{6.071757%} MSFT{1.563937%} UNH{0.091996%} JNJ{6.807728%} WMT{0.091996%} JPM{10.855566%} PG{0.183993%} MRK{0.367985%} KO{0.091996%} NKE{11.499540%} DIS{2.299908%} VZ{6.715731%} AMGN{11.223551%} IBM{6.163753%} CRM{0.275989%} CAT{0.091996%} INTC{2.667893%} AXP{0.643974%} BA{11.131555%} MMM{9.659614%} DD{0.275989%} WBA{11.223551%} ,
7,27694.46022,30576.50583,1.104066,22,AAPL{6.082949%} MSFT{1.566820%} UNH{0.092166%} JNJ{6.820276%} WMT{0.092166%} JPM{10.875576%} PG{0.184332%} MRK{0.184332%} KO{0.092166%} NKE{11.520737%} DIS{2.304147%} VZ{6.728111%} AMGN{11.244240%} IBM{6.175115%} CRM{0.276498%} CAT{0.092166%} INTC{2.672811%} AXP{0.645161%} BA{11.152074%} MMM{9.677419%} DD{0.276498%} WBA{11.244240%} ,
8,27696.58235,30717.66957,1.109078,21,AAPL{6.071757%} MSFT{1.563937%} UNH{0.091996%} JNJ{6.807728%} WMT{0.091996%} JPM{10.855566%} PG{0.183993%} KO{0.091996%} NKE{11.499540%} DIS{2.299908%} VZ{6.715731%} AMGN{11.223551%} IBM{6.163753%} CRM{0.275989%} CAT{0.091996%} INTC{2.667893%} AXP{0.643974%} BA{11.131555%} MMM{9.659614%} DD{0.275989%} WBA{11.591536%} ,
9,27704.7059,30852.21669,1.113609,21,AAPL{6.071757%} MSFT{1.563937%} UNH{0.091996%} JNJ{6.807728%} WMT{0.091996%} JPM{10.855566%} PG{0.183993%} KO{0.091996%} NKE{11.499540%} DIS{2.299908%} VZ{6.715731%} AMGN{11.223551%} IBM{6.163753%} CRM{0.643974%} CAT{0.091996%} INTC{2.667893%} AXP{0.643974%} BA{11.131555%} MMM{9.659614%} DD{0.275989%} WBA{11.223551%} ,
