After EL,,,Gbest ratio:,2.290926,#in front,881
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,11565.65445,24680.64695,2.13396,15,AAPL{11.307420%} UNH{0.942285%} JNJ{0.235571%} PG{1.531213%} CVX{11.307420%} MRK{12.603062%} KO{14.840989%} CSCO{0.588928%} NKE{3.180212%} DIS{5.653710%} AMGN{4.004711%} CRM{0.117786%} BA{11.542992%} MMM{7.420495%} TRV{14.723204%} ,
2,11643.7053,24792.5696,2.129268,15,AAPL{10.946408%} UNH{0.912201%} JNJ{0.912201%} PG{1.596351%} CVX{11.402509%} MRK{11.972634%} KO{14.367161%} CSCO{0.228050%} NKE{3.534778%} DIS{5.473204%} AMGN{3.990878%} CRM{1.824401%} BA{12.998860%} MMM{5.359179%} TRV{14.481186%} ,
3,11644.25347,25099.54364,2.155531,15,AAPL{11.047181%} UNH{0.920598%} JNJ{0.920598%} PG{1.611047%} CVX{11.507480%} MRK{12.082854%} KO{14.499425%} CSCO{0.230150%} NKE{3.567319%} DIS{4.602992%} AMGN{4.027618%} CRM{1.841197%} BA{13.118527%} MMM{5.408516%} TRV{14.614499%} ,
4,11649.66703,25250.02574,2.167446,16,AAPL{7.282185%} UNH{1.820546%} PG{1.560468%} CVX{9.102731%} MRK{14.564369%} KO{15.604681%} MCD{0.130039%} NKE{4.551365%} DIS{4.681404%} AMGN{4.681404%} HON{0.260078%} CRM{1.040312%} CAT{0.130039%} BA{14.434330%} MMM{3.641092%} TRV{16.514954%} ,
5,11654.4622,25377.83018,2.17752,14,AAPL{7.561930%} UNH{1.825293%} PG{1.694915%} CVX{8.865711%} MRK{14.602347%} KO{15.906128%} NKE{4.563233%} DIS{4.172099%} AMGN{4.693611%} CRM{1.043025%} CAT{0.391134%} BA{14.471969%} MMM{3.650587%} TRV{16.558018%} ,
6,11665.83745,25620.50309,2.196199,16,AAPL{7.179487%} UNH{1.794872%} PG{1.666667%} CVX{8.974359%} MRK{14.358974%} KO{15.128205%} MCD{0.128205%} NKE{4.487179%} DIS{4.102564%} AMGN{4.615385%} HON{0.256410%} CRM{1.025641%} CAT{0.128205%} BA{13.205128%} MMM{6.666667%} TRV{16.282051%} ,
7,11708.8891,26206.34794,2.238158,13,AAPL{7.522698%} UNH{1.686122%} PG{1.945525%} CVX{9.857328%} MRK{14.526589%} KO{15.564202%} NKE{4.669261%} DIS{2.075227%} AMGN{4.669261%} CRM{0.389105%} BA{13.359274%} MMM{7.263294%} TRV{16.472114%} ,
8,11721.78378,26282.1364,2.242162,13,AAPL{7.483871%} UNH{1.677419%} PG{1.935484%} CVX{9.806452%} MRK{14.451613%} KO{15.483871%} NKE{4.645161%} DIS{2.064516%} AMGN{4.645161%} CRM{0.387097%} BA{13.806452%} MMM{7.225806%} TRV{16.387097%} ,
9,11740.99989,26289.86518,2.23915,14,AAPL{7.483871%} UNH{1.806452%} PG{1.677419%} CVX{8.774194%} MRK{14.451613%} KO{15.741935%} NKE{4.516129%} DIS{2.064516%} AMGN{4.645161%} CRM{1.032258%} CAT{0.387097%} BA{13.290323%} MMM{7.741935%} TRV{16.387097%} ,
