After EL,,,Gbest ratio:,0.884316,#in front,682
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,13193.20673,9416.101989,0.713708,11,AAPL{1.033592%} JNJ{8.010336%} WMT{21.705426%} PG{4.134367%} KO{32.816537%} NKE{7.751938%} DIS{3.359173%} HON{3.875969%} IBM{4.134367%} CRM{12.403101%} TRV{0.775194%} ,
2,13300.80363,10192.4814,0.766306,11,JNJ{8.115183%} WMT{21.989529%} PG{4.188482%} MRK{2.094241%} KO{33.246073%} NKE{8.115183%} DIS{3.141361%} HON{3.664921%} IBM{2.094241%} CRM{12.565445%} TRV{0.785340%} ,
3,13312.92445,10493.87473,0.788247,10,JNJ{8.659218%} WMT{23.463687%} PG{4.469274%} CVX{4.469274%} KO{35.474860%} NKE{8.659218%} DIS{3.351955%} HON{1.675978%} CRM{8.938547%} TRV{0.837989%} ,
4,13499.5351,10496.38276,0.777537,14,AAPL{0.273224%} JNJ{8.196721%} WMT{24.863388%} PG{8.743169%} HD{0.819672%} MRK{0.273224%} KO{34.699454%} CSCO{0.546448%} NKE{3.005464%} DIS{4.098361%} HON{1.912568%} IBM{2.185792%} CRM{10.109290%} TRV{0.273224%} ,
5,13520.70938,10588.40343,0.783125,14,AAPL{0.285714%} JNJ{8.571429%} WMT{22.571429%} PG{9.142857%} HD{0.857143%} MRK{0.285714%} KO{36.285714%} CSCO{0.571429%} NKE{3.142857%} DIS{4.285714%} HON{2.000000%} IBM{1.142857%} CRM{10.571429%} TRV{0.285714%} ,
6,13548.43059,10961.84636,0.809086,10,JNJ{8.857143%} WMT{24.000000%} PG{4.571429%} CVX{2.285714%} KO{36.285714%} NKE{8.857143%} DIS{3.428571%} HON{1.714286%} CRM{9.142857%} TRV{0.857143%} ,
7,13648.66754,11021.69913,0.807529,13,AAPL{0.264550%} JNJ{12.169312%} WMT{25.132275%} PG{8.465608%} HD{0.793651%} MRK{0.264550%} KO{33.597884%} CSCO{0.529101%} NKE{2.910053%} DIS{3.968254%} HON{1.851852%} CRM{9.788360%} TRV{0.264550%} ,
8,13719.56829,11085.56811,0.808011,9,JNJ{8.659218%} WMT{23.463687%} PG{4.469274%} KO{35.474860%} NKE{8.659218%} DIS{3.351955%} HON{1.675978%} CRM{8.938547%} TRV{5.307263%} ,
9,13721.91666,11149.34165,0.812521,11,JNJ{7.888041%} WMT{25.445293%} PG{6.106870%} KO{32.315522%} NKE{3.816794%} DIS{7.379135%} AMGN{0.254453%} HON{1.781170%} IBM{2.035623%} CRM{12.213740%} TRV{0.763359%} ,
