After EL,,,Gbest ratio:,0.720818,#in front,1952
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,104410.0227,71171.15676,0.681651,6,CVX{20.444444%} HD{0.222222%} MRK{25.111111%} NKE{7.111111%} AMGN{22.888889%} BA{24.222222%} ,
2,104440.553,71676.75597,0.686292,6,CVX{23.175966%} HD{0.214592%} MRK{24.248927%} NKE{6.866953%} AMGN{22.103004%} BA{23.390558%} ,
3,104502.9927,73100.44536,0.699506,5,CVX{23.566879%} MRK{23.991507%} NKE{3.397028%} AMGN{23.566879%} BA{25.477707%} ,
4,104550.2818,73292.76448,0.701029,5,CVX{25.215517%} MRK{24.353448%} NKE{3.448276%} AMGN{22.844828%} BA{24.137931%} ,
5,104565.3318,73315.08773,0.701141,5,CVX{24.843424%} MRK{23.590814%} NKE{3.340292%} AMGN{23.173278%} BA{25.052192%} ,
6,104596.1454,73409.14486,0.701834,5,CVX{25.373134%} MRK{23.880597%} NKE{3.411514%} AMGN{23.454158%} BA{23.880597%} ,
7,104617.3274,73418.2585,0.701779,5,CVX{25.465839%} MRK{23.395445%} NKE{3.312629%} AMGN{22.981366%} BA{24.844720%} ,
8,104643.1792,73452.26354,0.701931,5,CVX{24.549550%} MRK{21.621622%} NKE{3.603604%} AMGN{25.225225%} BA{25.000000%} ,
9,104649.7561,73470.07024,0.702057,5,CVX{25.773196%} MRK{23.298969%} NKE{3.298969%} AMGN{22.886598%} BA{24.742268%} ,
10,104649.8715,73479.37124,0.702145,5,CVX{24.719101%} MRK{21.573034%} NKE{3.595506%} AMGN{25.168539%} BA{24.943820%} ,
11,104659.9092,73508.09775,0.702352,5,CVX{24.887892%} MRK{21.524664%} NKE{3.587444%} AMGN{25.112108%} BA{24.887892%} ,
12,104663.0949,73519.67008,0.702441,5,CVX{24.943820%} MRK{21.573034%} NKE{3.595506%} AMGN{25.168539%} BA{24.719101%} ,
13,104663.7555,73552.75123,0.702753,5,CVX{24.788136%} MRK{21.822034%} NKE{3.389831%} AMGN{25.211864%} BA{24.788136%} ,
14,104691.9644,73559.63446,0.702629,5,CVX{25.113122%} MRK{21.719457%} NKE{3.619910%} AMGN{25.339367%} BA{24.208145%} ,
15,104701.6572,73656.8036,0.703492,5,CVX{25.420168%} MRK{21.638655%} NKE{3.361345%} AMGN{25.000000%} BA{24.579832%} ,
16,104729.2784,73692.01564,0.703643,5,CVX{24.898785%} MRK{21.052632%} NKE{3.238866%} AMGN{25.708502%} BA{25.101215%} ,
17,104739.5239,73733.02168,0.703966,5,CVX{25.887265%} MRK{21.503132%} NKE{3.340292%} AMGN{24.843424%} BA{24.425887%} ,
18,104746.2193,73742.14342,0.704008,5,CVX{25.201613%} MRK{20.967742%} NKE{3.225806%} AMGN{25.604839%} BA{25.000000%} ,
19,104753.0937,73748.38033,0.704021,5,CVX{26.096033%} MRK{21.503132%} NKE{3.340292%} AMGN{24.634656%} BA{24.425887%} ,
20,104753.223,73765.12238,0.70418,5,CVX{25.352113%} MRK{20.925553%} NKE{3.219316%} AMGN{25.553320%} BA{24.949698%} ,
21,104760.0962,73771.5005,0.704195,5,CVX{25.604839%} MRK{20.967742%} NKE{3.225806%} AMGN{25.201613%} BA{25.000000%} ,
22,104761.1956,73780.7078,0.704275,5,CVX{25.553320%} MRK{20.925553%} NKE{3.219316%} AMGN{25.352113%} BA{24.949698%} ,
23,104764.4376,73790.23666,0.704344,5,CVX{25.502008%} MRK{20.883534%} NKE{3.212851%} AMGN{25.502008%} BA{24.899598%} ,
24,104766.9556,73797.36035,0.704395,5,CVX{25.918367%} MRK{21.224490%} NKE{3.265306%} AMGN{25.102041%} BA{24.489796%} ,
25,104777.0048,73817.81092,0.704523,5,CVX{25.813008%} MRK{21.138211%} NKE{3.252033%} AMGN{25.406504%} BA{24.390244%} ,
26,104782.1633,73826.32095,0.70457,5,CVX{25.760649%} MRK{21.095335%} NKE{3.245436%} AMGN{25.557809%} BA{24.340771%} ,
27,104788.0074,73918.9829,0.705415,5,CVX{25.657895%} MRK{24.780702%} NKE{1.754386%} AMGN{23.245614%} BA{24.561404%} ,
28,104840.9451,73930.0989,0.705164,5,CVX{25.113122%} MRK{21.719457%} NKE{2.714932%} AMGN{26.244344%} BA{24.208145%} ,
29,104847.8576,74000.23219,0.705787,5,CVX{25.215517%} MRK{24.353448%} NKE{1.724138%} AMGN{24.568966%} BA{24.137931%} ,
30,104848.0502,74054.31466,0.706301,5,CVX{24.654378%} MRK{22.119816%} NKE{1.843318%} AMGN{25.806452%} BA{25.576037%} ,
31,104856.1121,74109.63983,0.706775,5,CVX{25.000000%} MRK{22.018349%} NKE{1.834862%} AMGN{25.688073%} BA{25.458716%} ,
32,104859.7646,74135.52067,0.706997,5,CVX{25.171625%} MRK{21.967963%} NKE{1.830664%} AMGN{25.629291%} BA{25.400458%} ,
33,104868.0098,74163.78799,0.707211,5,CVX{25.342466%} MRK{21.917808%} NKE{1.826484%} AMGN{25.570776%} BA{25.342466%} ,
34,104870.9674,74176.30033,0.70731,5,CVX{25.400458%} MRK{21.967963%} NKE{1.830664%} AMGN{25.629291%} BA{25.171625%} ,
35,104879.5576,74191.19914,0.707394,5,CVX{25.458716%} MRK{22.018349%} NKE{1.834862%} AMGN{25.688073%} BA{25.000000%} ,
36,104901.7585,74220.07523,0.70752,5,CVX{25.576037%} MRK{22.119816%} NKE{1.843318%} AMGN{25.806452%} BA{24.654378%} ,
37,104905.0553,74272.92231,0.708001,5,CVX{25.854701%} MRK{22.008547%} NKE{1.709402%} AMGN{25.427350%} BA{25.000000%} ,
38,104928.9537,74285.57509,0.707961,5,CVX{25.308642%} MRK{21.399177%} NKE{1.646091%} AMGN{26.131687%} BA{25.514403%} ,
39,104937.0427,74347.0146,0.708492,5,CVX{26.326964%} MRK{21.868365%} NKE{1.698514%} AMGN{25.265393%} BA{24.840764%} ,
40,104946.7802,74352.86161,0.708482,5,CVX{26.595745%} MRK{21.914894%} NKE{1.702128%} AMGN{24.893617%} BA{24.893617%} ,
41,104948.0475,74362.65662,0.708566,5,CVX{26.539278%} MRK{21.868365%} NKE{1.698514%} AMGN{25.053079%} BA{24.840764%} ,
42,104950.2631,74371.91567,0.70864,5,CVX{26.483051%} MRK{21.822034%} NKE{1.694915%} AMGN{25.211864%} BA{24.788136%} ,
43,104955.3558,74380.28465,0.708685,5,CVX{25.918367%} MRK{21.224490%} NKE{1.632653%} AMGN{25.918367%} BA{25.306122%} ,
44,104956.8574,74384.60208,0.708716,5,CVX{26.539278%} MRK{21.868365%} NKE{1.698514%} AMGN{25.265393%} BA{24.628450%} ,
45,104958.8139,74390.35148,0.708758,5,CVX{26.539278%} MRK{21.656051%} NKE{1.698514%} AMGN{25.265393%} BA{24.840764%} ,
46,104959.2508,74397.32377,0.708821,5,CVX{26.348548%} MRK{21.576763%} NKE{1.659751%} AMGN{25.518672%} BA{24.896266%} ,
47,104969.8735,74410.06508,0.708871,5,CVX{26.595745%} MRK{21.489362%} NKE{1.702128%} AMGN{25.319149%} BA{24.893617%} ,
48,104970.125,74415.2,0.708918,5,CVX{26.239669%} MRK{21.487603%} NKE{1.652893%} AMGN{25.826446%} BA{24.793388%} ,
49,104975.1467,74422.32436,0.708952,5,CVX{26.185567%} MRK{21.443299%} NKE{1.649485%} AMGN{25.979381%} BA{24.742268%} ,
50,104985.3358,74432.18258,0.708977,5,CVX{26.131687%} MRK{21.399177%} NKE{1.646091%} AMGN{26.131687%} BA{24.691358%} ,
51,104992.7109,74449.19343,0.709089,5,CVX{26.709402%} MRK{21.153846%} NKE{1.709402%} AMGN{25.427350%} BA{25.000000%} ,
52,105000.9173,74480.77784,0.709335,5,CVX{26.513570%} MRK{20.876827%} NKE{1.670146%} AMGN{25.887265%} BA{25.052192%} ,
53,105019.9017,74487.6903,0.709272,5,CVX{25.949367%} MRK{20.253165%} NKE{1.687764%} AMGN{26.793249%} BA{25.316456%} ,
54,105021.7018,74499.95992,0.709377,5,CVX{25.576037%} MRK{22.119816%} NKE{0.921659%} AMGN{25.806452%} BA{25.576037%} ,
55,105027.1084,74515.84808,0.709492,5,CVX{26.338330%} MRK{20.556745%} NKE{1.713062%} AMGN{26.552463%} BA{24.839400%} ,
56,105029.5455,74521.09182,0.709525,5,CVX{26.451613%} MRK{20.645161%} NKE{1.720430%} AMGN{26.451613%} BA{24.731183%} ,
57,105036.4842,74530.47222,0.709567,5,CVX{25.694444%} MRK{22.222222%} NKE{0.925926%} AMGN{25.925926%} BA{25.231481%} ,
58,105038.4822,74532.54041,0.709574,5,CVX{26.304802%} MRK{20.041754%} NKE{1.670146%} AMGN{26.513570%} BA{25.469729%} ,
59,105039.1286,74537.39421,0.709616,5,CVX{26.260504%} MRK{20.168067%} NKE{1.680672%} AMGN{26.680672%} BA{25.210084%} ,
60,105046.8746,74559.65502,0.709775,5,CVX{26.415094%} MRK{20.125786%} NKE{1.677149%} AMGN{26.624738%} BA{25.157233%} ,
61,105049.069,74564.37616,0.709805,5,CVX{26.652452%} MRK{20.469083%} NKE{1.705757%} AMGN{26.439232%} BA{24.733475%} ,
62,105050.0196,74588.22084,0.710026,5,CVX{26.077586%} MRK{22.198276%} NKE{0.862069%} AMGN{25.646552%} BA{25.215517%} ,
63,105061.8507,74593.32109,0.709994,5,CVX{26.793249%} MRK{20.253165%} NKE{1.687764%} AMGN{26.371308%} BA{24.894515%} ,
64,105066.9964,74599.7691,0.710021,5,CVX{26.906780%} MRK{20.338983%} NKE{1.694915%} AMGN{26.271186%} BA{24.788136%} ,
65,105069.9281,74603.91477,0.710041,5,CVX{26.736842%} MRK{20.210526%} NKE{1.684211%} AMGN{26.526316%} BA{24.842105%} ,
66,105070.9629,74604.44012,0.710039,5,CVX{27.021277%} MRK{20.425532%} NKE{1.702128%} AMGN{26.170213%} BA{24.680851%} ,
67,105073.987,74611.97839,0.71009,5,CVX{26.963907%} MRK{20.382166%} NKE{1.698514%} AMGN{26.326964%} BA{24.628450%} ,
68,105075.7824,74612.08835,0.710079,5,CVX{26.680672%} MRK{20.168067%} NKE{1.680672%} AMGN{26.680672%} BA{24.789916%} ,
69,105076.899,74660.01435,0.710527,5,CVX{26.552463%} MRK{22.055675%} NKE{0.856531%} AMGN{25.481799%} BA{25.053533%} ,
70,105084.839,74666.46377,0.710535,5,CVX{26.239669%} MRK{21.487603%} NKE{0.826446%} AMGN{25.826446%} BA{25.619835%} ,
