After EL,,,Gbest ratio:,0.36119,#in front,6298
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,81936.44625,15097.21176,0.184255,12,UNH{0.512821%} JNJ{16.410256%} V{2.051282%} JPM{4.871795%} HD{0.512821%} NKE{8.205128%} AMGN{16.666667%} HON{0.512821%} INTC{0.256410%} MMM{5.384615%} TRV{17.948718%} WBA{26.666667%} ,
2,82183.05908,19007.29795,0.23128,15,UNH{0.240385%} V{4.326923%} JPM{2.163462%} PG{1.201923%} HD{1.682692%} MRK{0.240385%} NKE{15.384615%} AMGN{15.865385%} HON{2.403846%} GS{1.923077%} INTC{0.721154%} AXP{0.721154%} MMM{0.240385%} TRV{23.076923%} WBA{29.807692%} ,
3,82301.86314,19983.32127,0.242805,11,UNH{0.558659%} V{2.234637%} JPM{5.307263%} HD{0.558659%} NKE{8.938547%} AMGN{18.156425%} HON{0.558659%} INTC{0.279330%} MMM{5.865922%} TRV{28.491620%} WBA{29.050279%} ,
4,82935.7581,20546.62973,0.247742,11,UNH{0.584795%} V{2.339181%} JPM{5.555556%} HD{0.584795%} NKE{9.356725%} AMGN{19.005848%} HON{0.584795%} INTC{0.292398%} MMM{6.140351%} TRV{25.146199%} WBA{30.409357%} ,
5,83318.9344,20848.30879,0.250223,11,UNH{0.598802%} V{2.395210%} JPM{5.688623%} HD{0.598802%} NKE{9.580838%} AMGN{19.461078%} HON{0.598802%} INTC{0.299401%} MMM{6.287425%} TRV{23.353293%} WBA{31.137725%} ,
6,83632.78204,20940.95124,0.250392,12,UNH{0.598802%} V{2.395210%} JPM{5.688623%} PG{2.395210%} HD{0.598802%} NKE{9.580838%} AMGN{19.461078%} HON{0.598802%} INTC{0.299401%} MMM{6.287425%} TRV{20.958084%} WBA{31.137725%} ,
7,83633.52838,20982.32259,0.250884,11,UNH{0.609756%} V{2.439024%} JPM{5.792683%} HD{0.609756%} NKE{10.365854%} AMGN{19.817073%} HON{0.609756%} INTC{0.304878%} MMM{6.402439%} TRV{21.341463%} WBA{31.707317%} ,
8,83688.03015,21051.21465,0.251544,12,UNH{0.606061%} V{2.424242%} JPM{5.757576%} PG{1.212121%} HD{0.606061%} NKE{9.696970%} AMGN{19.696970%} HON{0.606061%} INTC{0.303030%} MMM{6.363636%} TRV{21.212121%} WBA{31.515152%} ,
9,83691.54235,21072.87169,0.251792,11,UNH{0.611621%} V{2.446483%} JPM{5.810398%} HD{0.611621%} NKE{10.091743%} AMGN{19.877676%} HON{0.611621%} INTC{0.305810%} MMM{6.422018%} TRV{21.406728%} WBA{31.804281%} ,
10,83696.60837,21123.9406,0.252387,11,UNH{0.611621%} V{2.446483%} JPM{5.810398%} HD{0.611621%} NKE{9.785933%} AMGN{19.877676%} HON{0.611621%} INTC{0.305810%} MMM{6.422018%} TRV{21.712538%} WBA{31.804281%} ,
11,83735.89907,21135.71031,0.252409,12,UNH{0.611621%} V{2.446483%} JPM{5.810398%} PG{0.305810%} HD{0.611621%} NKE{9.785933%} AMGN{19.877676%} HON{0.611621%} INTC{0.305810%} MMM{6.422018%} TRV{21.406728%} WBA{31.804281%} ,
12,83743.36263,21137.54498,0.252409,11,UNH{0.611621%} V{2.752294%} JPM{5.810398%} HD{0.611621%} NKE{9.785933%} AMGN{19.877676%} HON{0.611621%} INTC{0.305810%} MMM{6.422018%} TRV{21.406728%} WBA{31.804281%} ,
13,83755.07674,21164.18608,0.252691,11,UNH{0.613497%} V{2.453988%} JPM{5.828221%} HD{0.613497%} NKE{9.815951%} AMGN{19.938650%} HON{0.613497%} INTC{0.306748%} MMM{6.441718%} TRV{21.472393%} WBA{31.901840%} ,
14,83774.52871,21164.31959,0.252634,11,UNH{0.611621%} V{2.446483%} JPM{5.810398%} HD{0.917431%} NKE{9.785933%} AMGN{19.877676%} HON{0.611621%} INTC{0.305810%} MMM{6.422018%} TRV{21.406728%} WBA{31.804281%} ,
15,83811.24766,21286.57747,0.253982,11,UNH{0.611621%} V{2.446483%} JPM{5.810398%} HD{0.611621%} NKE{9.785933%} AMGN{19.877676%} HON{0.611621%} INTC{0.305810%} MMM{6.422018%} TRV{21.406728%} WBA{32.110092%} ,
16,83875.55728,21408.73421,0.255244,11,UNH{0.609756%} V{2.439024%} JPM{5.792683%} HD{0.609756%} NKE{9.756098%} AMGN{19.817073%} HON{0.609756%} INTC{0.304878%} MMM{6.402439%} TRV{21.341463%} WBA{32.317073%} ,
17,84006.552,21649.22164,0.257709,11,UNH{0.606061%} V{2.424242%} JPM{5.757576%} HD{0.606061%} NKE{9.696970%} AMGN{19.696970%} HON{0.606061%} INTC{0.303030%} MMM{6.363636%} TRV{21.212121%} WBA{32.727273%} ,
18,84502.38231,22027.0328,0.260668,12,V{0.291545%} JPM{5.539359%} MRK{0.874636%} MCD{0.291545%} NKE{0.291545%} DIS{2.040816%} AMGN{20.408163%} GS{0.583090%} INTC{0.583090%} MMM{7.288630%} TRV{30.029155%} WBA{31.778426%} ,
19,85082.92567,23036.3342,0.270752,11,UNH{0.584795%} V{2.339181%} JPM{5.555556%} HD{0.584795%} NKE{9.356725%} AMGN{19.005848%} HON{0.584795%} INTC{0.292398%} MMM{6.140351%} TRV{20.467836%} WBA{35.087719%} ,
20,86000.30386,23086.06905,0.268442,12,V{0.313480%} JPM{5.956113%} MRK{0.940439%} MCD{0.313480%} NKE{0.313480%} DIS{2.194357%} AMGN{21.943574%} GS{0.626959%} INTC{0.626959%} MMM{7.836991%} TRV{24.764890%} WBA{34.169279%} ,
21,86299.64597,23197.61074,0.268803,12,V{2.821317%} JPM{5.956113%} MRK{0.940439%} MCD{0.313480%} NKE{0.313480%} DIS{2.194357%} AMGN{21.943574%} GS{0.626959%} INTC{0.626959%} MMM{7.836991%} TRV{22.257053%} WBA{34.169279%} ,
22,86394.41669,23269.13769,0.269336,12,V{0.319489%} JPM{6.070288%} MRK{0.958466%} MCD{0.319489%} NKE{0.958466%} DIS{2.236422%} AMGN{22.364217%} GS{0.638978%} INTC{0.638978%} MMM{7.987220%} TRV{22.683706%} WBA{34.824281%} ,
23,86451.10762,23334.6235,0.269917,12,V{1.587302%} JPM{6.031746%} MRK{0.952381%} MCD{0.317460%} NKE{0.317460%} DIS{2.222222%} AMGN{22.222222%} GS{0.634921%} INTC{0.634921%} MMM{7.936508%} TRV{22.539683%} WBA{34.603175%} ,
24,86530.16551,23349.13785,0.269838,13,JNJ{0.320513%} V{0.320513%} JPM{6.089744%} MRK{0.961538%} MCD{0.320513%} NKE{0.320513%} DIS{2.243590%} AMGN{22.435897%} GS{0.641026%} INTC{0.641026%} MMM{8.012821%} TRV{22.756410%} WBA{34.935897%} ,
25,86536.30224,23404.2375,0.270456,12,V{0.958466%} JPM{6.070288%} MRK{0.958466%} MCD{0.319489%} NKE{0.319489%} DIS{2.236422%} AMGN{22.364217%} GS{0.638978%} INTC{0.638978%} MMM{7.987220%} TRV{22.683706%} WBA{34.824281%} ,
26,86593.33058,23437.50198,0.270662,13,V{0.320513%} JPM{6.089744%} PG{0.320513%} MRK{0.961538%} MCD{0.320513%} NKE{0.320513%} DIS{2.243590%} AMGN{22.435897%} GS{0.641026%} INTC{0.641026%} MMM{8.012821%} TRV{22.756410%} WBA{34.935897%} ,
27,86623.08221,23467.54867,0.270916,13,V{0.320513%} JPM{6.089744%} HD{0.320513%} MRK{0.961538%} MCD{0.320513%} NKE{0.320513%} DIS{2.243590%} AMGN{22.435897%} GS{0.641026%} INTC{0.641026%} MMM{8.012821%} TRV{22.756410%} WBA{34.935897%} ,
28,86625.50811,23475.14541,0.270996,12,V{0.321543%} JPM{6.109325%} MRK{0.964630%} MCD{0.321543%} NKE{0.321543%} DIS{2.250804%} AMGN{22.508039%} GS{0.643087%} INTC{0.643087%} MMM{8.038585%} TRV{22.829582%} WBA{35.048232%} ,
29,86795.7081,23715.93824,0.273239,12,V{0.319489%} JPM{6.070288%} MRK{0.958466%} MCD{0.319489%} NKE{0.319489%} DIS{2.236422%} AMGN{22.364217%} GS{0.638978%} INTC{0.638978%} MMM{7.987220%} TRV{22.683706%} WBA{35.463259%} ,
30,86844.04685,24174.39469,0.278366,9,JNJ{0.353357%} V{2.826855%} JPM{7.420495%} NKE{11.307420%} AMGN{11.307420%} AXP{0.706714%} MMM{9.540636%} TRV{22.614841%} WBA{33.922261%} ,
31,87133.17742,24512.29717,0.28132,11,JPM{5.817175%} PG{0.831025%} HD{1.108033%} AMGN{18.005540%} HON{0.277008%} GS{0.554017%} INTC{1.108033%} BA{1.385042%} MMM{6.925208%} TRV{28.808864%} WBA{35.180055%} ,
32,87340.21385,24808.16,0.284041,16,V{0.632911%} JPM{5.063291%} PG{0.949367%} HD{0.316456%} KO{0.316456%} CSCO{0.316456%} NKE{0.632911%} DIS{0.949367%} AMGN{15.506329%} HON{0.316456%} GS{0.316456%} INTC{1.265823%} AXP{1.265823%} MMM{6.645570%} TRV{30.379747%} WBA{35.126582%} ,
33,87411.62641,24899.94268,0.284858,6,JPM{8.394161%} NKE{11.678832%} AMGN{11.678832%} MMM{9.489051%} TRV{23.357664%} WBA{35.401460%} ,
34,87833.86498,25586.86124,0.29131,7,JNJ{4.545455%} JPM{8.806818%} HD{0.284091%} AMGN{13.636364%} MMM{9.943182%} TRV{27.272727%} WBA{35.511364%} ,
35,87953.39235,26062.22621,0.296319,8,JNJ{0.353357%} V{2.826855%} JPM{7.420495%} AMGN{11.307420%} AXP{0.706714%} MMM{9.540636%} TRV{33.922261%} WBA{33.922261%} ,
36,88623.25753,26146.70047,0.295032,9,JNJ{0.374532%} V{2.996255%} JPM{7.865169%} NKE{5.992509%} AMGN{11.985019%} AXP{0.749064%} MMM{10.112360%} TRV{23.970037%} WBA{35.955056%} ,
37,88633.75213,26849.79816,0.30293,5,JPM{8.394161%} AMGN{11.678832%} MMM{9.489051%} TRV{35.036496%} WBA{35.401460%} ,
38,89368.83761,27147.10092,0.303765,8,JNJ{0.374532%} V{2.996255%} JPM{7.865169%} AMGN{11.985019%} AXP{0.749064%} MMM{10.112360%} TRV{29.962547%} WBA{35.955056%} ,
39,89385.96105,27313.02757,0.305563,5,JPM{8.620690%} AMGN{11.379310%} MMM{10.344828%} TRV{33.793103%} WBA{35.862069%} ,
40,89591.02965,27369.41833,0.305493,6,V{11.678832%} JPM{8.394161%} AMGN{11.678832%} MMM{9.489051%} TRV{23.357664%} WBA{35.401460%} ,
41,89694.23099,27572.07134,0.307401,5,JPM{9.440559%} AMGN{11.188811%} MMM{9.440559%} TRV{33.566434%} WBA{36.363636%} ,
42,89939.23319,27657.59814,0.307514,9,V{0.334448%} JPM{9.698997%} HD{0.334448%} MRK{0.334448%} AMGN{11.371237%} HON{0.334448%} MMM{8.695652%} TRV{32.107023%} WBA{36.789298%} ,
43,90213.45246,27906.56918,0.309339,5,JPM{8.139535%} AMGN{12.403101%} MMM{11.240310%} TRV{31.007752%} WBA{37.209302%} ,
44,90291.10871,28021.62256,0.310348,5,JPM{8.914729%} AMGN{12.403101%} MMM{10.077519%} TRV{31.007752%} WBA{37.596899%} ,
45,90423.05417,28138.87809,0.311191,5,JPM{8.076923%} AMGN{12.692308%} MMM{8.846154%} TRV{31.923077%} WBA{38.461538%} ,
46,90698.78498,28297.55716,0.311995,6,V{6.201550%} JPM{8.914729%} AMGN{12.403101%} MMM{10.077519%} TRV{24.806202%} WBA{37.596899%} ,
47,90911.2476,28343.43882,0.31177,5,JPM{10.000000%} AMGN{10.666667%} MMM{10.000000%} TRV{32.000000%} WBA{37.333333%} ,
48,90953.85051,28357.19203,0.311776,6,JPM{10.163934%} PG{0.327869%} AMGN{10.491803%} MMM{9.508197%} TRV{32.131148%} WBA{37.377049%} ,
49,90955.08139,28390.63119,0.312139,5,JPM{9.731544%} AMGN{10.738255%} MMM{9.731544%} TRV{32.214765%} WBA{37.583893%} ,
50,91104.70184,28403.33244,0.311766,5,JPM{10.283688%} AMGN{17.021277%} MMM{10.283688%} TRV{22.695035%} WBA{39.716312%} ,
51,91196.54597,28459.01906,0.312062,9,V{4.848485%} JPM{8.787879%} PG{0.303030%} AMGN{10.000000%} HON{0.303030%} GS{1.212121%} MMM{7.575758%} TRV{29.393939%} WBA{37.575758%} ,
52,91284.78469,28584.80419,0.313139,6,JPM{11.032028%} PG{0.355872%} AMGN{11.387900%} MMM{10.320285%} TRV{29.181495%} WBA{37.722420%} ,
53,91290.38079,28663.81504,0.313985,5,JPM{9.200000%} AMGN{12.800000%} MMM{10.400000%} TRV{28.800000%} WBA{38.800000%} ,
54,91324.12862,28671.78503,0.313956,5,JPM{9.349593%} AMGN{14.634146%} MMM{10.569106%} TRV{26.016260%} WBA{39.430894%} ,
55,91406.441,28734.54428,0.31436,5,JPM{10.000000%} AMGN{11.851852%} MMM{10.000000%} TRV{29.629630%} WBA{38.518519%} ,
56,91472.5664,28806.17843,0.314916,6,V{3.200000%} JPM{9.200000%} AMGN{12.800000%} MMM{10.400000%} TRV{25.600000%} WBA{38.800000%} ,
57,91690.05682,28838.19423,0.314518,7,V{5.693950%} JPM{11.032028%} PG{0.355872%} AMGN{11.387900%} MMM{10.320285%} TRV{23.487544%} WBA{37.722420%} ,
58,91738.7733,28868.38395,0.31468,6,V{10.738255%} JPM{9.731544%} AMGN{10.738255%} MMM{9.731544%} TRV{21.476510%} WBA{37.583893%} ,
59,91789.73592,28998.22785,0.31592,6,V{5.925926%} JPM{10.000000%} AMGN{11.851852%} MMM{10.000000%} TRV{23.703704%} WBA{38.518519%} ,
