Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,42503.90849,20488.53507,0.482039,8,MSFT{18.443804%} WMT{9.221902%} JPM{3.170029%} KO{5.187320%} NKE{5.187320%} DIS{4.610951%} VZ{18.443804%} DD{35.734870%} ,
2,43377.13762,22399.53105,0.51639,8,MSFT{15.880893%} WMT{15.880893%} JPM{0.744417%} KO{4.466501%} NKE{4.466501%} DIS{3.970223%} VZ{23.821340%} DD{30.769231%} ,
3,43437.49917,22868.56481,0.526471,8,MSFT{16.243655%} WMT{16.243655%} JPM{2.538071%} KO{4.568528%} NKE{4.568528%} DIS{4.060914%} VZ{20.304569%} DD{31.472081%} ,
4,43441.97935,22874.21551,0.526546,8,MSFT{16.202532%} WMT{16.202532%} JPM{2.784810%} KO{4.556962%} NKE{4.556962%} DIS{4.050633%} VZ{20.253165%} DD{31.392405%} ,
5,43447.39662,22914.38571,0.527405,8,MSFT{16.284987%} WMT{16.284987%} JPM{2.798982%} KO{4.580153%} NKE{4.071247%} DIS{4.071247%} VZ{20.356234%} DD{31.552163%} ,
6,43457.71917,22959.80034,0.528325,8,MSFT{16.284987%} WMT{16.284987%} JPM{2.798982%} KO{4.071247%} NKE{4.580153%} DIS{4.071247%} VZ{20.356234%} DD{31.552163%} ,
7,43471.7527,23089.09017,0.531129,8,MSFT{16.169154%} WMT{16.169154%} JPM{2.736318%} MRK{0.497512%} NKE{4.477612%} DIS{3.980100%} VZ{24.378109%} DD{31.592040%} ,
8,43481.95664,23109.4223,0.531472,8,MSFT{16.202532%} WMT{16.202532%} JPM{2.784810%} KO{0.506329%} NKE{4.556962%} DIS{4.050633%} VZ{24.303797%} DD{31.392405%} ,
9,43539.979,23164.63923,0.532031,8,MSFT{16.129032%} WMT{16.377171%} JPM{2.729529%} MRK{0.496278%} NKE{4.466501%} DIS{3.970223%} VZ{24.317618%} DD{31.513648%} ,
10,43594.39761,23190.75617,0.531966,8,MSFT{15.880893%} WMT{16.625310%} JPM{2.729529%} MRK{0.496278%} NKE{4.466501%} DIS{3.970223%} VZ{24.317618%} DD{31.513648%} ,
11,43605.21057,23235.08507,0.532851,8,MSFT{16.169154%} WMT{16.666667%} JPM{2.238806%} MRK{0.497512%} NKE{4.477612%} DIS{3.980100%} VZ{24.378109%} DD{31.592040%} ,
12,43607.80724,23237.95328,0.532885,8,MSFT{16.129032%} WMT{16.625310%} JPM{2.481390%} MRK{0.496278%} NKE{4.466501%} DIS{3.970223%} VZ{24.317618%} DD{31.513648%} ,
13,43610.94243,23359.69623,0.535638,7,MSFT{16.169154%} WMT{16.666667%} JPM{2.736318%} NKE{4.477612%} DIS{3.980100%} VZ{24.378109%} DD{31.592040%} ,
14,43705.86389,23409.17551,0.535607,7,MSFT{16.537468%} WMT{16.795866%} JPM{1.808786%} NKE{6.201550%} DIS{4.134367%} VZ{21.963824%} DD{32.558140%} ,
15,43753.57979,23583.45633,0.539006,8,MSFT{16.886544%} WMT{16.886544%} JPM{2.902375%} KO{0.527704%} NKE{4.749340%} DIS{4.221636%} VZ{21.108179%} DD{32.717678%} ,
16,43865.2816,24069.97576,0.548725,6,MSFT{16.455696%} WMT{16.202532%} NKE{8.101266%} DIS{2.025316%} VZ{25.063291%} DD{32.151899%} ,
17,43934.14061,24409.1195,0.555584,6,MSFT{20.186335%} WMT{10.248447%} JPM{3.416149%} NKE{6.832298%} VZ{20.496894%} DD{38.819876%} ,
18,44030.44522,24777.30788,0.562731,7,MSFT{16.886544%} WMT{17.150396%} JPM{1.846966%} NKE{6.332454%} DIS{2.110818%} VZ{22.427441%} DD{33.245383%} ,
19,44152.72553,24806.07343,0.561824,6,MSFT{16.709512%} WMT{16.452442%} NKE{8.226221%} DIS{1.028278%} VZ{24.935733%} DD{32.647815%} ,
20,44306.18882,24819.499,0.560181,8,AAPL{0.274725%} MSFT{15.109890%} WMT{17.582418%} JPM{4.395604%} NKE{4.395604%} DIS{2.197802%} VZ{21.153846%} DD{34.890110%} ,
21,44393.58968,24956.18552,0.562157,8,AAPL{0.547945%} MSFT{15.068493%} WMT{17.534247%} JPM{4.383562%} NKE{4.383562%} DIS{2.191781%} VZ{21.095890%} DD{34.794521%} ,
22,44394.68024,25484.19337,0.574037,7,MSFT{17.066667%} WMT{17.333333%} JPM{1.866667%} NKE{6.400000%} DIS{1.066667%} VZ{22.666667%} DD{33.600000%} ,
23,44629.16227,25843.01534,0.579061,7,MSFT{17.158177%} WMT{17.426273%} JPM{1.876676%} NKE{6.434316%} DIS{0.536193%} VZ{22.788204%} DD{33.780161%} ,
24,44759.55497,26023.90087,0.581416,7,MSFT{17.204301%} WMT{17.473118%} JPM{1.881720%} NKE{6.451613%} DIS{0.268817%} VZ{22.849462%} DD{33.870968%} ,
25,44812.58229,26085.95308,0.582112,6,MSFT{17.066667%} WMT{17.333333%} JPM{1.866667%} NKE{7.466667%} VZ{22.666667%} DD{33.600000%} ,
26,44848.75081,26145.37832,0.582968,6,MSFT{17.158177%} WMT{17.426273%} JPM{1.876676%} NKE{6.970509%} VZ{22.788204%} DD{33.780161%} ,
27,44851.20736,26173.78902,0.583569,6,MSFT{17.204301%} WMT{17.473118%} JPM{1.881720%} NKE{6.451613%} VZ{22.849462%} DD{34.139785%} ,
28,44872.28623,26175.5145,0.583334,6,MSFT{17.204301%} WMT{17.473118%} JPM{1.881720%} NKE{6.720430%} VZ{22.849462%} DD{33.870968%} ,
29,44878.92243,26211.19553,0.584042,6,MSFT{17.250674%} WMT{17.520216%} JPM{1.886792%} NKE{6.469003%} VZ{22.641509%} DD{34.231806%} ,
30,44944.05101,26254.27622,0.584155,6,MSFT{17.473118%} WMT{17.473118%} JPM{1.881720%} NKE{6.451613%} VZ{22.849462%} DD{33.870968%} ,
31,44995.30089,26303.30831,0.584579,6,MSFT{17.694370%} WMT{17.426273%} JPM{1.876676%} NKE{6.434316%} VZ{22.788204%} DD{33.780161%} ,
32,45031.06474,26357.8931,0.585327,7,AAPL{0.271739%} MSFT{17.391304%} WMT{17.391304%} JPM{1.902174%} NKE{5.706522%} VZ{22.826087%} DD{34.510870%} ,
33,45066.17513,26372.95556,0.585205,6,MSFT{17.615176%} WMT{17.344173%} JPM{2.981030%} NKE{5.962060%} VZ{22.222222%} DD{33.875339%} ,
34,45102.71316,26402.59118,0.585388,6,MSFT{17.438692%} WMT{17.711172%} JPM{1.907357%} NKE{7.629428%} VZ{20.708447%} DD{34.604905%} ,
35,45131.90614,26435.3446,0.585735,6,MSFT{17.391304%} WMT{17.663043%} JPM{2.989130%} NKE{5.434783%} VZ{22.010870%} DD{34.510870%} ,
36,45140.29503,26469.35405,0.58638,7,AAPL{0.272480%} MSFT{17.438692%} WMT{17.438692%} JPM{2.452316%} NKE{5.994550%} VZ{22.070845%} DD{34.332425%} ,
37,45172.96563,26489.89224,0.58641,7,AAPL{0.271739%} MSFT{17.391304%} WMT{17.391304%} JPM{2.989130%} NKE{5.434783%} VZ{22.010870%} DD{34.510870%} ,
38,45229.9992,26528.9463,0.586534,6,MSFT{17.630854%} WMT{17.906336%} JPM{1.928375%} NKE{6.611570%} VZ{20.936639%} DD{34.986226%} ,
39,45273.17792,26570.26382,0.586888,7,AAPL{0.271739%} MSFT{17.391304%} WMT{17.663043%} JPM{2.717391%} NKE{5.434783%} VZ{22.010870%} DD{34.510870%} ,
40,45273.27433,26574.70109,0.586984,7,AAPL{0.272480%} MSFT{17.438692%} WMT{17.711172%} JPM{2.452316%} NKE{5.449591%} VZ{22.070845%} DD{34.604905%} ,
41,45310.85684,26605.11277,0.587169,7,AAPL{0.271739%} MSFT{17.391304%} WMT{17.663043%} JPM{2.989130%} NKE{5.434783%} VZ{21.739130%} DD{34.510870%} ,
42,45361.356,26637.79815,0.587235,7,AAPL{0.279330%} MSFT{17.877095%} WMT{17.877095%} JPM{1.117318%} NKE{5.586592%} VZ{22.067039%} DD{35.195531%} ,
43,45374.14247,26680.73714,0.588016,7,AAPL{0.277778%} MSFT{17.777778%} WMT{17.777778%} JPM{1.944444%} NKE{5.833333%} VZ{21.111111%} DD{35.277778%} ,
44,45384.98599,26694.81341,0.588186,6,MSFT{18.005540%} WMT{17.728532%} JPM{3.047091%} NKE{6.094183%} VZ{20.498615%} DD{34.626039%} ,
45,45407.31197,26726.31384,0.588591,7,AAPL{0.275482%} MSFT{17.630854%} WMT{17.630854%} JPM{3.030303%} NKE{6.611570%} VZ{19.834711%} DD{34.986226%} ,
46,45473.67823,26739.75656,0.588027,7,AAPL{0.277008%} MSFT{17.728532%} WMT{18.005540%} JPM{1.939058%} NKE{5.540166%} VZ{21.606648%} DD{34.903047%} ,
47,45503.824,26770.28969,0.588309,6,MSFT{17.955801%} WMT{17.955801%} JPM{3.038674%} NKE{6.077348%} VZ{20.441989%} DD{34.530387%} ,
48,45507.96654,26794.17676,0.58878,7,AAPL{0.278552%} MSFT{17.827298%} WMT{17.827298%} JPM{2.506964%} NKE{6.128134%} VZ{20.334262%} DD{35.097493%} ,
49,45517.8899,26794.70338,0.588663,7,AAPL{0.274725%} MSFT{17.582418%} WMT{17.857143%} JPM{3.021978%} NKE{6.593407%} VZ{20.054945%} DD{34.615385%} ,
50,45527.91598,26815.83782,0.588998,7,AAPL{0.277778%} MSFT{17.777778%} WMT{17.777778%} JPM{3.055556%} NKE{5.555556%} VZ{20.277778%} DD{35.277778%} ,
51,45585.51991,26856.18124,0.589138,7,AAPL{0.278552%} MSFT{17.827298%} WMT{17.827298%} JPM{3.064067%} NKE{5.571031%} VZ{20.055710%} DD{35.376045%} ,
52,45623.88314,26873.09712,0.589014,7,AAPL{0.552486%} MSFT{17.679558%} WMT{17.955801%} JPM{1.933702%} NKE{5.524862%} VZ{21.546961%} DD{34.806630%} ,
53,45647.73098,26890.48406,0.589087,7,AAPL{0.277008%} MSFT{17.728532%} WMT{18.005540%} JPM{3.047091%} NKE{5.540166%} VZ{20.221607%} DD{35.180055%} ,
54,45650.19292,26897.61256,0.589211,7,AAPL{0.831025%} MSFT{17.728532%} WMT{17.728532%} JPM{1.385042%} NKE{5.540166%} VZ{21.883657%} DD{34.903047%} ,
