After EL,,,Gbest ratio:,0.580099,#in front,6095
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,62622.60664,30382.03604,0.485161,20,AAPL{18.119658%} MSFT{0.341880%} UNH{0.341880%} JNJ{0.683761%} V{2.735043%} WMT{21.025641%} HD{10.256410%} MRK{10.940171%} KO{14.871795%} CSCO{1.709402%} MCD{0.341880%} NKE{4.273504%} DIS{1.538462%} VZ{1.196581%} CRM{0.854701%} GS{0.854701%} CAT{0.341880%} INTC{7.521368%} AXP{0.341880%} DD{1.709402%} ,
2,64510.95847,32405.70961,0.502329,20,AAPL{17.179903%} MSFT{0.324149%} UNH{0.324149%} JNJ{0.648298%} V{2.593193%} WMT{19.935170%} HD{14.910859%} MRK{10.372771%} KO{14.100486%} CSCO{1.620746%} MCD{0.324149%} NKE{4.051864%} DIS{1.458671%} VZ{1.134522%} CRM{0.810373%} GS{0.810373%} CAT{0.324149%} INTC{7.131280%} AXP{0.324149%} DD{1.620746%} ,
3,65079.73069,34344.8046,0.527734,18,AAPL{18.505942%} UNH{2.037351%} V{2.716469%} WMT{17.487267%} HD{16.468591%} MRK{14.091681%} KO{11.714771%} CSCO{1.528014%} MCD{0.169779%} NKE{4.923599%} DIS{1.697793%} HON{0.169779%} CRM{0.169779%} GS{0.339559%} INTC{5.772496%} BA{0.339559%} TRV{0.169779%} DD{1.697793%} ,
4,66031.7856,35095.67592,0.531497,18,AAPL{19.022688%} UNH{2.094241%} V{2.792321%} WMT{15.183246%} HD{16.928447%} MRK{14.485166%} KO{12.041885%} CSCO{1.570681%} MCD{0.174520%} NKE{5.061082%} DIS{1.745201%} HON{0.174520%} CRM{0.174520%} GS{0.349040%} INTC{5.933682%} BA{0.349040%} TRV{0.174520%} DD{1.745201%} ,
5,66503.15326,35259.06951,0.530186,18,AAPL{19.292035%} UNH{2.123894%} V{2.831858%} WMT{12.566372%} HD{17.168142%} MRK{14.690265%} KO{13.628319%} CSCO{1.592920%} MCD{0.176991%} NKE{5.132743%} DIS{1.769912%} HON{0.176991%} CRM{0.176991%} GS{0.353982%} INTC{6.017699%} BA{0.353982%} TRV{0.176991%} DD{1.769912%} ,
6,66563.67201,35485.02094,0.533099,18,AAPL{19.292035%} UNH{2.123894%} V{2.831858%} WMT{13.982301%} HD{17.168142%} MRK{14.690265%} KO{12.212389%} CSCO{1.592920%} MCD{0.176991%} NKE{5.132743%} DIS{1.769912%} HON{0.176991%} CRM{0.176991%} GS{0.353982%} INTC{6.017699%} BA{0.353982%} TRV{0.176991%} DD{1.769912%} ,
7,66857.02409,35647.28623,0.533187,18,AAPL{19.429590%} UNH{2.139037%} V{2.852050%} WMT{12.655971%} HD{17.290553%} MRK{15.508021%} KO{12.299465%} CSCO{1.604278%} MCD{0.178253%} NKE{5.169340%} DIS{1.782531%} HON{0.178253%} CRM{0.178253%} GS{0.356506%} INTC{6.060606%} BA{0.356506%} TRV{0.178253%} DD{1.782531%} ,
8,66973.19515,35730.2549,0.533501,18,AAPL{19.499106%} UNH{2.146691%} V{2.862254%} WMT{12.701252%} HD{17.352415%} MRK{14.847943%} KO{12.701252%} CSCO{1.610018%} MCD{0.178891%} NKE{5.187835%} DIS{1.788909%} HON{0.178891%} CRM{0.178891%} GS{0.357782%} INTC{6.082290%} BA{0.357782%} TRV{0.178891%} DD{1.788909%} ,
9,67086.86421,35760.7214,0.533051,18,AAPL{19.499106%} UNH{2.146691%} V{2.862254%} WMT{12.701252%} HD{17.352415%} MRK{14.847943%} KO{12.343470%} CSCO{1.610018%} MCD{0.536673%} NKE{5.187835%} DIS{1.788909%} HON{0.178891%} CRM{0.178891%} GS{0.357782%} INTC{6.082290%} BA{0.357782%} TRV{0.178891%} DD{1.788909%} ,
