After EL,,,Gbest ratio:,0.241396,#in front,4868
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,100226.2535,1946.18313,0.019418,6,WMT{25.000000%} PG{11.764706%} VZ{47.058824%} CAT{2.205882%} TRV{12.500000%} DD{1.470588%} ,
2,105156.1188,4014.092055,0.038173,6,WMT{40.963855%} VZ{38.554217%} CAT{4.216867%} TRV{12.650602%} DD{2.409639%} WBA{1.204819%} ,
3,105994.7039,7799.7557,0.073586,4,WMT{38.095238%} VZ{38.095238%} CAT{4.166667%} TRV{19.642857%} ,
4,111202.8825,8665.897821,0.077929,7,WMT{33.862434%} KO{0.529101%} DIS{2.116402%} VZ{38.095238%} IBM{0.529101%} CAT{4.761905%} TRV{20.105820%} ,
5,115244.9194,13436.18491,0.116588,4,WMT{40.552995%} VZ{29.493088%} TRV{29.493088%} WBA{0.460829%} ,
6,115434.5387,13719.89725,0.118854,3,WMT{40.552995%} VZ{29.493088%} TRV{29.953917%} ,
7,117861.7914,14320.17029,0.1215,4,WMT{38.095238%} VZ{30.476190%} TRV{30.952381%} WBA{0.476190%} ,
8,120132.1843,14999.02199,0.124854,4,WMT{35.643564%} VZ{31.683168%} TRV{32.178218%} WBA{0.495050%} ,
9,127052.9827,15944.22352,0.125493,4,WMT{32.989691%} VZ{32.989691%} CAT{7.216495%} TRV{26.804124%} ,
10,127697.0564,16436.50522,0.128715,5,WMT{32.487310%} DIS{0.507614%} VZ{32.487310%} CAT{6.598985%} TRV{27.918782%} ,
11,127751.9873,17586.52382,0.137661,4,WMT{32.000000%} VZ{32.000000%} CAT{3.500000%} TRV{32.500000%} ,
12,129573.6679,18693.68613,0.144271,5,WMT{38.095238%} VZ{25.396825%} CAT{2.777778%} TRV{32.142857%} DD{1.587302%} ,
13,129798.8661,19159.07942,0.147606,4,WMT{47.567568%} VZ{17.297297%} TRV{34.594595%} WBA{0.540541%} ,
14,130039.0793,19491.97339,0.149893,3,WMT{47.567568%} VZ{17.297297%} TRV{35.135135%} ,
15,133381.7968,20426.79761,0.153145,4,WMT{44.943820%} VZ{17.977528%} TRV{36.516854%} WBA{0.561798%} ,
16,136710.5914,21520.80492,0.157419,4,WMT{42.352941%} VZ{18.823529%} TRV{38.235294%} WBA{0.588235%} ,
17,139217.0547,21713.94588,0.155972,5,WMT{29.090909%} VZ{29.090909%} CAT{3.181818%} TRV{36.363636%} DD{2.272727%} ,
18,139750.9158,22070.02455,0.157924,3,WMT{64.864865%} TRV{34.594595%} WBA{0.540541%} ,
19,139818.4584,22402.91852,0.160229,2,WMT{64.864865%} TRV{35.135135%} ,
20,139877.2465,22833.26256,0.163238,4,WMT{52.071006%} VZ{9.467456%} TRV{37.869822%} WBA{0.591716%} ,
21,140150.1592,23198.08444,0.165523,3,WMT{52.071006%} VZ{9.467456%} TRV{38.461538%} ,
22,142904.02,23452.17266,0.164111,3,WMT{62.921348%} TRV{36.516854%} WBA{0.561798%} ,
23,143954.8519,24270.25657,0.168596,5,WMT{43.636364%} VZ{14.545455%} CAT{3.181818%} TRV{36.818182%} DD{1.818182%} ,
24,144214.2505,24384.58734,0.169086,4,WMT{49.382716%} VZ{9.876543%} TRV{40.123457%} WBA{0.617284%} ,
25,145102.1217,24546.29541,0.169166,3,WMT{47.567568%} PG{17.297297%} TRV{35.135135%} ,
26,145706.5825,24679.79387,0.16938,4,WMT{38.095238%} VZ{19.047619%} CAT{4.166667%} TRV{38.690476%} ,
27,145871.6516,24943.88585,0.170999,4,WMT{54.658385%} VZ{4.968944%} TRV{39.751553%} WBA{0.621118%} ,
28,146161.5026,25326.62606,0.173278,3,WMT{54.658385%} VZ{4.968944%} TRV{40.372671%} ,
29,147832.0021,25599.70418,0.173168,4,WMT{52.071006%} PG{9.467456%} TRV{37.869822%} WBA{0.591716%} ,
30,147937.9947,25964.52606,0.17551,3,WMT{52.071006%} PG{9.467456%} TRV{38.461538%} ,
31,148483.0945,25987.58581,0.175021,5,WMT{51.063830%} PG{8.510638%} MRK{1.063830%} TRV{38.297872%} DD{1.063830%} ,
32,149153.1759,26080.52099,0.174857,4,WMT{56.050955%} VZ{2.547771%} TRV{40.764331%} WBA{0.636943%} ,
33,149453.5291,26473.25677,0.177134,3,WMT{56.050955%} VZ{2.547771%} TRV{41.401274%} ,
34,150110.2455,26778.50469,0.178392,3,WMT{54.658385%} PG{4.968944%} TRV{40.372671%} ,
35,150857.6927,26901.94626,0.178327,2,WMT{58.598726%} TRV{41.401274%} ,
36,151174.857,27067.96764,0.179051,3,WMT{56.774194%} VZ{1.290323%} TRV{41.935484%} ,
37,151439.6882,27217.57602,0.179726,3,WMT{56.050955%} PG{2.547771%} TRV{41.401274%} ,
38,151883.2501,27285.10113,0.179645,2,WMT{58.064516%} TRV{41.935484%} ,
39,152056.7825,27371.64599,0.180009,3,WMT{57.142857%} VZ{0.649351%} TRV{42.207792%} ,
40,152170.4694,27444.87239,0.180356,3,WMT{56.774194%} PG{1.290323%} TRV{41.935484%} ,
41,152413.3969,27480.88922,0.180305,2,WMT{57.792208%} TRV{42.207792%} ,
42,152555.2731,27561.31591,0.180664,3,WMT{57.142857%} PG{0.649351%} TRV{42.207792%} ,
43,152877.6423,27592.66588,0.180489,3,WMT{56.774194%} JPM{1.290323%} TRV{41.935484%} ,
44,152908.9094,27635.62848,0.180733,3,WMT{57.142857%} JPM{0.649351%} TRV{42.207792%} ,
45,152952.336,27679.02904,0.180965,2,WMT{57.516340%} TRV{42.483660%} ,
46,153075.3358,27791.56144,0.181555,3,WMT{57.142857%} TRV{42.207792%} DD{0.649351%} ,
47,153220.9038,27902.72368,0.182108,3,WMT{56.774194%} TRV{41.935484%} DD{1.290323%} ,
48,153573.8559,28121.60349,0.183115,3,WMT{56.050955%} TRV{41.401274%} DD{2.547771%} ,
49,154279.7696,28387.93917,0.184003,5,WMT{49.494949%} PG{8.080808%} CAT{0.505051%} TRV{40.909091%} DD{1.010101%} ,
50,154494.9618,28541.5581,0.184741,3,WMT{54.658385%} TRV{40.372671%} DD{4.968944%} ,
51,155008.7487,28584.54147,0.184406,5,WMT{49.246231%} PG{8.040201%} CAT{1.005025%} TRV{40.703518%} DD{1.005025%} ,
52,155317.8389,28614.2469,0.18423,4,WMT{49.494949%} PG{8.080808%} CAT{1.515152%} TRV{40.909091%} ,
53,155756.4851,28779.08705,0.18477,5,WMT{49.000000%} PG{8.000000%} CAT{1.500000%} TRV{40.500000%} DD{1.000000%} ,
54,156165.8137,28834.21183,0.184638,4,WMT{46.753247%} PG{10.389610%} TRV{42.207792%} WBA{0.649351%} ,
55,156582.0013,29097.72421,0.185831,5,WMT{48.484848%} PG{8.080808%} CAT{1.515152%} TRV{40.909091%} DD{1.010101%} ,
56,157050.9198,29323.53016,0.186714,3,WMT{52.071006%} TRV{38.461538%} DD{9.467456%} ,
57,158236.4202,29424.69436,0.185954,4,WMT{54.054054%} TRV{43.918919%} DD{1.351351%} WBA{0.675676%} ,
58,158529.4045,29633.14574,0.186925,4,WMT{53.333333%} TRV{43.333333%} DD{2.666667%} WBA{0.666667%} ,
59,158674.7816,29648.83958,0.186853,5,WMT{48.979592%} VZ{4.081633%} CAT{3.571429%} TRV{41.326531%} DD{2.040816%} ,
60,158716.5669,29730.05148,0.187315,2,WMT{54.658385%} TRV{45.341615%} ,
61,159350.6965,30033.65094,0.188475,4,WMT{51.948052%} TRV{42.207792%} DD{5.194805%} WBA{0.649351%} ,
62,159756.3219,30181.43343,0.188922,5,WMT{33.802817%} PG{22.535211%} KO{1.408451%} NKE{0.352113%} TRV{41.901408%} ,
63,160460.6427,30449.15935,0.189761,4,WMT{53.260870%} CAT{1.630435%} TRV{44.021739%} DD{1.086957%} ,
64,160892.5356,30604.03353,0.190214,4,WMT{53.038674%} CAT{1.657459%} TRV{44.198895%} DD{1.104972%} ,
65,161154.1738,30720.56474,0.190628,5,WMT{33.333333%} PG{22.222222%} KO{1.388889%} NKE{0.347222%} TRV{42.708333%} ,
66,161761.8004,30774.90384,0.190248,4,WMT{49.382716%} TRV{40.123457%} DD{9.876543%} WBA{0.617284%} ,
67,161848.0427,30983.9492,0.191439,5,WMT{33.103448%} PG{22.068966%} KO{1.379310%} NKE{0.344828%} TRV{43.103448%} ,
68,162196.7522,31115.0562,0.191835,5,WMT{32.989691%} PG{21.993127%} KO{1.374570%} NKE{0.343643%} TRV{43.298969%} ,
69,162499.8876,31344.91473,0.192892,4,WMT{32.989691%} PG{21.993127%} KO{1.374570%} TRV{43.642612%} ,
