After EL,,,Gbest ratio:,0.70437,#in front,2577
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,23146.46059,13581.65355,0.58677,9,JNJ{24.435318%} PG{23.408624%} KO{26.078029%} NKE{3.285421%} HON{0.616016%} IBM{3.285421%} CRM{6.570842%} INTC{12.114990%} AXP{0.205339%} ,
2,23339.12403,14008.48893,0.600215,12,AAPL{0.352113%} JNJ{20.422535%} WMT{11.267606%} PG{21.830986%} KO{22.359155%} NKE{6.514085%} HON{1.056338%} IBM{2.992958%} CRM{1.760563%} CAT{0.176056%} INTC{9.859155%} WBA{1.408451%} ,
3,23408.56702,14155.13264,0.604699,12,AAPL{0.344828%} JNJ{20.000000%} WMT{11.034483%} PG{21.379310%} KO{21.896552%} NKE{9.137931%} HON{0.344828%} IBM{2.931034%} CRM{1.724138%} CAT{0.172414%} INTC{9.655172%} WBA{1.379310%} ,
4,23490.92277,14166.73708,0.603073,9,JNJ{25.265393%} PG{24.203822%} KO{26.963907%} NKE{3.397028%} HON{0.636943%} IBM{3.397028%} CRM{3.397028%} INTC{12.526539%} AXP{0.212314%} ,
5,23500.94972,14428.28777,0.613945,9,JNJ{24.435318%} PG{23.408624%} KO{26.078029%} NKE{6.570842%} HON{0.616016%} IBM{3.285421%} CRM{3.285421%} INTC{12.114990%} AXP{0.205339%} ,
6,23559.26125,14761.10071,0.626552,9,JNJ{21.675774%} WMT{11.657559%} PG{20.765027%} KO{23.132969%} NKE{8.743169%} HON{0.182149%} IBM{2.914390%} INTC{10.746812%} AXP{0.182149%} ,
7,23622.63705,14797.27516,0.626402,8,JNJ{21.636364%} WMT{11.636364%} PG{20.727273%} KO{23.090909%} NKE{8.727273%} HON{0.545455%} IBM{2.909091%} INTC{10.727273%} ,
8,23691.16165,14799.46104,0.624683,9,JNJ{21.597096%} WMT{11.615245%} PG{20.689655%} KO{23.049002%} NKE{8.711434%} HON{0.544465%} IBM{2.903811%} INTC{10.707804%} AXP{0.181488%} ,
9,23700.02661,14853.51771,0.62673,9,JNJ{21.636364%} WMT{11.636364%} PG{20.727273%} KO{23.090909%} NKE{8.727273%} HON{0.545455%} IBM{2.909091%} INTC{10.545455%} AXP{0.181818%} ,
10,23712.21023,14907.59872,0.628689,9,JNJ{21.675774%} WMT{11.657559%} PG{20.765027%} KO{23.132969%} NKE{8.743169%} HON{0.546448%} IBM{2.914390%} INTC{10.382514%} AXP{0.182149%} ,
11,23769.93231,15032.96483,0.632436,11,MSFT{0.215054%} JNJ{22.795699%} WMT{13.763441%} PG{20.645161%} KO{23.870968%} NKE{3.225806%} HON{1.290323%} IBM{1.720430%} CRM{3.440860%} INTC{8.602151%} AXP{0.430108%} ,
12,23778.34769,15082.81792,0.634309,12,AAPL{0.204082%} MSFT{0.408163%} JNJ{21.020408%} WMT{16.326531%} PG{19.591837%} KO{22.653061%} NKE{6.326531%} HON{0.816327%} IBM{1.632653%} CRM{1.632653%} CAT{0.408163%} INTC{8.979592%} ,
13,23870.915,15236.36297,0.638281,9,JNJ{21.915285%} WMT{11.786372%} PG{20.994475%} KO{23.388582%} NKE{8.839779%} HON{0.552486%} IBM{2.946593%} INTC{9.392265%} AXP{0.184162%} ,
14,24127.17147,15520.71991,0.643288,11,AAPL{0.232558%} JNJ{22.093023%} WMT{14.883721%} PG{23.255814%} KO{23.023256%} NKE{4.186047%} HON{0.232558%} IBM{0.930233%} CRM{3.720930%} INTC{6.511628%} WBA{0.930233%} ,
15,24150.47453,15529.54876,0.643033,9,JNJ{22.444890%} WMT{13.026052%} PG{20.641283%} KO{25.050100%} NKE{7.615230%} VZ{0.400802%} CAT{0.200401%} INTC{9.018036%} BA{1.603206%} ,
16,24244.75325,15657.73289,0.645819,11,MSFT{0.224719%} JNJ{23.820225%} WMT{14.382022%} PG{21.573034%} KO{23.146067%} NKE{3.370787%} HON{1.348315%} IBM{1.797753%} CRM{3.595506%} INTC{6.292135%} AXP{0.449438%} ,
17,24295.40743,15806.55853,0.650599,12,AAPL{0.213675%} MSFT{0.427350%} JNJ{22.008547%} WMT{17.094017%} PG{20.512821%} KO{22.008547%} NKE{6.623932%} HON{0.854701%} IBM{1.709402%} CRM{1.709402%} CAT{0.427350%} INTC{6.410256%} ,
18,24330.37908,15883.45801,0.652824,11,AAPL{0.211864%} MSFT{0.423729%} JNJ{21.822034%} WMT{16.949153%} PG{20.338983%} KO{23.516949%} NKE{6.567797%} IBM{1.694915%} CRM{1.694915%} CAT{0.423729%} INTC{6.355932%} ,
19,24379.44501,15885.87542,0.651609,12,AAPL{0.211864%} MSFT{0.423729%} JNJ{21.822034%} WMT{16.949153%} PG{20.338983%} KO{22.669492%} NKE{6.567797%} HON{0.847458%} IBM{1.694915%} CRM{1.694915%} CAT{0.423729%} INTC{6.355932%} ,
20,24401.18501,15908.04232,0.651937,11,AAPL{0.210970%} JNJ{21.729958%} WMT{16.877637%} PG{20.253165%} KO{23.417722%} NKE{6.540084%} HON{0.843882%} IBM{1.687764%} CRM{1.687764%} CAT{0.421941%} INTC{6.329114%} ,
21,24425.45174,15948.63057,0.652951,11,AAPL{0.212314%} MSFT{0.424628%} JNJ{21.868365%} WMT{16.985138%} PG{20.382166%} KO{23.566879%} NKE{6.581741%} IBM{1.698514%} CRM{1.698514%} CAT{0.424628%} INTC{6.157113%} ,
22,24463.31826,15950.64071,0.652023,12,AAPL{0.212314%} MSFT{0.424628%} JNJ{21.868365%} WMT{16.985138%} PG{20.382166%} KO{22.717622%} NKE{6.581741%} HON{0.849257%} IBM{1.698514%} CRM{1.698514%} CAT{0.424628%} INTC{6.157113%} ,
23,24467.12673,15954.9701,0.652098,12,AAPL{0.213675%} MSFT{0.427350%} JNJ{22.008547%} WMT{17.094017%} PG{20.940171%} KO{22.008547%} NKE{6.623932%} HON{0.854701%} IBM{1.709402%} CRM{1.709402%} CAT{0.427350%} INTC{5.982906%} ,
24,24475.95814,15970.97576,0.652517,12,AAPL{0.212766%} MSFT{0.425532%} JNJ{21.914894%} WMT{17.021277%} PG{21.276596%} KO{21.914894%} NKE{6.595745%} HON{0.851064%} IBM{1.702128%} CRM{1.702128%} CAT{0.425532%} INTC{5.957447%} ,
25,24477.63709,16145.22188,0.659591,9,JNJ{26.233184%} WMT{8.968610%} PG{23.991031%} KO{24.887892%} NKE{3.587444%} HON{0.672646%} IBM{1.793722%} CRM{3.587444%} INTC{6.278027%} ,
26,24519.06188,16171.72396,0.659557,8,JNJ{24.476987%} WMT{8.368201%} PG{22.384937%} KO{23.221757%} NKE{10.041841%} HON{0.627615%} IBM{1.673640%} INTC{9.205021%} ,
27,24661.66102,16174.28293,0.655847,11,AAPL{0.211416%} MSFT{0.422833%} JNJ{21.775899%} WMT{16.913319%} PG{20.295983%} KO{23.467230%} NKE{6.553911%} HON{0.845666%} IBM{1.691332%} CRM{1.691332%} INTC{6.131078%} ,
28,24670.7017,16196.90928,0.656524,12,AAPL{0.217865%} MSFT{0.435730%} JNJ{22.440087%} WMT{13.943355%} PG{20.915033%} KO{24.183007%} NKE{6.753813%} HON{0.871460%} IBM{1.742919%} CRM{1.742919%} CAT{0.435730%} INTC{6.318083%} ,
