After EL,,,Gbest ratio:,0.237421,#in front,10761
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,52894.92347,2180.939531,0.041232,20,AAPL{15.099715%} UNH{0.142450%} JNJ{5.128205%} WMT{0.284900%} CVX{8.262108%} HD{0.284900%} MRK{1.139601%} KO{14.245014%} CSCO{2.279202%} MCD{10.256410%} NKE{0.427350%} DIS{14.245014%} HON{1.709402%} CRM{0.427350%} CAT{1.139601%} INTC{9.401709%} AXP{3.703704%} MMM{2.421652%} TRV{0.284900%} WBA{9.116809%} ,
2,53034.76257,2472.374187,0.046618,21,AAPL{15.273775%} UNH{0.144092%} JNJ{5.187320%} WMT{0.288184%} CVX{8.357349%} HD{0.288184%} MRK{1.152738%} KO{14.409222%} CSCO{2.305476%} MCD{10.374640%} NKE{0.432277%} DIS{14.409222%} HON{1.729107%} CRM{0.432277%} CAT{1.152738%} INTC{9.510086%} AXP{3.746398%} BA{1.152738%} MMM{0.144092%} TRV{0.288184%} WBA{9.221902%} ,
3,53211.11495,3205.851974,0.060248,21,AAPL{15.099715%} UNH{0.142450%} JNJ{5.128205%} WMT{0.284900%} PG{9.116809%} CVX{8.262108%} HD{0.284900%} MRK{1.139601%} KO{14.245014%} CSCO{2.279202%} MCD{10.256410%} NKE{0.427350%} DIS{5.128205%} HON{1.709402%} CRM{0.427350%} CAT{1.139601%} INTC{9.401709%} AXP{3.703704%} MMM{2.421652%} TRV{0.284900%} WBA{9.116809%} ,
4,53319.80165,3509.048227,0.065811,22,AAPL{15.273775%} UNH{0.144092%} JNJ{5.187320%} WMT{0.288184%} PG{9.221902%} CVX{8.357349%} HD{0.288184%} MRK{1.152738%} KO{14.409222%} CSCO{2.305476%} MCD{10.374640%} NKE{0.432277%} DIS{5.187320%} HON{1.729107%} CRM{0.432277%} CAT{1.152738%} INTC{9.510086%} AXP{3.746398%} BA{1.152738%} MMM{0.144092%} TRV{0.288184%} WBA{9.221902%} ,
5,53694.25175,4079.752677,0.075981,27,AAPL{13.424947%} MSFT{1.057082%} UNH{0.422833%} JNJ{7.399577%} V{4.545455%} WMT{2.748414%} JPM{7.505285%} PG{1.902748%} CVX{2.431290%} MRK{1.374207%} KO{8.139535%} CSCO{0.211416%} MCD{4.756871%} DIS{8.033827%} VZ{0.739958%} AMGN{0.528541%} HON{0.739958%} IBM{0.211416%} CRM{0.739958%} CAT{4.228330%} INTC{12.262156%} AXP{5.391121%} BA{0.317125%} MMM{0.739958%} TRV{0.105708%} DD{0.105708%} WBA{9.936575%} ,
6,53907.17986,4247.412042,0.078791,27,AAPL{12.985685%} MSFT{1.022495%} UNH{0.408998%} JNJ{7.157464%} V{7.668712%} WMT{2.658487%} JPM{7.259714%} PG{1.840491%} CVX{2.351738%} MRK{1.329243%} KO{7.873211%} CSCO{0.204499%} MCD{4.601227%} DIS{7.770961%} VZ{0.715746%} AMGN{0.511247%} HON{0.715746%} IBM{0.204499%} CRM{0.715746%} CAT{4.089980%} INTC{11.860941%} AXP{5.214724%} BA{0.306748%} MMM{0.715746%} TRV{0.102249%} DD{0.102249%} WBA{9.611452%} ,
7,53967.85683,4527.093489,0.083885,27,AAPL{13.894967%} MSFT{1.094092%} UNH{0.437637%} JNJ{7.658643%} V{4.704595%} WMT{2.844639%} JPM{7.768053%} PG{1.969365%} CVX{2.516411%} MRK{1.422319%} KO{11.925602%} CSCO{0.218818%} MCD{4.923414%} DIS{1.312910%} VZ{0.765864%} AMGN{0.547046%} HON{0.765864%} IBM{0.218818%} CRM{0.765864%} CAT{4.376368%} INTC{12.691466%} AXP{5.579869%} BA{0.328228%} MMM{0.765864%} TRV{0.109409%} DD{0.109409%} WBA{10.284464%} ,
8,54037.47275,7042.817858,0.130332,13,AAPL{16.211878%} MSFT{0.160514%} UNH{0.481541%} JNJ{0.642055%} V{8.186196%} PG{10.272873%} KO{15.569823%} CSCO{0.160514%} MCD{10.272873%} AMGN{1.284109%} CAT{9.149278%} INTC{7.704655%} WBA{19.903692%} ,
9,54528.96323,7606.358411,0.139492,13,AAPL{15.419847%} MSFT{0.152672%} UNH{0.458015%} JNJ{0.610687%} V{7.786260%} PG{9.770992%} KO{14.809160%} CSCO{0.152672%} MCD{9.770992%} AMGN{1.221374%} CAT{8.702290%} INTC{12.213740%} WBA{18.931298%} ,
