After EL,,,Gbest ratio:,0.527151,#in front,881
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,19056.07843,3765.334811,0.197592,18,AAPL{1.691332%} MSFT{0.211416%} UNH{7.188161%} JNJ{1.057082%} V{0.845666%} PG{20.295983%} CVX{6.765328%} MRK{3.382664%} KO{20.295983%} MCD{16.913319%} VZ{2.536998%} HON{0.211416%} IBM{1.691332%} CRM{2.959831%} CAT{5.073996%} BA{1.902748%} MMM{3.594080%} TRV{3.382664%} ,
2,19076.63181,6270.067895,0.328678,16,UNH{4.487179%} V{0.854701%} PG{22.863248%} CVX{7.051282%} HD{1.282051%} MRK{0.213675%} KO{13.675214%} MCD{26.495726%} VZ{6.837607%} HON{1.282051%} CRM{1.495726%} GS{0.213675%} CAT{12.606838%} BA{0.213675%} MMM{0.213675%} WBA{0.213675%} ,
3,19469.54046,6803.994283,0.349469,14,UNH{3.890160%} PG{24.027460%} CVX{7.551487%} HD{0.686499%} KO{18.306636%} MCD{27.459954%} VZ{0.457666%} HON{0.457666%} IBM{0.228833%} CRM{2.974828%} GS{0.228833%} CAT{13.272311%} DD{0.228833%} WBA{0.228833%} ,
4,19594.97614,7109.727595,0.362834,16,UNH{4.646018%} V{0.884956%} PG{23.672566%} CVX{3.761062%} HD{1.327434%} MRK{0.221239%} KO{14.159292%} MCD{27.433628%} VZ{7.079646%} HON{1.327434%} CRM{1.548673%} GS{0.221239%} CAT{13.053097%} BA{0.221239%} MMM{0.221239%} WBA{0.221239%} ,
5,19754.6802,7338.401191,0.371477,15,AAPL{3.603604%} UNH{0.225225%} PG{23.648649%} CVX{7.432432%} HD{0.675676%} KO{14.414414%} MCD{27.027027%} VZ{7.657658%} HON{0.450450%} IBM{0.225225%} CRM{0.900901%} GS{0.225225%} CAT{13.063063%} DD{0.225225%} WBA{0.225225%} ,
6,19887.51576,7354.826371,0.369821,15,AAPL{3.571429%} UNH{0.223214%} PG{23.437500%} CVX{7.366071%} HD{0.669643%} KO{14.285714%} MCD{26.785714%} VZ{7.589286%} HON{0.446429%} IBM{0.223214%} CRM{1.785714%} GS{0.223214%} CAT{12.946429%} DD{0.223214%} WBA{0.223214%} ,
7,19984.12779,7471.572752,0.373875,17,UNH{3.899083%} PG{24.082569%} CVX{3.899083%} HD{4.357798%} KO{14.678899%} MCD{27.522936%} VZ{1.376147%} AMGN{0.917431%} HON{0.688073%} IBM{0.229358%} CRM{2.981651%} GS{0.229358%} CAT{13.302752%} AXP{0.917431%} TRV{0.458716%} DD{0.229358%} WBA{0.229358%} ,
8,20014.32257,7595.577631,0.379507,13,AAPL{3.973510%} UNH{0.220751%} PG{24.061810%} CVX{7.064018%} KO{14.128035%} MCD{27.152318%} NKE{0.220751%} VZ{7.726269%} IBM{0.220751%} CRM{1.103753%} CAT{13.686534%} DD{0.220751%} WBA{0.220751%} ,
9,20190.24966,7609.37729,0.376884,13,AAPL{3.938731%} UNH{0.218818%} PG{23.851204%} CVX{7.002188%} KO{14.004376%} MCD{26.914661%} NKE{0.218818%} VZ{7.658643%} IBM{0.218818%} CRM{1.969365%} CAT{13.566740%} DD{0.218818%} WBA{0.218818%} ,
10,20230.43149,7706.933684,0.380957,9,AAPL{3.913043%} PG{22.391304%} CVX{3.478261%} KO{20.869565%} MCD{27.608696%} IBM{6.956522%} CRM{1.086957%} CAT{13.478261%} DD{0.217391%} ,
11,20262.26054,7731.052886,0.381549,15,AAPL{3.661327%} UNH{3.890160%} PG{24.027460%} CVX{7.551487%} HD{0.686499%} KO{18.306636%} MCD{23.798627%} VZ{0.457666%} HON{0.457666%} IBM{0.228833%} CRM{2.974828%} GS{0.228833%} CAT{13.272311%} DD{0.228833%} WBA{0.228833%} ,
12,20333.12796,7913.383113,0.389187,15,AAPL{3.595506%} UNH{3.820225%} PG{23.595506%} CVX{7.415730%} HD{0.674157%} KO{17.977528%} MCD{25.168539%} VZ{0.449438%} HON{0.449438%} IBM{0.224719%} CRM{2.921348%} GS{0.224719%} CAT{13.033708%} DD{0.224719%} WBA{0.224719%} ,
13,20373.18104,8045.078215,0.394886,15,AAPL{3.595506%} UNH{3.820225%} PG{23.595506%} CVX{7.415730%} HD{0.674157%} KO{17.977528%} MCD{26.966292%} VZ{0.449438%} HON{0.449438%} IBM{0.224719%} CRM{2.921348%} GS{0.224719%} CAT{11.235955%} DD{0.224719%} WBA{0.224719%} ,
14,20378.2667,8079.776032,0.39649,15,AAPL{3.563474%} UNH{3.786192%} PG{23.385301%} CVX{7.349666%} HD{0.668151%} KO{17.817372%} MCD{26.726058%} VZ{0.445434%} HON{0.445434%} IBM{0.222717%} CRM{2.004454%} GS{0.222717%} CAT{12.917595%} DD{0.222717%} WBA{0.222717%} ,
