After EL,,,Gbest ratio:,0.350221,#in front,1914
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,46461.56186,7139.631647,0.153667,14,AAPL{15.421304%} MSFT{0.158983%} UNH{10.651828%} PG{20.190779%} CVX{1.907790%} HD{10.333863%} KO{10.651828%} CSCO{4.133545%} DIS{0.158983%} VZ{10.492846%} IBM{10.174881%} CRM{5.087440%} INTC{0.476948%} DD{0.158983%} ,
2,47598.88314,7151.020076,0.150235,15,AAPL{15.227630%} MSFT{0.156986%} UNH{10.518053%} PG{19.937206%} CVX{1.883830%} HD{10.204082%} KO{10.518053%} CSCO{2.825746%} DIS{0.156986%} VZ{10.361068%} IBM{10.047096%} CRM{5.023548%} INTC{0.470958%} DD{0.156986%} WBA{2.511774%} ,
3,47806.87634,7307.016983,0.152844,15,AAPL{15.421304%} MSFT{0.158983%} UNH{10.651828%} PG{20.190779%} CVX{1.907790%} HD{10.333863%} KO{10.651828%} CSCO{1.589825%} DIS{0.158983%} VZ{10.492846%} IBM{10.174881%} CRM{5.087440%} INTC{0.476948%} DD{0.158983%} WBA{2.543720%} ,
4,48165.78911,8000.067868,0.166094,14,AAPL{15.823817%} MSFT{0.163132%} UNH{10.929853%} PG{20.717781%} CVX{1.957586%} HD{10.603589%} KO{10.929853%} CSCO{4.241436%} DIS{0.163132%} VZ{10.766721%} IBM{10.440457%} INTC{0.489396%} DD{0.163132%} WBA{2.610114%} ,
5,48784.36208,8371.03893,0.171593,14,AAPL{16.247906%} MSFT{0.167504%} UNH{11.222781%} PG{21.273032%} CVX{2.010050%} HD{10.887772%} KO{11.222781%} CSCO{4.355109%} DIS{0.167504%} VZ{5.695142%} IBM{10.720268%} CRM{5.360134%} INTC{0.502513%} DD{0.167504%} ,
6,49405.42004,8784.37537,0.177802,14,AAPL{16.247906%} MSFT{0.167504%} UNH{11.222781%} PG{21.273032%} CVX{2.010050%} HD{10.887772%} KO{16.582915%} CSCO{4.355109%} DIS{0.167504%} VZ{0.335008%} IBM{10.720268%} CRM{5.360134%} INTC{0.502513%} DD{0.167504%} ,
7,49918.57681,9985.104767,0.200028,17,AAPL{14.726027%} UNH{10.958904%} JNJ{1.369863%} PG{21.232877%} CVX{0.856164%} HD{10.958904%} KO{11.643836%} CSCO{7.020548%} NKE{0.171233%} VZ{10.958904%} AMGN{0.342466%} HON{0.342466%} IBM{5.821918%} GS{0.171233%} INTC{2.054795%} MMM{0.513699%} DD{0.856164%} ,
8,50042.21903,10376.69197,0.207359,6,AAPL{24.365482%} PG{28.172589%} KO{16.243655%} CSCO{14.467005%} VZ{16.243655%} INTC{0.507614%} ,
9,50101.31954,11002.75659,0.21961,17,AAPL{19.281046%} UNH{10.457516%} JNJ{1.307190%} PG{20.261438%} CVX{0.816993%} HD{10.457516%} KO{11.111111%} CSCO{6.699346%} NKE{0.163399%} VZ{10.457516%} AMGN{0.326797%} HON{0.326797%} IBM{5.555556%} GS{0.163399%} INTC{1.960784%} MMM{0.490196%} DD{0.163399%} ,
10,50744.08155,11208.53582,0.220884,17,AAPL{18.627451%} UNH{10.457516%} JNJ{1.307190%} PG{20.261438%} CVX{0.816993%} HD{10.457516%} KO{11.111111%} CSCO{6.699346%} NKE{0.163399%} VZ{10.457516%} AMGN{0.326797%} HON{0.326797%} IBM{5.555556%} GS{0.163399%} INTC{1.960784%} MMM{0.490196%} DD{0.816993%} ,
11,50744.22257,11281.36896,0.222318,17,AAPL{19.186992%} UNH{10.406504%} JNJ{1.300813%} PG{20.162602%} CVX{0.813008%} HD{10.406504%} KO{11.056911%} CSCO{6.666667%} NKE{0.162602%} VZ{10.406504%} AMGN{0.325203%} HON{0.325203%} IBM{5.528455%} GS{0.162602%} INTC{1.951220%} MMM{0.487805%} DD{0.650407%} ,
12,50868.56713,11290.99189,0.221964,17,AAPL{18.892508%} UNH{10.423453%} JNJ{1.302932%} PG{20.195440%} CVX{0.814332%} HD{10.423453%} KO{11.074919%} CSCO{6.677524%} NKE{0.162866%} VZ{10.423453%} AMGN{0.325733%} HON{0.325733%} IBM{5.537459%} GS{0.162866%} INTC{1.954397%} MMM{0.488599%} DD{0.814332%} ,
13,50879.86768,11360.91037,0.223289,16,AAPL{19.186992%} UNH{10.406504%} JNJ{1.300813%} PG{20.162602%} CVX{0.813008%} HD{10.406504%} KO{11.056911%} CSCO{6.666667%} VZ{10.406504%} AMGN{0.325203%} HON{0.325203%} IBM{5.528455%} GS{0.162602%} INTC{1.951220%} MMM{0.487805%} DD{0.813008%} ,
14,50937.70381,11448.09615,0.224747,16,AAPL{19.218241%} UNH{10.423453%} JNJ{1.302932%} PG{20.195440%} CVX{0.814332%} HD{10.423453%} KO{11.074919%} CSCO{6.677524%} NKE{0.162866%} VZ{10.423453%} AMGN{0.325733%} IBM{5.537459%} GS{0.162866%} INTC{1.954397%} MMM{0.488599%} DD{0.814332%} ,
15,50977.28137,11454.63634,0.224701,16,AAPL{19.218241%} UNH{10.423453%} JNJ{1.302932%} PG{20.195440%} CVX{0.814332%} HD{10.423453%} KO{11.074919%} CSCO{6.677524%} NKE{0.162866%} VZ{10.423453%} HON{0.325733%} IBM{5.537459%} GS{0.162866%} INTC{1.954397%} MMM{0.488599%} DD{0.814332%} ,
16,51141.80173,11551.70761,0.225876,17,AAPL{19.218241%} UNH{10.423453%} JNJ{1.302932%} PG{20.195440%} CVX{0.814332%} HD{10.423453%} KO{11.074919%} CSCO{6.677524%} NKE{0.162866%} VZ{10.423453%} AMGN{0.325733%} HON{0.325733%} IBM{5.211726%} GS{0.162866%} INTC{1.954397%} MMM{0.488599%} DD{0.814332%} ,
17,51330.39384,11621.06003,0.226397,16,AAPL{19.407895%} UNH{10.526316%} PG{20.394737%} CVX{0.822368%} HD{10.526316%} KO{11.184211%} CSCO{6.743421%} NKE{0.164474%} VZ{10.526316%} AMGN{0.328947%} HON{0.328947%} IBM{5.592105%} GS{0.164474%} INTC{1.973684%} MMM{0.493421%} DD{0.822368%} ,
18,52241.76417,11699.71301,0.223953,19,AAPL{17.119565%} MSFT{0.271739%} UNH{9.375000%} JNJ{2.581522%} V{0.271739%} WMT{0.951087%} PG{16.847826%} CVX{7.201087%} HD{10.461957%} KO{8.695652%} CSCO{8.967391%} MCD{0.135870%} VZ{13.858696%} INTC{1.902174%} AXP{0.135870%} BA{0.135870%} MMM{0.135870%} DD{0.543478%} WBA{0.407609%} ,
19,52423.04117,11740.01211,0.223948,16,AAPL{19.076923%} V{0.615385%} WMT{0.461538%} PG{19.538462%} CVX{5.538462%} HD{9.846154%} KO{10.153846%} CSCO{5.384615%} VZ{11.076923%} AMGN{0.769231%} HON{1.230769%} IBM{4.923077%} CRM{0.615385%} INTC{10.153846%} DD{0.307692%} WBA{0.307692%} ,
20,52807.26168,12193.28336,0.230902,17,AAPL{17.957746%} UNH{11.267606%} JNJ{1.408451%} PG{21.830986%} CVX{0.880282%} HD{11.267606%} KO{11.971831%} CSCO{7.218310%} NKE{0.176056%} VZ{5.633803%} AMGN{0.352113%} HON{0.352113%} IBM{5.985915%} GS{0.176056%} INTC{2.112676%} MMM{0.528169%} DD{0.880282%} ,
21,52846.17986,12483.25026,0.236219,17,AAPL{20.344828%} UNH{11.034483%} JNJ{1.379310%} PG{21.379310%} CVX{0.862069%} HD{11.034483%} KO{11.724138%} CSCO{7.068966%} NKE{0.172414%} VZ{5.517241%} AMGN{0.344828%} HON{0.344828%} IBM{5.862069%} GS{0.172414%} INTC{2.068966%} MMM{0.517241%} DD{0.172414%} ,
22,53131.32507,13089.72978,0.246366,15,AAPL{19.076923%} V{0.615385%} WMT{0.461538%} PG{19.538462%} CVX{5.538462%} HD{9.846154%} KO{10.153846%} CSCO{5.384615%} VZ{16.000000%} AMGN{0.769231%} HON{1.230769%} CRM{0.615385%} INTC{10.153846%} DD{0.307692%} WBA{0.307692%} ,
23,53619.91232,14385.1144,0.268279,13,AAPL{16.860465%} MSFT{0.387597%} UNH{0.193798%} V{0.193798%} PG{24.224806%} CVX{0.193798%} HD{13.372093%} KO{12.403101%} CSCO{9.689922%} VZ{15.697674%} IBM{0.968992%} INTC{5.232558%} MMM{0.581395%} ,
24,54463.49387,14880.79237,0.273225,9,AAPL{14.042553%} UNH{1.702128%} PG{27.021277%} HD{13.617021%} KO{13.617021%} CSCO{7.659574%} VZ{13.617021%} INTC{8.510638%} MMM{0.212766%} ,
25,54515.26213,15350.87156,0.281589,12,AAPL{16.763006%} UNH{1.734104%} V{0.192678%} PG{24.084778%} CVX{0.192678%} HD{13.680154%} KO{12.716763%} CSCO{9.633911%} MCD{0.192678%} VZ{12.524085%} CRM{0.192678%} INTC{8.092486%} ,
26,54912.5563,15483.11231,0.281959,12,AAPL{18.461538%} UNH{7.307692%} JNJ{0.769231%} PG{24.423077%} CVX{0.384615%} HD{12.884615%} KO{12.500000%} CSCO{9.423077%} VZ{12.307692%} INTC{0.576923%} DD{0.769231%} WBA{0.192308%} ,
27,55273.97431,15667.57361,0.283453,11,AAPL{18.320611%} UNH{7.251908%} JNJ{0.763359%} PG{24.236641%} CVX{0.381679%} HD{14.312977%} KO{12.404580%} CSCO{9.351145%} VZ{12.213740%} INTC{0.572519%} WBA{0.190840%} ,
28,55552.40937,15914.88854,0.286484,10,AAPL{18.934911%} UNH{6.311637%} PG{24.852071%} HD{12.623274%} KO{12.623274%} CSCO{7.297830%} VZ{12.623274%} INTC{3.155819%} DD{0.788955%} WBA{0.788955%} ,
29,55866.57345,15920.41816,0.284972,12,AAPL{18.250951%} UNH{7.224335%} JNJ{0.760456%} PG{24.144487%} CVX{0.380228%} HD{13.878327%} KO{12.357414%} CSCO{9.315589%} VZ{12.167300%} INTC{0.570342%} DD{0.760456%} WBA{0.190114%} ,
30,56035.85082,15992.72363,0.285402,12,AAPL{18.216319%} UNH{7.210626%} JNJ{0.759013%} PG{24.098672%} CVX{0.379507%} HD{14.041746%} KO{12.333966%} CSCO{9.297913%} VZ{12.144213%} INTC{0.569260%} DD{0.759013%} WBA{0.189753%} ,
31,56193.90312,16023.8095,0.285152,12,AAPL{18.320611%} UNH{7.251908%} JNJ{0.763359%} PG{23.473282%} CVX{0.381679%} HD{14.312977%} KO{12.404580%} CSCO{9.351145%} VZ{12.213740%} INTC{0.572519%} DD{0.763359%} WBA{0.190840%} ,
32,56197.81864,16092.5281,0.286355,11,AAPL{18.216319%} UNH{7.210626%} JNJ{0.759013%} PG{24.098672%} CVX{0.379507%} HD{14.231499%} KO{12.333966%} CSCO{9.297913%} VZ{12.144213%} INTC{0.569260%} DD{0.759013%} ,
33,56245.77148,16115.67169,0.286522,11,AAPL{18.250951%} UNH{7.224335%} JNJ{0.760456%} PG{24.144487%} HD{14.258555%} KO{12.357414%} CSCO{9.315589%} VZ{12.167300%} INTC{0.570342%} DD{0.760456%} WBA{0.190114%} ,
34,56388.78646,16152.63248,0.286451,12,AAPL{18.250951%} UNH{6.844106%} JNJ{0.760456%} PG{24.144487%} CVX{0.380228%} HD{14.258555%} KO{12.357414%} CSCO{9.315589%} VZ{12.167300%} INTC{0.570342%} DD{0.760456%} WBA{0.190114%} ,
35,56398.8041,16243.98659,0.28802,11,AAPL{18.320611%} UNH{7.251908%} PG{24.236641%} CVX{0.381679%} HD{14.312977%} KO{12.404580%} CSCO{9.351145%} VZ{12.213740%} INTC{0.572519%} DD{0.763359%} WBA{0.190840%} ,
36,56653.15378,16378.44909,0.2891,11,AAPL{18.823529%} UNH{3.361345%} PG{21.008403%} CVX{0.840336%} HD{13.781513%} KO{10.756303%} CSCO{8.907563%} VZ{10.756303%} IBM{0.336134%} INTC{10.756303%} DD{0.672269%} ,
37,56829.99885,16562.98965,0.291448,9,AAPL{15.068493%} UNH{1.826484%} PG{28.995434%} HD{14.611872%} KO{7.305936%} CSCO{8.219178%} VZ{14.611872%} INTC{9.132420%} MMM{0.228311%} ,
38,57290.14702,16696.81283,0.291443,12,AAPL{18.669528%} UNH{0.214592%} V{0.214592%} PG{26.824034%} CVX{0.214592%} HD{13.948498%} KO{7.296137%} CSCO{10.729614%} MCD{0.214592%} VZ{13.948498%} CRM{2.145923%} INTC{5.579399%} ,
39,57386.78014,17043.39248,0.296992,8,AAPL{19.512195%} UNH{3.455285%} PG{25.813008%} CVX{0.203252%} HD{13.008130%} CSCO{8.536585%} VZ{16.260163%} INTC{13.211382%} ,
40,57962.51619,17122.9045,0.295413,10,AAPL{15.058824%} MSFT{0.470588%} UNH{15.058824%} JNJ{0.235294%} PG{29.647059%} HD{15.058824%} KO{15.058824%} CSCO{6.823529%} VZ{1.882353%} INTC{0.705882%} ,
41,58021.99071,17234.84707,0.29704,6,AAPL{27.745665%} PG{32.080925%} HD{4.624277%} KO{18.497110%} CSCO{16.473988%} INTC{0.578035%} ,
42,58031.83562,17402.02366,0.29987,12,AAPL{17.864476%} UNH{1.848049%} V{0.205339%} PG{25.667351%} CVX{0.205339%} HD{14.579055%} KO{13.552361%} CSCO{10.266940%} MCD{0.205339%} VZ{6.776181%} CRM{0.205339%} INTC{8.624230%} ,
43,58426.1618,17656.59432,0.302204,7,AAPL{20.960699%} UNH{13.973799%} PG{24.235808%} HD{13.973799%} KO{13.973799%} CSCO{12.445415%} INTC{0.436681%} ,
44,58500.33023,17708.36105,0.302705,7,AAPL{21.006565%} UNH{14.004376%} PG{24.288840%} HD{14.004376%} KO{14.004376%} CSCO{12.253829%} INTC{0.437637%} ,
45,58525.29079,17715.22426,0.302693,6,AAPL{21.052632%} UNH{14.035088%} PG{24.342105%} HD{14.035088%} KO{14.035088%} CSCO{12.500000%} ,
46,58557.38922,17849.63052,0.304823,9,AAPL{18.223235%} UNH{14.578588%} JNJ{0.227790%} PG{28.701595%} HD{14.578588%} KO{14.578588%} CSCO{6.605923%} VZ{1.822323%} INTC{0.683371%} ,
47,58716.14173,17888.80198,0.304666,9,AAPL{18.181818%} MSFT{0.454545%} UNH{14.545455%} PG{28.636364%} HD{14.545455%} KO{14.545455%} CSCO{6.590909%} VZ{1.818182%} INTC{0.681818%} ,
48,58798.18249,17894.19318,0.304332,10,AAPL{18.223235%} MSFT{0.455581%} UNH{14.578588%} JNJ{0.227790%} PG{28.701595%} HD{14.578588%} KO{14.578588%} CSCO{6.605923%} VZ{1.822323%} INTC{0.227790%} ,
49,59064.04964,18318.70515,0.31015,9,AAPL{20.556745%} UNH{0.214133%} PG{27.194861%} HD{13.704497%} KO{13.704497%} CSCO{10.278373%} VZ{6.852248%} CRM{0.214133%} INTC{7.280514%} ,
50,59856.8978,18456.08627,0.308337,9,AAPL{18.475751%} MSFT{0.461894%} UNH{14.780600%} JNJ{0.230947%} PG{29.099307%} HD{14.780600%} KO{14.780600%} CSCO{6.697460%} INTC{0.692841%} ,
51,59900.11787,18852.97779,0.31474,6,AAPL{26.519337%} PG{30.662983%} HD{8.839779%} KO{17.679558%} CSCO{15.745856%} INTC{0.552486%} ,
52,60310.14235,18942.27443,0.314081,8,AAPL{18.706697%} UNH{9.699769%} PG{29.330254%} CVX{0.461894%} HD{15.242494%} KO{14.780600%} CSCO{11.085450%} INTC{0.692841%} ,
