After EL,,,Gbest ratio:,0.923469,#in front,2650
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,22145.80147,12392.11413,0.559569,22,AAPL{2.249489%} MSFT{1.022495%} UNH{1.635992%} JNJ{6.543967%} V{0.204499%} JPM{3.680982%} PG{11.247444%} CVX{0.408998%} MRK{10.020450%} KO{24.948875%} MCD{0.204499%} NKE{4.907975%} DIS{14.723926%} VZ{0.408998%} HON{0.817996%} IBM{0.408998%} CRM{0.204499%} INTC{0.408998%} AXP{1.022495%} TRV{7.770961%} DD{0.204499%} WBA{6.952965%} ,
2,22584.85402,15071.65306,0.667335,11,AAPL{6.306306%} JNJ{0.180180%} JPM{0.360360%} PG{11.531532%} MRK{22.882883%} KO{22.342342%} CSCO{3.423423%} NKE{7.027027%} DIS{11.531532%} BA{2.882883%} TRV{11.531532%} ,
3,22617.18815,15145.88411,0.669663,9,AAPL{5.488851%} PG{10.977702%} MRK{21.783877%} KO{21.783877%} CSCO{3.773585%} NKE{7.032590%} DIS{10.977702%} BA{1.372213%} TRV{16.809605%} ,
4,23120.06784,15638.51333,0.676404,22,AAPL{2.249489%} MSFT{1.022495%} UNH{1.635992%} JNJ{6.543967%} V{0.204499%} JPM{3.680982%} PG{11.247444%} CVX{0.408998%} MRK{10.020450%} KO{24.948875%} MCD{0.204499%} NKE{4.907975%} DIS{1.635992%} VZ{0.408998%} HON{0.817996%} IBM{0.408998%} CRM{0.204499%} INTC{0.408998%} AXP{1.022495%} TRV{20.858896%} DD{0.204499%} WBA{6.952965%} ,
5,23185.34303,15933.04408,0.687203,24,AAPL{9.428130%} MSFT{0.618238%} UNH{0.309119%} JNJ{3.400309%} V{1.700155%} WMT{0.772798%} JPM{0.927357%} PG{17.465224%} MRK{14.064915%} KO{19.629057%} CSCO{2.936631%} MCD{2.627512%} NKE{1.391036%} DIS{3.245750%} VZ{2.163833%} HON{0.618238%} IBM{0.309119%} CRM{1.081917%} CAT{0.618238%} INTC{0.772798%} AXP{0.154560%} BA{2.936631%} TRV{10.664606%} WBA{2.163833%} ,
6,23319.9,17062.12411,0.731655,22,AAPL{8.514851%} MSFT{0.990099%} UNH{1.584158%} JNJ{6.336634%} V{0.198020%} JPM{0.396040%} PG{10.891089%} CVX{0.396040%} MRK{9.702970%} KO{24.158416%} MCD{0.198020%} NKE{4.752475%} DIS{1.584158%} VZ{0.396040%} HON{0.792079%} IBM{0.396040%} CRM{0.198020%} INTC{0.396040%} AXP{0.990099%} TRV{20.198020%} DD{0.198020%} WBA{6.732673%} ,
7,23383.58476,17216.0806,0.736246,9,AAPL{5.807623%} PG{11.615245%} MRK{23.049002%} KO{23.049002%} CSCO{3.992740%} NKE{7.441016%} DIS{5.807623%} BA{1.451906%} TRV{17.785844%} ,
8,23561.01103,17315.72705,0.734931,21,AAPL{8.382066%} MSFT{0.974659%} JNJ{6.237817%} V{0.194932%} JPM{3.508772%} PG{10.721248%} CVX{0.389864%} MRK{9.551657%} KO{23.781676%} MCD{0.194932%} NKE{4.678363%} DIS{1.559454%} VZ{0.389864%} HON{0.779727%} IBM{0.389864%} CRM{0.194932%} INTC{0.389864%} AXP{0.974659%} TRV{19.883041%} DD{0.194932%} WBA{6.627680%} ,
9,23647.42034,17367.58711,0.734439,22,AAPL{7.899807%} MSFT{0.963391%} UNH{1.541426%} JNJ{6.165703%} V{0.192678%} JPM{3.468208%} PG{10.597303%} CVX{0.385356%} MRK{9.441233%} KO{23.506744%} MCD{0.192678%} NKE{4.624277%} DIS{1.541426%} VZ{0.385356%} HON{0.770713%} IBM{0.385356%} CRM{0.192678%} INTC{0.385356%} AXP{0.963391%} TRV{19.653179%} DD{0.192678%} WBA{6.551060%} ,
10,23662.75825,17387.57853,0.734808,22,AAPL{8.317215%} MSFT{0.193424%} UNH{1.547389%} JNJ{6.189555%} V{0.193424%} JPM{3.481625%} PG{10.638298%} CVX{0.386847%} MRK{9.477756%} KO{23.597679%} MCD{0.193424%} NKE{4.642166%} DIS{1.547389%} VZ{0.386847%} HON{0.773694%} IBM{0.386847%} CRM{0.193424%} INTC{0.386847%} AXP{0.967118%} TRV{19.729207%} DD{0.193424%} WBA{6.576402%} ,
11,23673.98248,17424.90469,0.736036,22,AAPL{8.285164%} MSFT{0.963391%} UNH{1.541426%} JNJ{6.165703%} V{0.192678%} JPM{3.082852%} PG{10.597303%} CVX{0.385356%} MRK{9.441233%} KO{23.506744%} MCD{0.192678%} NKE{4.624277%} DIS{1.541426%} VZ{0.385356%} HON{0.770713%} IBM{0.385356%} CRM{0.192678%} INTC{0.385356%} AXP{0.963391%} TRV{19.653179%} DD{0.192678%} WBA{6.551060%} ,
12,23683.83597,17487.33319,0.738366,21,AAPL{8.285164%} MSFT{0.963391%} UNH{1.541426%} JNJ{6.165703%} V{0.192678%} JPM{3.468208%} PG{10.597303%} MRK{9.441233%} KO{23.506744%} MCD{0.192678%} NKE{4.624277%} DIS{1.541426%} VZ{0.385356%} HON{0.770713%} IBM{0.385356%} CRM{0.192678%} INTC{0.385356%} AXP{0.963391%} TRV{19.653179%} DD{0.192678%} WBA{6.551060%} ,
13,23708.30167,17500.47427,0.738158,21,AAPL{8.285164%} MSFT{0.963391%} UNH{1.541426%} JNJ{6.165703%} V{0.192678%} JPM{3.468208%} PG{10.597303%} CVX{0.385356%} MRK{9.441233%} KO{23.506744%} MCD{0.192678%} NKE{4.624277%} DIS{1.541426%} VZ{0.385356%} HON{0.770713%} IBM{0.385356%} CRM{0.192678%} AXP{0.963391%} TRV{19.653179%} DD{0.192678%} WBA{6.551060%} ,
14,23741.2769,17528.61744,0.738318,21,AAPL{8.269231%} MSFT{0.961538%} UNH{1.538462%} JNJ{6.153846%} V{0.192308%} JPM{3.461538%} PG{10.576923%} CVX{0.384615%} MRK{9.423077%} KO{23.461538%} MCD{0.192308%} NKE{4.615385%} DIS{1.538462%} VZ{0.384615%} HON{0.769231%} IBM{0.384615%} CRM{0.192308%} INTC{0.384615%} AXP{0.961538%} TRV{19.615385%} WBA{6.538462%} ,
15,23785.75074,17554.77726,0.738038,21,AAPL{8.317215%} MSFT{0.967118%} UNH{1.547389%} JNJ{6.189555%} V{0.193424%} JPM{3.481625%} PG{10.638298%} CVX{0.386847%} MRK{9.477756%} KO{23.597679%} MCD{0.193424%} NKE{4.642166%} DIS{1.547389%} VZ{0.386847%} IBM{0.386847%} CRM{0.193424%} INTC{0.386847%} AXP{0.967118%} TRV{19.729207%} DD{0.193424%} WBA{6.576402%} ,
16,23785.9985,17577.41273,0.738981,22,AAPL{8.317215%} MSFT{0.967118%} UNH{1.547389%} JNJ{6.189555%} V{0.193424%} JPM{3.481625%} PG{10.638298%} CVX{0.386847%} MRK{9.477756%} KO{23.597679%} MCD{0.193424%} NKE{4.642166%} DIS{1.547389%} VZ{0.386847%} HON{0.773694%} IBM{0.386847%} CRM{0.193424%} INTC{0.386847%} AXP{0.967118%} TRV{18.955513%} DD{0.193424%} WBA{6.576402%} ,
17,23810.0997,17580.35775,0.738357,22,AAPL{8.285164%} MSFT{0.963391%} UNH{1.541426%} JNJ{6.165703%} V{0.192678%} JPM{3.468208%} PG{10.597303%} CVX{0.385356%} MRK{9.441233%} KO{23.506744%} MCD{0.192678%} NKE{4.624277%} DIS{1.541426%} VZ{0.385356%} HON{0.770713%} IBM{0.385356%} CRM{0.192678%} INTC{0.385356%} AXP{0.963391%} TRV{19.653179%} DD{0.192678%} WBA{6.165703%} ,
18,23851.37313,17841.15734,0.748014,9,AAPL{5.807623%} PG{11.615245%} MRK{23.049002%} KO{23.049002%} CSCO{3.992740%} NKE{7.441016%} BA{1.451906%} TRV{17.785844%} WBA{5.807623%} ,
19,23863.12177,17946.94645,0.752079,9,AAPL{5.488851%} PG{10.977702%} MRK{21.783877%} KO{21.783877%} CSCO{3.773585%} MCD{10.977702%} NKE{7.032590%} BA{1.372213%} TRV{16.809605%} ,
20,23987.45463,18067.22581,0.753195,21,AAPL{8.382066%} MSFT{0.974659%} UNH{1.559454%} JNJ{6.237817%} V{0.194932%} JPM{3.508772%} PG{10.721248%} CVX{0.389864%} MRK{9.551657%} KO{23.781676%} MCD{0.194932%} NKE{4.678363%} VZ{0.389864%} HON{0.779727%} IBM{0.389864%} CRM{0.194932%} INTC{0.389864%} AXP{0.974659%} TRV{19.883041%} DD{0.194932%} WBA{6.627680%} ,
