After EL,,,Gbest ratio:,0.559573,#in front,2772
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,192880.0609,95277.48277,0.493973,5,JNJ{22.916667%} PG{13.333333%} AMGN{26.250000%} DD{17.500000%} WBA{20.000000%} ,
2,193797.2256,95751.15517,0.494079,6,UNH{7.158837%} JNJ{21.252796%} PG{7.158837%} AMGN{28.411633%} DD{14.317673%} WBA{21.700224%} ,
3,194153.5717,98587.84277,0.507783,6,MSFT{0.464037%} UNH{3.480278%} JNJ{29.466357%} AMGN{29.466357%} DD{14.849188%} WBA{22.273782%} ,
4,195166.3218,99038.34855,0.507456,6,MSFT{0.455581%} UNH{5.239180%} JNJ{28.929385%} AMGN{28.929385%} DD{14.578588%} WBA{21.867882%} ,
5,195725.9032,99260.65637,0.507141,6,MSFT{0.451467%} UNH{6.094808%} JNJ{28.668172%} AMGN{28.668172%} DD{14.446953%} WBA{21.670429%} ,
6,196017.6008,99370.93338,0.506949,6,MSFT{0.449438%} UNH{6.516854%} JNJ{28.539326%} AMGN{28.539326%} DD{14.382022%} WBA{21.573034%} ,
7,196160.9157,99526.41467,0.507371,5,UNH{6.966292%} JNJ{28.539326%} AMGN{28.539326%} DD{14.382022%} WBA{21.573034%} ,
8,196422.0742,100704.2688,0.512693,4,JNJ{25.956284%} AMGN{34.699454%} DD{17.486339%} WBA{21.857923%} ,
9,197773.2611,100834.6881,0.50985,5,UNH{7.766990%} JNJ{24.514563%} AMGN{30.825243%} DD{15.533981%} WBA{21.359223%} ,
10,198242.9406,101899.3051,0.514012,5,UNH{7.529412%} JNJ{27.764706%} AMGN{29.882353%} DD{15.058824%} WBA{19.764706%} ,
11,198538.8376,101955.1941,0.513528,7,UNH{7.061503%} JNJ{28.929385%} PG{1.822323%} HD{0.455581%} AMGN{28.929385%} DD{14.578588%} WBA{18.223235%} ,
12,198673.4093,102133.2669,0.514076,6,UNH{7.843137%} JNJ{24.754902%} PG{0.980392%} AMGN{31.127451%} DD{15.686275%} WBA{19.607843%} ,
13,198779.0778,102146.6919,0.51387,5,UNH{7.881773%} JNJ{24.876847%} AMGN{31.280788%} DD{15.763547%} WBA{20.197044%} ,
14,198996.7114,102669.8647,0.515937,5,UNH{7.766990%} JNJ{26.456311%} AMGN{30.825243%} DD{15.533981%} WBA{19.417476%} ,
15,199055.4797,102815.8054,0.516518,5,UNH{7.476636%} JNJ{29.205607%} AMGN{29.672897%} DD{14.953271%} WBA{18.691589%} ,
16,199088.2587,102832.2768,0.516516,5,UNH{7.441860%} JNJ{29.534884%} AMGN{29.534884%} DD{14.883721%} WBA{18.604651%} ,
17,199219.5351,104865.7464,0.526383,5,UNH{0.275482%} JNJ{29.476584%} AMGN{34.986226%} DD{17.630854%} WBA{17.630854%} ,
18,199648.3624,105218.2304,0.527018,5,UNH{2.162162%} JNJ{28.918919%} AMGN{34.324324%} DD{17.297297%} WBA{17.297297%} ,
19,199723.9557,105267.3711,0.527064,5,UNH{2.425876%} JNJ{28.840970%} AMGN{34.231806%} DD{17.250674%} WBA{17.250674%} ,
20,201402.4891,105388.729,0.523274,5,UNH{7.980050%} JNJ{27.431421%} AMGN{31.670823%} DD{15.960100%} WBA{16.957606%} ,
21,201428.4025,105409.2139,0.523309,5,UNH{7.843137%} JNJ{28.676471%} AMGN{31.127451%} DD{15.686275%} WBA{16.666667%} ,
22,201435.9596,105410.6009,0.523296,5,UNH{7.823961%} JNJ{28.850856%} AMGN{31.051345%} DD{15.647922%} WBA{16.625917%} ,
23,201747.3318,105728.5383,0.524064,6,UNH{8.020050%} JNJ{27.318296%} PG{0.250627%} AMGN{31.829574%} DD{16.040100%} WBA{16.541353%} ,
24,201846.0547,105853.5228,0.524427,5,UNH{8.040201%} JNJ{27.386935%} AMGN{31.909548%} DD{16.080402%} WBA{16.582915%} ,
25,201880.9127,105870.4165,0.52442,5,UNH{7.881773%} JNJ{28.817734%} AMGN{31.280788%} DD{15.763547%} WBA{16.256158%} ,
26,202077.2118,106092.6425,0.52501,5,UNH{8.060453%} JNJ{27.455919%} AMGN{31.989924%} DD{16.120907%} WBA{16.372796%} ,
27,202129.7591,106141.575,0.525116,5,UNH{7.619048%} JNJ{30.000000%} AMGN{30.000000%} DD{16.190476%} WBA{16.190476%} ,
28,202203.4968,106224.3316,0.525334,5,UNH{7.843137%} JNJ{28.921569%} AMGN{30.882353%} DD{16.176471%} WBA{16.176471%} ,
29,202298.927,106328.0798,0.525599,5,UNH{8.040201%} JNJ{27.889447%} AMGN{31.909548%} DD{16.080402%} WBA{16.080402%} ,
30,202303.267,106329.8689,0.525596,5,UNH{8.060453%} JNJ{27.707809%} AMGN{31.989924%} DD{16.120907%} WBA{16.120907%} ,
31,202328.4235,106332.6113,0.525545,5,UNH{7.940447%} JNJ{28.784119%} AMGN{31.513648%} DD{15.880893%} WBA{15.880893%} ,
