After EL,,,Gbest ratio:,1.070282,#in front,792
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,38019.30425,34087.54572,0.896585,14,MSFT{0.124688%} WMT{12.468828%} JPM{8.728180%} PG{7.980050%} MRK{0.124688%} KO{7.980050%} NKE{7.980050%} IBM{2.493766%} CRM{15.710723%} GS{14.588529%} INTC{0.498753%} AXP{7.980050%} BA{9.351621%} TRV{3.990025%} ,
2,38383.46072,34138.66565,0.889411,11,WMT{14.177215%} JPM{8.101266%} PG{8.101266%} KO{8.101266%} NKE{8.101266%} IBM{2.025316%} CRM{16.075949%} GS{14.050633%} AXP{8.101266%} BA{9.113924%} TRV{4.050633%} ,
3,38405.81709,34953.49535,0.910109,18,MSFT{0.123001%} UNH{0.123001%} WMT{7.380074%} JPM{6.150062%} PG{3.936039%} MRK{0.492005%} KO{12.546125%} NKE{9.840098%} DIS{0.369004%} AMGN{0.123001%} HON{0.123001%} IBM{0.369004%} CRM{14.145141%} GS{14.514145%} INTC{0.984010%} AXP{11.808118%} BA{12.546125%} TRV{4.428044%} ,
4,38492.246,35106.82714,0.912049,17,AAPL{0.121655%} MSFT{0.121655%} JNJ{0.486618%} WMT{11.800487%} JPM{8.029197%} PG{7.785888%} MRK{0.121655%} KO{7.785888%} NKE{7.785888%} VZ{0.973236%} IBM{1.946472%} CRM{15.450122%} GS{13.746959%} INTC{0.486618%} AXP{7.785888%} BA{11.678832%} TRV{3.892944%} ,
5,38529.79249,35578.91797,0.923413,14,MSFT{0.121507%} WMT{12.272175%} JPM{8.262454%} PG{7.776428%} MRK{0.121507%} KO{7.776428%} NKE{8.748481%} IBM{1.944107%} CRM{15.431349%} GS{13.730255%} INTC{0.486027%} AXP{7.776428%} BA{11.664642%} TRV{3.888214%} ,
6,38675.4712,35707.08465,0.923249,14,MSFT{0.121065%} WMT{12.106538%} JPM{8.474576%} PG{7.748184%} MRK{0.121065%} KO{7.748184%} NKE{7.748184%} IBM{2.421308%} CRM{15.254237%} GS{14.164649%} INTC{0.484262%} AXP{7.748184%} BA{11.985472%} TRV{3.874092%} ,
7,38687.48034,35941.66011,0.929026,16,WMT{11.556064%} JPM{7.780320%} PG{3.775744%} MRK{0.228833%} KO{9.267735%} CSCO{0.572082%} NKE{8.352403%} VZ{0.572082%} AMGN{0.114416%} IBM{2.860412%} CRM{14.530892%} GS{14.302059%} INTC{0.114416%} AXP{10.983982%} BA{11.098398%} TRV{3.890160%} ,
8,38859.19467,36013.14155,0.92676,14,MSFT{0.122249%} WMT{12.224939%} JPM{8.557457%} PG{7.823961%} MRK{0.122249%} KO{7.823961%} NKE{7.823961%} IBM{0.488998%} CRM{15.403423%} GS{14.303178%} INTC{0.488998%} AXP{7.823961%} BA{13.080685%} TRV{3.911980%} ,
9,38951.14123,36046.32979,0.925424,14,MSFT{0.120627%} WMT{12.183353%} JPM{8.202654%} PG{7.720145%} MRK{0.120627%} KO{7.720145%} NKE{8.685163%} IBM{1.930036%} CRM{15.078408%} GS{13.630881%} INTC{0.482509%} AXP{7.720145%} BA{12.545235%} TRV{3.860072%} ,
10,38969.83526,36088.10729,0.926052,13,MSFT{0.120482%} WMT{12.168675%} JPM{8.192771%} PG{7.710843%} KO{7.710843%} NKE{8.674699%} IBM{1.927711%} CRM{15.301205%} GS{13.614458%} INTC{0.481928%} AXP{7.710843%} BA{12.530120%} TRV{3.855422%} ,
