Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
104,70670.89116,17614.10428,0.249241,5,PG{67.204301%} MRK{2.150538%} VZ{7.526882%} CAT{1.075269%} BA{22.043011%} ,
105,70697.48265,17634.564,0.249437,3,PG{66.145833%} VZ{10.937500%} BA{22.916667%} ,
106,70825.31026,17640.6809,0.249073,4,PG{60.326087%} MRK{4.347826%} VZ{11.413043%} BA{23.913043%} ,
107,70831.93991,17650.06171,0.249182,4,PG{57.674419%} MRK{7.441860%} VZ{10.697674%} BA{24.186047%} ,
108,70861.94429,17657.93249,0.249188,3,PG{65.068493%} VZ{11.643836%} BA{23.287671%} ,
109,70929.22727,17660.1375,0.248983,3,PG{64.583333%} VZ{11.979167%} BA{23.437500%} ,
110,70932.28607,17718.24759,0.249791,4,PG{61.194030%} MRK{3.980100%} VZ{10.945274%} BA{23.880597%} ,
111,70983.74708,17722.58265,0.249671,5,PG{67.567568%} MRK{2.162162%} VZ{7.027027%} CAT{1.081081%} BA{22.162162%} ,
112,71020.1946,17735.00071,0.249718,4,PG{62.871287%} MRK{1.980198%} VZ{11.386139%} BA{23.762376%} ,
113,71068.0946,17762.79761,0.249941,4,PG{61.057692%} MRK{3.846154%} VZ{11.057692%} BA{24.038462%} ,
114,71111.45321,17765.64097,0.249828,4,PG{62.686567%} MRK{1.990050%} VZ{11.442786%} BA{23.880597%} ,
115,71130.07647,17797.28189,0.250208,3,PG{65.517241%} VZ{11.034483%} BA{23.448276%} ,
116,71280.59677,17801.09714,0.249733,3,PG{64.248705%} VZ{11.917098%} BA{23.834197%} ,
117,71321.23923,17806.11849,0.249661,4,PG{56.880734%} MRK{7.339450%} VZ{11.009174%} BA{24.770642%} ,
118,71325.76247,17833.30634,0.250026,5,PG{67.934783%} MRK{2.173913%} VZ{6.521739%} CAT{1.086957%} BA{22.282609%} ,
119,71327.30506,17842.82668,0.250154,3,PG{64.625850%} VZ{11.564626%} BA{23.809524%} ,
120,71351.36408,17855.86153,0.250253,4,PG{63.500000%} MRK{1.000000%} VZ{11.500000%} BA{24.000000%} ,
121,71362.75568,17867.93812,0.250382,4,PG{62.561576%} MRK{1.970443%} VZ{11.330049%} BA{24.137931%} ,
122,71446.38313,17887.79946,0.250367,4,PG{63.316583%} MRK{1.005025%} VZ{11.557789%} BA{24.120603%} ,
123,71522.20643,17917.39088,0.250515,4,PG{63.819095%} MRK{0.502513%} VZ{11.557789%} BA{24.120603%} ,
124,71540.84871,17919.49291,0.250479,4,PG{63.131313%} MRK{1.010101%} VZ{11.616162%} BA{24.242424%} ,
125,71560.62879,17923.06446,0.25046,4,PG{60.189573%} MRK{3.791469%} VZ{11.374408%} BA{24.644550%} ,
126,71576.94795,17940.49656,0.250646,3,PG{64.397906%} VZ{11.518325%} BA{24.083770%} ,
127,71593.64555,17963.44485,0.250908,4,PG{62.436548%} MRK{2.030457%} VZ{11.167513%} BA{24.365482%} ,
128,71695.4877,17979.18008,0.250771,3,PG{64.141414%} VZ{11.616162%} BA{24.242424%} ,
129,71699.13346,17989.85107,0.250908,4,PG{63.184080%} MRK{0.995025%} VZ{11.442786%} BA{24.378109%} ,
130,71709.77738,18000.25055,0.251015,4,PG{62.254902%} MRK{1.960784%} VZ{11.274510%} BA{24.509804%} ,
131,71750.48218,18020.07361,0.251149,4,PG{60.476190%} MRK{3.809524%} VZ{10.952381%} BA{24.761905%} ,
132,71794.74494,18024.28045,0.251053,3,PG{64.189189%} VZ{11.486486%} BA{24.324324%} ,
133,71871.00011,18051.35163,0.251163,4,PG{63.500000%} MRK{0.500000%} VZ{11.500000%} BA{24.500000%} ,
134,71890.76604,18075.49104,0.25143,4,PG{59.375000%} MRK{5.000000%} VZ{10.625000%} BA{25.000000%} ,
135,71907.73187,18083.51783,0.251482,3,PG{64.467005%} VZ{11.167513%} BA{24.365482%} ,
136,71943.57932,18089.65358,0.251442,4,PG{63.076923%} MRK{1.025641%} VZ{11.282051%} BA{24.615385%} ,
137,72041.9491,18114.26935,0.251441,4,PG{59.903382%} MRK{3.864734%} VZ{11.111111%} BA{25.120773%} ,
138,72049.27844,18122.53854,0.25153,4,PG{62.871287%} MRK{0.990099%} VZ{11.386139%} BA{24.752475%} ,
139,72094.54275,18165.22178,0.251964,3,PG{64.625850%} VZ{10.884354%} BA{24.489796%} ,
140,72141.36959,18196.22039,0.25223,4,PG{63.819095%} MRK{1.005025%} VZ{10.552764%} BA{24.623116%} ,
141,72270.2224,18204.20441,0.251891,3,PG{63.758389%} VZ{11.409396%} BA{24.832215%} ,
142,72307.87424,18218.52141,0.251958,3,PG{63.730570%} VZ{11.398964%} BA{24.870466%} ,
143,72322.76519,18259.77558,0.252476,4,PG{64.141414%} MRK{0.505051%} VZ{10.606061%} BA{24.747475%} ,
144,72409.921,18260.59215,0.252184,4,PG{61.650485%} MRK{1.941748%} VZ{11.165049%} BA{25.242718%} ,
145,72503.56845,18280.8327,0.252137,3,PG{63.316583%} VZ{11.557789%} BA{25.125628%} ,
146,72508.80586,18324.26771,0.252718,3,PG{64.467005%} VZ{10.659898%} BA{24.873096%} ,
147,72546.24968,18327.03664,0.252626,3,PG{64.062500%} VZ{10.937500%} BA{25.000000%} ,
148,72610.24081,18358.69289,0.252839,3,PG{64.285714%} VZ{10.714286%} BA{25.000000%} ,
149,72669.38675,18402.83019,0.25324,3,PG{65.463918%} VZ{9.793814%} BA{24.742268%} ,
150,72771.35884,18410.76747,0.252995,4,PG{60.000000%} MRK{8.000000%} VZ{7.000000%} BA{25.000000%} ,
151,72863.26524,18413.51468,0.252713,3,PG{63.000000%} VZ{11.500000%} BA{25.500000%} ,
152,72909.67717,18422.8964,0.252681,3,PG{62.790698%} VZ{11.627907%} BA{25.581395%} ,
153,72924.28566,18464.26453,0.253198,3,PG{63.730570%} VZ{10.880829%} BA{25.388601%} ,
154,72967.52816,18511.75155,0.253698,3,PG{65.803109%} VZ{9.326425%} BA{24.870466%} ,
155,73184.41278,18517.83313,0.25303,3,PG{62.436548%} VZ{11.675127%} BA{25.888325%} ,
156,73225.37723,18544.94668,0.253258,3,PG{62.686567%} VZ{11.442786%} BA{25.870647%} ,
157,73228.71737,18559.67624,0.253448,4,PG{61.688312%} MRK{1.298701%} VZ{11.038961%} BA{25.974026%} ,
158,73287.56269,18621.75192,0.254092,3,PG{66.145833%} VZ{8.854167%} BA{25.000000%} ,
159,73355.23253,18646.92869,0.2542,3,PG{65.463918%} VZ{9.278351%} BA{25.257732%} ,
160,73480.48481,18684.44293,0.254278,3,PG{64.397906%} VZ{9.947644%} BA{25.654450%} ,
161,73533.575,18697.56836,0.254273,3,PG{63.978495%} VZ{10.215054%} BA{25.806452%} ,
162,73688.53039,18722.08219,0.254071,3,PG{62.626263%} VZ{11.111111%} BA{26.262626%} ,
163,73718.73028,18729.33551,0.254065,3,PG{62.500000%} VZ{11.184211%} BA{26.315789%} ,
164,73801.53669,18758.57311,0.254176,3,PG{62.436548%} VZ{11.167513%} BA{26.395939%} ,
165,73839.55324,18780.70333,0.254345,3,PG{62.686567%} VZ{10.945274%} BA{26.368159%} ,
166,73925.12373,18782.35164,0.254073,3,PG{61.809045%} VZ{11.557789%} BA{26.633166%} ,
167,73936.23533,18836.68941,0.254769,3,PG{63.636364%} VZ{10.160428%} BA{26.203209%} ,
168,73998.22442,18851.01722,0.25475,3,PG{63.184080%} VZ{10.447761%} BA{26.368159%} ,
169,74069.83102,18871.08778,0.254774,3,PG{62.913907%} VZ{10.596026%} BA{26.490066%} ,
170,74180.8021,18875.65961,0.254455,3,PG{61.691542%} VZ{11.442786%} BA{26.865672%} ,
171,74207.87986,18899.75161,0.254687,3,PG{62.091503%} VZ{11.111111%} BA{26.797386%} ,
172,74303.78049,18942.17371,0.254929,4,PG{62.500000%} MRK{4.166667%} VZ{7.291667%} BA{26.041667%} ,
173,74408.72124,18966.87393,0.254901,4,PG{61.325967%} MRK{0.552486%} VZ{11.049724%} BA{27.071823%} ,
174,74510.94477,19017.54141,0.255232,3,PG{62.359551%} VZ{10.674157%} BA{26.966292%} ,
175,74575.19081,19021.35859,0.255063,3,PG{61.650485%} VZ{11.165049%} BA{27.184466%} ,
176,74627.82752,19041.18355,0.255149,3,PG{61.666667%} VZ{11.111111%} BA{27.222222%} ,
177,74643.85467,19060.00909,0.255346,3,PG{62.146893%} VZ{10.734463%} BA{27.118644%} ,
178,74701.23676,19068.48511,0.255263,3,PG{61.688312%} VZ{11.038961%} BA{27.272727%} ,
179,74748.11453,19080.38029,0.255262,4,PG{61.057692%} MRK{0.480769%} VZ{11.057692%} BA{27.403846%} ,
180,74778.72378,19102.89949,0.255459,3,PG{61.931818%} VZ{10.795455%} BA{27.272727%} ,
181,74866.13714,19117.23705,0.255352,4,PG{60.869565%} MRK{0.483092%} VZ{11.111111%} BA{27.536232%} ,
182,74910.28937,19125.29821,0.255309,4,PG{60.194175%} MRK{0.970874%} VZ{11.165049%} BA{27.669903%} ,
183,74925.87746,19131.27547,0.255336,3,PG{61.083744%} VZ{11.330049%} BA{27.586207%} ,
184,74942.72102,19145.93548,0.255474,3,PG{61.352657%} VZ{11.111111%} BA{27.536232%} ,
185,74976.98863,19183.31805,0.255856,3,PG{62.500000%} VZ{10.227273%} BA{27.272727%} ,
186,75049.99565,19183.806,0.255614,3,PG{61.325967%} VZ{11.049724%} BA{27.624309%} ,
187,75052.52131,19189.33338,0.255679,3,PG{61.494253%} VZ{10.919540%} BA{27.586207%} ,
188,75101.27361,19190.30248,0.255526,4,PG{60.487805%} MRK{0.487805%} VZ{11.219512%} BA{27.804878%} ,
189,75163.61048,19225.70802,0.255785,4,PG{63.829787%} MRK{2.127660%} VZ{7.446809%} BA{26.595745%} ,
190,75200.18444,19238.91584,0.255836,3,PG{61.386139%} VZ{10.891089%} BA{27.722772%} ,
191,75213.36926,19248.23246,0.255915,3,PG{61.581921%} VZ{10.734463%} BA{27.683616%} ,
192,75217.66878,19251.28485,0.255941,3,PG{61.650485%} VZ{10.679612%} BA{27.669903%} ,
193,75299.93995,19257.13204,0.255739,3,PG{60.784314%} VZ{11.274510%} BA{27.941176%} ,
194,75310.34423,19269.10962,0.255863,3,PG{61.057692%} VZ{11.057692%} BA{27.884615%} ,
195,75321.76372,19276.859,0.255927,3,PG{61.194030%} VZ{10.945274%} BA{27.860697%} ,
196,75335.24016,19288.22979,0.256032,3,PG{61.463415%} VZ{10.731707%} BA{27.804878%} ,
197,75422.35651,19294.87294,0.255824,3,PG{60.591133%} VZ{11.330049%} BA{28.078818%} ,
198,75428.74234,19305.84239,0.255948,3,PG{60.869565%} VZ{11.111111%} BA{28.019324%} ,
199,75471.95191,19324.3809,0.256047,3,PG{60.989011%} VZ{10.989011%} BA{28.021978%} ,
200,75507.21059,19347.55008,0.256234,3,PG{61.452514%} VZ{10.614525%} BA{27.932961%} ,
201,75510.42112,19357.26081,0.256352,3,PG{61.951220%} VZ{10.243902%} BA{27.804878%} ,
202,75579.92026,19364.54045,0.256213,3,PG{61.083744%} VZ{10.837438%} BA{28.078818%} ,
203,75614.78223,19371.06243,0.256181,4,PG{64.516129%} MRK{1.075269%} VZ{7.526882%} BA{26.881720%} ,
204,75673.41579,19371.81528,0.255992,3,PG{60.199005%} VZ{11.442786%} BA{28.358209%} ,
205,75678.76848,19391.03377,0.256228,3,PG{60.765550%} VZ{11.004785%} BA{28.229665%} ,
206,75689.56651,19398.13677,0.256285,3,PG{60.897436%} VZ{10.897436%} BA{28.205128%} ,
207,75704.31258,19403.1284,0.256301,3,PG{60.891089%} VZ{10.891089%} BA{28.217822%} ,
208,75775.9493,19407.9965,0.256123,3,PG{60.189573%} VZ{11.374408%} BA{28.436019%} ,
209,75800.64898,19445.39566,0.256533,3,PG{61.325967%} VZ{10.497238%} BA{28.176796%} ,
210,75924.5266,19466.53697,0.256393,3,PG{60.386473%} VZ{11.111111%} BA{28.502415%} ,
211,75982.31188,19468.25305,0.256221,4,PG{57.207207%} MRK{3.603604%} VZ{10.360360%} BA{28.828829%} ,
212,76002.18732,19481.98121,0.256334,3,PG{60.000000%} VZ{11.351351%} BA{28.648649%} ,
213,76020.48819,19482.3075,0.256277,3,PG{59.808612%} VZ{11.483254%} BA{28.708134%} ,
214,76051.17591,19512.67808,0.256573,3,PG{60.476190%} VZ{10.952381%} BA{28.571429%} ,
215,76083.20667,19517.46149,0.256528,3,PG{60.233918%} VZ{11.111111%} BA{28.654971%} ,
216,76088.03385,19520.91202,0.256557,3,PG{65.217391%} VZ{7.608696%} BA{27.173913%} ,
217,76090.50865,19528.92559,0.256654,3,PG{60.591133%} VZ{10.837438%} BA{28.571429%} ,
218,76173.31735,19550.05564,0.256652,3,PG{60.287081%} VZ{11.004785%} BA{28.708134%} ,
219,76222.46687,19561.96513,0.256643,3,PG{60.101010%} VZ{11.111111%} BA{28.787879%} ,
220,76263.89038,19565.00052,0.256543,3,PG{59.715640%} VZ{11.374408%} BA{28.909953%} ,
221,76264.1958,19567.96962,0.256581,4,PG{57.466063%} MRK{3.619910%} VZ{9.954751%} BA{28.959276%} ,
222,76292.78042,19584.10447,0.256697,4,PG{58.883249%} MRK{1.522843%} VZ{10.659898%} BA{28.934010%} ,
223,76320.52283,19601.35804,0.256829,3,PG{60.326087%} VZ{10.869565%} BA{28.804348%} ,
224,76374.05847,19605.20008,0.2567,4,PG{57.466063%} MRK{4.072398%} VZ{9.502262%} BA{28.959276%} ,
225,76420.54317,19632.11217,0.256896,3,PG{60.189573%} VZ{10.900474%} BA{28.909953%} ,
226,76505.79047,19646.23139,0.256794,3,PG{59.624413%} VZ{11.267606%} BA{29.107981%} ,
227,76528.20738,19682.34052,0.257191,3,PG{60.975610%} VZ{10.243902%} BA{28.780488%} ,
228,76630.35795,19685.1251,0.256884,3,PG{59.487179%} VZ{11.282051%} BA{29.230769%} ,
229,76643.49368,19695.47769,0.256975,4,PG{57.990868%} MRK{2.739726%} VZ{10.045662%} BA{29.223744%} ,
230,76676.59411,19709.69261,0.25705,3,PG{59.808612%} VZ{11.004785%} BA{29.186603%} ,
231,76735.36179,19722.11297,0.257015,4,PG{58.256881%} MRK{1.834862%} VZ{10.550459%} BA{29.357798%} ,
232,76761.15504,19722.7922,0.256937,3,PG{59.241706%} VZ{11.374408%} BA{29.383886%} ,
233,76793.64054,19732.3906,0.256953,4,PG{57.603687%} MRK{2.304147%} VZ{10.599078%} BA{29.493088%} ,
234,76804.78101,19748.29046,0.257123,3,PG{59.615385%} VZ{11.057692%} BA{29.326923%} ,
