After EL,,,Gbest ratio:,0.132088,#in front,4210
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,92634.91838,1620.237979,0.017491,4,JNJ{26.778243%} PG{33.054393%} CVX{36.820084%} AMGN{3.347280%} ,
2,94085.55202,1642.325971,0.017456,3,JNJ{27.467811%} PG{33.905579%} CVX{38.626609%} ,
3,95855.99349,2469.248076,0.02576,4,JNJ{25.559105%} PG{35.463259%} CVX{38.338658%} WBA{0.638978%} ,
4,96635.10954,3180.026903,0.032908,3,JNJ{25.296443%} PG{36.758893%} CVX{37.944664%} ,
5,96766.73816,3285.510627,0.033953,4,JNJ{24.615385%} PG{36.538462%} CVX{38.461538%} AMGN{0.384615%} ,
6,96921.20001,3299.678675,0.034045,3,JNJ{24.710425%} PG{36.679537%} CVX{38.610039%} ,
7,96945.56796,3324.944214,0.034297,3,JNJ{24.806202%} PG{36.821705%} CVX{38.372093%} ,
8,97024.0989,3351.109637,0.034539,4,JNJ{24.615385%} JPM{0.384615%} PG{36.538462%} CVX{38.461538%} ,
9,97072.68036,3402.306249,0.035049,3,JNJ{25.098039%} PG{37.254902%} CVX{37.647059%} ,
10,97134.23693,3428.598,0.035298,3,JNJ{25.196850%} PG{37.401575%} CVX{37.401575%} ,
11,97371.93177,3508.165941,0.036029,3,JNJ{25.498008%} PG{37.848606%} CVX{36.653386%} ,
12,97471.65916,3535.045978,0.036267,3,JNJ{25.600000%} PG{38.000000%} CVX{36.400000%} ,
13,97581.98578,3562.416142,0.036507,3,JNJ{25.702811%} PG{38.152610%} CVX{36.144578%} ,
14,97703.0869,3590.276434,0.036747,3,JNJ{25.806452%} PG{38.306452%} CVX{35.887097%} ,
15,97712.1383,3646.439054,0.037318,4,JNJ{25.098039%} PG{37.254902%} CVX{37.254902%} DIS{0.392157%} ,
16,98101.98979,3780.053814,0.038532,4,JNJ{24.710425%} PG{36.679537%} CVX{37.837838%} DIS{0.772201%} ,
17,98341.90935,3996.982509,0.040644,5,JNJ{6.037736%} PG{23.773585%} CVX{45.283019%} AMGN{24.150943%} WBA{0.754717%} ,
18,98438.15986,4102.050691,0.041671,4,JNJ{21.333333%} PG{37.000000%} CVX{40.333333%} BA{1.333333%} ,
19,98722.26469,4111.987488,0.041652,3,JNJ{24.464832%} PG{38.837920%} CVX{36.697248%} ,
20,99368.60071,4490.990303,0.045195,3,JNJ{21.993127%} PG{38.144330%} CVX{39.862543%} ,
21,99451.18835,5690.227091,0.057216,3,PG{22.705314%} CVX{42.512077%} AMGN{34.782609%} ,
22,100273.5459,5837.472935,0.058215,3,PG{23.383085%} CVX{44.776119%} AMGN{31.840796%} ,
23,102331.2748,6255.057146,0.061126,4,JNJ{15.458937%} PG{38.164251%} CVX{42.512077%} AMGN{3.864734%} ,
24,102539.8613,7217.987241,0.070392,3,PG{27.601810%} CVX{43.438914%} AMGN{28.959276%} ,
25,102676.91,7247.655407,0.070587,3,PG{27.753304%} CVX{44.052863%} AMGN{28.193833%} ,
26,102738.2039,7293.925368,0.070995,3,PG{27.876106%} CVX{43.805310%} AMGN{28.318584%} ,
27,102958.3395,7384.427805,0.071722,3,PG{27.962085%} CVX{41.706161%} AMGN{30.331754%} ,
28,102989.4802,7435.820597,0.0722,3,PG{28.251121%} CVX{43.049327%} AMGN{28.699552%} ,
29,103098.0513,7484.143448,0.072592,3,PG{28.378378%} CVX{42.792793%} AMGN{28.828829%} ,
30,103492.3797,7631.275308,0.073738,3,PG{28.767123%} CVX{42.009132%} AMGN{29.223744%} ,
31,103650.4104,7681.213124,0.074107,3,PG{28.899083%} CVX{41.743119%} AMGN{29.357798%} ,
32,103821.4515,7731.641068,0.074471,3,PG{29.032258%} CVX{41.474654%} AMGN{29.493088%} ,
33,104004.5816,7782.167405,0.074825,3,PG{29.166667%} CVX{41.203704%} AMGN{29.629630%} ,
34,104990.1161,7796.170358,0.074256,4,PG{27.753304%} CVX{43.171806%} DIS{0.881057%} AMGN{28.193833%} ,
