After EL,,,Gbest ratio:,0.340847,#in front,2759
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,43714.15966,6034.712125,0.138049,24,AAPL{4.836415%} MSFT{3.556188%} UNH{9.530583%} JNJ{9.103841%} V{0.142248%} WMT{1.137980%} JPM{0.284495%} PG{17.780939%} HD{0.284495%} MRK{14.651494%} KO{1.137980%} CSCO{0.711238%} MCD{10.953058%} NKE{4.836415%} DIS{0.142248%} VZ{4.694168%} AMGN{0.426743%} HON{0.426743%} IBM{13.798009%} INTC{0.568990%} AXP{0.142248%} BA{0.142248%} TRV{0.284495%} WBA{0.426743%} ,
2,43822.87429,7159.148518,0.163366,23,AAPL{13.940256%} MSFT{3.556188%} UNH{9.530583%} V{0.142248%} WMT{1.137980%} JPM{0.284495%} PG{17.780939%} HD{0.284495%} MRK{14.651494%} KO{1.137980%} CSCO{0.711238%} MCD{10.953058%} NKE{4.836415%} DIS{0.142248%} VZ{4.694168%} AMGN{0.426743%} HON{0.426743%} IBM{13.798009%} INTC{0.568990%} AXP{0.142248%} BA{0.142248%} TRV{0.284495%} WBA{0.426743%} ,
3,45044.74281,7844.674061,0.174153,24,AAPL{4.625850%} MSFT{3.401361%} UNH{9.115646%} JNJ{8.707483%} V{0.136054%} WMT{1.088435%} JPM{0.272109%} PG{17.006803%} HD{0.272109%} MRK{14.013605%} KO{1.088435%} CSCO{0.680272%} MCD{10.476190%} NKE{8.979592%} DIS{0.136054%} VZ{4.489796%} AMGN{0.408163%} HON{0.408163%} IBM{13.197279%} INTC{0.544218%} AXP{0.136054%} BA{0.136054%} TRV{0.272109%} WBA{0.408163%} ,
4,45573.50131,8566.861548,0.187979,23,AAPL{4.836415%} MSFT{3.556188%} UNH{9.530583%} V{0.142248%} WMT{1.137980%} JPM{0.284495%} PG{17.780939%} HD{0.284495%} MRK{14.651494%} KO{1.137980%} CSCO{0.711238%} MCD{10.953058%} NKE{9.388336%} DIS{0.142248%} VZ{4.694168%} AMGN{0.426743%} HON{0.426743%} IBM{13.798009%} INTC{0.568990%} AXP{0.142248%} BA{0.142248%} TRV{0.284495%} WBA{4.978663%} ,
5,45576.0831,8920.259776,0.195722,23,AAPL{13.333333%} MSFT{3.401361%} UNH{9.115646%} V{0.136054%} WMT{1.088435%} JPM{0.272109%} PG{17.006803%} HD{0.272109%} MRK{14.013605%} KO{1.088435%} CSCO{0.680272%} MCD{10.476190%} NKE{8.979592%} DIS{0.136054%} VZ{4.489796%} AMGN{0.408163%} HON{0.408163%} IBM{13.197279%} INTC{0.544218%} AXP{0.136054%} BA{0.136054%} TRV{0.272109%} WBA{0.408163%} ,
6,45963.18176,9194.716487,0.200045,24,AAPL{4.625850%} MSFT{3.401361%} UNH{9.115646%} V{0.136054%} WMT{1.088435%} JPM{0.272109%} PG{17.006803%} HD{0.272109%} MRK{14.013605%} KO{1.088435%} CSCO{0.680272%} MCD{10.476190%} NKE{8.979592%} DIS{0.136054%} VZ{4.489796%} AMGN{0.408163%} HON{0.408163%} IBM{13.197279%} INTC{0.544218%} AXP{0.136054%} BA{0.136054%} TRV{0.272109%} DD{8.707483%} WBA{0.408163%} ,
7,46006.7303,9515.38593,0.206826,24,AAPL{4.836415%} MSFT{3.556188%} UNH{9.530583%} V{0.142248%} WMT{1.137980%} JPM{0.284495%} PG{17.780939%} HD{0.284495%} MRK{14.651494%} KO{1.137980%} CSCO{0.711238%} MCD{10.953058%} NKE{9.388336%} DIS{0.142248%} VZ{4.694168%} AMGN{0.426743%} HON{0.426743%} IBM{13.798009%} INTC{0.568990%} AXP{0.142248%} BA{0.142248%} TRV{0.284495%} DD{4.551920%} WBA{0.426743%} ,
8,46500.05237,10081.9093,0.216815,24,AAPL{4.836415%} MSFT{3.556188%} UNH{0.426743%} V{0.142248%} WMT{1.137980%} JPM{0.284495%} PG{17.780939%} HD{0.284495%} MRK{14.651494%} KO{1.137980%} CSCO{0.711238%} MCD{10.953058%} NKE{13.940256%} DIS{0.142248%} VZ{4.694168%} AMGN{0.426743%} HON{0.426743%} IBM{13.798009%} INTC{0.568990%} AXP{0.142248%} BA{0.142248%} TRV{0.284495%} DD{9.103841%} WBA{0.426743%} ,
9,47014.86124,10159.94406,0.216101,23,AAPL{4.676754%} MSFT{2.338377%} UNH{9.215956%} V{0.137552%} WMT{1.100413%} JPM{0.275103%} PG{17.193948%} HD{0.275103%} MRK{14.167813%} KO{1.100413%} CSCO{0.687758%} MCD{10.591472%} NKE{13.480055%} DIS{0.137552%} VZ{4.539202%} AMGN{0.412655%} HON{0.412655%} IBM{13.342503%} INTC{0.550206%} AXP{0.137552%} BA{0.137552%} TRV{0.275103%} WBA{4.814305%} ,
10,47109.15335,10164.09804,0.215756,23,AAPL{4.638472%} MSFT{3.410641%} UNH{9.140518%} V{0.136426%} WMT{1.091405%} JPM{0.272851%} PG{17.053206%} HD{0.272851%} MRK{14.051842%} KO{1.091405%} CSCO{0.682128%} MCD{10.504775%} NKE{13.096862%} DIS{0.136426%} VZ{4.502046%} AMGN{0.409277%} HON{0.409277%} IBM{13.233288%} INTC{0.545703%} AXP{0.136426%} BA{0.136426%} TRV{0.272851%} WBA{4.774898%} ,
11,47120.5231,10277.61348,0.218113,22,AAPL{4.638472%} MSFT{3.410641%} UNH{9.140518%} V{0.136426%} WMT{1.091405%} JPM{0.272851%} PG{17.053206%} HD{0.272851%} MRK{14.051842%} KO{1.091405%} CSCO{0.682128%} MCD{10.504775%} NKE{13.369714%} DIS{0.136426%} VZ{4.502046%} AMGN{0.409277%} HON{0.409277%} IBM{13.233288%} INTC{0.545703%} AXP{0.136426%} BA{0.136426%} WBA{4.774898%} ,
12,47147.32031,10471.29889,0.222097,22,AAPL{4.676754%} MSFT{3.438790%} UNH{9.215956%} V{0.137552%} WMT{1.100413%} JPM{0.275103%} PG{17.193948%} HD{0.275103%} MRK{14.167813%} CSCO{0.687758%} MCD{10.591472%} NKE{13.480055%} DIS{0.137552%} VZ{4.539202%} AMGN{0.412655%} HON{0.412655%} IBM{13.342503%} INTC{0.550206%} AXP{0.137552%} BA{0.137552%} TRV{0.275103%} WBA{4.814305%} ,
13,47337.02131,10888.72748,0.230026,23,AAPL{4.949054%} MSFT{3.639010%} UNH{9.752547%} V{0.145560%} WMT{1.164483%} JPM{0.291121%} PG{18.195051%} HD{0.291121%} MRK{14.992722%} KO{1.164483%} CSCO{0.727802%} MCD{11.208151%} NKE{14.264920%} DIS{0.145560%} VZ{0.145560%} AMGN{0.436681%} HON{0.436681%} IBM{16.448326%} INTC{0.582242%} AXP{0.145560%} BA{0.145560%} TRV{0.291121%} WBA{0.436681%} ,
14,47411.87999,11127.00143,0.234688,22,AAPL{4.781997%} MSFT{3.516174%} UNH{9.423347%} V{0.140647%} WMT{1.125176%} JPM{0.281294%} PG{17.580872%} HD{0.281294%} MRK{14.486639%} CSCO{0.703235%} MCD{10.829817%} NKE{13.783404%} DIS{0.140647%} VZ{4.641350%} AMGN{0.421941%} HON{0.421941%} IBM{13.642757%} INTC{0.562588%} AXP{0.140647%} BA{0.140647%} TRV{0.281294%} WBA{2.672293%} ,
15,47548.3222,12378.54718,0.260336,17,AAPL{0.426743%} MSFT{2.844950%} UNH{9.103841%} PG{15.362731%} HD{0.142248%} MRK{17.638691%} KO{0.284495%} CSCO{0.853485%} MCD{10.810811%} NKE{17.780939%} VZ{2.702703%} AMGN{0.142248%} IBM{17.496444%} CRM{0.142248%} INTC{2.275960%} BA{1.849218%} WBA{0.142248%} ,
16,48847.34945,12546.99085,0.256861,17,AAPL{0.417246%} MSFT{2.781641%} UNH{8.901252%} PG{15.020862%} HD{0.139082%} MRK{17.246175%} KO{0.278164%} CSCO{0.834492%} MCD{10.570236%} NKE{17.385257%} VZ{4.867872%} AMGN{0.139082%} IBM{17.107093%} CRM{0.139082%} INTC{2.225313%} BA{1.808067%} WBA{0.139082%} ,
17,48904.45365,13250.50823,0.270947,17,AAPL{0.447094%} MSFT{2.980626%} UNH{9.538003%} PG{16.095380%} HD{0.149031%} MRK{18.479881%} KO{0.298063%} CSCO{0.894188%} MCD{6.557377%} NKE{18.628912%} VZ{2.831595%} AMGN{0.149031%} IBM{18.330849%} CRM{0.149031%} INTC{2.384501%} BA{1.937407%} WBA{0.149031%} ,
