Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%}
1,25924.96855232753659947775,30619.36675855686189606786,1.18107633175153314831,9,MSFT{6.1538461538%} WMT{17.6923076923%} MRK{23.8461538462%} NKE{2.1153846154%} DIS{7.3076923077%} VZ{15.9615384615%} IBM{23.6538461538%} CRM{2.8846153846%} BA{0.3846153846%} 
2,25925.19115152665835921653,30753.76724514337547589093,1.18625035647354826196,9,MSFT{6.1302681992%} WMT{17.6245210728%} MRK{23.7547892720%} NKE{2.1072796935%} DIS{7.2796934866%} VZ{15.9003831418%} IBM{23.9463601533%} CRM{2.8735632184%} BA{0.3831417625%} 
3,25926.64154534326735301875,30865.79765309902359149419,1.19050504860483519209,9,MSFT{6.0952380952%} WMT{17.7142857143%} MRK{23.6190476190%} NKE{2.0952380952%} DIS{7.2380952381%} VZ{15.8095238095%} IBM{24.1904761905%} CRM{2.8571428571%} BA{0.3809523810%} 
4,25927.78503430693672271445,30887.11284782609436661005,1.19127464251023029718,9,MSFT{6.1068702290%} WMT{17.5572519084%} MRK{23.6641221374%} NKE{2.0992366412%} DIS{7.2519083969%} VZ{15.8396946565%} IBM{24.2366412214%} CRM{2.8625954198%} BA{0.3816793893%} 
5,25931.80668606845938484184,30914.90809158191041206010,1.19216175200745122531,9,MSFT{6.0952380952%} WMT{17.5238095238%} MRK{23.6190476190%} NKE{2.0952380952%} DIS{7.4285714286%} VZ{15.8095238095%} IBM{24.1904761905%} CRM{2.8571428571%} BA{0.3809523810%} 
6,25938.81098460914290626533,30976.22522386676791938953,1.19420374520044836331,9,MSFT{6.1302681992%} WMT{17.6245210728%} MRK{23.7547892720%} NKE{1.7241379310%} DIS{7.4712643678%} VZ{15.9003831418%} IBM{24.1379310345%} CRM{2.8735632184%} BA{0.3831417625%} 
7,25939.91234907797479536384,31042.80620305271077086218,1.19671978013280044806,9,MSFT{6.1185468451%} WMT{17.5908221797%} MRK{23.7093690249%} NKE{1.7208413002%} DIS{7.4569789675%} VZ{15.8699808795%} IBM{24.2829827916%} CRM{2.8680688337%} BA{0.3824091778%} 
8,25946.79017151171137811616,31044.69303145238154684193,1.19647527984166290871,9,MSFT{6.1302681992%} WMT{17.6245210728%} MRK{23.7547892720%} NKE{1.7241379310%} DIS{7.4712643678%} VZ{15.7088122605%} IBM{24.3295019157%} CRM{2.8735632184%} BA{0.3831417625%} 
9,25951.28234072277700761333,31106.94273080478888005018,1.19866688367810425575,9,MSFT{6.1302681992%} WMT{17.6245210728%} MRK{23.7547892720%} NKE{1.5325670498%} DIS{7.4712643678%} VZ{15.9003831418%} IBM{24.3295019157%} CRM{2.8735632184%} BA{0.3831417625%} 
10,25966.82615752810306730680,31115.03862025901617016643,1.19826113640146902917,10,MSFT{6.1068702290%} WMT{17.5572519084%} MRK{23.6641221374%} KO{0.1908396947%} NKE{1.7175572519%} DIS{7.4427480916%} VZ{15.8396946565%} IBM{24.2366412214%} CRM{2.8625954198%} BA{0.3816793893%} 
11,25968.33648220079703605734,31200.01264662347239209339,1.20146366202581234006,9,MSFT{6.1657032755%} WMT{17.7263969171%} MRK{23.1213872832%} NKE{1.7341040462%} DIS{7.5144508671%} VZ{15.9922928709%} IBM{24.4701348748%} CRM{2.8901734104%} BA{0.3853564547%} 
12,25976.95594843680737540126,31315.05418177612591534853,1.20549360148029749418,8,MSFT{6.2378167641%} WMT{17.9337231969%} MRK{22.6120857700%} NKE{1.7543859649%} DIS{7.6023391813%} VZ{16.1793372320%} IBM{24.7563352827%} CRM{2.9239766082%} 
