Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,751.246175976523545614327304065228,195.845146341479107832128647714853,0.260693701484610629304228268666,1,WMT{1%}Cash{99%},100
2,757.631172095344481931533664464951,471.914177700346328947489382699132,0.622881152573482088641299014853,2,MSFT{1%}CAT{1%}Cash{98%},100
3,857.925512638288523703522514551878,477.952811846708186749310698360205,0.557102924211811734167554277519,2,MSFT{1%}VZ{1%}Cash{98%},100
4,895.397689486722242691030260175467,612.182407665522646311728749424219,0.683698891401484543095534718304,3,MSFT{1%}VZ{1%}MMM{1%}Cash{97%},100
5,968.656741534854290875955484807491,918.051634146348419562855269759893,0.947757440568347098164281305799,4,MSFT{2%}JPM{1%}KO{1%}CAT{1%}Cash{95%},100
6,990.621867747472833798383362591267,1001.039536585373184607306029647589,1.010516292015225303657643962651,3,MSFT{2%}JPM{1%}KO{1%}Cash{96%},100
7,1165.278764589033471565926447510719,1135.269132404187757856561802327633,0.974246821364302961754333409772,4,MSFT{2%}JPM{1%}KO{1%}MMM{1%}Cash{95%},100
8,1195.616517861637021269416436553001,1465.538264808370286118588410317898,1.225759466278944387340743560344,5,MSFT{3%}UNH{1%}JPM{1%}VZ{1%}MMM{1%}Cash{93%},100
9,1299.986828447680409226450137794018,1543.662536585371299224789254367352,1.187444751596956615813382995839,6,MSFT{3%}UNH{1%}JPM{2%}PG{1%}KO{1%}MMM{1%}Cash{91%},100
10,1362.466605010101602601935155689716,1577.780390243870897393207997083664,1.158032339612590222444055143569,6,MSFT{3%}UNH{1%}JPM{1%}PG{1%}VZ{1%}MMM{1%}Cash{92%},100
11,1413.977413809676363598555326461792,1684.565156794418498975574038922787,1.191366382759748709929681353969,7,AAPL{1%}MSFT{2%}JNJ{1%}JPM{1%}PG{1%}VZ{1%}CRM{1%}Cash{92%},100
12,1448.510611290724682476138696074486,1890.458400696867784063215367496014,1.305104971935508784142143667850,6,AAPL{1%}MSFT{2%}JPM{1%}VZ{1%}IBM{1%}CRM{1%}Cash{93%},100
13,1490.039723824371094451635144650936,2086.303547038331089424900710582733,1.400166394009667802933449820557,7,AAPL{1%}MSFT{2%}WMT{1%}JPM{1%}VZ{1%}IBM{1%}CRM{1%}Cash{92%},100
14,1599.260476613224909669952467083931,2404.052543553998020797735080122948,1.503227634715948113353078952059,7,AAPL{1%}MSFT{3%}JPM{2%}PG{1%}VZ{1%}IBM{1%}CRM{1%}Cash{90%},100
15,1632.840433311578863140312023460865,2523.203703832765313563868403434753,1.545284923350062067370913609921,8,AAPL{1%}MSFT{3%}JPM{2%}PG{1%}KO{1%}CSCO{1%}IBM{1%}CRM{1%}Cash{89%},100
16,1649.050362908125180183560587465763,2557.321557491272869810927659273148,1.550784387798440411287970164267,8,AAPL{1%}MSFT{3%}JPM{1%}PG{1%}CSCO{1%}VZ{1%}IBM{1%}CRM{1%}Cash{90%},100
17,1746.142001459731318391277454793453,2575.665066202088837599148973822594,1.475060484226882406844083561737,7,AAPL{1%}MSFT{4%}JNJ{1%}JPM{2%}KO{1%}VZ{1%}CRM{1%}Cash{89%},100
18,1748.594689881533213338116183876991,2893.800435540103535458911210298538,1.654929213891275008307957250508,7,AAPL{1%}MSFT{4%}JPM{2%}KO{1%}VZ{1%}IBM{1%}CRM{1%}Cash{89%},100
19,1793.374582103332386395777575671673,3012.951595818838086415780708193779,1.680045889958551308396295098646,7,AAPL{1%}MSFT{4%}JPM{2%}KO{2%}CSCO{1%}IBM{1%}CRM{1%}Cash{88%},100
20,1812.011138295077671500621363520622,3062.293020905904540995834395289421,1.689996797584377929979382315651,8,AAPL{1%}MSFT{5%}UNH{1%}JPM{3%}PG{1%}MRK{1%}VZ{1%}CRM{1%}Cash{86%},100
21,1829.626589428966553896316327154636,3163.383815331009373039705678820610,1.728977832749093002107088068442,9,AAPL{1%}MSFT{5%}UNH{1%}JPM{3%}PG{1%}DIS{1%}VZ{1%}IBM{1%}CRM{1%}Cash{85%},100
22,1849.913294425948379284818656742573,3206.673839721248441492207348346710,1.733418452304447132661380237550,9,AAPL{1%}MSFT{5%}UNH{1%}JNJ{1%}JPM{3%}PG{1%}VZ{1%}IBM{1%}CRM{1%}Cash{85%},100
23,1853.383585145022834694827906787395,3257.093547038317410624586045742035,1.757376925717974103235974325798,8,AAPL{1%}MSFT{5%}UNH{1%}JPM{3%}PG{1%}VZ{1%}IBM{1%}CRM{1%}Cash{86%},100
24,1887.731253796643386522191576659679,3410.677414634146316529950127005577,1.806760050073082490840192804171,9,AAPL{1%}MSFT{5%}UNH{1%}JPM{2%}PG{1%}CSCO{1%}VZ{1%}IBM{1%}CRM{1%}Cash{86%},100
25,1938.156875436083964814315550029278,3448.421466898942981060827150940895,1.779227218706458168995254709444,8,AAPL{1%}MSFT{5%}JPM{2%}KO{1%}CSCO{1%}VZ{1%}IBM{1%}CRM{1%}Cash{87%},100
26,1981.878248189670330248191021382809,3854.197519163742072123568505048752,1.944719622753983800933497150254,10,AAPL{1%}MSFT{6%}UNH{1%}JPM{3%}PG{1%}KO{1%}CSCO{1%}VZ{1%}IBM{1%}CRM{1%}Cash{83%},100
27,2081.101289982236721698427572846413,3988.427114982564035017276182770729,1.916498314705579408823155063146,11,AAPL{1%}MSFT{6%}UNH{1%}JPM{3%}PG{1%}KO{1%}CSCO{1%}VZ{1%}IBM{1%}CRM{1%}MMM{1%}Cash{82%},100
28,2133.597281288063186366343870759010,4009.671055749134211509954184293747,1.879300789757510470323609297338,9,AAPL{1%}MSFT{6%}UNH{1%}JPM{3%}KO{1%}CSCO{1%}VZ{1%}IBM{2%}CRM{1%}Cash{83%},100
29,2179.031091752627162350108847022057,4077.127742160280376992886886000633,1.871073688480959562596694922831,9,AAPL{1%}MSFT{6%}UNH{1%}JPM{3%}PG{1%}CSCO{1%}VZ{1%}IBM{2%}CRM{1%}Cash{83%},100
30,2202.677753549483441020129248499870,4100.669240418101253453642129898071,1.861674606650981056432669902279,11,AAPL{1%}MSFT{6%}UNH{1%}JPM{3%}PG{2%}KO{1%}CSCO{1%}VZ{1%}IBM{1%}CRM{1%}MMM{1%}Cash{81%},100
31,2216.678257995901276444783434271812,4121.913181184662789746653288602829,1.859499982154056096916860951751,10,AAPL{1%}MSFT{6%}UNH{1%}JPM{3%}PG{1%}KO{1%}CSCO{1%}VZ{1%}IBM{2%}CRM{1%}Cash{82%},100
32,2229.046283701219181239139288663864,4289.667390243915178871247917413712,1.924440699867899784436531263054,9,AAPL{1%}MSFT{7%}UNH{1%}JPM{3%}PG{1%}CSCO{1%}VZ{2%}IBM{1%}CRM{1%}Cash{82%},100
33,2270.415173095877435116562992334366,4377.284243902447087748441845178604,1.927966433528410350461967937008,9,AAPL{1%}MSFT{7%}UNH{1%}JPM{4%}PG{1%}KO{2%}CSCO{1%}IBM{1%}CRM{1%}Cash{81%},100
34,2280.405115920678781549213454127312,4423.896986062713949650060385465622,1.939960998673971648287306379643,10,AAPL{1%}MSFT{7%}UNH{1%}JPM{3%}PG{1%}CSCO{1%}VZ{2%}IBM{1%}CRM{1%}MMM{1%}Cash{81%},100
35,2326.434223582726644963258877396584,4445.140926829275485943071544170380,1.910709910372503150810530314629,8,AAPL{1%}MSFT{7%}UNH{1%}JPM{3%}CSCO{1%}VZ{2%}IBM{2%}CRM{1%}Cash{82%},100
36,2346.991274905733462219359353184700,4532.757780487788295431528240442276,1.931305765365423310342407603457,8,AAPL{1%}MSFT{7%}UNH{1%}JPM{4%}KO{2%}CSCO{1%}IBM{2%}CRM{1%}Cash{81%},100
37,2374.298869360154640162363648414612,4566.875634146334959950763732194901,1.923462834894519302153526041366,9,AAPL{1%}MSFT{7%}UNH{1%}JPM{3%}KO{1%}CSCO{1%}VZ{1%}IBM{2%}CRM{1%}Cash{82%},100
38,2448.915604590699786058394238352776,4575.726560975641405093483626842499,1.868470498696669812588311287982,9,AAPL{1%}MSFT{8%}UNH{1%}JNJ{1%}JPM{4%}KO{1%}VZ{2%}IBM{1%}CRM{1%}Cash{80%},100
39,2458.721960961991499061696231365204,4686.025588850183339673094451427460,1.905878608176072130930833736784,8,AAPL{1%}MSFT{7%}UNH{1%}JPM{3%}KO{2%}CSCO{2%}IBM{2%}CRM{1%}Cash{81%},100
