Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,1057.766007730755063676042482256889,14.974557535480387926440926094074,0.014156777043351565989470763895,2,AAPL{1%}MCD{1%}Cash{98%},100
2,1070.475751495147733294288627803326,26.573865901522406574031265336089,0.024824351102214443215432382317,1,AAPL{1%}Cash{99%},100
3,1126.205805322484593489207327365875,33.605073995771221007089479826391,0.029839194432272120316440577881,1,V{1%}Cash{99%},100
4,1160.914484080989950598450377583504,284.328529145292975499614840373397,0.244917720507531466722639379441,2,V{1%}IBM{1%}Cash{98%},100
5,1447.601831182640125916805118322372,317.933603141066441821749322116375,0.219627798399043061561286549477,2,V{2%}IBM{1%}Cash{97%},100
6,1680.785341219108886434696614742279,344.164548474778882791724754497409,0.204764130216145923135684370209,3,AAPL{2%}V{1%}WBA{1%}Cash{96%},100
7,1737.321484922954596186173148453236,355.729634551481581183907110244036,0.204757517614684414475334506278,1,JPM{1%}Cash{99%},100
8,1806.820438129615240541170351207256,375.057864693440421888226410374045,0.207578936333979530148852177263,2,V{1%}DD{1%}Cash{98%},100
9,1932.290904211853558081202208995819,389.334708547277557499910471960902,0.201488661825523690529493592294,2,V{1%}JPM{1%}Cash{98%},100
10,1939.808097671591440303018316626549,541.689069767448017955757677555084,0.279248792918048605038450205029,3,V{1%}IBM{1%}WBA{1%}Cash{97%},100
11,1992.151868948756373356445692479610,715.170924192071197467157617211342,0.358994178776872840952449905672,4,MSFT{1%}V{1%}BA{1%}WBA{1%}Cash{96%},100
12,2194.980246945769977173767983913422,730.145481727580772712826728820801,0.332643304076904511301648881272,6,AAPL{1%}MSFT{1%}V{1%}MCD{1%}BA{1%}WBA{1%}Cash{94%},100
13,2213.691626129386804677778854966164,741.744790093640858685830608010292,0.335071417056662379518883199125,5,AAPL{1%}MSFT{1%}V{1%}BA{1%}WBA{1%}Cash{95%},100
14,2285.324472382924795965664088726044,757.173452129247152697644196450710,0.331319889704649594985852445461,4,MSFT{2%}MCD{1%}BA{1%}WBA{1%}Cash{95%},100
15,2319.081490098427366319810971617699,768.772760495311672457319218665361,0.331498812688416188976248122344,3,MSFT{2%}BA{1%}WBA{1%}Cash{96%},100
16,2320.729493074179572431603446602821,840.448332829944888544559944421053,0.362148339708750766074984994702,5,MSFT{1%}V{1%}KO{1%}BA{1%}WBA{1%}Cash{95%},100
17,2417.612500511860616825288161635399,874.053406825749902964162174612284,0.361535774091461703516614534237,5,MSFT{1%}V{2%}KO{1%}BA{1%}WBA{1%}Cash{94%},100
18,2499.296137225823713379213586449623,934.573437028081002608814742416143,0.373934654284482526076516251123,5,MSFT{1%}V{1%}AMGN{1%}BA{1%}WBA{1%}Cash{95%},100
19,2594.319417458243606233736500144005,999.499453337355134863173589110374,0.385264607978228035278789320728,5,MSFT{1%}V{2%}IBM{1%}BA{1%}WBA{1%}Cash{94%},100
20,2721.977788931467330257873982191086,1070.900558743595411215210333466530,0.393427368547333178305791534513,5,MSFT{1%}V{1%}JPM{1%}BA{1%}WBA{1%}Cash{95%},100
21,2942.714466353296757006319239735603,1104.505632739365637462469749152660,0.375335645156257169396951667295,5,MSFT{1%}V{2%}JPM{1%}BA{1%}WBA{1%}Cash{94%},100
22,2964.860430508690569695318117737770,1139.705215946834414353361353278160,0.384404339650919579796095604252,4,MSFT{1%}CRM{1%}BA{1%}WBA{1%}Cash{96%},100
23,2990.790475694434917386388406157494,1152.218951978255290669039823114872,0.385255657774127513448547688313,6,MSFT{1%}V{1%}KO{1%}CAT{1%}BA{1%}WBA{1%}Cash{94%},100
24,3079.452127291538999998010694980621,1166.279081848374971741577610373497,0.378729408232154840519001481880,5,AAPL{1%}MSFT{1%}CRM{1%}BA{1%}WBA{1%}Cash{95%},100
25,3166.163367764114354940829798579216,1264.982624584708219117601402103901,0.399531697405120123089972139496,5,MSFT{1%}KO{1%}CRM{1%}BA{1%}WBA{1%}Cash{95%},100
26,3279.659313339460368297295644879341,1390.428671096329253487056121230125,0.423955215543576569015016275443,5,MSFT{1%}IBM{1%}CRM{1%}BA{1%}WBA{1%}Cash{95%},100
27,3433.898310905603921128204092383385,1424.033745092098115492262877523899,0.414698868795723096791761008717,6,MSFT{1%}V{1%}IBM{1%}CRM{1%}BA{1%}WBA{1%}Cash{94%},100
28,3713.677437887853557185735553503036,1495.434850498345440428238362073898,0.402683021212760727802759674887,5,MSFT{1%}JPM{1%}CRM{1%}BA{1%}WBA{1%}Cash{95%},100
29,3881.955049498787957418244332075119,1549.311153729971920256502926349640,0.399105897408577325879974750933,7,MSFT{1%}V{1%}KO{1%}IBM{1%}CRM{1%}BA{1%}WBA{1%}Cash{93%},100
