Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,918.025710468277452491747681051493,129.918961672462813794481917284429,0.141519959834449732261063559235,2,VZ{1%}CAT{1%}Cash{98%},100
2,922.450742848393815620511304587126,369.376878048761227546492591500282,0.400429920960526430917525431141,2,PG{1%}CSCO{1%}Cash{98%},100
3,1061.521278779639487765962257981300,553.239334494746458403824362903833,0.521175925112654314652615994419,2,JNJ{1%}V{1%}Cash{98%},100
4,1121.947516625902153464267030358315,740.698829268294161920493934303522,0.660190265847586776892796933680,2,JNJ{1%}CSCO{1%}Cash{98%},100
5,1254.091467495381039043422788381577,743.268679442511142951843794435263,0.592675015106303382239616439620,2,CVX{1%}VZ{1%}Cash{98%},100
6,1261.500225558110514612053520977497,898.213965156763947561557870358229,0.712020455453646783361421057634,3,V{1%}CVX{1%}VZ{1%}Cash{97%},100
7,1653.117674105585820143460296094418,899.816299651582653496006969362497,0.544314729523671325672751208913,3,JNJ{1%}V{1%}CVX{1%}Cash{97%},100
8,1675.966600533213068047189153730869,1025.563076655039594697882421314716,0.611923338047878795364908910415,5,JNJ{1%}V{1%}CSCO{1%}VZ{1%}CAT{1%}Cash{95%},100
9,1688.354618665163570767617784440517,1109.759289198607575599453411996365,0.657302249734714294504556164611,3,KO{1%}CSCO{1%}TRV{1%}Cash{97%},100
10,1692.956416545591309841256588697433,1112.645557491293175189639441668987,0.657220437937558465968379550759,4,PG{1%}CVX{1%}CSCO{1%}VZ{1%}Cash{96%},100
11,1740.993176891780194637249223887920,1292.335829268298539318493567407131,0.742298043680747809958120342344,4,JNJ{1%}V{1%}CSCO{1%}VZ{1%}Cash{96%},100
12,1750.174045905218690677429549396038,1293.938163763054944865871220827103,0.739319707540177173399342791527,3,JNJ{2%}V{1%}CSCO{1%}Cash{96%},100
13,1874.201726563630245436797849833965,1296.508013937268060544738546013832,0.691765457027099239795120411145,4,JNJ{1%}V{1%}CVX{1%}VZ{1%}Cash{96%},100
14,1907.609799344120801833923906087875,1491.583282229953283604118041694164,0.781912151396366938982396277424,4,CSCO{1%}MCD{1%}VZ{2%}MMM{1%}Cash{95%},100
15,2018.111403245308110854239203035831,1493.185616724755163886584341526031,0.739892562087294036743401193235,5,JNJ{1%}CSCO{1%}MCD{1%}VZ{1%}MMM{1%}Cash{95%},100
16,2020.110103528968465980142354965210,1638.912794425080164728569798171520,0.811298746321813091242347582011,5,JNJ{1%}V{1%}CVX{1%}CSCO{1%}VZ{1%}Cash{95%},100
17,2278.295366100750015903031453490257,1854.630303135876374653889797627926,0.814042959807284915996206109412,5,JNJ{1%}CVX{1%}KO{1%}CSCO{1%}TRV{1%}Cash{95%},100
18,2419.942974095924910216126590967178,1860.960160278750890938681550323963,0.769009923043328602609847166605,5,PG{1%}CSCO{2%}MCD{1%}VZ{2%}MMM{1%}Cash{93%},100
19,2456.154760593219180009327828884125,1873.806909407660896249581128358841,0.762902623023270942681506312510,5,JNJ{1%}CVX{1%}CSCO{2%}VZ{1%}TRV{1%}Cash{94%},100
20,2503.957492713842384546296671032906,1889.877331010445686843013390898705,0.754756155609557222163630285650,5,JNJ{1%}CSCO{1%}MCD{1%}VZ{2%}MMM{1%}Cash{94%},100
21,2517.250487263526338210795074701309,2001.202027874572422661003656685352,0.794995189394145596040175405506,5,JNJ{2%}MCD{1%}VZ{2%}GS{1%}MMM{1%}Cash{93%},100
22,2543.223965835425588011275976896286,2007.973254355400058557279407978058,0.789538507551693080621646458894,6,V{1%}CVX{1%}KO{1%}CSCO{1%}VZ{1%}TRV{1%}Cash{94%},100
23,2568.519392301582229265477508306503,2037.206843205571203725412487983704,0.793144427607410107405883081810,5,JNJ{2%}V{1%}CVX{1%}CSCO{1%}VZ{1%}Cash{94%},100
24,2660.824564999154517863644286990166,2044.822616724754198003211058676243,0.768492084605135961083988149767,6,JNJ{1%}V{1%}CSCO{1%}MCD{1%}VZ{2%}MMM{1%}Cash{93%},100
25,2664.354762392292286676820367574692,2190.549794425080563087249174714088,0.822168963887606407681118980690,5,JNJ{1%}V{2%}CVX{1%}CSCO{1%}VZ{2%}Cash{93%},100
26,2707.997071287874859990552067756653,2192.152128919878578017232939600945,0.809510524277387899516611469153,5,JNJ{2%}V{2%}CVX{1%}CSCO{1%}VZ{1%}Cash{93%},100
27,2723.557965940880421840120106935501,2232.282111498255289916414767503738,0.819619827965398561886445349955,5,JNJ{1%}CSCO{2%}MCD{1%}VZ{2%}MMM{1%}Cash{93%},100
28,2727.748159704585759754991158843040,2275.048951219520859012845903635025,0.834039221372220751504755753558,5,CVX{1%}CSCO{2%}MCD{1%}VZ{2%}TRV{1%}Cash{93%},100
29,2924.544514700060517498059198260307,2389.797247386777144129155203700066,0.817151948063910116282215767569,6,V{1%}CVX{1%}CSCO{1%}MCD{1%}VZ{3%}MMM{1%}Cash{92%},100
30,3028.719174772915721405297517776489,2406.267303135896327148657292127609,0.794483464554389118283950210753,7,JNJ{1%}V{1%}CVX{1%}KO{1%}CSCO{1%}VZ{1%}TRV{1%}Cash{93%},100
31,3034.893414174373901914805173873901,2418.551627177712816774146631360054,0.796914849095504917997345728509,6,CVX{2%}CSCO{2%}MCD{1%}DIS{1%}VZ{2%}TRV{1%}Cash{91%},100
32,3040.725682086144843196962028741837,2590.078648083628650056198239326477,0.851796221981674595014055739739,5,CVX{2%}KO{1%}CSCO{2%}VZ{1%}TRV{2%}Cash{92%},100
33,3057.508799935540082515217363834381,2593.726797909390825225273147225380,0.848313763794914743598951645254,6,JNJ{1%}CVX{1%}KO{1%}CSCO{2%}VZ{1%}TRV{1%}Cash{93%},100
34,3103.622541947017452912405133247375,2595.329132404193842376116663217545,0.836225764353434430908862395881,5,JNJ{2%}CVX{1%}KO{1%}CSCO{2%}TRV{1%}Cash{93%},100
35,3188.091593389833633409580215811729,2604.228839721254189498722553253174,0.816861361549600317744079802651,6,PG{1%}CVX{1%}CSCO{2%}MCD{1%}VZ{3%}MMM{1%}Cash{91%},100
36,3256.824714083998060232261195778847,2624.691362369351281813578680157661,0.805905012639761220150091958203,6,CVX{1%}CSCO{2%}MCD{1%}VZ{3%}MMM{1%}TRV{1%}Cash{91%},100
37,3261.162029145120868633966892957687,2748.672083623696835275040939450264,0.842850511277488445571748343355,7,JNJ{1%}V{1%}CVX{1%}KO{1%}CSCO{2%}VZ{1%}TRV{1%}Cash{92%},100
