Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,670.364474726742059829120989888906,198.042890841822810443773050792515,0.295425694988610820779229015898,1,WMT{1%}Cash{99%},100
2,842.799909597392229443357791751623,218.959037927836590142760542221367,0.259799550800182132981319682585,1,V{1%}Cash{99%},100
3,891.911534141274955800327006727457,306.084958371860523129726061597466,0.343178607580802930154817431685,2,V{1%}KO{1%}Cash{98%},100
4,1127.808242897952368366532027721405,417.001928769664573337649926543236,0.369745416736944554347843450159,2,V{1%}WMT{1%}Cash{98%},100
5,1223.694118203041398373898118734360,790.742599444958386811777018010616,0.646193021346004758953540658695,2,MSFT{1%}AMGN{1%}Cash{98%},100
6,1470.884326810483571534859947860241,1009.701637372794948532828129827976,0.686458900246946557288652002171,3,MSFT{1%}V{1%}AMGN{1%}Cash{97%},100
7,1626.221884583520250089350156486034,1176.085684551338772507733665406704,0.723201240679735013472395621648,3,MSFT{1%}MRK{1%}DIS{1%}Cash{97%},100
8,1727.085180704435742882196791470051,1207.744528214602269144961610436440,0.699296445657644372140282484906,4,MSFT{1%}V{1%}WMT{1%}AMGN{1%}Cash{96%},100
9,1867.217685706611973728286102414131,1359.614042553179615424596704542637,0.728149724031057599127336743550,4,MSFT{1%}V{1%}WMT{1%}MRK{1%}Cash{96%},100
10,1870.721185023221551091410219669342,1395.044722479179654328618198633194,0.745725623704776019451401225524,4,MSFT{1%}V{1%}MRK{1%}DIS{1%}Cash{96%},100
11,1910.308044968075137148844078183174,1417.381086956528633891139179468155,0.741964674592686335152791343717,4,MSFT{1%}V{1%}PG{1%}MRK{1%}Cash{96%},100
12,2059.454980641324254975188523530960,1482.170642923220839293207973241806,0.719690722475354038856210081576,5,MSFT{1%}V{1%}MRK{1%}KO{1%}DIS{1%}Cash{95%},100
13,2093.328235147152099671075120568275,1501.975529602221286040730774402618,0.717505981328646624817224619619,4,PG{1%}HD{1%}MRK{1%}TRV{1%}Cash{96%},100
14,2113.561025448938380577601492404938,1528.071278908425256304326467216015,0.722984224495647032071588000690,4,V{1%}WMT{1%}MRK{1%}TRV{1%}Cash{96%},100
15,2114.587871421964791807113215327263,1593.087613320998116250848397612572,0.753379717556839412218039342406,5,MSFT{1%}V{1%}WMT{1%}MRK{1%}DIS{1%}Cash{95%},100
16,2149.195579317435658595059067010880,1636.340124884347233091830275952816,0.761373297354368094858045878937,4,MSFT{1%}V{2%}PG{1%}MRK{1%}Cash{95%},100
17,2165.339304761492257966892793774605,1642.146271970398856865358538925648,0.758378268181520875934609193791,4,MSFT{1%}WMT{1%}MRK{1%}TRV{1%}Cash{96%},100
18,2172.738909346040145464939996600151,1720.934567530057165640755556523800,0.792057692770840593432524201489,5,V{1%}PG{1%}HD{1%}MRK{1%}TRV{1%}Cash{95%},100
19,2214.434302110511453065555542707443,1783.881214153546352463308721780777,0.805569717039418264903360977769,5,V{1%}WMT{1%}PG{1%}MRK{1%}TRV{1%}Cash{95%},100
20,2242.933934765245794551447033882141,1787.039236817749269903288222849369,0.796741807290363923677034563298,5,MSFT{1%}PG{1%}MRK{1%}KO{1%}TRV{1%}Cash{95%},100
21,2306.134105297956921276636421680450,1897.956207215562926648999564349651,0.823003399002393831729307294154,5,MSFT{1%}WMT{1%}PG{1%}MRK{1%}TRV{1%}Cash{95%},100
22,2395.521031809767464437754824757576,2005.998274745608341618208214640617,0.837395392529748483489981936145,6,MSFT{1%}V{1%}PG{1%}MRK{1%}KO{1%}TRV{1%}Cash{94%},100
23,2482.626814690053834056016057729721,2015.803665587422756289015524089336,0.811964026836263674802296463895,6,MSFT{1%}JNJ{1%}V{2%}PG{1%}MRK{1%}DIS{1%}Cash{93%},100
24,2569.492299561499748961068689823151,2064.862324236833501345245167613029,0.803607126820039652237426253123,6,MSFT{1%}JNJ{1%}V{1%}PG{1%}MRK{1%}TRV{1%}Cash{94%},100
25,2580.392800067248117557028308510780,2204.041165587417253846069797873497,0.854149478920409821469661437732,7,MSFT{1%}V{1%}WMT{1%}PG{1%}MRK{1%}KO{1%}TRV{1%}Cash{93%},100
26,2668.178945282223594404058530926704,2262.905215078638320846948772668839,0.848108489529843745380333075445,7,MSFT{1%}JNJ{1%}V{1%}WMT{1%}PG{1%}MRK{1%}TRV{1%}Cash{93%},100
27,2844.997104407374081347370520234108,2283.821362164660058624576777219772,0.802749977715843887615676521818,6,MSFT{1%}JNJ{1%}V{2%}PG{1%}MRK{1%}TRV{1%}Cash{93%},100
28,2857.273650075820569327333942055702,2288.113186864028193667763844132423,0.800802956623811956760050634330,6,V{2%}WMT{2%}PG{1%}MRK{1%}KO{1%}TRV{1%}Cash{92%},100
29,2878.484157014836910093436017632484,2338.913568455136555712670087814331,0.812550440048533051395907023107,4,MSFT{2%}V{1%}MRK{2%}DIS{1%}Cash{94%},100
30,2911.752503263121525378664955496788,2402.188179925998156249988824129105,0.824997377776418683303916168370,7,MSFT{1%}V{1%}WMT{2%}PG{1%}MRK{1%}KO{1%}TRV{1%}Cash{92%},100
31,2921.613398079013222741195932030678,2461.052229417207854567095637321472,0.842360673398941717238130877377,7,MSFT{1%}JNJ{1%}V{1%}WMT{2%}PG{1%}MRK{1%}TRV{1%}Cash{92%},100
32,2953.497578597450683446368202567101,2481.864253006492162967333570122719,0.840313623749464388978935858177,7,MSFT{1%}JNJ{1%}V{2%}WMT{1%}PG{1%}MRK{1%}TRV{1%}Cash{92%},100
33,3012.459788399850367568433284759521,2491.912648011096280242782086133957,0.827201962199383689089415838680,5,MSFT{2%}PG{1%}MRK{1%}AMGN{1%}TRV{1%}Cash{94%},100
34,3042.518937440032914309995248913765,2574.623813598512242606375366449356,0.846214556601837863958337493386,7,MSFT{1%}V{1%}WMT{1%}PG{1%}MRK{1%}AMGN{1%}TRV{1%}Cash{93%},100
35,3080.460115287758981139631941914558,2594.723503700265609950292855501175,0.842316863907157431512473522162,5,MSFT{2%}V{1%}PG{1%}MRK{2%}DIS{1%}Cash{93%},100
36,3141.724371146359771955758333206177,2689.955538852917470649117603898048,0.856203543365390840058637422771,6,MSFT{2%}WMT{1%}PG{1%}MRK{1%}AMGN{1%}TRV{1%}Cash{93%},100
37,3227.984831739354831370292231440544,2772.770827937079502589767798781395,0.858978890072110590203635638318,7,MSFT{1%}V{1%}WMT{2%}PG{1%}MRK{1%}AMGN{1%}TRV{1%}Cash{92%},100
38,3236.561822974268579855561256408691,2793.582851526368813210865482687950,0.863132856507335288753779423132,7,MSFT{1%}V{2%}WMT{1%}PG{1%}MRK{1%}AMGN{1%}TRV{1%}Cash{92%},100
39,3257.487637772540438163559883832932,2813.682541628107173892203718423843,0.863758471099553948313598539244,5,MSFT{2%}V{2%}PG{1%}MRK{2%}DIS{1%}Cash{92%},100
40,3257.741031216399733239086344838142,2841.825053191470487945480272173882,0.872329944572165283389608703146,5,MSFT{2%}WMT{1%}PG{1%}MRK{2%}TRV{1%}Cash{93%},100
41,3262.184941371594049996929243206978,2862.741200277500865922775119543076,0.877553312190158640859749539231,5,MSFT{2%}V{1%}PG{1%}MRK{2%}TRV{1%}Cash{93%},100
42,3288.754061508033828431507572531700,2945.452365864942748885368928313255,0.895613448369054210296269502578,6,MSFT{1%}V{2%}WMT{1%}PG{1%}MRK{2%}TRV{1%}Cash{92%},100
43,3389.219687641157179314177483320236,3060.784091119331606023479253053665,0.903094037332701993214811864163,6,MSFT{2%}V{1%}WMT{1%}PG{1%}MRK{2%}TRV{1%}Cash{92%},100
44,3468.189053764962409331928938627243,3143.599380203524560783989727497101,0.906409463691411843022649463819,6,MSFT{1%}V{2%}WMT{2%}PG{1%}MRK{2%}TRV{1%}Cash{91%},100
