Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,711.150773792662789674068335443735,220.033660079071552218010765500367,0.309405077218157853469193696583,1,PG{1%}Cash{99%},100
2,984.313377990006529216771014034748,286.572055335959362309949938207865,0.291139043463116309329308251108,1,HON{1%}Cash{99%},100
3,1092.607907755129645011038519442081,446.529744400540494098095223307610,0.408682512025727306959055340485,2,HD{1%}MCD{1%}Cash{98%},100
4,1206.000022172095668793190270662308,605.490474308305692829890176653862,0.502065060677007624079237757542,2,AAPL{1%}JNJ{1%}Cash{98%},100
5,1423.256023361792586001683957874775,685.138611330698608981037978082895,0.481388169159032541788434400587,3,AAPL{1%}HD{1%}KO{1%}Cash{97%},100
6,1505.889979806340761570027098059654,878.723681159412763008731417357922,0.583524489134603085993546756072,4,JNJ{1%}HD{1%}MRK{1%}VZ{1%}Cash{96%},100
7,1630.512789066116056346800178289413,979.451928853774688832345418632030,0.600701776411554866363928795181,5,JNJ{1%}HD{1%}MRK{1%}KO{1%}VZ{1%}Cash{95%},100
8,1727.081468645823406404815614223480,1256.131823451901482258108444511890,0.727314748178506054188119378523,4,JNJ{2%}HD{1%}MRK{1%}VZ{1%}Cash{95%},100
9,2191.571897311253451334778219461441,1484.214155467713453617761842906475,0.677237263942210954148492874083,5,AAPL{1%}JNJ{2%}HD{1%}MRK{1%}VZ{1%}Cash{94%},100
10,2400.379979202415142935933545231819,1542.703878787862777244299650192261,0.642691528905545927941034278774,5,JNJ{2%}HD{1%}MRK{1%}VZ{1%}HON{1%}Cash{94%},100
11,2437.064035600502847955795004963875,1555.962745718023825247655622661114,0.638457883333635067835132304026,5,JNJ{2%}HD{2%}MRK{1%}VZ{1%}CRM{1%}Cash{93%},100
12,2449.595119051141864474629983305931,1613.489704874835297232493758201599,0.658676077661285330755447375850,4,JNJ{2%}HD{2%}MRK{1%}VZ{1%}Cash{94%},100
13,2544.938096589673932612640783190727,1633.539965744412711501354351639748,0.641878074729372083417899830238,4,JNJ{3%}HD{1%}MRK{1%}VZ{1%}Cash{94%},100
14,2549.972582752635389624629169702530,1703.691417654812767068506218492985,0.668121464982857959924444912758,5,JNJ{2%}HD{2%}MRK{1%}MCD{1%}VZ{1%}Cash{93%},100
15,2612.997091337703750468790531158447,1841.572036890662957375752739608288,0.704773856425490397015209964593,5,AAPL{1%}JNJ{2%}HD{2%}MRK{1%}VZ{1%}Cash{93%},100
16,2703.597516850714328029425814747810,1861.622297760219908013823442161083,0.688572276811650119121566149261,5,AAPL{1%}JNJ{3%}HD{1%}MRK{1%}VZ{1%}Cash{93%},100
17,2905.081159634434698091354221105576,1942.300284584969858769909478724003,0.668587271010832040474269888364,6,AAPL{1%}JNJ{2%}HD{2%}MRK{1%}KO{1%}VZ{1%}Cash{92%},100
18,3019.735394751667627133429050445557,2135.915069828720334044191986322403,0.707318619221062760971108218655,4,JNJ{3%}HD{2%}MRK{2%}VZ{2%}Cash{91%},100
