Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,1063.596272589325735680176876485348,43.447233201581028083637647796422,0.040849365799119165265640418738,1,MRK{1%}Cash{99%},100
2,1182.088495951619961488177068531513,161.940956521726292294260929338634,0.136995628564474364319281107782,2,PG{1%}MRK{1%}Cash{98%},100
3,1307.408977501436311285942792892456,199.354505928836488237720914185047,0.152480600454357434481167388185,1,MSFT{1%}Cash{99%},100
4,1494.792907401430511526996269822121,304.927978919628060339164221659303,0.203993461174310247718821642593,2,UNH{1%}PG{1%}Cash{98%},100
5,1611.634042639623203285736963152885,317.848229249016071662481408566236,0.197221094143945174792520447227,2,MSFT{1%}PG{1%}Cash{98%},100
6,1694.842340840367342025274410843849,461.811364953887391493481118232012,0.272480427132180180738174612998,2,NKE{1%}IBM{1%}Cash{98%},100
7,1946.124052283879109381814487278461,502.304687220042694661970017477870,0.258105174040967055848483369118,3,WMT{1%}NKE{1%}IBM{1%}Cash{97%},100
8,1973.305769139888070640154182910919,580.305088274046397600614000111818,0.294077632239927055923800480741,3,PG{1%}NKE{1%}IBM{1%}Cash{97%},100
9,2051.916040931810130132362246513367,623.752321475627468316815793514252,0.303985303995367606155753037456,4,PG{1%}MRK{1%}NKE{1%}IBM{1%}Cash{96%},100
10,2512.515019858183222822844982147217,664.245643741786693681206088513136,0.264374795172082011074365937020,5,WMT{1%}PG{1%}MRK{1%}NKE{1%}IBM{1%}Cash{95%},100
11,2605.620325695843348512426018714905,667.199554677208425346179865300655,0.256061694060906452907744323966,4,PG{1%}MRK{2%}NKE{1%}IBM{1%}Cash{95%},100
12,2626.104762894868144940119236707687,779.659594202892662906378973275423,0.296888229753423993351191256806,4,MSFT{1%}PG{1%}NKE{1%}IBM{1%}Cash{96%},100
13,2782.935566384782305249245837330818,823.106827404473733622580766677856,0.295769272327689569657138690673,5,MSFT{1%}PG{1%}MRK{1%}NKE{1%}IBM{1%}Cash{95%},100
14,2942.433303977617924829246476292610,862.237878787870954511163290590048,0.293035657808211669195230797413,3,UNH{1%}NKE{1%}VZ{1%}Cash{97%},100
15,3062.375098141198122903006151318550,905.685111989451911540527362376451,0.295745975905820634999088269979,4,UNH{1%}MRK{1%}NKE{1%}VZ{1%}Cash{96%},100
16,3150.511207216095954208867624402046,941.772779973652291118924040347338,0.298926973443727650447954147239,5,MSFT{1%}PG{2%}MRK{1%}NKE{1%}IBM{1%}Cash{94%},100
17,3399.904651463067239092197269201279,1048.672134387358710227999836206436,0.308441630542811817683457320527,3,UNH{2%}NKE{1%}VZ{1%}Cash{96%},100
18,3575.419627949073856143513694405556,1061.592384716736887639854103326797,0.296914067489662925058979681125,4,MSFT{1%}UNH{1%}NKE{1%}VZ{1%}Cash{96%},100
19,3627.975911342266044812276959419250,1092.119367588939667257363907992840,0.301027182725940756213844906597,4,UNH{2%}MRK{1%}NKE{1%}VZ{1%}Cash{95%},100
20,3677.418848420498761697672307491302,1138.065420289862913705292157828808,0.309473972696549748384597933182,3,NKE{2%}VZ{1%}IBM{1%}Cash{96%},100
21,3717.432020116206331294961273670197,1181.512653491443870734656229615211,0.317830332094279965904348728145,4,MRK{1%}NKE{2%}VZ{1%}IBM{1%}Cash{95%},100
22,3842.079515259290928952395915985107,1195.808068511201099681784398853779,0.311239802237799179085442347059,3,MRK{1%}NKE{2%}VZ{1%}Cash{96%},100
23,3963.886336209279761533252894878387,1324.499675889320087662781588733196,0.334141689127231078515478657209,4,UNH{1%}NKE{2%}VZ{1%}IBM{1%}Cash{95%},100
24,4109.856007785773726936895400285721,1367.946909090901044692145660519600,0.332845458940518035273470331958,5,UNH{1%}MRK{1%}NKE{2%}VZ{1%}IBM{1%}Cash{94%},100
25,4259.290021923308813711628317832947,1382.242324110676236159633845090866,0.324524114816327091670444815463,4,UNH{1%}MRK{1%}NKE{2%}VZ{1%}Cash{95%},100
26,4388.798682574350095819681882858276,1395.162574440058278923970647156239,0.317891677278232753778297592362,4,MSFT{1%}MRK{1%}NKE{2%}VZ{1%}Cash{95%},100
27,4509.092146454164321767166256904602,1411.394142292482229095185175538063,0.313010711790923767949834655155,5,UNH{1%}MRK{2%}NKE{2%}VZ{1%}IBM{1%}Cash{93%},100
28,4545.838560414591484004631638526917,1486.440632411052320094313472509384,0.326989313996994490629788288061,6,UNH{1%}PG{1%}MRK{1%}NKE{2%}VZ{1%}IBM{1%}Cash{93%},100
29,4627.852082622639500186778604984283,1510.933931488807729692780412733555,0.326487083967590796529378849300,4,UNH{2%}NKE{2%}VZ{1%}IBM{1%}Cash{94%},100
30,4667.375228256609261734411120414734,1523.854181818195911546354182064533,0.326490609238502704769757656322,5,MSFT{1%}UNH{1%}NKE{2%}VZ{1%}IBM{1%}Cash{94%},100
31,4778.303631513086656923405826091766,1529.887865612633277123677544295788,0.320173849046127390050031635838,6,UNH{1%}PG{1%}MRK{2%}NKE{2%}VZ{1%}IBM{1%}Cash{92%},100
32,4845.427380310649823513813316822052,1554.381164690388914095819927752018,0.320793408442483884979168351492,5,UNH{2%}MRK{1%}NKE{2%}VZ{1%}IBM{1%}Cash{93%},100
33,4847.142807895130317774601280689240,1567.301415019776868575718253850937,0.323345417524510014839478344584,6,MSFT{1%}UNH{1%}MRK{1%}NKE{2%}VZ{1%}IBM{1%}Cash{93%},100
34,4849.594086282762873452156782150269,1599.876785243735412223031744360924,0.329899112539962846568641907652,3,NKE{3%}VZ{1%}IBM{2%}Cash{94%},100
35,4926.773710200656751112546771764755,1643.324018445316596626071259379387,0.333549725460881296701387555004,4,MRK{1%}NKE{3%}VZ{1%}IBM{2%}Cash{93%},100
36,4958.497068713074440893251448869705,1657.619433465094516577664762735367,0.334298762406107896616447305860,4,MRK{1%}NKE{3%}VZ{1%}IBM{1%}Cash{94%},100
37,5117.512335707363490655552595853806,1672.874888010523363846004940569401,0.326892204311470757627233751919,6,UNH{2%}PG{1%}MRK{1%}NKE{2%}VZ{1%}IBM{1%}Cash{92%},100
38,5159.168235442086370312608778476715,1685.795138339926097614807076752186,0.326757155690130585146135899777,7,MSFT{1%}UNH{1%}PG{1%}MRK{1%}NKE{2%}VZ{1%}IBM{1%}Cash{92%},100
39,5174.372276931727355986367911100388,1701.066666666675473607028834521770,0.328748411522366390524751977864,4,MRK{2%}NKE{3%}VZ{1%}IBM{1%}Cash{93%},100
40,5339.268625569410687603522092103958,1786.311040843218279405846260488033,0.334560998165308765006642488515,4,UNH{1%}NKE{3%}VZ{1%}IBM{2%}Cash{93%},100
41,5447.970221423949624295346438884735,1799.231291172592591465217992663383,0.330257181674227850987080046252,4,MSFT{1%}NKE{3%}VZ{1%}IBM{2%}Cash{93%},100
42,5473.510713037894674926064908504486,1800.606455862974598858272656798363,0.328967375833198349965869056177,4,UNH{1%}NKE{3%}VZ{1%}IBM{1%}Cash{94%},100
43,5490.442234163429020554758608341217,1829.758274044799236435210332274437,0.333262457923591437491950273397,5,UNH{1%}MRK{1%}NKE{3%}VZ{1%}IBM{2%}Cash{92%},100
44,5546.792841302988563256803900003433,1844.053689064555783261312171816826,0.332454039987433891401025221057,5,UNH{1%}MRK{1%}NKE{3%}VZ{1%}IBM{1%}Cash{93%},100
45,5570.579208565720364276785403490067,1856.973939393936916530947200953960,0.333353834469945431440152106006,5,MSFT{1%}MRK{1%}NKE{3%}VZ{1%}IBM{1%}Cash{93%},100
46,5747.770888408039354544598609209061,1904.804764163370464302715845406055,0.331398867690591680812417507695,5,UNH{1%}PG{1%}NKE{3%}VZ{1%}IBM{2%}Cash{92%},100
47,5779.323356018876438611187040805817,1948.251997364951421332079917192459,0.337107283560443837799880384409,6,UNH{1%}PG{1%}MRK{1%}NKE{3%}VZ{1%}IBM{2%}Cash{91%},100
48,5885.055333956343929457943886518478,1961.172247694336647327872924506664,0.333246186552998813201753591784,6,MSFT{1%}PG{1%}MRK{1%}NKE{3%}VZ{1%}IBM{2%}Cash{91%},100
49,5932.435527907193318242207169532776,1962.547412384725475931190885603428,0.330816475485079641849495146744,6,UNH{1%}PG{1%}MRK{1%}NKE{3%}VZ{1%}IBM{1%}Cash{92%},100
50,5989.131043863144441274926066398621,1975.467662714091829911922104656696,0.329842117036040716193667776679,6,MSFT{1%}PG{1%}MRK{1%}NKE{3%}VZ{1%}IBM{1%}Cash{92%},100
51,6002.229651000931880844291299581528,1991.699230566532378361443988978863,0.331826562190001617125290067634,6,UNH{1%}PG{1%}MRK{2%}NKE{3%}VZ{1%}IBM{2%}Cash{90%},100
52,6075.303193521616776706650853157043,2004.619480895917604357236996293068,0.329962047496417665293222398759,6,MSFT{1%}PG{1%}MRK{2%}NKE{3%}VZ{1%}IBM{2%}Cash{90%},100
53,6081.973236590281885582953691482544,2005.994645586306432960554957389832,0.329826286231887644273541582152,6,UNH{1%}PG{1%}MRK{2%}NKE{3%}VZ{1%}IBM{1%}Cash{91%},100
54,6108.645357028665785037446767091751,2018.914895915673014314961619675159,0.330501245025247747388874586250,6,MSFT{1%}PG{1%}MRK{2%}NKE{3%}VZ{1%}IBM{1%}Cash{91%},100
55,6220.411046382653694308828562498093,2029.112779973645501740975305438042,0.326202362648306376513573923148,6,MSFT{1%}UNH{1%}MRK{1%}NKE{3%}VZ{1%}IBM{2%}Cash{91%},100
56,6250.314466474400433071423321962357,2043.408194993417737350682727992535,0.326928861892294198021602369408,6,MSFT{1%}UNH{1%}MRK{1%}NKE{3%}VZ{1%}IBM{1%}Cash{92%},100
57,6266.925394010037962289061397314072,2062.138582345191480271751061081886,0.329051082100992431378472247161,3,NKE{4%}VZ{1%}IBM{3%}Cash{92%},100
58,6304.503008448594300716649740934372,2066.917949934096668584970757365227,0.327847880659941470771201466050,6,UNH{1%}PG{2%}MRK{1%}NKE{3%}VZ{1%}IBM{2%}Cash{90%},100
59,6308.180002024928398896008729934692,2076.433997364963488507783040404320,0.329165305476132152850965439939,3,NKE{4%}VZ{1%}IBM{2%}Cash{93%},100
60,6338.484848972111649345606565475464,2119.881230566544672910822555422783,0.334446051552890866176426243328,4,MRK{1%}NKE{4%}VZ{1%}IBM{2%}Cash{92%},100
61,6426.323037441352425958029925823212,2147.606503293804507848108187317848,0.334189005249396320351706890506,7,MSFT{1%}UNH{1%}PG{1%}MRK{1%}NKE{3%}VZ{1%}IBM{2%}Cash{90%},100
62,6543.861206159474932064767926931381,2163.328463768125857313862070441246,0.330588989529892740559802177813,4,MRK{2%}NKE{4%}VZ{1%}IBM{2%}Cash{91%},100
63,6654.944123052090617420617491006851,2224.079538866906204930273815989494,0.334199581205033291464445710517,5,PG{1%}MRK{1%}NKE{4%}VZ{1%}IBM{3%}Cash{90%},100
64,6719.281590647133270977064967155457,2238.374953886690946092130616307259,0.333127124334599178379079376100,5,PG{1%}MRK{1%}NKE{4%}VZ{1%}IBM{2%}Cash{91%},100
