Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,27018.306247472311952151358127593994,43045.123567195114446803927421569824,1.593183642709734559872458703467,748.226858594352393083681818097830,21595.953620823675009887665510177612,21,AAPL{12.8770301624%} MSFT{0.6960556845%} UNH{0.1160092807%} JNJ{8.0046403712%} V{7.0765661253%} WMT{14.7331786543%} CVX{8.8167053364%} HD{0.6960556845%} MRK{0.5800464037%} KO{13.6890951276%} CSCO{0.5800464037%} MCD{3.7122969838%} NKE{0.2320185615%} DIS{12.1809744780%} VZ{0.3480278422%} AMGN{0.1160092807%} HON{9.9767981439%} IBM{0.2320185615%} BA{4.7563805104%} MMM{0.4640371230%} TRV{0.1160092807%} 
2,27094.225954899178759660571813583374,43045.707712923336657695472240447998,1.588741002772209087723354059563,740.420869483861679327674210071564,21820.309454385966091649606823921204,20,AAPL{12.8770301624%} MSFT{0.6960556845%} UNH{0.5800464037%} JNJ{8.0046403712%} V{7.0765661253%} WMT{14.7331786543%} CVX{8.8167053364%} HD{0.6960556845%} MRK{0.5800464037%} KO{13.6890951276%} CSCO{0.5800464037%} MCD{3.7122969838%} NKE{0.2320185615%} DIS{12.1809744780%} VZ{0.3480278422%} AMGN{0.1160092807%} HON{9.9767981439%} IBM{0.2320185615%} BA{4.7563805104%} TRV{0.1160092807%} 
3,27243.181641537565155886113643646240,43050.243085824564332142472267150879,1.580220829280308381115105476056,739.598400259054869820829480886459,21848.422278398327762261033058166504,21,AAPL{12.8770301624%} MSFT{0.2320185615%} UNH{0.5800464037%} JNJ{8.0046403712%} V{7.0765661253%} WMT{14.7331786543%} CVX{8.8167053364%} HD{0.6960556845%} MRK{0.5800464037%} KO{13.6890951276%} CSCO{0.5800464037%} MCD{3.7122969838%} NKE{0.2320185615%} DIS{12.1809744780%} VZ{0.3480278422%} AMGN{0.1160092807%} HON{9.9767981439%} IBM{0.2320185615%} BA{4.7563805104%} MMM{0.4640371230%} TRV{0.1160092807%} 
4,27249.626023824992444133386015892029,43907.709693875265656970441341400146,1.611314212367014331306336316629,818.701078983042521031165961176157,20438.278763028047251282259821891785,21,AAPL{13.3734939759%} MSFT{0.7228915663%} UNH{0.1204819277%} JNJ{8.3132530120%} V{7.3493975904%} WMT{15.3012048193%} CVX{5.3012048193%} HD{0.7228915663%} MRK{0.6024096386%} KO{14.2168674699%} CSCO{0.6024096386%} MCD{3.8554216867%} NKE{0.2409638554%} DIS{12.6506024096%} VZ{0.3614457831%} AMGN{0.1204819277%} HON{10.3614457831%} IBM{0.2409638554%} BA{4.9397590361%} MMM{0.4819277108%} TRV{0.1204819277%} 
5,27374.269385812076507136225700378418,43908.280993984284577891230583190918,1.603998279374780011607981577981,810.620709298231872708129230886698,20670.487327434970211470499634742737,20,AAPL{13.3734939759%} MSFT{0.7228915663%} UNH{0.6024096386%} JNJ{8.3132530120%} V{7.3493975904%} WMT{15.3012048193%} CVX{5.3012048193%} HD{0.7228915663%} MRK{0.6024096386%} KO{14.2168674699%} CSCO{0.6024096386%} MCD{3.8554216867%} NKE{0.2409638554%} DIS{12.6506024096%} VZ{0.3614457831%} AMGN{0.1204819277%} HON{10.3614457831%} IBM{0.2409638554%} BA{4.9397590361%} TRV{0.1204819277%} 
6,27396.471670788923802319914102554321,44019.186304575887334067374467849731,1.606746548735714874567293009022,868.248994275373888740432448685169,19129.381802015166613273322582244873,21,AAPL{13.3093525180%} MSFT{0.7194244604%} UNH{0.5995203837%} JNJ{8.2733812950%} V{3.4772182254%} WMT{15.2278177458%} CVX{9.1127098321%} HD{0.7194244604%} MRK{0.5995203837%} KO{14.1486810552%} CSCO{0.5995203837%} MCD{3.8369304556%} NKE{0.2398081535%} DIS{12.5899280576%} VZ{0.3597122302%} AMGN{0.1199040767%} HON{10.3117505995%} IBM{0.2398081535%} BA{4.9160671463%} MMM{0.4796163070%} TRV{0.1199040767%} 
7,27497.697559134900075150653719902039,44362.149167592957383021712303161621,1.613304134725839444897133034829,856.104546992290238449641037732363,19820.485487147296225884929299354553,21,AAPL{13.6363636364%} MSFT{0.7371007371%} UNH{0.1228501229%} JNJ{8.4766584767%} V{7.4938574939%} WMT{15.6019656020%} CVX{3.4398034398%} HD{0.7371007371%} MRK{0.6142506143%} KO{14.4963144963%} CSCO{0.6142506143%} MCD{3.9312039312%} NKE{0.2457002457%} DIS{12.8992628993%} VZ{0.3685503686%} AMGN{0.1228501229%} HON{10.5651105651%} IBM{0.2457002457%} BA{5.0368550369%} MMM{0.4914004914%} TRV{0.1228501229%} 
8,27643.724106860718165989965200424194,44945.431543210564996115863323211670,1.625881931445548156389691030199,945.836509860260321147507056593895,17831.451593883099121740087866783142,21,AAPL{13.8403990025%} MSFT{0.7481296758%} UNH{0.6234413965%} JNJ{8.6034912718%} V{3.6159600998%} WMT{15.8354114713%} CVX{5.4862842893%} HD{0.7481296758%} MRK{0.6234413965%} KO{14.7132169576%} CSCO{0.6234413965%} MCD{3.9900249377%} NKE{0.2493765586%} DIS{13.0922693267%} VZ{0.3740648379%} AMGN{0.1246882793%} HON{10.7231920200%} IBM{0.2493765586%} BA{5.1122194514%} MMM{0.4987531172%} TRV{0.1246882793%} 
9,27694.737517228593787876889109611511,45033.900632278266130015254020690918,1.626081511126912459985760506243,739.845302699430476423003710806370,23825.001954894589289324358105659485,21,AAPL{13.3896260555%} MSFT{0.7237635706%} JNJ{7.7201447527%} V{7.5995174910%} WMT{15.1990349819%} CVX{9.1676718938%} HD{0.7237635706%} MRK{0.3618817853%} KO{14.2340168878%} CSCO{0.4825090470%} MCD{0.2412545235%} NKE{0.2412545235%} DIS{12.9071170084%} VZ{0.3618817853%} HON{10.3739445115%} IBM{0.2412545235%} GS{0.1206272618%} BA{4.8250904704%} MMM{0.4825090470%} TRV{0.1206272618%} DD{0.4825090470%} 
10,27758.739934993354836478829383850098,45600.974292776525544468313455581665,1.642760961036664690837483249197,837.840231344895073561929166316986,21582.887660889533435693010687828064,20,AAPL{13.8403990025%} MSFT{0.7481296758%} UNH{0.6234413965%} JNJ{8.6034912718%} V{7.6059850374%} WMT{15.8354114713%} CVX{5.4862842893%} HD{0.7481296758%} MRK{0.6234413965%} KO{14.7132169576%} CSCO{0.6234413965%} NKE{0.2493765586%} DIS{13.0922693267%} VZ{0.3740648379%} AMGN{0.1246882793%} HON{10.7231920200%} IBM{0.2493765586%} BA{5.1122194514%} MMM{0.4987531172%} TRV{0.1246882793%} 
