Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,24265.533997934762737713754177093506,13950.476447331267991103231906890869,0.574909105586491220307721050631,2103.551755735683855164097622036934,-49156.076224739248573314398527145386,21,AAPL{16.7812929849%} MSFT{0.4126547455%} UNH{7.9779917469%} JNJ{0.1375515818%} WMT{10.1788170564%} PG{11.5543328748%} CVX{0.1375515818%} HD{0.1375515818%} MRK{15.5433287483%} KO{1.3755158184%} MCD{0.2751031637%} NKE{1.6506189821%} VZ{14.8555708391%} AMGN{0.2751031637%} HON{0.4126547455%} GS{1.9257221458%} AXP{0.1375515818%} BA{0.6877579092%} MMM{12.9298486933%} TRV{2.3383768913%} WBA{0.2751031637%} 
2,25226.496981097534444415941834449768,14758.502832012054568622261285781860,0.585039724027903940140049598995,2096.564043006477277231169864535332,-48138.418458182262838818132877349854,24,AAPL{16.2580645161%} MSFT{0.1290322581%} UNH{6.4516129032%} JNJ{0.1290322581%} V{0.3870967742%} WMT{10.9677419355%} JPM{0.2580645161%} PG{13.1612903226%} CVX{0.2580645161%} HD{0.2580645161%} MRK{15.6129032258%} KO{0.1290322581%} CSCO{0.2580645161%} MCD{0.3870967742%} NKE{1.8064516129%} VZ{13.6774193548%} AMGN{0.1290322581%} HON{1.0322580645%} CRM{0.1290322581%} GS{2.8387096774%} INTC{0.1290322581%} MMM{14.7096774194%} DD{0.3870967742%} WBA{0.5161290323%} 
3,25492.155591098315198905766010284424,15560.073607648129836888983845710754,0.610386734540471764809410615271,2136.511155494970353174721822142601,-48535.261057200979848857969045639038,24,AAPL{15.9292035398%} MSFT{0.1264222503%} UNH{6.3211125158%} JNJ{0.1264222503%} V{0.3792667509%} WMT{10.7458912769%} JPM{0.2528445006%} PG{12.8950695322%} CVX{0.2528445006%} HD{0.2528445006%} MRK{15.2970922882%} KO{0.1264222503%} CSCO{0.2528445006%} MCD{0.3792667509%} NKE{1.7699115044%} VZ{13.4007585335%} AMGN{0.1264222503%} HON{1.0113780025%} CRM{0.1264222503%} GS{4.8040455120%} INTC{0.1264222503%} MMM{14.4121365360%} DD{0.3792667509%} WBA{0.5056890013%} 
4,25606.562279695466713747009634971619,15729.721867031546935322694480419159,0.614284795249704917985411611880,2234.255907493525228346697986125946,-51297.955357774211734067648649215698,22,AAPL{17.2839506173%} MSFT{0.1371742112%} UNH{6.7215363512%} JNJ{0.1371742112%} V{0.4115226337%} WMT{5.0754458162%} PG{13.9917695473%} CVX{0.2743484225%} HD{0.4115226337%} MRK{16.8724279835%} KO{1.2345679012%} CSCO{0.5486968450%} MCD{0.4115226337%} NKE{1.2345679012%} VZ{15.0891632373%} AMGN{0.1371742112%} CRM{0.1371742112%} GS{3.0178326475%} INTC{0.1371742112%} MMM{15.6378600823%} DD{0.4115226337%} WBA{0.6858710562%} 
5,25713.817532501572713954374194145203,16545.845615972786617930978536605835,0.643461267276213777499549451022,2181.365550703575991065008565783501,-48895.120905134492204524576663970947,23,AAPL{15.7697121402%} MSFT{0.1251564456%} UNH{6.2578222778%} JNJ{0.1251564456%} V{0.3754693367%} WMT{10.6382978723%} JPM{0.2503128911%} PG{12.7659574468%} CVX{0.2503128911%} HD{0.2503128911%} MRK{15.1439299124%} KO{0.1251564456%} CSCO{0.2503128911%} MCD{0.3754693367%} NKE{1.7521902378%} VZ{13.2665832290%} AMGN{0.1251564456%} CRM{0.1251564456%} GS{6.7584480601%} INTC{0.1251564456%} MMM{14.2678347935%} DD{0.3754693367%} WBA{0.5006257822%} 
6,26048.544579158777196425944566726685,16770.186419581463269423693418502808,0.643805121956761761126131204946,2336.586393577813851152313873171806,-53327.405387752951355651021003723145,20,AAPL{16.7187500000%} MSFT{0.3125000000%} UNH{6.7187500000%} JNJ{0.1562500000%} WMT{1.5625000000%} PG{17.5000000000%} CVX{0.1562500000%} HD{0.1562500000%} MRK{18.2812500000%} KO{1.5625000000%} MCD{0.3125000000%} NKE{1.2500000000%} DIS{0.6250000000%} VZ{16.8750000000%} HON{0.4687500000%} GS{2.1875000000%} AXP{0.1562500000%} MMM{14.6875000000%} TRV{0.1562500000%} DD{0.1562500000%} 
7,26232.500689110525854630395770072937,17211.254147708696109475567936897278,0.656104210257519415705473875278,2264.292549518562282173661515116692,-50717.522337848175084218382835388184,23,AAPL{16.4276401565%} MSFT{0.1303780965%} UNH{6.5189048240%} JNJ{0.1303780965%} V{0.3911342894%} WMT{6.9100391134%} JPM{0.2607561930%} PG{13.2985658409%} CVX{0.2607561930%} HD{0.2607561930%} MRK{15.7757496741%} KO{0.1303780965%} CSCO{0.2607561930%} MCD{0.3911342894%} NKE{1.8252933507%} VZ{13.8200782269%} AMGN{0.1303780965%} CRM{0.1303780965%} GS{7.0404172099%} INTC{0.1303780965%} MMM{14.8631029987%} DD{0.3911342894%} WBA{0.5215123859%} 
8,26451.441280278511840151622891426086,17257.409558790779556147754192352295,0.652418496819583304535683510039,2289.038531642846919567091390490532,-51413.746390494627121370285749435425,24,AAPL{15.4034229829%} MSFT{0.1222493888%} UNH{5.8679706601%} JNJ{0.1222493888%} V{0.2444987775%} WMT{6.4792176039%} JPM{0.2444987775%} PG{15.4034229829%} CVX{0.2444987775%} HD{0.2444987775%} MRK{15.5256723716%} KO{1.5892420538%} MCD{1.2224938875%} NKE{1.1002444988%} VZ{14.6699266504%} HON{0.2444987775%} CRM{0.1222493888%} GS{6.1124694377%} INTC{0.1222493888%} AXP{0.1222493888%} BA{0.2444987775%} MMM{13.9364303178%} TRV{0.4889975550%} DD{0.1222493888%} 
9,26462.793534978387469891458749771118,17837.941926728915859712287783622742,0.674076298979955135237673857773,2331.401492986421999376034364104271,-52104.102862863743212074041366577148,20,AAPL{18.6363636364%} MSFT{0.1515151515%} UNH{7.1212121212%} JNJ{0.1515151515%} WMT{1.5151515152%} PG{18.7878787879%} CVX{0.4545454545%} HD{0.1515151515%} MRK{12.2727272727%} KO{2.1212121212%} MCD{0.3030303030%} NKE{1.2121212121%} VZ{16.6666666667%} HON{0.4545454545%} GS{4.6969696970%} AXP{0.1515151515%} BA{0.1515151515%} MMM{14.3939393939%} TRV{0.1515151515%} DD{0.4545454545%} 
10,27026.017616603192436741665005683899,17883.817296836543391691520810127258,0.661725954246761838284385248699,2348.166836570190298516536131501198,-52561.187800269166473299264907836914,23,AAPL{17.0963364993%} MSFT{0.1356852103%} UNH{6.7842605156%} JNJ{0.1356852103%} V{0.4070556309%} WMT{3.1207598372%} JPM{0.2713704206%} PG{13.8398914518%} CVX{0.2713704206%} HD{0.2713704206%} MRK{16.4179104478%} KO{0.1356852103%} CSCO{0.2713704206%} MCD{0.4070556309%} NKE{1.8995929444%} VZ{14.3826322931%} AMGN{0.1356852103%} CRM{0.1356852103%} GS{7.3270013569%} INTC{0.1356852103%} MMM{15.4681139756%} DD{0.4070556309%} WBA{0.5427408412%} 
