Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,32228.405664134959806688129901885986,1938.705232435547259228769689798355,0.060155170337607324904105610131,-1348.669699681029214843874797224998,44197.022489107795991003513336181641,13,MSFT{25.1308900524%} UNH{0.2617801047%} V{0.5235602094%} WMT{2.0942408377%} JPM{8.9005235602%} PG{8.3769633508%} CVX{5.4973821990%} MRK{5.2356020942%} KO{12.5654450262%} CSCO{4.1884816754%} NKE{8.3769633508%} AXP{2.0942408377%} DD{16.7539267016%} 
2,32334.497294973756652325391769409180,5630.516829976781991717871278524399,0.174133427175687638399637080511,-1198.101514947290070267627015709877,43171.030964991870860103517770767212,21,AAPL{0.4608294931%} MSFT{19.5084485407%} JNJ{0.1536098310%} V{0.4608294931%} WMT{9.0629800307%} JPM{2.1505376344%} HD{0.7680491551%} MRK{4.9155145929%} KO{10.7526881720%} CSCO{9.9846390169%} MCD{0.1536098310%} NKE{6.1443932412%} DIS{0.7680491551%} VZ{9.5238095238%} AMGN{0.3072196621%} HON{0.4608294931%} IBM{0.1536098310%} GS{1.9969278034%} CAT{0.9216589862%} AXP{2.3041474654%} DD{19.0476190476%} 
3,32463.712564483150345040485262870789,6418.279089009954077482689172029495,0.197706256678475439381159617369,-1181.625836952944155200384557247162,43442.555313535536697600036859512329,21,AAPL{0.4724409449%} MSFT{20.0000000000%} JNJ{0.1574803150%} V{0.4724409449%} WMT{9.2913385827%} JPM{2.2047244094%} HD{0.7874015748%} MRK{2.5196850394%} KO{11.0236220472%} CSCO{10.2362204724%} MCD{0.1574803150%} NKE{6.2992125984%} DIS{0.7874015748%} VZ{9.7637795276%} AMGN{0.3149606299%} HON{0.4724409449%} IBM{0.1574803150%} GS{2.0472440945%} CAT{0.9448818898%} AXP{2.3622047244%} DD{19.5275590551%} 
4,32604.702598719039087882265448570251,6827.288490082855787477456033229828,0.209395821642951701635482208985,-1172.765984873911520480760373175144,43573.956016132084187120199203491211,21,AAPL{0.4784688995%} MSFT{20.2551834131%} JNJ{0.1594896332%} V{0.4784688995%} WMT{9.4098883573%} JPM{2.2328548644%} HD{0.7974481659%} MRK{1.2759170654%} KO{11.1642743222%} CSCO{10.3668261563%} MCD{0.1594896332%} NKE{6.3795853270%} DIS{0.7974481659%} VZ{9.8883572568%} AMGN{0.3189792663%} HON{0.4784688995%} IBM{0.1594896332%} GS{2.0733652313%} CAT{0.9569377990%} AXP{2.3923444976%} DD{19.7767145136%} 
5,32635.649505012028384953737258911133,6933.584355441228581184986978769302,0.212454308726915369609500316983,-1177.162849642646961001446470618248,43818.020310910833359230309724807739,20,AAPL{0.4724409449%} MSFT{20.0000000000%} JNJ{0.1574803150%} V{0.4724409449%} WMT{9.2913385827%} JPM{2.2047244094%} HD{0.7874015748%} KO{11.0236220472%} CSCO{10.2362204724%} MCD{0.1574803150%} NKE{6.2992125984%} DIS{0.7874015748%} VZ{9.7637795276%} AMGN{0.3149606299%} HON{0.4724409449%} IBM{2.6771653543%} GS{2.0472440945%} CAT{0.9448818898%} AXP{2.3622047244%} DD{19.5275590551%} 
6,32691.926964290956675540655851364136,7088.094355865566285501699894666672,0.216814822925788880381148260312,-1170.509740601321936992462724447250,43764.066228040319401770830154418945,20,AAPL{0.4784688995%} MSFT{20.2551834131%} JNJ{0.1594896332%} V{0.4784688995%} WMT{9.4098883573%} JPM{2.2328548644%} HD{0.7974481659%} KO{11.1642743222%} CSCO{10.3668261563%} MCD{0.1594896332%} NKE{6.3795853270%} DIS{0.7974481659%} VZ{9.8883572568%} AMGN{0.3189792663%} HON{0.4784688995%} IBM{1.4354066986%} GS{2.0733652313%} CAT{0.9569377990%} AXP{2.3923444976%} DD{19.7767145136%} 
7,32742.487887082334054866805672645569,7168.267884408474856172688305377960,0.218928625983748820216234776126,-1167.217658117065639089560136198997,43741.087838743202155455946922302246,20,AAPL{0.4815409310%} MSFT{20.3852327448%} JNJ{0.1605136437%} V{0.4815409310%} WMT{9.4703049759%} JPM{2.2471910112%} HD{0.8025682183%} KO{11.2359550562%} CSCO{10.4333868379%} MCD{0.1605136437%} NKE{6.4205457464%} DIS{0.8025682183%} VZ{9.9518459069%} AMGN{0.3210272873%} HON{0.4815409310%} IBM{0.8025682183%} GS{2.0866773676%} CAT{0.9630818620%} AXP{2.4077046549%} DD{19.9036918138%} 
8,32774.254038198167108930647373199463,7208.122612280366411141585558652878,0.219932469061823621103712866898,-1165.765417491902326219133101403713,43735.439027026637631934136152267456,20,AAPL{0.4830917874%} MSFT{20.4508856683%} JNJ{0.1610305958%} V{0.4830917874%} WMT{9.5008051530%} JPM{2.2544283414%} HD{0.8051529791%} KO{11.2721417069%} CSCO{10.4669887279%} MCD{0.1610305958%} NKE{6.4412238325%} DIS{0.8051529791%} VZ{9.9838969404%} AMGN{0.3220611916%} HON{0.4830917874%} IBM{0.4830917874%} GS{2.0933977456%} CAT{0.9661835749%} AXP{2.4154589372%} DD{19.9677938808%} 
9,32785.169043953545042313635349273682,7565.021836117815837496891617774963,0.230745244167438773308376198656,-1155.320519715164209628710523247719,43765.064787192961375694721937179565,20,AAPL{0.4815409310%} MSFT{20.3852327448%} JNJ{0.1605136437%} V{0.4815409310%} WMT{10.1123595506%} JPM{2.2471910112%} HD{0.8025682183%} KO{11.2359550562%} CSCO{10.4333868379%} MCD{0.1605136437%} NKE{6.4205457464%} DIS{0.8025682183%} VZ{9.9518459069%} AMGN{0.3210272873%} HON{0.4815409310%} IBM{0.1605136437%} GS{2.0866773676%} CAT{0.9630818620%} AXP{2.4077046549%} DD{19.9036918138%} 
10,33328.047785141163330990821123123169,8565.169764052936443476937711238861,0.256995843839122051210921426900,-1142.583822842418612708570435643196,44366.129546448719338513910770416260,20,AAPL{0.4497751124%} MSFT{19.0404797601%} JNJ{0.1499250375%} V{0.4497751124%} WMT{13.6431784108%} JPM{2.0989505247%} HD{0.7496251874%} KO{10.4947526237%} CSCO{12.1439280360%} MCD{0.1499250375%} NKE{5.9970014993%} DIS{0.7496251874%} VZ{9.2953523238%} AMGN{0.2998500750%} HON{0.4497751124%} IBM{0.1499250375%} GS{1.9490254873%} CAT{0.8995502249%} AXP{2.2488755622%} DD{18.5907046477%} 
