Non-Dominant Set,Risk,Profit,TrendRaio,a,b,# of Portfolio,Portfolio{%}
1,47690.956777908671938348561525344849,11798.606659421468066284433007240295,0.247397147311726822715982621048,495.786443114904500362172257155180,-2413.938043205796020629350095987320,26,AAPL{0.1582278481%} MSFT{0.9493670886%} UNH{8.5443037975%} JNJ{10.4430379747%} V{2.3734177215%} WMT{0.1582278481%} JPM{0.3164556962%} PG{4.5886075949%} CVX{0.6329113924%} HD{0.9493670886%} MRK{10.6012658228%} KO{19.4620253165%} DIS{0.1582278481%} VZ{1.2658227848%} AMGN{0.7911392405%} HON{0.3164556962%} IBM{0.6329113924%} CRM{0.7911392405%} GS{0.1582278481%} CAT{0.3164556962%} INTC{0.1582278481%} AXP{1.4240506329%} BA{11.7088607595%} TRV{3.6392405063%} DD{0.3164556962%} WBA{19.1455696203%} 
2,47747.528125723736593499779701232910,18388.745798161922721192240715026855,0.385124560788626058016603792566,975.482147494780406304926145821810,-9575.075763355116578168235719203949,26,AAPL{0.1666666667%} MSFT{1.0000000000%} UNH{9.0000000000%} JNJ{16.3333333333%} V{2.5000000000%} WMT{0.1666666667%} JPM{0.3333333333%} PG{4.8333333333%} CVX{0.6666666667%} HD{1.0000000000%} MRK{0.5000000000%} KO{20.5000000000%} DIS{0.1666666667%} VZ{1.3333333333%} AMGN{0.8333333333%} HON{0.3333333333%} IBM{0.6666666667%} CRM{0.8333333333%} GS{0.1666666667%} CAT{0.3333333333%} INTC{0.1666666667%} AXP{1.5000000000%} BA{12.3333333333%} TRV{3.8333333333%} DD{0.3333333333%} WBA{20.1666666667%} 
3,47833.288712524976290296763181686401,19475.377681897138245403766632080078,0.407151132738184040604778601846,1128.609488655687300706631503999233,-12878.094326232563616940751671791077,25,AAPL{0.2985074627%} UNH{8.8059701493%} JNJ{15.8208955224%} V{0.8955223881%} WMT{0.1492537313%} JPM{0.2985074627%} PG{0.2985074627%} CVX{2.3880597015%} HD{7.3134328358%} MRK{0.2985074627%} KO{17.9104477612%} CSCO{0.7462686567%} NKE{0.2985074627%} VZ{0.8955223881%} AMGN{0.2985074627%} HON{0.7462686567%} CRM{0.5970149254%} GS{0.1492537313%} CAT{0.8955223881%} INTC{0.1492537313%} AXP{0.1492537313%} BA{10.8955223881%} TRV{11.4925373134%} DD{0.1492537313%} WBA{18.0597014925%} 
4,48139.230870788800530135631561279297,21253.086785752228024648502469062805,0.441492030539456348225968440602,764.078253233731061300204601138830,-650.489806948056866531260311603546,25,AAPL{0.7716049383%} MSFT{0.3086419753%} UNH{15.7407407407%} JNJ{16.3580246914%} V{2.3148148148%} WMT{0.4629629630%} JPM{0.3086419753%} PG{0.7716049383%} CVX{0.6172839506%} HD{0.7716049383%} MRK{0.4629629630%} KO{18.9814814815%} CSCO{0.3086419753%} DIS{0.1543209877%} VZ{0.7716049383%} HON{0.9259259259%} IBM{0.7716049383%} CRM{0.1543209877%} GS{0.1543209877%} INTC{0.1543209877%} AXP{0.1543209877%} BA{10.1851851852%} TRV{8.4876543210%} DD{0.3086419753%} WBA{19.5987654321%} 
5,48532.466532215010374784469604492188,21803.173365423925133654847741127014,0.449249233004701209459597066598,685.092897160789675581327173858881,2163.843646814620115037541836500168,21,UNH{11.5768463074%} JNJ{16.1676646707%} V{1.1976047904%} JPM{0.5988023952%} PG{0.7984031936%} CVX{1.1976047904%} HD{0.7984031936%} MRK{0.1996007984%} KO{16.1676646707%} CSCO{0.7984031936%} DIS{0.1996007984%} VZ{0.3992015968%} AMGN{0.5988023952%} HON{0.3992015968%} IBM{1.1976047904%} CRM{0.5988023952%} CAT{0.1996007984%} BA{13.5728542914%} MMM{0.7984031936%} TRV{9.3812375250%} WBA{23.1536926148%} 
6,48639.845172285487933550029993057251,21855.046671075342601398006081581116,0.449323935832101228893264988073,757.600600529352391276916023343801,137.162789233911098563112318515778,25,AAPL{0.7911392405%} MSFT{0.3164556962%} UNH{16.1392405063%} JNJ{14.2405063291%} V{2.3734177215%} WMT{0.4746835443%} JPM{0.3164556962%} PG{0.7911392405%} CVX{0.6329113924%} HD{0.7911392405%} MRK{0.4746835443%} KO{19.4620253165%} CSCO{0.3164556962%} DIS{0.1582278481%} VZ{0.7911392405%} HON{0.9493670886%} IBM{0.7911392405%} CRM{0.1582278481%} GS{0.1582278481%} INTC{0.1582278481%} AXP{0.1582278481%} BA{10.4430379747%} TRV{8.7025316456%} DD{0.3164556962%} WBA{20.0949367089%} 
7,48910.994925696271820925176143646240,23241.544154836632515070959925651550,0.475180359551963804598528895440,713.511171959537136899598408490419,2787.557225329901484656147658824921,20,UNH{19.6141479100%} JNJ{18.1672025723%} V{0.6430868167%} WMT{0.6430868167%} JPM{0.4823151125%} PG{0.6430868167%} CVX{0.6430868167%} HD{0.6430868167%} MRK{0.1607717042%} KO{18.1672025723%} CSCO{0.6430868167%} VZ{0.3215434084%} AMGN{0.4823151125%} HON{0.3215434084%} IBM{0.9646302251%} CRM{0.4823151125%} CAT{0.1607717042%} BA{10.9324758842%} TRV{7.5562700965%} WBA{18.3279742765%} 
8,49062.174907265492947772145271301270,23614.906861756640864768996834754944,0.481326131717401073384365872698,788.849090811451787885744124650955,1001.232925161688399384729564189911,23,AAPL{0.1669449082%} MSFT{0.3338898164%} UNH{17.0283806344%} JNJ{13.0217028381%} V{1.1686143573%} WMT{0.5008347245%} JPM{0.3338898164%} PG{0.8347245409%} HD{0.8347245409%} MRK{0.5008347245%} KO{20.5342237062%} DIS{0.1669449082%} VZ{0.8347245409%} AMGN{0.5008347245%} HON{1.0016694491%} CRM{0.1669449082%} GS{0.1669449082%} INTC{0.1669449082%} AXP{0.1669449082%} BA{12.5208681135%} TRV{8.1803005008%} DD{0.3338898164%} WBA{20.5342237062%} 
9,49314.150607321033021435141563415527,24631.917620741314749466255307197571,0.499489848601073427314389618914,966.853497564014105591922998428345,-3084.549309427089610835537314414978,18,AAPL{0.4926108374%} UNH{16.2561576355%} JNJ{14.6141215107%} V{1.8062397373%} JPM{0.9852216749%} PG{0.8210180624%} CVX{1.4778325123%} HD{0.1642036125%} KO{20.5254515599%} MCD{0.1642036125%} DIS{0.1642036125%} VZ{0.1642036125%} HON{1.1494252874%} CAT{0.3284072250%} BA{11.3300492611%} MMM{0.1642036125%} TRV{11.1658456486%} WBA{18.2266009852%} 
10,50148.610910958028398454189300537109,24662.992656899990834062919020652771,0.491798121800236187617372252134,966.704602977523336448939517140388,-3049.205961789012690132949501276016,20,AAPL{0.3072196621%} UNH{17.6651305684%} JNJ{13.9784946237%} V{1.6897081413%} WMT{0.3072196621%} JPM{0.3072196621%} PG{3.2258064516%} CVX{1.3824884793%} HD{0.1536098310%} KO{19.2012288786%} MCD{0.7680491551%} DIS{0.1536098310%} VZ{0.1536098310%} AMGN{0.3072196621%} HON{1.0752688172%} IBM{0.1536098310%} GS{0.1536098310%} BA{11.5207373272%} TRV{10.4454685100%} WBA{17.0506912442%} 
