Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
11,4568.T  8035.T  8316.T  4502.T  7267.T  6702.T  7733.T  PG  KO  CRM  TRV ,0.03703379408316413712,8380.49766226291103521362,310.36162473868307642988
12,4568.T  8035.T  6367.T  8316.T  4502.T  7267.T  6702.T  7733.T  PG  KO  CRM  TRV ,0.29500980783254865392,8513.85470493834873195738,2511.67064041810226626694
12,4568.T  8035.T  6367.T  4502.T  7267.T  2914.T  6702.T  7733.T  PG  KO  CRM  TRV ,0.30444844243735280642,8866.83579696978631545790,2699.49434773521534225438
11,4568.T  8035.T  6367.T  8316.T  4502.T  7267.T  7733.T  9022.T  PG  KO  CRM ,0.44193677355897481585,10072.16049639172160823364,4451.25811254351992829470
12,4568.T  8035.T  4063.T  6367.T  4502.T  7267.T  6702.T  5108.T  V  PG  CRM  TRV ,0.53235569018350936688,10695.35166966645192587748,5693.73131986063344811555
12,4568.T  8035.T  6367.T  4502.T  7267.T  4503.T  6702.T  5108.T  V  PG  CRM  TRV ,0.56597607956998396972,10785.26570352212183934171,6104.20240000005560432328
9,4568.T  8035.T  6367.T  4502.T  7267.T  6702.T  KO  CRM  TRV ,0.55418050861453194145,11333.93440173798080650158,6281.04553135889545956161
9,4568.T  8035.T  6367.T  4502.T  7267.T  6954.T  PG  KO  CRM ,0.64960164199476078117,11423.06288379603938665241,7420.44040592331475636456
8,4568.T  8035.T  6367.T  4502.T  7267.T  9022.T  KO  CRM ,0.75160991471953808585,12541.06844669763631827664,9425.99138571430012234487
11,4568.T  8035.T  6367.T  4502.T  7267.T  4503.T  6702.T  5108.T  JPM  KO  CRM ,0.70458682705294606308,13806.29225400241011811886,9727.73165261322537844535
10,4568.T  8035.T  6367.T  4502.T  7267.T  6702.T  5108.T  JPM  KO  CRM ,0.73278831504246355610,14069.40540039322149823420,10309.89587700348602083977
10,4568.T  8035.T  6367.T  4502.T  7267.T  4503.T  6702.T  5108.T  CRM  TRV ,0.78874828804485808131,14634.39307788792211795226,11542.85248675962066045031
7,4568.T  8035.T  6367.T  4502.T  7267.T  KO  CRM ,0.82304761554600558426,15352.90998186298384098336,12636.17595226479716075119
9,4568.T  8035.T  6367.T  4502.T  7267.T  6702.T  5108.T  JPM  CRM ,0.84228744546694411799,15937.82080786256665305700,13424.22637456446864234749
10,4568.T  8035.T  6367.T  4502.T  7267.T  4503.T  5108.T  JPM  PG  CRM ,0.82137660360605491139,16775.24189816234866157174,13778.79121498257882194594
10,4568.T  8035.T  6367.T  4502.T  7267.T  4503.T  5108.T  JPM  KO  CRM ,0.83372674695499515707,16782.66978535733505850658,13992.16068536585771653336
9,4568.T  8035.T  6367.T  4502.T  7267.T  5108.T  9022.T  JPM  CRM ,0.84472965265164956516,18509.83502811306971125305,15635.80651393729021947365
8,4568.T  8035.T  4063.T  4502.T  7267.T  5108.T  JPM  CRM ,0.81309731607219493110,19364.66876267850238946266,15745.36019756096175115090
8,4568.T  8035.T  6367.T  4502.T  7267.T  5108.T  JPM  CRM ,0.98923361862347647389,19410.82503047692080144770,19201.84068536583799868822
10,4568.T  8035.T  6367.T  4502.T  8766.T  7267.T  4503.T  5108.T  AAPL  CRM ,0.79923467004388515367,24190.57375394209520891309,19333.94523240417765919119
9,4568.T  8035.T  6367.T  8316.T  4502.T  7267.T  5108.T  JPM  CRM ,0.79933970110112728680,24832.95507630743668414652,19849.96688815330708166584
9,4568.T  8035.T  6367.T  4502.T  7267.T  8411.T  5108.T  JPM  CRM ,0.79566048027367131112,25130.20376653674247791059,19995.10999825784892891534
9,4568.T  8035.T  6367.T  4502.T  7267.T  2914.T  5108.T  JPM  CRM ,0.79238718809287167488,25373.89419761734097846784,20105.94867421603703405708
7,4568.T  8035.T  6367.T  4502.T  7267.T  5108.T  CRM ,0.79491867327864074166,25771.52140963237980031408,20486.26360731705790385604
7,4568.T  8035.T  6367.T  7267.T  4503.T  5108.T  AXP ,0.83815768117099420653,26831.39327966087876120582,22488.93837386756058549508
8,4568.T  8035.T  6367.T  4502.T  7267.T  4503.T  5108.T  JPM ,0.80383757691562907066,28363.95873289086011936888,22800.01585958188661606982
5,4568.T  8035.T  4502.T  7267.T  JPM ,0.79005958449901192431,29030.58813802577424212359,22935.89440209058739128523
7,4568.T  8035.T  6367.T  7267.T  5108.T  JPM  AXP ,0.80075521443109742847,29215.66941633193710003980,23394.59962822293528006412
7,4568.T  8035.T  6367.T  8316.T  4502.T  7267.T  JPM ,0.76289173447574842868,31119.22151576935721095651,23740.59687770031450781971
6,4568.T  8035.T  6367.T  7267.T  5108.T  AXP ,0.82131046069444701985,31234.85042506767786107957,25653.50939233447934384458
7,4568.T  8035.T  6367.T  7267.T  8411.T  5108.T  AXP ,0.74130986227606765482,34640.24761569342081202194,25679.15718919856954016723
4,4568.T  8035.T  4502.T  7267.T ,0.75254166054444393552,34710.21208331066736718640,26120.88063902443172992207
5,4568.T  8035.T  6367.T  4502.T  7267.T ,0.74004471989583520131,35502.75609458459803136066,26273.62718954701631446369
6,4568.T  8035.T  6367.T  7267.T  5108.T  AAPL ,0.75184399915869992714,37114.29723236085555981845,27904.16165714285307331011
5,4568.T  8035.T  7267.T  5108.T  AAPL ,0.71524301311449101082,39297.40150294538034358993,28107.19185853658200358041
9,4568.T  8035.T  6367.T  8058.T  8316.T  4502.T  7267.T  5108.T  JPM ,0.69112793090806656782,40769.68662358746223617345,28177.06915993028087541461
