Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
8,8766.T  AAPL  MSFT  V  MCD  HON  BA  WBA ,0.10551737104078577623,36173.83446316009940346703,3816.96791301722805656027
6,9432.T  MSFT  V  MCD  BA  WBA ,0.17231617130473281252,36427.94829497676983010024,6277.12457867716693726834
6,AAPL  MSFT  V  MCD  BA  WBA ,0.33274288312699895620,36592.00429755127697717398,12175.72900936274891137145
6,MSFT  V  KO  MCD  BA  WBA ,0.34861413003474261973,39646.01898905054258648306,13821.16241920874199422542
5,MSFT  V  MCD  BA  WBA ,0.34738367105383571865,40529.68681463064422132447,14079.35139232863366487436
7,7203.T  MSFT  V  MCD  CRM  BA  WBA ,0.35852439944058944743,42684.39056780139071634039,15303.39549380855351046193
6,MSFT  V  MCD  AMGN  BA  WBA ,0.35825895673656715790,42964.83795397225912893191,15392.53802174576594552491
7,MSFT  V  KO  MCD  CAT  BA  WBA ,0.37437455646230299866,43549.26068316714372485876,16303.73515252190918545239
8,8411.T  MSFT  V  KO  MCD  CAT  BA  WBA ,0.36739526284669171696,45704.70716562645975500345,16791.69290244640797027387
6,MSFT  V  JPM  MCD  BA  WBA ,0.38544783576451557838,45821.74679215120704611763,17661.89313198431773344055
8,AAPL  MSFT  V  MCD  IBM  CRM  BA  WBA ,0.37744909497306478041,47682.78261562551779206842,17997.82314406523801153526
7,8411.T  MSFT  V  JPM  MCD  BA  WBA ,0.37792598314434855400,47698.19583091235108440742,18026.38755360921641113237
6,6902.T  MSFT  V  CRM  BA  WBA ,0.37324794682233947141,48437.37912392440921394154,18079.15230746003362582996
7,MSFT  V  MCD  IBM  CAT  BA  WBA ,0.37155662717012555296,48701.93249548740277532488,18095.52577469043535529636
8,8411.T  MSFT  V  KO  MCD  CRM  BA  WBA ,0.38165954297502291404,48796.99884533079602988437,18623.84027786167280282825
9,8411.T  MSFT  V  KO  MCD  IBM  CRM  BA  WBA ,0.39362745142687954880,49133.76050194729759823531,19340.39692540019314037636
8,8411.T  MSFT  V  KO  CSCO  CRM  BA  WBA ,0.38586054684451231989,50232.46482187126093776897,19382.72634551497321808711
8,8411.T  MSFT  V  MCD  IBM  CRM  BA  WBA ,0.39741450948482531791,50807.51498378636460984126,20191.64364542437033378519
9,8411.T  MSFT  JNJ  V  MCD  CRM  CAT  BA  WBA ,0.39202836190583800757,51523.16701098046905826777,20198.54276351558655733243
9,8411.T  MSFT  V  JPM  KO  MCD  CRM  BA  WBA ,0.39599547292444736701,51785.81983019103790866211,20506.95021443672521854751
7,8411.T  MSFT  KO  MCD  CRM  BA  WBA ,0.39665526165436637562,52450.68840001468925038353,20804.84153125946613727137
9,8411.T  MSFT  V  JPM  MCD  IBM  CRM  BA  WBA ,0.40930596300446875357,53506.45484400384157197550,21900.51102688011451391503
8,8411.T  MSFT  V  KO  IBM  CRM  BA  WBA ,0.40732239987009277726,53773.77071565424557775259,21903.26133796440262813121
7,MSFT  V  KO  IBM  CRM  BA  WBA ,0.39908648738739255224,55491.47024691525439266115,22145.89594080341339576989
8,8411.T  MSFT  V  JPM  CSCO  CRM  BA  WBA ,0.39736591086613232138,56027.18490117890905821696,22263.29336152217365452088
