Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
8,9432.T  8035.T  4502.T  9022.T  JNJ  PG  NKE  AMGN ,0.31378736111611132964,38859.77208985887409653515,12193.70533765032996598165
7,9432.T  8035.T  4502.T  9022.T  JNJ  PG  AMGN ,0.32844786546311599551,38875.46202442277717636898,12768.56252081408638332505
7,9433.T  8035.T  4502.T  9022.T  PG  NKE  AMGN ,0.35751695305237823908,39809.98158229594264412299,14232.74331637374052661471
8,9433.T  8035.T  4502.T  9022.T  PG  KO  NKE  AMGN ,0.36838602530879033248,40712.90706638291158014908,14998.06601295096334069967
11,9432.T  9433.T  8035.T  4502.T  2914.T  9022.T  MSFT  UNH  JNJ  PG  AMGN ,0.37359153932174332668,41388.80380486284411745146,15462.50692414433797239326
10,9432.T  9433.T  8035.T  4502.T  2914.T  9022.T  MSFT  JNJ  PG  AMGN ,0.41768242212902390031,41759.92047456065483856946,17442.38473172991143655963
9,9432.T  9433.T  8035.T  4502.T  9022.T  MSFT  JNJ  PG  AMGN ,0.45619709037396699580,42378.56659880837105447426,19332.97877659576261066832
10,9432.T  9433.T  8035.T  4502.T  9022.T  MSFT  JNJ  PG  KO  AMGN ,0.45221813856610210136,43004.55772225303371669725,19447.44104301575862336904
9,9432.T  9433.T  8035.T  2914.T  9022.T  MSFT  JNJ  PG  KO ,0.44836818419884860720,43757.47142168856225907803,19619.45800647551004658453
9,9432.T  9433.T  8035.T  4502.T  9022.T  MSFT  PG  KO  AMGN ,0.48696088702486450828,43867.78845638104394311085,21361.89717853842375916429
8,9432.T  9433.T  8035.T  4502.T  9022.T  MSFT  PG  AMGN ,0.48549869495222125471,44247.69935004307626513764,21482.20028908416134072468
8,9433.T  8035.T  4502.T  9022.T  MSFT  PG  KO  AMGN ,0.49757158791558975253,45655.10979814456368330866,22716.68547872338967863470
7,9432.T  9433.T  4502.T  9022.T  MSFT  PG  AMGN ,0.51132485712523068067,45767.81197953301307279617,23402.21992136913831927814
6,9432.T  9433.T  2914.T  9022.T  MSFT  PG ,0.52210129845965103090,46596.75445701477292459458,24328.22600601294470834546
5,9433.T  2914.T  9022.T  MSFT  PG ,0.56553171085609110769,47904.98016429664130555466,27091.78539084178919438273
7,9432.T  9433.T  4063.T  9022.T  MSFT  PG  AMGN ,0.56086658274033451832,49132.39219968225370394066,27556.71691489365184679627
7,9432.T  4063.T  4502.T  9022.T  MSFT  PG  AMGN ,0.54619215922746322533,51932.79360938784520840272,28365.28467622575044515543
6,9433.T  4063.T  9022.T  MSFT  PG  AMGN ,0.57488042138051009822,52859.57182636127981822938,30387.93292553191349725239
6,9433.T  2914.T  9022.T  AAPL  MSFT  PG ,0.57508134272648259167,54799.55342277705494780093,31514.20076318224528222345
8,9432.T  9433.T  8035.T  9022.T  AAPL  PG  KO  INTC ,0.56967267141735056235,56797.70094833578332327306,32356.09802960223169066012
4,9433.T  9022.T  MSFT  PG ,0.59148101470561242898,57099.79417397156794322655,33773.44419750232191290706
7,9432.T  9433.T  8035.T  9022.T  AAPL  PG  INTC ,0.57501356760793698175,59262.53709288658865261823,34076.76287927841622149572
9,9433.T  8035.T  4063.T  9022.T  MSFT  UNH  PG  KO  INTC ,0.56641521568506592033,60792.03587883758154930547,34433.53411424605292268097
7,4063.T  4502.T  9022.T  AAPL  MSFT  PG  AMGN ,0.56653645071498703878,60940.76993819815106689930,34525.16750462535856058821
11,9432.T  9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  WMT  PG  KO  INTC ,0.56907190652936134878,61540.75884480815875576809,35021.11696507863962324336
7,9433.T  8035.T  9022.T  AAPL  PG  KO  INTC ,0.57348586873222162641,61880.57867091755906585604,35487.63741674373886780813
10,9432.T  9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  PG  AMGN  INTC ,0.57298025704267985247,62095.85200935763714369386,35579.69724560594477225095
9,9432.T  9433.T  8035.T  4063.T  9022.T  MSFT  PG  KO  INTC ,0.57898837606588959837,62309.59402716298063751310,36076.53065911195153603330
10,9432.T  9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  WMT  PG  INTC ,0.57709651288044383488,63233.17162146719783777371,36491.64284111936285626143
5,9433.T  4063.T  9022.T  MSFT  PG ,0.57749527508159703704,63930.91761020863486919552,36919.80285152635042322800
10,9432.T  9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  PG  KO  INTC ,0.58927247740584054458,64211.07106241481233155355,37837.81692183165432652459
9,9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  UNH  PG  INTC ,0.57965993797122417064,65774.61166410910664126277,38126.90731729884282685816
8,9433.T  8035.T  4063.T  9022.T  MSFT  PG  KO  INTC ,0.58901251310223401436,66647.24531558125454466790,39256.06145467160968109965
9,9432.T  9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  PG  INTC ,0.59263187382099247191,67107.26442327231052331626,39769.90386216469050850719
9,9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  PG  KO  INTC ,0.60173166444986325718,67916.04638044597231782973,40867.23563135986478300765
4,4063.T  9022.T  MSFT  PG ,0.61646927822010277875,68894.25274943489057477564,42471.19026595745526719838
8,9433.T  8035.T  4063.T  9022.T  AAPL  MSFT  PG  INTC ,0.60870008639227990432,71318.17007856047712266445,43411.37628815907373791561
6,8035.T  4063.T  9022.T  AAPL  PG  INTC ,0.58811157473297737130,74455.14429008279694244266,43787.93215541163954185322
8,8035.T  4063.T  9022.T  AAPL  MSFT  PG  KO  INTC ,0.58612092936800275211,75281.33685364072152879089,44123.96712072157242801040
9,9433.T  4568.T  8035.T  4063.T  9022.T  AAPL  MSFT  PG  INTC ,0.59012867972567262242,75738.59283764495921786875,44695.51579555970238288864
8,9433.T  4568.T  4063.T  9022.T  MSFT  PG  KO  INTC ,0.58943421257919215162,76538.91423120329272933304,45114.65464153563516447321
9,9433.T  4568.T  4063.T  9022.T  AAPL  MSFT  PG  KO  INTC ,0.59476970301048115441,77448.01616478562937118113,46063.73357308049162384123
9,9433.T  4568.T  4063.T  9022.T  AAPL  MSFT  PG  MCD  INTC ,0.57401808789210806427,80377.57036966152372770011,46138.17925300647038966417
7,8035.T  4063.T  9022.T  AAPL  MSFT  PG  INTC ,0.58989749291798820874,80572.43233081114885862917,47529.47583024975756416097
7,9433.T  4063.T  9022.T  AAPL  MSFT  PG  INTC ,0.59638880689563378290,81282.23595643354929052293,48475.81572386678453767672
7,9433.T  4568.T  4063.T  9022.T  MSFT  PG  INTC ,0.59375153642766476114,81929.25705901846231427044,48645.62225716930697672069
8,9433.T  4568.T  4063.T  9022.T  AAPL  MSFT  PG  INTC ,0.60035014845080814094,82068.72206522028136532754,49269.96947502311377320439
8,4568.T  4063.T  9022.T  AAPL  MSFT  PG  KO  INTC ,0.58794239192356501089,85012.68320533605583477765,49982.56030758556153159589
8,4568.T  4063.T  4502.T  9022.T  AAPL  MSFT  PG  INTC ,0.57550467655878900786,86852.93515374766138847917,49984.27035383901966270059
6,4568.T  4063.T  9022.T  AAPL  PG  INTC ,0.58396511238243853370,88311.93668345524929463863,51571.09003006474085850641
7,9433.T  4568.T  4063.T  9022.T  AAPL  MSFT  INTC ,0.57021013392907105022,91268.52195290089002810419,52042.23612627197871915996
7,4568.T  4063.T  9022.T  AAPL  MSFT  PG  INTC ,0.59211417898959872730,91548.85702688671881332994,54207.37631591118406504393
6,4568.T  4063.T  9022.T  MSFT  PG  INTC ,0.58322702584698882244,93085.73060401409748010337,54290.11380897316848859191
6,4568.T  4063.T  9022.T  AAPL  MSFT  INTC ,0.57503635866932945042,101301.82842962376889772713,58252.23454671601211884990
5,4063.T  9022.T  AAPL  MSFT  INTC ,0.55707368563052472865,105839.20687953128071967512,58960.23706059208052465692
5,4568.T  4063.T  9022.T  MSFT  INTC ,0.55861817137648772658,105964.40551101138407830149,59193.64243755779898492619
6,4568.T  4063.T  AAPL  MSFT  PG  INTC ,0.55514759369360078267,107731.90096979509689845145,59807.10558741904969792813
5,4568.T  9022.T  AAPL  MSFT  INTC ,0.54039052103618012701,111075.11399464066198561341,60023.93872571696556406096
5,4568.T  4063.T  MSFT  PG  INTC ,0.54516922511123400152,112000.67862443088961299509,61059.32317761333251837641
5,4568.T  4063.T  AAPL  MSFT  INTC ,0.55088246470478563488,119470.47276176964805927128,65814.18849444962688721716
4,4568.T  4063.T  MSFT  INTC ,0.53793315889847526101,128031.89163598575396463275,68872.59990749308781232685
3,4568.T  AAPL  INTC ,0.49967095975293168708,139861.59378064051270484924,69884.77679694730613846332
4,4568.T  AAPL  MSFT  INTC ,0.48936902620902494876,142858.78636968907085247338,69910.66517113786539994180
3,4063.T  MSFT  INTC ,0.49014118820014251909,150016.33013360516633838415,73529.18230111007869709283
3,4568.T  MSFT  INTC ,0.45370977214466146066,166017.51272399618756026030,75323.76787002774653956294
4,4063.T  MSFT  CRM  INTC ,0.44722281256194323928,168997.76108404333353973925,75579.65402867717784829438
4,4568.T  MSFT  CRM  INTC ,0.43401846174218655650,177242.83975890092551708221,76926.66466697504802141339
2,4568.T  INTC ,0.43863624706505710549,177854.46115003013983368874,78013.41336262722325045615
3,4568.T  CRM  INTC ,0.40978557403182852559,193369.65389261581003665924,79240.09462072157475631684
3,MSFT  CRM  INTC ,0.38561570975895981261,218546.96863056469010189176,84275.14442414432414807379
2,MSFT  INTC ,0.35641739868209237896,240037.48913957958575338125,85553.53746530995704233646
2,CRM  INTC ,0.35047704518837202725,260869.83558861506753601134,91428.88915587421797681600
1,INTC ,0.29522921187954076494,342585.14750312047544866800,101141.14309898248757235706

Runtime,1.79899999999999993250
