Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
7,9432.T  2914.T  3382.T  7733.T  JNJ  MCD  BA ,0.02822845454030257009,24789.35237918614802765660,699.76510671939752228354
8,9432.T  9433.T  2914.T  3382.T  7733.T  JNJ  MCD  BA ,0.04236141116880493690,26468.22680829045566497371,1121.23143873517756219371
10,9432.T  9433.T  4502.T  2914.T  3382.T  AAPL  JNJ  MCD  NKE  BA ,0.08009648766442008239,26557.60574201040435582399,2127.17094071146811984363
9,9432.T  9433.T  2914.T  3382.T  7733.T  AAPL  JNJ  MRK  BA ,0.15156428014101097634,26573.87866565035437815823,4027.65079051386555875069
8,9432.T  2914.T  3382.T  7733.T  AAPL  JNJ  MRK  BA ,0.14933806646144029417,26975.39707783691483200528,4028.45364163375143107260
10,9432.T  9433.T  4502.T  2914.T  3382.T  7733.T  AAPL  JNJ  MCD  BA ,0.17153911158957599326,27437.22549504282505949959,4706.55728590251055720728
9,9432.T  4502.T  2914.T  3382.T  7733.T  AAPL  JNJ  MCD  BA ,0.17304199945045550812,27591.54590545962128089741,4774.49627140976190275978
9,9432.T  9433.T  4502.T  2914.T  3382.T  AAPL  MRK  KO  BA ,0.24283612844372282069,27880.02843480078445281833,6770.27816600792812096188
8,9432.T  4502.T  2914.T  3382.T  AAPL  MRK  KO  BA ,0.24609588973617116392,28910.04520258356205886230,7114.64329644272856967291
8,9432.T  9433.T  4502.T  2914.T  3382.T  AAPL  MRK  BA ,0.30704322454232008122,29077.37633557136723538861,8928.01139130438423308078
8,9432.T  9433.T  4502.T  3382.T  AAPL  MRK  KO  BA ,0.30470674250111390302,30301.05853514546834048815,9232.93684057975042378530
7,9432.T  4502.T  2914.T  3382.T  7733.T  AAPL  BA ,0.37275733987603898445,30471.85124397828622022644,11358.60621080371493007988
5,9432.T  4502.T  2914.T  MRK  BA ,0.40761251543538579156,30942.03125780906339059584,12612.35919367588576278649
7,9432.T  9433.T  4502.T  3382.T  AAPL  MCD  BA ,0.39679288517562166794,33291.37547839238686719909,13209.78092753625787736382
6,9432.T  9433.T  4502.T  CSCO  MCD  BA ,0.40987232219357239149,34093.92102934098511468619,13974.15458498026237066370
7,9432.T  9433.T  4502.T  2914.T  AAPL  MRK  BA ,0.42483179919773650379,34488.66301101356657454744,14651.88075889331776124891
6,9432.T  4502.T  3382.T  7733.T  AAPL  BA ,0.44591636953188767967,34547.55271585930313449353,15405.31928326748675317504
5,9432.T  9433.T  4502.T  MRK  BA ,0.45368540328518980331,35262.22743846224329899997,15997.95787615282824845053
8,9432.T  9433.T  4502.T  2914.T  6954.T  AAPL  CSCO  BA ,0.45728437190137072310,35276.18548833757813554257,16131.24832411069837689865
4,9432.T  4502.T  MRK  BA ,0.53797062739658152442,35295.02579812450130702928,18987.68717259556797216646
6,9432.T  9433.T  4502.T  AAPL  MRK  BA ,0.50910588144902491070,37799.54205811412975890562,19243.96917786568519659340
7,9432.T  9433.T  4502.T  6954.T  AAPL  CSCO  BA ,0.50986200437492945614,39763.22833973013621289283,20273.75930171280560898595
4,9432.T  4502.T  MCD  BA ,0.52529121319059268735,40040.12920695759385125712,21032.72804743083906942047
6,9432.T  4502.T  6954.T  AAPL  CSCO  BA ,0.55606567001362627867,41335.49037643691553967074,22985.24715151519558276050
6,9432.T  9433.T  6954.T  AAPL  CSCO  BA ,0.52628824775363003408,44135.03139473388000624254,23227.74833728594239801168
7,9432.T  4502.T  4519.T  6954.T  AAPL  CSCO  BA ,0.52425420291122915017,44929.12803006554895546287,23554.28420289857604075223
7,9432.T  9433.T  4502.T  4519.T  6954.T  AAPL  BA ,0.54662474805541572120,45275.52157096271548653021,24748.72057180503179552034
7,9432.T  4502.T  4519.T  6954.T  7733.T  AAPL  BA ,0.53592514826664738870,46968.60784127280930988491,25171.65812121214548824355
6,9432.T  4502.T  4519.T  6954.T  AAPL  BA ,0.59826251832017163235,47146.62182100345671642572,28206.05670092228319845162
5,9432.T  4502.T  6954.T  AAPL  BA ,0.59258522836496085873,47992.21963499958656029776,28439.48043214758581598289
6,9432.T  9433.T  4519.T  6954.T  AAPL  BA ,0.55935984808376948418,50859.13474867897457443178,28448.55788669303365168162
5,9432.T  4502.T  4519.T  AAPL  BA ,0.56240701161130934871,51049.79967866228253114969,28710.76528063243313226849
6,9432.T  4519.T  6954.T  7733.T  AAPL  BA ,0.54029374417885267512,53568.64931320768664591014,28942.80610803690797183663
7,7203.T  9432.T  4502.T  7733.T  AAPL  MSFT  BA ,0.52551656039422822708,55312.77867222689383197576,29067.78119367590625188313
5,9432.T  4519.T  6954.T  AAPL  BA ,0.59686792172827762837,55817.80893638013367308304,33315.85961528329062275589
6,7203.T  9432.T  7733.T  AAPL  MSFT  BA ,0.54603817885124084075,61315.32849241769145010039,33480.51030566535337129608
7,7203.T  9432.T  9983.T  4502.T  AAPL  MSFT  BA ,0.54587896099535981875,61423.38629192947701085359,33529.73428985509235644713
6,7203.T  9432.T  9983.T  2914.T  AAPL  BA ,0.56678045173829916248,61541.53111552547488827258,34880.53680632412579143420
4,9432.T  6954.T  AAPL  BA ,0.55345069972148741577,63082.69715859026473481208,34913.16288274047110462561
3,9432.T  4519.T  BA ,0.54881974111035491948,64092.27874630899896146730,35175.10782872200798010454
6,7203.T  9983.T  2914.T  7733.T  AAPL  BA ,0.55418160293910290193,64137.62884218320687068626,35543.89396047432819614187
6,7203.T  9432.T  9983.T  AAPL  WMT  BA ,0.57699656382948372180,64418.87401754303573397920,37169.46895388673874549568
6,7203.T  9433.T  9983.T  AAPL  WMT  BA ,0.56655478968920525151,65904.61958176339976489544,37338.57788669304136419669
6,7203.T  9432.T  9983.T  7733.T  AAPL  BA ,0.57516594331880943614,66407.86595697085431311280,38195.54286693019093945622
6,7203.T  9432.T  9983.T  AAPL  MSFT  BA ,0.56514944023843605159,68566.51102596768760122359,38750.32532542819535592571
5,7203.T  9432.T  AAPL  MSFT  BA ,0.55380314373910133341,69998.22318855139019433409,38765.23605797102209180593
6,7203.T  6758.T  9432.T  2914.T  AAPL  BA ,0.56626661501893826856,70465.65070879519043955952,39902.34550197629869217053
5,7203.T  9983.T  2914.T  AAPL  BA ,0.57156750940628842095,71948.32036445946141611785,41123.32227667983534047380
6,7203.T  9432.T  9983.T  6954.T  AAPL  BA ,0.55978224647115881751,73784.53361921290343161672,41303.27198418974148808047
6,7203.T  6758.T  9432.T  4502.T  AAPL  BA ,0.57228829131973391053,74229.37494930170942097902,42480.60215546773542882875
5,7203.T  9432.T  9983.T  AAPL  BA ,0.59445061220517514400,74533.37401496253733057529,44306.40981291177013190463
5,7203.T  9983.T  7733.T  AAPL  BA ,0.58923391415505244062,76543.61044002539711073041,45102.09118313570070313290
6,7203.T  6758.T  9432.T  4519.T  AAPL  BA ,0.58566652464185608995,79482.74390633501752745360,46550.38239262189017608762
6,7203.T  6758.T  9433.T  4519.T  AAPL  BA ,0.56128511943316916621,83236.64695156949164811522,46719.49132542821462266147
6,7203.T  6758.T  4519.T  7733.T  AAPL  BA ,0.56374553199764387834,83750.09089556634717155248,47213.73954677208530483767
5,7203.T  6758.T  9432.T  AAPL  BA ,0.60079913142999052944,83991.59841996103932615370,50462.07937812915770336986
5,7203.T  6758.T  9433.T  AAPL  BA ,0.56352007127174963408,89907.33978655729151796550,50664.59052437417267356068
5,7203.T  6758.T  7733.T  AAPL  BA ,0.56702954979061404028,90396.98330939005245454609,51257.76074835308827459812
4,7203.T  9983.T  AAPL  BA ,0.60319342890390137413,90666.21781397436279803514,54689.26680895918252645060
5,7203.T  6758.T  4519.T  AAPL  BA ,0.59029462574710411804,93598.31505462809582240880,55250.58235573123238282278
5,7203.T  6758.T  9983.T  AAPL  BA ,0.55066611264718412500,104355.11175675585400313139,57464.82372595521155744791
4,7203.T  6758.T  AAPL  BA ,0.59483360264638607262,104802.88138945489481557161,62340.27550461134524084628
4,7203.T  6758.T  9983.T  BA ,0.51496220106140433437,122396.06853443459840491414,63029.34885375493468018249
3,7203.T  6758.T  BA ,0.54463725502833304493,130889.10662325526936911047,71287.08374440055922605097
2,6758.T  BA ,0.36056243100265011892,200153.47174276353325694799,72167.82234519105986692011
