Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
6,2914.T  6702.T  JNJ  MRK  KO  CSCO ,0.19123273715004079909,31517.36259668210186646320,6027.15151711383532528998
6,8316.T  2914.T  UNH  JNJ  MRK  CSCO ,0.18757085700353043345,33136.45274040866934228688,6215.43283857543883641483
6,2914.T  JNJ  V  MRK  KO  CSCO ,0.23090009998010005421,33246.45445535090402700007,7676.60965772436702536652
5,2914.T  6702.T  JNJ  MRK  CSCO ,0.28299769849321115833,34763.35789156310056569055,9837.95027520816620381083
5,2914.T  JNJ  V  MRK  CSCO ,0.33964926552601210075,34793.64667438913602381945,11817.63653792784316465259
5,9432.T  JNJ  MRK  CSCO  IBM ,0.30917111509761324717,38870.37511269312381045893,12017.59721785384681425057
7,8316.T  2914.T  MRK  KO  CSCO  AMGN  HON ,0.34655926523186253441,38971.47523750588879920542,13505.92582331176708976272
8,9433.T  2914.T  V  MRK  KO  CSCO  AMGN  IBM ,0.39941999919150472653,39743.70459677024336997420,15874.43045790937321726233
7,9433.T  8316.T  MRK  KO  CSCO  AMGN  IBM ,0.40255407907970608417,39839.87069522750971373171,16037.70245837187940196600
7,9433.T  2914.T  MRK  KO  CSCO  AMGN  IBM ,0.43193844258438168771,40261.83543532864132430404,17390.63449352452516905032
7,8306.T  2914.T  V  MRK  KO  CSCO  AMGN ,0.40292328944247718381,43206.19841972976428223774,17408.78359158187595312484
7,9432.T  8316.T  2914.T  MRK  KO  CSCO  AMGN ,0.40269062942822025919,43457.97369576113851508126,17500.11878122109192190692
6,8316.T  2914.T  MRK  KO  CSCO  AMGN ,0.43578475012139111788,43460.20221744012087583542,18939.29336355227133026347
7,9433.T  2914.T  V  MRK  CSCO  AMGN  IBM ,0.44656417266451975401,44792.60968502156902104616,20002.77468547641183249652
6,9433.T  8316.T  MRK  CSCO  AMGN  IBM ,0.45206133046099328254,46192.68162784808373544365,20881.92511424608528614044
6,9433.T  2914.T  MRK  CSCO  AMGN  IBM ,0.47680873203366258561,47102.86486903596960473806,22459.05727335799019783735
6,2914.T  MRK  CSCO  VZ  AMGN  IBM ,0.45690447541404488607,49730.41176342015387490392,22722.04769888993178028613
6,9432.T  8306.T  2914.T  MRK  CSCO  AMGN ,0.44153655903916005920,52270.76227640095748938620,23079.45251387601092574187
5,8316.T  MRK  CSCO  VZ  AMGN ,0.46528762216120389539,53272.19966939759615343064,24786.89511147087978315540
5,8316.T  2914.T  MRK  CSCO  AMGN ,0.46602910110030454360,54358.65536438316485146061,25332.71529648473369888961
5,8306.T  MRK  CSCO  VZ  AMGN ,0.46346198322192438956,54758.80304360261652618647,25378.62345744681806536391
5,8306.T  2914.T  MRK  CSCO  AMGN ,0.46587031293919489716,55647.33987641823478043079,25924.44364246070108492859
5,MRK  CSCO  VZ  AMGN  IBM ,0.44250677689293538286,59120.88512616512161912397,26161.39232423681096406654
5,2914.T  MRK  CSCO  VZ  AMGN ,0.44262992688469721125,60278.34617616088507929817,26680.99996068455948261544
5,2914.T  MRK  CSCO  AMGN  IBM ,0.41586537274658075258,64220.81341580102889565751,26707.21250925070853554644
5,2914.T  V  MRK  CSCO  AMGN ,0.40468257279235037016,67146.50072052984614856541,27173.01866558742767665535
5,9432.T  MRK  CSCO  AMGN  IBM ,0.40264010301263486458,67983.73818381036107894033,27372.97934551340222242288
5,9432.T  2914.T  MRK  CSCO  AMGN ,0.40272601105805527766,69259.46230460960941854864,27892.58698196117256884463
4,2914.T  CSCO  VZ  AMGN ,0.39093819975658294918,71409.88921304554969538003,27916.85353376506100175902
4,8316.T  MRK  CSCO  AMGN ,0.41508276142877165160,72955.23665086780965793878,30282.46108973173977574334
4,8306.T  MRK  CSCO  AMGN ,0.42483119618144382645,73023.81220201603719033301,31022.79348751158613595180
4,MRK  CSCO  VZ  AMGN ,0.39527659087325589526,80876.19291610675281845033,31968.46581868644716450945
4,2914.T  MRK  CSCO  AMGN ,0.37365454881607812476,87382.14607029671606142074,32650.73636447735407273285
3,8316.T  CSCO  AMGN ,0.35064200656695837521,94485.90639552110224030912,33130.72781082332221558318
4,9432.T  MRK  CSCO  AMGN ,0.35307379549328093971,94832.91382643513497896492,33483.01682238669309299439
3,8306.T  CSCO  AMGN ,0.35628467544075248519,95759.03681454404431860894,34117.47735198889131424949
3,CSCO  VZ  AMGN ,0.35321402948615182593,100161.48453466498176567256,35378.44155180389498127624
3,2914.T  CSCO  AMGN ,0.32791818707010506051,110660.43481561155931558460,36287.56916512487805448472
3,9432.T  CSCO  AMGN ,0.31399759693095352642,119102.64723789479467086494,37397.94502081403334159404
3,MRK  CSCO  AMGN ,0.31156712465520869371,133808.13309682375984266400,41690.21528445884177926928
2,CSCO  AMGN ,0.27224827722649252992,189775.35741604008944705129,51666.01411655879201134667
1,AMGN ,0.15763268066290192504,458805.72748889256035909057,72322.77672756700485479087

Runtime,1.96599999999999996980
