Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
11,4519.T  4503.T  5108.T  AAPL  MSFT  JPM  MRK  CSCO  VZ  IBM  BA ,0.68937894288729462122,14241.27061793300345016178,9817.63208396254231047351
12,4519.T  4503.T  5108.T  AAPL  MSFT  JPM  MRK  CSCO  VZ  HON  IBM  BA ,0.68504555423685842275,16257.84136422722258430440,11137.36194805196100787725
15,4519.T  7267.T  6954.T  6702.T  5108.T  AAPL  MSFT  V  JPM  CVX  MRK  VZ  IBM  BA  MMM ,0.69367477468000959817,17351.65533604655138333328,12036.40560555727824976202
11,9432.T  4519.T  6954.T  5108.T  MSFT  JPM  MCD  VZ  IBM  BA  MMM ,0.81220388529700804359,17532.34184430620007333346,14239.83616430080655845813
14,4519.T  8766.T  6954.T  5108.T  MSFT  JPM  CVX  MRK  CSCO  MCD  VZ  IBM  BA  MMM ,0.82068466433091336043,17810.96265531160679529421,14617.18390818483931070659
11,4519.T  6954.T  5108.T  MSFT  JPM  MCD  VZ  IBM  BA  MMM  TRV ,0.90121899046415387957,18170.39369581795472186059,16375.50386288128356682137
11,4519.T  6954.T  5108.T  MSFT  JPM  MRK  MCD  VZ  IBM  BA  MMM ,0.91463131557208143807,18689.81348134344807476737,17094.28869223798028542660
9,4519.T  6954.T  MSFT  JPM  MRK  MCD  VZ  IBM  BA ,0.88243034325354174907,20326.87566407964550307952,17937.05186952586518600583
11,9432.T  4519.T  6954.T  6702.T  MSFT  JPM  MRK  CSCO  VZ  BA  MMM ,0.88122546510490284977,20452.67591206548240734264,18023.41884324974671471864
11,4519.T  6954.T  6702.T  MSFT  JPM  MRK  CSCO  MCD  VZ  BA  MMM ,0.92558352984158354104,21728.88296200034892535768,20111.89619148292695172131
16,4502.T  4519.T  7267.T  6954.T  6702.T  AAPL  MSFT  WMT  JPM  MRK  VZ  IBM  BA  MMM  TRV  WBA ,0.89406220488013588010,22556.34103794813199783675,20166.77200241620084852912
