Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
13,9432.T  8306.T  8058.T  2914.T  MSFT  UNH  JNJ  WMT  MRK  KO  MCD  IBM  AXP ,1.50082958892882878388,19272.30731526543968357146,28924.44906567988800816238
14,9432.T  8306.T  8058.T  8316.T  2914.T  MSFT  UNH  JNJ  WMT  MRK  KO  MCD  IBM  AXP ,1.45931532725767687531,20764.95793370472165406682,30302.62138251620126538910
15,9432.T  8306.T  6501.T  8058.T  2914.T  MSFT  UNH  JNJ  WMT  MRK  KO  MCD  VZ  IBM  AXP ,1.54223423630019262909,21166.10302099119871854782,32643.08872802956102532335
15,9432.T  8306.T  6501.T  8058.T  2914.T  MSFT  UNH  JNJ  V  WMT  MRK  KO  VZ  IBM  AXP ,1.58092468217119774820,21724.22687695199056179263,34344.36647086031734943390
16,9432.T  8306.T  6501.T  8058.T  2914.T  5108.T  MSFT  UNH  JNJ  V  WMT  MRK  KO  VZ  IBM  AXP ,1.57817183615237666139,22115.32478434544100309722,34901.78272201660729479045
15,9432.T  8306.T  6501.T  8058.T  2914.T  5108.T  MSFT  UNH  JNJ  WMT  MRK  KO  VZ  IBM  AXP ,1.59535118389208796508,22410.55109326621095533483,35752.69921831637475406751
16,9432.T  8306.T  8058.T  2914.T  5108.T  7733.T  MSFT  UNH  V  WMT  MRK  KO  VZ  AMGN  IBM  AXP ,1.53646212109285928982,23270.84195218859895248897,35754.76718547639029566199
14,9432.T  8306.T  8058.T  2914.T  7733.T  MSFT  UNH  V  WMT  MRK  VZ  AMGN  IBM  AXP ,1.59337731326679921118,23318.98840361818656674586,37155.94709065679489867762
14,9432.T  8306.T  6501.T  8058.T  2914.T  5108.T  MSFT  UNH  JNJ  WMT  MRK  VZ  IBM  AXP ,1.58049497084281553860,23844.05955397131037898362,37685.41620952824450796470
14,9432.T  8306.T  8058.T  2914.T  5108.T  7733.T  MSFT  UNH  WMT  MRK  VZ  AMGN  IBM  AXP ,1.61833462975652686566,23889.49652672743468428962,38661.19951665127882733941
12,9432.T  8306.T  6501.T  8058.T  MSFT  JNJ  V  WMT  PG  MRK  VZ  AXP ,1.57595176938585690429,25010.48133180376680684276,39415.31230804808728862554
