Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
11,8306.T  8001.T  6902.T  2914.T  5108.T  UNH  V  WMT  NKE  VZ  CAT ,0.00931704563147658579,34188.21417371068673674017,318.53315151515704428675
13,6501.T  8001.T  6902.T  2914.T  5108.T  UNH  V  WMT  PG  CVX  NKE  VZ  CAT ,0.01919307266879355725,34616.02847022883361205459,664.38794993412864187121
10,8316.T  8001.T  6902.T  2914.T  5108.T  UNH  WMT  NKE  VZ  CAT ,0.02493808142207212114,35337.56911137553834123537,881.25117575758395105368
12,6501.T  8001.T  6902.T  2914.T  5108.T  UNH  V  PG  CVX  NKE  VZ  CAT ,0.02491557684640548567,35518.35223300439247395843,884.96023451911878510145
10,8306.T  8001.T  6902.T  2914.T  5108.T  UNH  WMT  NKE  VZ  CAT ,0.04397293271934493708,35558.62950149565585888922,1563.61722266138258419232
11,8001.T  6902.T  2914.T  8411.T  5108.T  UNH  WMT  CVX  NKE  VZ  CAT ,0.04936501850434345251,35989.84768029301631031558,1776.63949670616693765623
12,8306.T  8001.T  6902.T  2914.T  6702.T  5108.T  UNH  WMT  CVX  NKE  VZ  CAT ,0.06253706574346482028,36794.94727702501404564828,2301.04803689063510319102
11,8306.T  8001.T  6902.T  2914.T  5108.T  UNH  WMT  CVX  NKE  VZ  CAT ,0.06383054973421894984,37923.80110375314689008519,2420.69707246374264286715
11,8306.T  8001.T  6902.T  2914.T  6702.T  5108.T  UNH  CVX  NKE  VZ  CAT ,0.07046626965436365853,38185.17046953446697443724,2690.76651910406008028076
10,8058.T  8001.T  6902.T  2914.T  5108.T  UNH  CVX  NKE  VZ  CAT ,0.07255930437203834960,38398.74736954644322395325,2786.18639789192729949718
9,8001.T  6902.T  2914.T  5108.T  WMT  PG  CVX  NKE  VZ ,0.08304812181146489780,38929.24676543563691666350,3233.00082740447487594793
12,8058.T  8001.T  6902.T  2914.T  8411.T  5108.T  UNH  WMT  CVX  NKE  VZ  CAT ,0.08344910830238529142,39999.15267031062830938026,3337.89362318839539511828
12,8306.T  8001.T  6902.T  2914.T  8411.T  5108.T  UNH  WMT  CVX  NKE  VZ  CAT ,0.08497397743448839580,40007.30294242066156584769,3399.57965744399461982539
8,8001.T  6902.T  2914.T  5108.T  PG  CVX  NKE  VZ ,0.09642771245559421389,40334.37008717044227523729,3889.35104084319209505338
11,6501.T  8001.T  6902.T  2914.T  5108.T  UNH  V  PG  CVX  NKE  CAT ,0.10300884095687856679,41513.08875104558683233336,4276.21515678523974202108
9,8001.T  6902.T  2914.T  5108.T  UNH  WMT  CVX  NKE  CAT ,0.11057652535257586623,41887.08595101036917185411,4631.72842160742220585234
11,6501.T  8001.T  6902.T  2914.T  5108.T  UNH  WMT  PG  CVX  NKE  CAT ,0.12188760035414814009,42690.77907938908174401149,5203.47661923580471921014
8,8001.T  6902.T  2914.T  5108.T  UNH  CVX  NKE  CAT ,0.12677676996816350519,43087.19558719386986922473,5462.45548353094636695459
10,8316.T  8001.T  6902.T  2914.T  5108.T  UNH  WMT  CVX  NKE  CAT ,0.13035191321485842253,43111.65163087276596343145,5619.68627193673637520988
10,8306.T  8001.T  6902.T  2914.T  5108.T  UNH  WMT  CVX  NKE  CAT ,0.14502448289809174997,43455.09249820240074768662,6302.05231884054956026375
9,8001.T  6902.T  2914.T  8411.T  5108.T  UNH  CVX  NKE  CAT ,0.14479656124837075870,44403.97319572587730363011,6429.54262450593523681164
9,8316.T  8001.T  6902.T  2914.T  5108.T  UNH  CVX  NKE  CAT ,0.14520629452130770498,44458.79138920128752943128,6455.69635652174110873602
9,8306.T  8001.T  6902.T  2914.T  5108.T  UNH  CVX  NKE  CAT ,0.16049133612395102833,44955.53646419083815999329,7214.97411330698923848104
8,8001.T  6902.T  2914.T  5108.T  WMT  PG  CVX  NKE ,0.17530487660727658850,46757.43867348625644808635,8196.80701712781046808232
7,8001.T  6902.T  2914.T  5108.T  PG  CVX  NKE ,0.20110446653252878058,47999.77323702270950889215,9652.96879051380346936639
7,8001.T  6902.T  2914.T  5108.T  CVX  KO  NKE ,0.19105143150305123334,50976.31881560311012435704,9739.09868247689882991835
7,8316.T  8001.T  6902.T  2914.T  UNH  CVX  NKE ,0.19791376352039069531,51770.26806284596386831254,10246.04859077733090089168
7,8058.T  8001.T  6902.T  2914.T  UNH  CVX  NKE ,0.21164706041177547280,52523.24263869102287571877,11116.38990777338040061295
6,8001.T  6902.T  2914.T  PG  CVX  NKE ,0.21055327280760549602,53487.81746408021717797965,11262.03502239788758743089
8,8306.T  8001.T  6902.T  2914.T  8411.T  UNH  CVX  NKE ,0.21304146567954171387,54405.13503105767449596897,11590.54970750990651140455
4,8001.T  2914.T  WMT  NKE ,0.23435841237310092722,54878.32413082270795712247,12861.19691699604300083593
5,8001.T  6902.T  2914.T  NKE  AXP ,0.22775843322175515215,57622.81506229963270016015,13124.08207641631815931760
7,8306.T  8001.T  6902.T  8766.T  2914.T  UNH  NKE ,0.21891608079673827159,60716.01546669311937876046,13291.71214756260087597184
9,8306.T  8001.T  8031.T  6902.T  2914.T  5108.T  UNH  CVX  NKE ,0.21895567564074819300,60772.52932480046729324386,13306.49021870886826945934
4,8001.T  6702.T  CVX  NKE ,0.21857195597519704644,61794.34343977160460781306,13506.51051383396588789765
7,8001.T  8031.T  6902.T  2914.T  UNH  CVX  NKE ,0.22799236827542712636,61814.49506022170680807903,14093.23312252963842183817
8,8001.T  8031.T  6902.T  2914.T  8411.T  UNH  CVX  NKE ,0.22680534998592372098,62216.30609070580248953775,14110.99107773388641362544
8,8306.T  8001.T  8031.T  6902.T  2914.T  UNH  CVX  NKE ,0.23450150010743672779,63948.61782158644200535491,14996.04680895918318128679
7,8306.T  8001.T  8031.T  6902.T  2914.T  UNH  NKE ,0.23808841281251713617,65384.16256762349075870588,15567.21148880107284639962
3,8001.T  2914.T  NKE ,0.26638612121719651427,66853.76877540952409617603,17808.91615283266946789809
3,8001.T  8411.T  NKE ,0.24629125626705083985,76184.18552862985234241933,18763.49876152832075604238
5,8001.T  8031.T  5108.T  CVX  NKE ,0.23986767912945536341,78682.77382633578963577747,18873.45434519102127524093
2,8001.T  NKE ,0.26653958276715233877,78871.53758221586758736521,21022.38671936759055824950
3,8306.T  8001.T  NKE ,0.24552698754739793463,86018.21510091390518937260,21119.79322793148458003998
5,8001.T  8031.T  2914.T  CVX  NKE ,0.23269798612353623235,90907.49200700045912526548,21153.99031357047351775691
5,8001.T  8031.T  8411.T  CVX  NKE ,0.22933884986472627410,94720.99944096681429073215,21723.20506982870938372798
3,8306.T  8031.T  NKE ,0.23459929815301225342,96561.75060189633222762495,22653.31891963108864729293
4,8001.T  8031.T  2914.T  NKE ,0.24252464747936020029,97784.63914830834255553782,23715.18513833992619765922
4,8001.T  8031.T  8411.T  NKE ,0.23160202970418472534,105496.55315125967899803072,24433.21583662714692763984
3,8001.T  8031.T  NKE ,0.25095874325123113113,110904.51269887443049810827,27832.45712779973109718412
4,8001.T  8031.T  8411.T  6954.T ,0.18576460071448613887,152135.49416500527877360582,28261.38932806324010016397
4,8306.T  8001.T  8031.T  6954.T ,0.18459457093936251781,162666.28619780234294012189,30027.31330698287274572067
2,8031.T  6954.T ,0.18020077745810916814,172042.40990740104462020099,31002.17602108036953723058
4,8001.T  8031.T  8766.T  6954.T ,0.17870565443821073703,173821.40821928632794879377,31062.86851119894708972424
3,8001.T  8031.T  6954.T ,0.18930881611114441787,174015.03765584045322611928,32942.58076416337280534208
3,8306.T  8001.T  8031.T ,0.16917157823300854602,196288.90873052799724973738,33206.50447957839060109109
2,8031.T  8766.T ,0.16173463527894049729,207021.53731591181713156402,33482.55283267456979956478
3,8001.T  8031.T  8766.T ,0.16493047512242425823,209785.93743192680994980037,34600.09433465085749048740
2,8001.T  8031.T ,0.17371841649895689019,225461.23603821272263303399,39166.76890645586536265910
1,8031.T ,0.18150978675076645530,228535.45012326524010859430,41481.42081686429446563125

Runtime,1.81099999999999994316
