Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
8,9433.T  6367.T  2914.T  JNJ  KO  AMGN  CRM  BA ,0.56613273569245414762,27401.17279944484107545577,15512.70091813137150893454
7,9433.T  6367.T  2914.T  JNJ  KO  IBM  CRM ,0.64975513273147356141,29062.17279048318596323952,18883.29593894542267662473
7,9433.T  2914.T  4503.T  WMT  KO  IBM  CRM ,0.67176516769485883351,30343.14539129668992245570,20383.46815217390394536778
8,9433.T  6367.T  2914.T  JNJ  KO  AMGN  IBM  CRM ,0.64831005124071394707,33211.86179969825752777979,21531.58382516188794397749
8,9433.T  2914.T  4503.T  WMT  KO  AMGN  IBM  CRM ,0.68642961111764766446,33275.41149587836844148114,22841.22777289549048873596
12,9432.T  9433.T  4519.T  2914.T  3382.T  UNH  JNJ  PG  KO  AMGN  IBM  CRM ,0.65077630030680710949,35229.76179995663551380858,22926.69404486586063285358
9,9433.T  4519.T  2914.T  JNJ  PG  KO  NKE  AMGN  IBM ,0.66018185518471972362,35705.40063574889063602313,23572.05763182237205910496
9,9433.T  4519.T  2914.T  JNJ  WMT  KO  NKE  AMGN  IBM ,0.68149453451008779048,35948.66852684442710597068,24498.82112395928561454639
11,9433.T  4519.T  2914.T  3382.T  UNH  JNJ  WMT  KO  AMGN  IBM  CRM ,0.67183641727426524071,36880.56660984834161354229,24777.70773820540489396080
11,9433.T  4502.T  4519.T  2914.T  UNH  JNJ  WMT  KO  AMGN  CRM  BA ,0.69494803196835042147,36987.35049780078406911343,25704.28643617024135892279
11,9432.T  9433.T  4519.T  2914.T  UNH  WMT  KO  AMGN  IBM  CRM  BA ,0.69998866346320420817,37040.33265062863210914657,25927.81294634602090809494
11,9432.T  9433.T  4502.T  4519.T  2914.T  UNH  JNJ  WMT  KO  IBM  CRM ,0.72583571582300776548,37791.07319753155024955049,27430.11066604999723494984
10,9432.T  9433.T  4519.T  2914.T  UNH  JNJ  WMT  KO  IBM  CRM ,0.75880120836470399404,38319.74037788416171679273,29077.06530296023993287235
10,9433.T  4502.T  4519.T  2914.T  UNH  JNJ  WMT  KO  IBM  CRM ,0.75314986187711985277,38667.86252722319477470592,29122.69532146160781849176
10,9433.T  8316.T  4519.T  2914.T  UNH  JNJ  KO  AMGN  IBM  CRM ,0.76655745985513379370,38727.02085699216695502400,29686.48673589270401862450
9,9433.T  4502.T  4519.T  2914.T  UNH  JNJ  KO  AMGN  CRM ,0.75739182796435944311,39394.23910423291090410203,29836.87476642001274740323
11,9433.T  4502.T  4519.T  2914.T  UNH  JNJ  WMT  KO  AMGN  IBM  CRM ,0.76044876012573736634,39557.50016812166722957045,30081.45195652177062584087
9,9432.T  9433.T  4519.T  2914.T  UNH  KO  AMGN  IBM  CRM ,0.75695008930990903551,39771.69862729421583935618,30105.19082793714187573642
9,9433.T  4502.T  4519.T  2914.T  UNH  KO  AMGN  IBM  CRM ,0.75201406459768305179,40103.77246129632112570107,30158.60093432007488445379
9,9433.T  4519.T  2914.T  UNH  WMT  KO  AMGN  IBM  CRM ,0.78329747516276071462,40127.94160448996262857690,31432.11534227568699861877
7,9433.T  4519.T  2914.T  UNH  KO  AMGN  CRM ,0.78185168264849846942,40268.26050908376782899722,31483.80723635522736003622
8,9433.T  4519.T  2914.T  UNH  KO  AMGN  IBM  CRM ,0.80228234034629997140,40541.04301772498729405925,32525.36287234042538329959
7,9433.T  4519.T  2914.T  UNH  JNJ  AMGN  CRM ,0.77108963276742947812,43798.47778171320533147082,33772.55214847365277819335
8,9433.T  4519.T  2914.T  UNH  JNJ  AMGN  IBM  CRM ,0.77515274086494700967,44543.08504451266344403848,34527.69445883441949263215
