Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
5,4502.T  9022.T  HD  MRK  VZ ,0.97766727590210533716,21731.89238576187563012354,21246.56002898551741964184
6,4502.T  9022.T  PG  HD  MRK  VZ ,0.93600785129090557923,22842.54100415145148872398,21380.79772332020365865901
6,4502.T  9022.T  JNJ  HD  MRK  VZ ,1.02060411678304041594,23516.28613682129798689857,24000.81844268775603268296
9,8316.T  4519.T  9022.T  UNH  JNJ  HD  MRK  VZ  HON ,0.97744015920514237816,24791.11723745015478925779,24231.83357944662930094637
8,8316.T  4519.T  9022.T  AAPL  UNH  JNJ  HD  VZ ,1.00722262996825340231,25560.85674656972696539015,25745.47335652173569542356
6,8316.T  4519.T  9022.T  HD  MRK  VZ ,1.13470487293887201119,25614.52436062549168127589,29064.92561001318972557783
9,9432.T  8058.T  9022.T  UNH  V  HD  MRK  NKE  VZ ,1.05767539145838762593,28147.87869468844291986898,29771.31861712781028472818
10,9432.T  8058.T  9022.T  AAPL  UNH  JNJ  HD  MRK  VZ  HON ,1.05067427690943415719,29011.25763768829347100109,30481.38214071144830086268
9,9432.T  8058.T  9022.T  AAPL  UNH  HD  MRK  NKE  VZ ,1.04529391423351913915,30287.68322543389149359427,31659.53095177869181497954
10,9432.T  8306.T  8058.T  9022.T  UNH  JNJ  HD  MRK  NKE  VZ ,1.01785395399141997963,32536.10568009338749106973,33117.00381396575539838523
8,9432.T  8058.T  9022.T  V  HD  MRK  VZ  HON ,1.03932769250605216982,32808.85210726277728099376,34099.14855441374675137922
7,9432.T  8058.T  9022.T  V  HD  MRK  VZ ,1.03079533294188041559,33816.99953559461573604494,34858.40529538866394432262
8,9432.T  8058.T  9022.T  AAPL  HD  MRK  VZ  HON ,1.03632080716579300095,34953.80223833384661702439,36223.35254914363031275570
7,9432.T  8058.T  9022.T  AAPL  HD  MRK  VZ ,1.01091596121462101721,36883.58780555776320397854,37286.20761949929874390364
8,9432.T  8058.T  9022.T  AAPL  JNJ  HD  MRK  VZ ,0.96126756929953793840,38858.90901610878063365817,37353.80901554678712273017
6,9432.T  8058.T  9022.T  HD  MRK  VZ ,0.97993329287972463781,40521.39587912685965420678,39708.26489591568679315969
7,9432.T  8058.T  9022.T  AAPL  HD  MRK  HON ,0.92173703714536747711,43611.44429009917803341523,40198.28344558626849902794
7,9432.T  8306.T  8058.T  9022.T  HD  MRK  HON ,0.93252210501279664268,44426.07069652718200813979,41428.29296337284904439002
