Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
11,9432.T  3382.T  9022.T  JNJ  WMT  PG  CVX  CSCO  DIS  VZ  IBM ,0.48856012442452623201,21327.39531323027404141612,10419.71490788284063455649
12,9432.T  3382.T  9022.T  JNJ  WMT  PG  CVX  CSCO  DIS  VZ  IBM  DD ,0.63198063107780277914,21832.79111718185231438838,13797.90110842643298383337
7,9432.T  2914.T  WMT  PG  CVX  CSCO  TRV ,0.63368601052364570414,22259.70075435182297951542,14105.66096647539234254509
11,9432.T  3382.T  9022.T  WMT  PG  CVX  CSCO  DIS  VZ  IBM  DD ,0.73344732769661680205,22932.78211924015704425983,16819.98776200545034953393
12,9432.T  3382.T  9022.T  WMT  PG  CVX  CSCO  DIS  VZ  IBM  TRV  DD ,0.71530240006193979152,23785.96435865927560371347,17014.15739353673779987730
11,9432.T  2914.T  9022.T  WMT  PG  CVX  CSCO  DIS  VZ  IBM  DD ,0.77436294657839677136,24031.26732777923825778998,18608.92297795228660106659
12,9432.T  2914.T  9022.T  WMT  PG  CVX  CSCO  DIS  VZ  IBM  TRV  DD ,0.76510358517766541286,24377.10168034912931034341,18651.00789187561167636886
12,9432.T  2914.T  9022.T  WMT  JPM  PG  CVX  CSCO  DIS  VZ  IBM  DD ,0.79915564185254761576,25135.00644408691368880682,20086.78220779219918767922
12,2914.T  8411.T  9022.T  WMT  PG  CVX  KO  DIS  VZ  IBM  TRV  DD ,0.79556147977320323950,26533.80716952219881932251,21109.27489580191104323603
11,2914.T  8411.T  9022.T  WMT  PG  CVX  KO  DIS  VZ  IBM  DD ,0.79785757818786906537,26690.10732061762973899022,21294.90438840229762718081
12,2914.T  8411.T  9022.T  WMT  PG  CVX  CSCO  DIS  VZ  IBM  TRV  DD ,0.80131617081450667861,26980.48276981750314007513,21619.89713983693582122214
11,2914.T  8411.T  9022.T  WMT  PG  CVX  DIS  VZ  IBM  TRV  DD ,0.79775728688339186956,27528.86046624720984254964,21961.34903654484151047654
12,9432.T  2914.T  8411.T  9022.T  WMT  CVX  CSCO  DIS  VZ  INTC  MMM  TRV ,0.79968570931616245190,27853.60634667507838457823,22274.13094835402444005013
14,9432.T  8001.T  2914.T  8411.T  WMT  PG  CVX  KO  CSCO  DIS  VZ  IBM  MMM  DD ,0.80161576009151613853,27897.66374209895730018616,22363.20692540018717409112
15,9432.T  2914.T  8411.T  9022.T  WMT  PG  CVX  KO  CSCO  DIS  VZ  INTC  MMM  TRV  DD ,0.80541126046187205834,28275.36936701035665464588,22773.30088190881724585779
10,8411.T  9022.T  WMT  CVX  KO  DIS  VZ  IBM  TRV  DD ,0.81262397548842968398,28286.93973434231156716123,22986.64542132287533604540
14,9432.T  2914.T  8411.T  9022.T  WMT  PG  CVX  CSCO  DIS  VZ  INTC  MMM  TRV  DD ,0.83078840442087698026,28366.99250513304286869243,23566.96844155845610657707
13,9432.T  8001.T  8411.T  WMT  PG  CVX  CSCO  DIS  VZ  IBM  MMM  TRV  DD ,0.82024293377611567912,28944.26745675186248263344,23741.33085472669699811377
13,9432.T  8001.T  8411.T  WMT  CVX  KO  CSCO  DIS  VZ  IBM  MMM  TRV  DD ,0.81612375872764741924,29095.73622364039692911319,23745.72160978556712507270
13,9432.T  2914.T  8411.T  9022.T  WMT  CVX  CSCO  DIS  VZ  INTC  MMM  TRV  DD ,0.83750280628939310912,29225.20693675467919092625,24476.19282392028253525496
12,9432.T  8001.T  8411.T  WMT  CVX  CSCO  DIS  VZ  IBM  MMM  TRV  DD ,0.82689077894385154543,29924.50808955618776963092,24744.29980368470205576159
12,9432.T  2914.T  8411.T  9022.T  WMT  CVX  CSCO  DIS  VZ  INTC  MMM  DD ,0.82742775294799553176,30123.35489498022070620209,24924.89985200848605018109
14,9432.T  2914.T  8411.T  9022.T  WMT  JPM  CVX  CSCO  DIS  VZ  INTC  MMM  TRV  DD ,0.83298346197802097812,30402.86761096553527750075,25325.08591664151390432380
13,9432.T  2914.T  8411.T  WMT  PG  CVX  CSCO  DIS  VZ  IBM  MMM  TRV  DD ,0.83829072916797875425,30404.01720995510913780890,25487.40575656904184143059
13,9432.T  2914.T  8411.T  9022.T  WMT  JPM  CVX  CSCO  DIS  VZ  INTC  MMM  DD ,0.84349347396407570177,30588.85946811629401054233,25801.50333736032189335674
12,9432.T  2914.T  8411.T  WMT  CVX  CSCO  DIS  VZ  IBM  MMM  TRV  DD ,0.85785164380232103998,31049.67635601827714708634,26636.01590154034056467935
11,9432.T  2914.T  8411.T  WMT  PG  CVX  DIS  VZ  IBM  MMM  DD ,0.84723415683129987830,31588.61789711917299428023,26762.95604953187284991145
13,9432.T  2914.T  8411.T  WMT  JPM  PG  CVX  CSCO  DIS  VZ  IBM  MMM  DD ,0.84481149550382450553,31738.10537937657500151545,26812.71627000910302740522
11,9432.T  2914.T  8411.T  WMT  PG  CSCO  DIS  VZ  MMM  TRV  DD ,0.87363498954678142638,31958.35311295415158383548,27919.93548776804891531356
12,9432.T  2914.T  8411.T  WMT  JPM  CVX  CSCO  DIS  VZ  IBM  MMM  DD ,0.86675384158494406250,32387.26945371819601859897,28071.79021745696081779897
10,9432.T  2914.T  8411.T  WMT  PG  CSCO  DIS  VZ  MMM  DD ,0.88132129430345440557,32675.17235189974235254340,28797.32518876472749980167
10,9432.T  8411.T  WMT  PG  KO  DIS  VZ  MMM  TRV  DD ,0.85406885306205404529,33866.07481365795683814213,28923.95967381456648581661
11,9432.T  2914.T  8411.T  WMT  JPM  PG  CSCO  DIS  VZ  MMM  DD ,0.87044348075654842667,33875.18437398924288572744,29486.43339776503489702009
9,9432.T  8316.T  WMT  PG  DIS  VZ  MMM  TRV  DD ,0.86822483441767139833,34340.67412748223432572559,29815.42610812447674106807
9,9432.T  8411.T  WMT  PG  DIS  VZ  MMM  TRV  DD ,0.89758133452613819703,34341.84135422685358207673,30824.59579281185870058835
8,9432.T  8316.T  WMT  PG  DIS  VZ  MMM  DD ,0.88397142091533997821,35237.05781629608100047335,31148.55206674723376636393
9,9432.T  8316.T  WMT  JPM  PG  DIS  VZ  MMM  DD ,0.87391098632866925922,36307.96722007041535107419,31729.93144488072721287608
10,9432.T  8411.T  WMT  JPM  CSCO  DIS  VZ  MMM  TRV  DD ,0.87488618395209849510,36574.18870009022066369653,31998.25238296589304809459
9,9432.T  8411.T  WMT  JPM  PG  DIS  VZ  MMM  DD ,0.88808758639263818413,36864.72103787930973339826,32739.10112956814919016324
8,9432.T  8411.T  WMT  DIS  VZ  MMM  TRV  DD ,0.89151484915345990956,37252.36875972289999481291,33211.03991543342272052541
