Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
14,9432.T  8306.T  9984.T  8316.T  2914.T  3382.T  4503.T  MSFT  WMT  KO  CSCO  NKE  AXP  DD ,0.70372394272091642886,24520.39812893558337236755,17255.59124838112984434702
14,8306.T  9984.T  8316.T  8766.T  2914.T  3382.T  4503.T  MSFT  V  WMT  KO  CSCO  NKE  DD ,0.92799515218180028686,24612.93169076233243686147,22840.68129000924454885535
14,8306.T  9984.T  8316.T  8766.T  2914.T  3382.T  4503.T  MSFT  WMT  KO  CSCO  NKE  AXP  DD ,0.90902596012232239620,25301.78449674130024504848,22999.97894495835134875961
17,8306.T  9984.T  8035.T  6501.T  8316.T  8766.T  2914.T  3382.T  4503.T  AAPL  MSFT  JPM  KO  NKE  VZ  HON  DD ,0.93217180395631848988,26105.68160571772023104131,24334.98031591116887284443
13,8306.T  9984.T  8316.T  8766.T  2914.T  4503.T  MSFT  WMT  KO  CSCO  NKE  AXP  DD ,0.95856267593820831951,26452.76219175779624492861,25356.63051248841657070443
16,8306.T  9984.T  8035.T  6501.T  8316.T  8766.T  2914.T  3382.T  4503.T  AAPL  MSFT  JPM  NKE  VZ  HON  DD ,0.95805436836343749185,26605.00876023402452119626,25489.04486308972991537303
14,8306.T  9984.T  8316.T  8766.T  3382.T  4503.T  AAPL  MSFT  WMT  JPM  MRK  NKE  VZ  DD ,1.01145118429968117191,26861.91311164124272181652,27169.51382932466731290333
15,8306.T  9984.T  8316.T  8766.T  2914.T  3382.T  4503.T  AAPL  MSFT  WMT  JPM  KO  NKE  VZ  DD ,1.01204841270814394072,26952.26516944547256571241,27276.99718362628482282162
14,8306.T  9984.T  8316.T  8766.T  2914.T  3382.T  4503.T  AAPL  MSFT  WMT  JPM  NKE  VZ  DD ,1.05922037000539903673,27172.62196515835967147723,28781.79469195186902652495
13,8306.T  9984.T  8316.T  8766.T  2914.T  3382.T  4503.T  AAPL  MSFT  WMT  JPM  NKE  VZ ,1.07373786535465454151,27832.32743233841392793693,29884.62384505083900876343
12,8306.T  9984.T  8316.T  8766.T  3382.T  4503.T  AAPL  MSFT  WMT  JPM  NKE  VZ ,1.07282794788018764898,28427.09397800792794441804,30497.38089662348647834733
13,8306.T  9984.T  8316.T  8766.T  2914.T  4503.T  AAPL  MSFT  WMT  JPM  KO  VZ  DD ,1.07054240428207569913,28859.53580044744740007445,30895.35684227565070614219
13,8306.T  9984.T  8316.T  8766.T  2914.T  4503.T  AAPL  MSFT  WMT  JPM  NKE  VZ  DD ,1.08859264347448325694,29012.27186520297254901379,31582.54572294167883228511
12,8306.T  9984.T  8316.T  8766.T  4503.T  AAPL  MSFT  WMT  JPM  KO  VZ  DD ,1.07598496126461951050,29360.98087830498843686655,31591.97387303422874538228
