Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
25,9432.T  8306.T  8035.T  4063.T  8316.T  8001.T  4502.T  4519.T  7267.T  2914.T  3382.T  4503.T  6702.T  MSFT  UNH  WMT  JPM  CVX  HD  CSCO  MCD  VZ  IBM  DD  WBA ,0.46426857515049402281,22121.80709820900665363297,10270.45986123958027746994
21,9432.T  8306.T  8035.T  4063.T  8316.T  8001.T  4502.T  4519.T  6702.T  MSFT  UNH  WMT  CVX  HD  CSCO  MCD  VZ  IBM  CRM  AXP  WBA ,0.64132682033657917309,22241.13557648905043606646,14263.83675994449367863126
19,9432.T  8306.T  8035.T  8001.T  4502.T  4519.T  6702.T  MSFT  UNH  WMT  CVX  HD  CSCO  MCD  VZ  IBM  CRM  AXP  WBA ,0.73724899093573637021,22439.28352041581820230931,16543.33913274746009847149
19,8306.T  8035.T  8316.T  8001.T  4502.T  4519.T  6702.T  MSFT  UNH  WMT  CVX  HD  CSCO  MCD  VZ  IBM  CRM  AXP  WBA ,0.78140020556878064806,23207.92860490861494326964,18134.68018270117681822740
22,9432.T  8306.T  8035.T  4502.T  4519.T  7267.T  2914.T  3382.T  4503.T  6702.T  MSFT  UNH  WMT  JPM  CVX  HD  CSCO  MCD  VZ  IBM  MMM  WBA ,0.77173094964497201964,23595.04896164600722840987,18209.02954209068411728367
21,9432.T  8306.T  8035.T  4502.T  4519.T  7267.T  2914.T  4503.T  6702.T  MSFT  UNH  WMT  JPM  CVX  HD  CSCO  MCD  VZ  IBM  MMM  WBA ,0.82889182139575512398,23637.98352574650198221207,19593.33121877887242590077
19,8035.T  8316.T  4502.T  4519.T  7267.T  4503.T  6702.T  MSFT  UNH  WMT  CVX  HD  CSCO  MCD  VZ  IBM  CRM  MMM  WBA ,0.84868670388933187265,23914.33723259399994276464,20295.78004162812794675119
20,8306.T  8035.T  4502.T  4519.T  7267.T  3382.T  4503.T  6702.T  MSFT  UNH  WMT  CVX  HD  MCD  VZ  IBM  CRM  AXP  MMM  WBA ,0.86178903242282212105,24243.36612992231675889343,20892.66703977797078550793
19,8306.T  8035.T  4502.T  4519.T  7267.T  4503.T  6702.T  MSFT  UNH  WMT  CVX  HD  CSCO  MCD  VZ  IBM  CRM  MMM  WBA ,0.87275616702224634302,24286.96037967203301377594,21196.59444958372478140518
19,8306.T  8035.T  8316.T  4502.T  4519.T  4503.T  6702.T  MSFT  UNH  WMT  CVX  HD  CSCO  MCD  VZ  IBM  CRM  MMM  WBA ,0.90591654162010915030,24962.79935237955942284316,22614.21285846439059241675
20,8306.T  8035.T  4502.T  4519.T  7267.T  4503.T  6702.T  MSFT  UNH  WMT  JPM  CVX  HD  CSCO  MCD  VZ  IBM  CRM  MMM  WBA ,0.90762087168284999450,25130.04632290855079190806,22808.55454902865676558577
19,8306.T  8035.T  8316.T  4502.T  4519.T  4503.T  6702.T  MSFT  UNH  WMT  CVX  HD  MCD  VZ  IBM  CRM  AXP  MMM  WBA ,0.92607523651598522285,25897.68658100052198278718,23983.20622571691637858748
20,8306.T  8035.T  4502.T  4519.T  7267.T  4503.T  6702.T  MSFT  UNH  WMT  JPM  CVX  HD  MCD  VZ  IBM  CRM  AXP  MMM  WBA ,0.91065703798346431252,26474.01499168279406148940,24108.74807585568123613484
19,8306.T  8035.T  4502.T  4519.T  7267.T  8411.T  4503.T  6702.T  UNH  WMT  JPM  CVX  CSCO  MCD  VZ  CRM  GS  MMM  WBA ,0.90892845332823379856,26954.01752475698594935238,24499.27345975947537226602
18,8306.T  8035.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  CVX  HD  CSCO  MCD  VZ  IBM  CRM  MMM  WBA ,0.92767730909687851071,27440.84199536150845233351,25456.24646160958218388259
17,8306.T  8035.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  CVX  MCD  VZ  IBM  CRM  AXP  MMM  WBA ,0.96193392878175076888,27677.94791264341256464832,26624.35717622573429252952
18,8306.T  8035.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  VZ  IBM  CRM  AXP  MMM  WBA ,0.98305827531233147543,28516.76207281696770223789,28033.63894079555393545888
17,8035.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  VZ  IBM  CRM  AXP  MMM  WBA ,0.93272832030217822652,30243.53319723099411930889,28208.99991905643037171103
16,8035.T  6367.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  CVX  MCD  IBM  CRM  GS  MMM  WBA ,0.92268012562126056064,30754.43296865649244864471,28376.50407493060993147083
18,8306.T  8035.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  CVX  HD  MCD  AMGN  IBM  CRM  AXP  MMM  WBA ,0.95045714798605984708,31052.60377405453618848696,29514.16922062903176993132
17,8306.T  8035.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  VZ  IBM  CRM  AXP  MMM  WBA ,0.97898821551316950185,31056.18618953218901879154,30403.64029833485619747080
19,8306.T  8035.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  HD  MCD  AMGN  IBM  CRM  AXP  MMM  WBA ,0.95338091815555658926,32287.09508198543699108995,30781.90035383903159527108
17,8306.T  8035.T  4502.T  4519.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  IBM  CRM  GS  MMM  WBA ,0.97352113529246875334,32313.04528206417671754025,31457.43252775206929072738
15,8306.T  8035.T  4502.T  4519.T  8411.T  6702.T  UNH  WMT  JPM  MCD  CRM  GS  AXP  MMM  WBA ,0.94849116748113448949,33948.41800983386929146945,32199.77463228489796165377
18,8306.T  8035.T  6367.T  4502.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  AMGN  IBM  CRM  AXP  MMM  WBA ,0.94000217460200641284,34739.41916369015962118283,32655.12955827936457353644
16,8306.T  8035.T  8411.T  6702.T  MSFT  UNH  WMT  CVX  MCD  VZ  AMGN  IBM  CRM  AXP  MMM  WBA ,0.94399443756241085968,35423.12533962665474973619,33439.23328168364969315007
17,8306.T  8035.T  4502.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  AMGN  IBM  CRM  AXP  MMM  WBA ,0.95971195155002930743,36132.99566202018468175083,34677.26778214613295858726
16,8306.T  8035.T  4502.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  IBM  CRM  GS  MMM  WBA ,0.95284127962338982520,37416.90131797338108299300,35652.36813135985721601173
17,8306.T  8035.T  4502.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  AMGN  IBM  CRM  GS  MMM  WBA ,0.94812283217247139699,37667.43199707994790514931,35713.35230573541048215702
13,8306.T  8035.T  4502.T  8411.T  6702.T  UNH  WMT  JPM  MCD  VZ  GS  MMM  WBA ,0.92200411628165246380,39149.99441321464109933004,36096.45600138759618857875
14,8306.T  8035.T  4502.T  8411.T  6702.T  UNH  WMT  JPM  MCD  CRM  GS  AXP  MMM  WBA ,0.93620146456561637027,39639.20307663606217829511,37110.27997456056618830189
15,8306.T  8035.T  4502.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  MCD  AMGN  IBM  GS  MMM  WBA ,0.90029397065860428118,41277.18914394214516505599,37161.60451202590775210410
16,8306.T  8035.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  AMGN  IBM  CRM  GS  MMM  WBA ,0.92227015604582573971,41825.54485318203660426661,38574.45177844588033622131
15,8306.T  8035.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  CVX  MCD  IBM  CRM  GS  MMM  WBA ,0.91030505386085680541,42633.40743220327567541972,38809.40624884365388425067
14,8306.T  8035.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  AMGN  IBM  CRM  AXP  MMM  WBA ,0.89327046698018708337,44837.73305327365233097225,40052.22274283072329126298
13,8306.T  8035.T  8411.T  6702.T  UNH  WMT  JPM  MCD  AMGN  CRM  GS  MMM  WBA ,0.90325025751970333676,45061.51535820457502268255,40701.82535152634955011308
12,8306.T  8035.T  8411.T  6702.T  UNH  WMT  JPM  MCD  CRM  GS  MMM  WBA ,0.90392945907562294305,45549.48726113372686086223,41173.52338112858706153929
14,8306.T  8035.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  AMGN  IBM  CRM  GS  MMM  WBA ,0.88073095732669171021,46903.71884102712647290900,41309.55719703980867052451
13,8306.T  8035.T  8411.T  6702.T  MSFT  UNH  WMT  JPM  IBM  CRM  GS  MMM  WBA ,0.88525223670442199086,47109.42060268000204814598,41703.71995837185386335477
12,8035.T  8411.T  6702.T  UNH  WMT  JPM  MCD  AMGN  CRM  GS  MMM  WBA ,0.83606991125471230575,50184.22678852126409765333,41957.52203746532904915512
