Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
8,6367.T  4519.T  8766.T  UNH  CVX  KO  AMGN  DD ,0.22562692968636147151,25036.36360005709866527468,5648.87784959226246428443
7,6367.T  4519.T  8766.T  UNH  CVX  AMGN  DD ,0.37076241472347570838,26028.30057499794202158228,9650.31557233466810430400
8,6367.T  8316.T  4519.T  2914.T  UNH  CVX  NKE  AMGN ,0.42020788215588061876,26991.68182989535853266716,11342.11745756569325749297
8,6367.T  8316.T  4519.T  2914.T  UNH  CVX  AMGN  DD ,0.52037422815585210323,28042.96183782934531336650,14592.83462156446148583200
8,8316.T  8001.T  4519.T  2914.T  UNH  CVX  NKE  AMGN ,0.54268294695602814492,28666.55763944407590315677,15556.85197885835441411473
7,8316.T  4519.T  2914.T  UNH  CVX  IBM  DD ,0.53814643931550898426,29467.18113590642678900622,15857.65860495317974709906
6,4519.T  8766.T  2914.T  UNH  CVX  KO ,0.67870730216081076591,30611.29098935459478525445,20776.10672304439140134491
7,6367.T  8316.T  4519.T  2914.T  UNH  CVX  AMGN ,0.67139702684691782153,32064.76971676070388639346,21528.19105436422250932083
6,8316.T  4519.T  2914.T  UNH  CVX  KO ,0.65524601199796683737,34208.36009623954305425286,22414.89153005134721752256
5,4519.T  8766.T  UNH  CVX  AMGN ,0.76179598807534298910,34663.82575132782949367538,26406.76338870430117822252
5,4519.T  8766.T  2914.T  UNH  CVX ,0.84869307543907424041,34691.52571443395572714508,29442.45765025668151793070
5,8316.T  4519.T  2914.T  UNH  CVX ,0.90208091363482767466,34814.80870728879381204024,31405.77444669283067923971
4,4519.T  8766.T  2914.T  UNH ,0.89875846859273833545,37056.33177345595322549343,33304.69199637570272898301
4,8316.T  4519.T  2914.T  UNH ,0.83048269225214876865,43038.59966967443324392661,35742.81212443366530351341
5,9432.T  8316.T  4519.T  2914.T  UNH ,0.69810699995904557102,52463.95125947883207118139,36625.45161975235532736406
4,8306.T  2914.T  UNH  CVX ,0.61406265769253431941,60148.90669964677363168448,36935.19750528538133949041
7,9432.T  8316.T  4519.T  8766.T  2914.T  UNH  CVX ,0.61229094187822452611,60336.18189939796138787642,36943.29764451825758442283
6,8306.T  4519.T  8766.T  2914.T  UNH  AMGN ,0.61411942928637963668,60537.14477288375201169401,37177.03679855031077750027
6,8316.T  4519.T  8766.T  2914.T  UNH  AMGN ,0.61001401138368360755,62406.13167731968860607594,38068.61471942014759406447
5,8316.T  4519.T  8766.T  2914.T  UNH ,0.62040727121875272054,65869.69801133354485500604,40866.03959921474597649649
4,8316.T  4519.T  8766.T  UNH ,0.51143897616259448302,80741.25893301196629181504,41294.22680277857580222189
